,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type
5843,10.1111/j.1468-2958.2008.01337.x+2.0,10.1111/j.1468-2958.2008.01337.x,https://academic.oup.com/hcr/article/35/1/28/4107444,2009,The Role of Lad Magazines in Priming Men’s Chronic and Temporary Appearance-Related Schemata: An Investigation of Longitudinal and Experimental Findings,Human Communication Research,2.0,2.0,Laramie D. Taylor,Laramie,Taylor,"2 Communication Department, University of California, Davis, CA 95616",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laramie+Taylor,https://www.google.com/search?q=Laramie+D.+Taylor+communication+department+university+of+california+davis+ca,male,0.67,24.0,Low,Laramie D. Taylor,Laramie,Taylor,"2 Communication Department, University of California, Davis, CA 95616",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laramie+Taylor,https://www.google.com/search?q=Laramie+D.+Taylor+communication+department+university+of+california+davis+ca,white,Low,0.0073254835,0.2796905,0.028577972,0.6844061,0.6844061,0.2796905,0.4047156,communication department university of california davis ca,"2 Communication Department, University of California, Davis, CA 95616","University of California, Davis",API_QUERY,https://ror.org/05rrcem69,R
9022,10.1111/jcc4.12163+2.0,10.1111/jcc4.12163,https://academic.oup.com/jcmc/article/21/5/368/4161805,2016,An Extended Privacy Calculus Model for SNSs: Analyzing Self-Disclosure and Self-Withdrawal in a Representative U.S. Sample,Journal of Computer-Mediated Communication,2.0,2.0,Miriam J. Metzger,Miriam,Metzger,"2 Department of Communication, University of California, Santa Barbara, Ellison Hall, Santa Barbara, CA, 93106-4020",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Miriam+Metzger,https://www.google.com/search?q=Miriam+J.+Metzger+department+of+communication+university+of+california+santa+barbara+ellison+hall+santa+barbara+ca,female,0.98,47010.0,High,Miriam J. Metzger,Miriam,Metzger,"2 Department of Communication, University of California, Santa Barbara, Ellison Hall, Santa Barbara, CA, 93106-4020",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Miriam+Metzger,https://www.google.com/search?q=Miriam+J.+Metzger+department+of+communication+university+of+california+santa+barbara+ellison+hall+santa+barbara+ca,white,High,0.0031677645,0.0016138743,0.017762695,0.97745574,0.97745574,0.017762695,0.959693,department of communication university of california santa barbara ellison hall santa barbara ca,"2 Department of Communication, University of California, Santa Barbara, Ellison Hall, Santa Barbara, CA, 93106-4020","University of California, Santa Barbara",API_QUERY,https://ror.org/02t274463,R
8236,10.1111/j.1468-2885.2007.00294.x+3.0,10.1111/j.1468-2885.2007.00294.x,https://academic.oup.com/ct/article/17/3/231/4098668,2007,Entrapping the Innocent: Toward a Theory of Child Sexual Predators’ Luring Communication,Communication Theory,4.0,3.0,Barbara L. Ellevold,Barbara,Ellevold,"1 Department of Communication, University of Missouri—Columbia, MO 65211",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Barbara+Ellevold,https://www.google.com/search?q=Barbara+L.+Ellevold+department+of+communication+university+of+missouri+columbia+mo,female,0.98,94709.0,High,Barbara L. Ellevold,Barbara,Ellevold,"1 Department of Communication, University of Missouri—Columbia, MO 65211",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Barbara+Ellevold,https://www.google.com/search?q=Barbara+L.+Ellevold+department+of+communication+university+of+missouri+columbia+mo,white,High,0.0048927353,0.06849149,0.036325272,0.89029056,0.89029056,0.06849149,0.82179904,department of communication university of missouri columbia mo,"1 Department of Communication, University of Missouri—Columbia, MO 65211",University of Missouri,Exact,https://ror.org/02ymw8z06,R
9927,10.1111/j.1083-6101.2007.00331.x+3.0,10.1111/j.1083-6101.2007.00331.x,https://academic.oup.com/jcmc/article/12/2/412/4582994,2007,Using Peer Feedback to Enhance the Quality of Student Online Postings: An Exploratory Study,Journal of Computer-Mediated Communication,8.0,3.0,Brian Belland,Brian,Belland,1 Department of Curriculum and Instruction Purdue University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Belland,https://www.google.com/search?q=Brian+Belland+department+of+curriculum+and+instruction+purdue+university,male,0.99,51483.0,High,Brian Belland,Brian,Belland,1 Department of Curriculum and Instruction Purdue University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Belland,https://www.google.com/search?q=Brian+Belland+department+of+curriculum+and+instruction+purdue+university,white,High,0.0033942661,0.13690856,0.035104644,0.8245925,0.8245925,0.13690856,0.68768394,department of curriculum and instruction purdue university,1 Department of Curriculum and Instruction Purdue University,Wisconsin Department of Public Instruction,API_QUERY,https://ror.org/02g102751,R
3371,10.1111/j.1460-2466.1983.tb02388.x+2.0,10.1111/j.1460-2466.1983.tb02388.x,https://academic.oup.com/joc/article/33/2/56/4282688,1983,SOFIRAD: France's International Commercial Media Empire,Journal of Communication,2.0,2.0,John Y. Benzies,John,Benzies,"1 Douglas A. Boyd is Chairman of the Department of Communication, University of Delaware. John Y. Benzies is a retired professor of engineering. Monica Jacoby, with Burson-Marsteller in Washington, D.C., served as a research assistant",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Benzies,https://www.google.com/search?q=John+Y.+Benzies+douglas+a+boyd+is+chairman+of+the+department+of+communication+university+of+delaware+john+y+benzies+is+a+retired+professor+of+engineering+monica+jacoby+with+burson+marsteller+in+washington+d+c+served+as+a+research+assistant,male,0.99,218952.0,High,John Y. Benzies,John,Benzies,"1 Douglas A. Boyd is Chairman of the Department of Communication, University of Delaware. John Y. Benzies is a retired professor of engineering. Monica Jacoby, with Burson-Marsteller in Washington, D.C., served as a research assistant",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Benzies,https://www.google.com/search?q=John+Y.+Benzies+douglas+a+boyd+is+chairman+of+the+department+of+communication+university+of+delaware+john+y+benzies+is+a+retired+professor+of+engineering+monica+jacoby+with+burson+marsteller+in+washington+d+c+served+as+a+research+assistant,white,High,0.002514822,0.14537464,0.030450016,0.8216606,0.8216606,0.14537464,0.6762859,douglas a boyd is chairman of the department of communication university of delaware john y benzies is a retired professor of engineering monica jacoby with burson marsteller in washington d c served as a research assistant,"1 Douglas A. Boyd is Chairman of the Department of Communication, University of Delaware. John Y. Benzies is a retired professor of engineering. Monica Jacoby, with Burson-Marsteller in Washington, D.C., served as a research assistant",University of Delaware,Exact,https://ror.org/01sbq1a82,R
10361,10.1111/j.1083-6101.2002.tb00145.x+2.0,10.1111/j.1083-6101.2002.tb00145.x,https://academic.oup.com/jcmc/article/7/2/JCMC723/4584260,2002,User Behavior and the “Globalness” of Internet: from a Taiwan Users' Perspective,Journal of Computer-Mediated Communication,4.0,2.0,Wan-Wen Day,Wan-Wen,Day,2 Assistant Professor in the Institute of Telecommunications at National Chung Cheng University in Taiwan.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wan-Wen+Day,https://www.google.com/search?q=Wan-Wen+Day+assistant+professor+in+the+institute+of+telecommunications+at+national+chung+cheng+university+in+taiwan,,0.0,0.0,Low,Wan-Wen Day,Wan-Wen,Day,2 Assistant Professor in the Institute of Telecommunications at National Chung Cheng University in Taiwan.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wan-Wen+Day,https://www.google.com/search?q=Wan-Wen+Day+assistant+professor+in+the+institute+of+telecommunications+at+national+chung+cheng+university+in+taiwan,white,High,0.01706109,0.062832125,0.032908417,0.8871984,0.8871984,0.062832125,0.8243663,assistant professor in the institute of telecommunications at national chung cheng university in taiwan,2 Assistant Professor in the Institute of Telecommunications at National Chung Cheng University in Taiwan.,National Chung Cheng University,Exact,https://ror.org/0028v3876,R
1597,10.1111/j.1460-2466.2010.01484.x+2.0,10.1111/j.1460-2466.2010.01484.x,https://academic.oup.com/joc/article/60/2/318/4098444,2010,Of Attitudes and Engagement: Clarifying the Reciprocal Relationship Between Civic Attitudes and Political Participation,Journal of Communication,2.0,2.0,Michael Xenos,Michael,Xenos,"2 Manship School of Mass Communication, Louisiana State University, Baton Rouge, LA 70803, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Xenos,https://www.google.com/search?q=Michael+Xenos+manship+school+of+mass+communication+louisiana+state+university+baton+rouge+la+usa,male,0.99,245870.0,High,Michael Xenos,Michael,Xenos,"2 Manship School of Mass Communication, Louisiana State University, Baton Rouge, LA 70803, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Xenos,https://www.google.com/search?q=Michael+Xenos+manship+school+of+mass+communication+louisiana+state+university+baton+rouge+la+usa,hispanic,High,0.06359598,0.011990067,0.80632114,0.11809282,0.80632114,0.11809282,0.6882283,manship school of mass communication louisiana state university baton rouge la usa,"2 Manship School of Mass Communication, Louisiana State University, Baton Rouge, LA 70803, USA",Louisiana State University,Exact,https://ror.org/05ect4e57,R
9228,10.1111/jcc4.12088+4.0,10.1111/jcc4.12088,https://academic.oup.com/jcmc/article/19/4/991/4067618,2014,Gendered Space: The Digital Divide between Male and Female Users in Internet Public Access Sites,Journal of Computer-Mediated Communication,7.0,4.0,Laura Covarrubias,Laura,Covarrubias,"3 University of Texas at Austin, Austin, TX 78712, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laura+Covarrubias,https://www.google.com/search?q=Laura+Covarrubias+university+of+texas+at+austin+austin+tx+usa,female,0.98,288403.0,High,Laura Covarrubias,Laura,Covarrubias,"3 University of Texas at Austin, Austin, TX 78712, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laura+Covarrubias,https://www.google.com/search?q=Laura+Covarrubias+university+of+texas+at+austin+austin+tx+usa,hispanic,High,0.007496825,0.0021321573,0.95203924,0.03833174,0.95203924,0.03833174,0.9137075,university of texas at austin austin tx usa,"3 University of Texas at Austin, Austin, TX 78712, USA",The University of Texas at Austin,API_QUERY,https://ror.org/00hj54h04,R
9578,10.1111/j.1083-6101.2010.01506.x+3.0,10.1111/j.1083-6101.2010.01506.x,https://academic.oup.com/jcmc/article/15/3/389/4067609,2010,Situating Internet Use: Information-Seeking Among Young Women with Breast Cancer,Journal of Computer-Mediated Communication,4.0,3.0,Bev J. Holmes,Bev,Holmes,"3 Simon Fraser University,  bev.holmes@telus.net",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bev+Holmes,https://www.google.com/search?q=Bev+J.+Holmes+simon+fraser+university+bev+holmes+telus+net,female,0.94,1265.0,Low,Bev J. Holmes,Bev,Holmes,"3 Simon Fraser University,  bev.holmes@telus.net",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bev+Holmes,https://www.google.com/search?q=Bev+J.+Holmes+simon+fraser+university+bev+holmes+telus+net,white,Low,0.0059539475,0.32669067,0.022566278,0.6447891,0.6447891,0.32669067,0.31809843,simon fraser university bev holmes telus net,"3 Simon Fraser University,  bev.holmes@telus.net",Simon Fraser University,Exact,https://ror.org/0213rcc28,R
4665,10.1111/j.1460-2466.1967.tb01161.x+1.0,10.1111/j.1460-2466.1967.tb01161.x,https://academic.oup.com/joc/article/17/1/39/4569166,1967,"Conformity, Persuasibility, and Irrelevant Fear",Journal of Communication,3.0,1.0,Richard M. Lundy,Richard,Lundy,"1 Richard M. Lundy, Ph.D., is Professor of Psychology",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Lundy,https://www.google.com/search?q=Richard+M.+Lundy+richard+m+lundy+ph+d+is+professor+of+psychology,male,0.99,101928.0,High,Richard M. Lundy,Richard,Lundy,"1 Richard M. Lundy, Ph.D., is Professor of Psychology",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Lundy,https://www.google.com/search?q=Richard+M.+Lundy+richard+m+lundy+ph+d+is+professor+of+psychology,white,High,0.008472367,0.09191928,0.029494153,0.87011415,0.87011415,0.09191928,0.77819484,richard m lundy ph d is professor of psychology,"1 Richard M. Lundy, Ph.D., is Professor of Psychology",Richard M. Fairbanks Foundation,API_QUERY,https://ror.org/05t9z3q05,R
2192,10.1111/j.1460-2466.2003.tb02599.x+1.0,10.1111/j.1460-2466.2003.tb02599.x,https://academic.oup.com/joc/article/53/3/411/4102957,2003,"The Scary World in Your Living Room and Neighborhood: Using Local Broadcast News, Neighborhood Crime Rates, and Personal Experience to Test Agenda Setting and Cultivation",Journal of Communication,2.0,1.0,Kimberly Gross,Kimberly,Gross,"1 Kimberly Gross (PhD, University of Michigan) and Sean Aday (PhD, Annenberg School for Communication, University of Pennsylvania) are assistant professors in the School of Media and Public Affairs, George Washington University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kimberly+Gross,https://www.google.com/search?q=Kimberly+Gross+kimberly+gross+and+sean+aday+are+assistant+professors+in+the+school+of+media+and+public+affairs+george+washington+university,female,0.99,17328.0,High,Kimberly Gross,Kimberly,Gross,"1 Kimberly Gross (PhD, University of Michigan) and Sean Aday (PhD, Annenberg School for Communication, University of Pennsylvania) are assistant professors in the School of Media and Public Affairs, George Washington University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kimberly+Gross,https://www.google.com/search?q=Kimberly+Gross+kimberly+gross+and+sean+aday+are+assistant+professors+in+the+school+of+media+and+public+affairs+george+washington+university,white,High,0.010137135,0.06820598,0.03375922,0.8878976,0.8878976,0.06820598,0.81969166,kimberly gross and sean aday are assistant professors in the school of media and public affairs george washington university,"1 Kimberly Gross (PhD, University of Michigan) and Sean Aday (PhD, Annenberg School for Communication, University of Pennsylvania) are assistant professors in the School of Media and Public Affairs, George Washington University",George Washington University,Exact,https://ror.org/00y4zzh67,R
7534,10.1111/j.1468-2958.1977.tb00518.x+1.0,10.1111/j.1468-2958.1977.tb00518.x,https://academic.oup.com/hcr/article/3/3/195/4637559,1977,Explication and Test of a Model of Communicative Competence,Human Communication Research,1.0,1.0,John M. Wiemann,John,Wiemann,1 Rutgers University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Wiemann,https://www.google.com/search?q=John+M.+Wiemann+rutgers+university,male,0.99,218952.0,High,John M. Wiemann,John,Wiemann,1 Rutgers University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Wiemann,https://www.google.com/search?q=John+M.+Wiemann+rutgers+university,white,High,0.0015450498,0.006627611,0.028674658,0.96315277,0.96315277,0.028674658,0.9344781,rutgers university,1 Rutgers University,"Rutgers, The State University of New Jersey",API_QUERY,https://ror.org/05vt9qd57,R
4044,10.1111/j.1460-2466.1977.tb02143.x+1.0,10.1111/j.1460-2466.1977.tb02143.x,https://academic.oup.com/joc/article/27/3/160/4553984,1977,Sports Telecasts: Rights and Regulations,Journal of Communication,1.0,1.0,Ira Horowitz,Ira,Horowitz,1 Ira Horowitzes Professor and Chairman of Management at the University of Florida,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ira+Horowitz,https://www.google.com/search?q=Ira+Horowitz+ira+horowitzes+professor+and+chairman+of+management+at+the+university+of+florida,female,0.92,6844.0,High,Ira Horowitz,Ira,Horowitz,1 Ira Horowitzes Professor and Chairman of Management at the University of Florida,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ira+Horowitz,https://www.google.com/search?q=Ira+Horowitz+ira+horowitzes+professor+and+chairman+of+management+at+the+university+of+florida,white,High,0.0027764307,0.017843215,0.021196492,0.9581838,0.9581838,0.021196492,0.93698734,ira horowitzes professor and chairman of management at the university of florida,1 Ira Horowitzes Professor and Chairman of Management at the University of Florida,University of Florida,Exact,https://ror.org/02y3ad647,R
2736,10.1111/j.1460-2466.1994.tb00701.x+1.0,10.1111/j.1460-2466.1994.tb00701.x,https://academic.oup.com/joc/article/44/4/98/4160204,1994,Critical Viewing and Participatory Democracy,Journal of Communication,1.0,1.0,Jodi R. Cohen,Jodi,Cohen,1 Jodi R. Cohen is an associate professor in the Department of Speech Communication at Ithaca College.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jodi+Cohen,https://www.google.com/search?q=Jodi+R.+Cohen+jodi+r+cohen+is+an+associate+professor+in+the+department+of+speech+communication+at+ithaca+college,female,0.8,1150.0,Low,Jodi R. Cohen,Jodi,Cohen,1 Jodi R. Cohen is an associate professor in the Department of Speech Communication at Ithaca College.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jodi+Cohen,https://www.google.com/search?q=Jodi+R.+Cohen+jodi+r+cohen+is+an+associate+professor+in+the+department+of+speech+communication+at+ithaca+college,white,High,0.0025715383,0.042131923,0.017583178,0.93771344,0.93771344,0.042131923,0.89558154,jodi r cohen is an associate professor in the department of speech communication at ithaca college,1 Jodi R. Cohen is an associate professor in the Department of Speech Communication at Ithaca College.,Ithaca College,Exact,https://ror.org/01kw1gj07,R
6147,10.1111/j.1468-2958.2004.tb00726.x+2.0,10.1111/j.1468-2958.2004.tb00726.x,https://academic.oup.com/hcr/article/30/1/102/4331508,2004,The Interplay of News Frames on Cognitive Complexity,Human Communication Research,4.0,2.0,Nojin Kwak,Nojin,Kwak,2 Nojin Kwak. University of Michigan,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nojin+Kwak,https://www.google.com/search?q=Nojin+Kwak+nojin+kwak+university+of+michigan,female,0.75,8.0,Low,Nojin Kwak,Nojin,Kwak,2 Nojin Kwak. University of Michigan,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nojin+Kwak,https://www.google.com/search?q=Nojin+Kwak+nojin+kwak+university+of+michigan,api,High,0.9205085,0.030070834,0.0052167713,0.044203855,0.9205085,0.044203855,0.8763046,nojin kwak university of michigan,2 Nojin Kwak. University of Michigan,University of Michigan–Ann Arbor,API_QUERY,https://ror.org/00jmfr291,R
8020,10.1111/comt.12028+1.0,10.1111/comt.12028,https://academic.oup.com/ct/article/24/1/1/4061163,2014,The Mediation of Nationhood: Communicating the World as a World of Nations,Communication Theory,1.0,1.0,Michael Skey,Michael,Skey,"1 School of Political, Social &amp; International Studies, University of East Anglia, Norwich, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Skey,https://www.google.com/search?q=Michael+Skey+school+of+political+social+amp+international+studies+university+of+east+anglia+norwich+uk,male,0.99,245870.0,High,Michael Skey,Michael,Skey,"1 School of Political, Social &amp; International Studies, University of East Anglia, Norwich, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Skey,https://www.google.com/search?q=Michael+Skey+school+of+political+social+amp+international+studies+university+of+east+anglia+norwich+uk,white,High,0.014788875,0.023254946,0.033373002,0.9285832,0.9285832,0.033373002,0.8952102,school of political social amp international studies university of east anglia norwich uk,"1 School of Political, Social &amp; International Studies, University of East Anglia, Norwich, UK",University of East Anglia,Exact,https://ror.org/026k5mg93,R
8470,10.1111/j.1468-2885.1999.tb00173.x+1.0,10.1111/j.1468-2885.1999.tb00173.x,https://academic.oup.com/ct/article/9/3/321/4201792,1999,Theorizing the Flip Side of Civic Journalism: Democratic Citizenship and Ethical Readership,Communication Theory,1.0,1.0,Christopher J. Schroll,Christopher,Schroll,"1 Christopher J. Schroll is director of the Office of Instructional Programs for the College of Urban, Labor &amp; Metropolitan Affairs, Wayne State University. Portions of this article derive from the author's unpublished doctoral dissertation,  Towards a Rhetorical Conception of Public Journalism  (University of Georgia, 1996), directed by Cal M. Logue. An earlier version of this paper was presented at the 5th National Communication Ethics Conference in May 1998. Rob Anderson, Frederick Ferré, Lana Rakow, and Laura Wackwitz provided great insight and constructive commentary on early drafts of this paper.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christopher+Schroll,https://www.google.com/search?q=Christopher+J.+Schroll+christopher+j+schroll+is+director+of+the+office+of+instructional+programs+for+the+college+of+urban+labor+amp+metropolitan+affairs+wayne+state+university+portions+of+this+article+derive+from+the+author+s+unpublished+doctoral+dissertation+towards+a+rhetorical+conception+of+public+journalism+directed+by+cal+m+logue+an+earlier+version+of+this+paper+was+presented+at+the+th+national+communication+ethics+conference+in+may+rob+anderson+frederick+ferr+lana+rakow+and+laura+wackwitz+provided+great+insight+and+constructive+commentary+on+early+drafts+of+this+paper,male,0.99,53539.0,High,Christopher J. Schroll,Christopher,Schroll,"1 Christopher J. Schroll is director of the Office of Instructional Programs for the College of Urban, Labor &amp; Metropolitan Affairs, Wayne State University. Portions of this article derive from the author's unpublished doctoral dissertation,  Towards a Rhetorical Conception of Public Journalism  (University of Georgia, 1996), directed by Cal M. Logue. An earlier version of this paper was presented at the 5th National Communication Ethics Conference in May 1998. Rob Anderson, Frederick Ferré, Lana Rakow, and Laura Wackwitz provided great insight and constructive commentary on early drafts of this paper.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christopher+Schroll,https://www.google.com/search?q=Christopher+J.+Schroll+christopher+j+schroll+is+director+of+the+office+of+instructional+programs+for+the+college+of+urban+labor+amp+metropolitan+affairs+wayne+state+university+portions+of+this+article+derive+from+the+author+s+unpublished+doctoral+dissertation+towards+a+rhetorical+conception+of+public+journalism+directed+by+cal+m+logue+an+earlier+version+of+this+paper+was+presented+at+the+th+national+communication+ethics+conference+in+may+rob+anderson+frederick+ferr+lana+rakow+and+laura+wackwitz+provided+great+insight+and+constructive+commentary+on+early+drafts+of+this+paper,white,High,0.0068397047,0.0060534566,0.020325145,0.9667817,0.9667817,0.020325145,0.94645655,christopher j schroll is director of the office of instructional programs for the college of urban labor amp metropolitan affairs wayne state university portions of this article derive from the author s unpublished doctoral dissertation towards a rhetorical conception of public journalism directed by cal m logue an earlier version of this paper was presented at the th national communication ethics conference in may rob anderson frederick ferr lana rakow and laura wackwitz provided great insight and constructive commentary on early drafts of this paper,"1 Christopher J. Schroll is director of the Office of Instructional Programs for the College of Urban, Labor &amp; Metropolitan Affairs, Wayne State University. Portions of this article derive from the author's unpublished doctoral dissertation,  Towards a Rhetorical Conception of Public Journalism  (University of Georgia, 1996), directed by Cal M. Logue. An earlier version of this paper was presented at the 5th National Communication Ethics Conference in May 1998. Rob Anderson, Frederick Ferré, Lana Rakow, and Laura Wackwitz provided great insight and constructive commentary on early drafts of this paper.",Wayne State University,Exact,https://ror.org/01070mq45,R
7525,10.1111/j.1468-2958.1977.tb00535.x+2.0,10.1111/j.1468-2958.1977.tb00535.x,https://academic.oup.com/hcr/article/3/4/326/4637568,1977,The Relation between Behavioral Intentions and Beliefs: A Probabilistic Model,Human Communication Research,2.0,2.0,G. William King,William,King,"2 University of California, Davis",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+King,https://www.google.com/search?q=G.+William+King+university+of+california+davis,male,0.99,64097.0,High,G. William King,William,King,"2 University of California, Davis",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+King,https://www.google.com/search?q=G.+William+King+university+of+california+davis,white,Low,0.012046223,0.19408529,0.017834367,0.7760341,0.7760341,0.19408529,0.5819488,university of california davis,"2 University of California, Davis","University of California, Davis",API_QUERY,https://ror.org/05rrcem69,R
6529,10.1111/j.1468-2958.1996.tb00378.x+1.0,10.1111/j.1468-2958.1996.tb00378.x,https://academic.oup.com/hcr/article/22/4/544/4564904,1996,Insight Into Behavior Displayed During Deception,Human Communication Research,3.0,1.0,Aldert Vrij,Aldert,Vrij,"1 Aldert Vrij is a senior lecturer of social and legal psychology at the University of Portsmouth, United Kingdom",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Aldert+Vrij,https://www.google.com/search?q=Aldert+Vrij+aldert+vrij+is+a+senior+lecturer+of+social+and+legal+psychology+at+the+university+of+portsmouth+united+kingdom,male,1.0,42.0,Low,Aldert Vrij,Aldert,Vrij,"1 Aldert Vrij is a senior lecturer of social and legal psychology at the University of Portsmouth, United Kingdom",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Aldert+Vrij,https://www.google.com/search?q=Aldert+Vrij+aldert+vrij+is+a+senior+lecturer+of+social+and+legal+psychology+at+the+university+of+portsmouth+united+kingdom,white,High,0.011942501,0.0058088647,0.012296381,0.9699523,0.9699523,0.012296381,0.9576559,aldert vrij is a senior lecturer of social and legal psychology at the university of portsmouth united kingdom,"1 Aldert Vrij is a senior lecturer of social and legal psychology at the University of Portsmouth, United Kingdom",University of Portsmouth,Exact,https://ror.org/03ykbk197,R
2809,10.1111/j.1460-2466.1993.tb01286.x+2.0,10.1111/j.1460-2466.1993.tb01286.x,https://academic.oup.com/joc/article/43/3/141/4160175,1993,Beyond the Culture Wars: An Agenda for Research on Communication and Culture,Journal of Communication,2.0,2.0,James Jasinski,James,Jasinski,2 James Jasinski is an assistant professor in the Department of Speech Communication at the University of Illinois.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Jasinski,https://www.google.com/search?q=James+Jasinski+james+jasinski+is+an+assistant+professor+in+the+department+of+speech+communication+at+the+university+of+illinois,male,0.99,117309.0,High,James Jasinski,James,Jasinski,2 James Jasinski is an assistant professor in the Department of Speech Communication at the University of Illinois.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Jasinski,https://www.google.com/search?q=James+Jasinski+james+jasinski+is+an+assistant+professor+in+the+department+of+speech+communication+at+the+university+of+illinois,white,High,0.00056776934,0.00048574427,0.0057427255,0.99320364,0.99320364,0.0057427255,0.9874609,james jasinski is an assistant professor in the department of speech communication at the university of illinois,2 James Jasinski is an assistant professor in the Department of Speech Communication at the University of Illinois.,University of Illinois at Rockford,API_QUERY,https://ror.org/02437s643,R
4932,10.1111/j.1460-2466.1952.tb00193.x+1.0,10.1111/j.1460-2466.1952.tb00193.x,https://academic.oup.com/joc/article/2/2/26/4609536,1952,Discussional Procedures in Communication,Journal of Communication,1.0,1.0,Russell L. Jenkins,Russell,Jenkins,"1 Assistant Professor in Written and Spoken English, Michigan State College, East Lansing, Michigan",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Russell+Jenkins,https://www.google.com/search?q=Russell+L.+Jenkins+assistant+professor+in+written+and+spoken+english+michigan+state+college+east+lansing+michigan,male,0.98,5609.0,High,Russell L. Jenkins,Russell,Jenkins,"1 Assistant Professor in Written and Spoken English, Michigan State College, East Lansing, Michigan",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Russell+Jenkins,https://www.google.com/search?q=Russell+L.+Jenkins+assistant+professor+in+written+and+spoken+english+michigan+state+college+east+lansing+michigan,white,Low,0.0042538545,0.3983313,0.02787452,0.5695403,0.5695403,0.3983313,0.17120901,assistant professor in written and spoken english michigan state college east lansing michigan,"1 Assistant Professor in Written and Spoken English, Michigan State College, East Lansing, Michigan",Michigan State University,API_QUERY,https://ror.org/05hs6h993,R
