journal,issueURL,volumn,issue,issueText,month,year,category,title,url,doi,pages,abstract,abstract_para_num,sci_hub,type
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/14/3?browseBy=volume,Volume 14,Issue 3,"Issue 3, 1 April 2009, Pages 435–770",April,2009,Original Article,Internet Initiated Relationships: Associations between Age and Involvement in Online Dating,https://academic.oup.com/jcmc/article/14/3/658/4583567,10.1111/j.1083-6101.2009.01457.x,,"We used data from an online survey (N = 175) about Internet romance to explore the possibility that age might be associated with variation in people's perceptions of and experiences with online personals ads and Internet dating sites. Results suggest that involvement in online dating may increase rather than decrease with age and that older adults may turn to online dating in part as a response to diminishing satisfaction with and use of more conventional ways of establishing romances. Age was also unrelated to proxy measures of the stigma associated with online dating (i.e., whether respondents had told others they date online, mean rated favorability of responses to such disclosure). Possible explanations for and implications of these findings are discussed.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2009.01457.x,
Journal of Communication,https://academic.oup.com/joc/issue/68/3?browseBy=volume,Volume 68,Issue 3,"Issue 3, June 2018, Pages 453–658",June,2018,Original articles,You Must Remember This: Iconic News Photographs and Collective Memory,https://academic.oup.com/joc/article/68/3/453/4991796,10.1093/joc/jqy017,453–479,"“Known for being known,” iconic photographs are widely circulated and symbolically powerful images that catalyze public discussion and are etched into the fabric of collective memory for succeeding generations—or so the literature postulates. Based on a multi-method research (including focus groups and a national survey), our study aimed to identify the most prevalent domestic-Israeli and foreign (non-Israeli) iconic news photographs that are recognized by the Israeli public, and to expose key features of their place in Israeli collective memory. We found that only a handful of images were recalled by a majority of people. These are images of conflict, trauma and triumph, which inspired mostly emotional reactions, especially among the eldest, who also demonstrated higher recognition scores. This article examines what such differences in recognition and reactions between photographs and between groups of individuals mean for theories of collective memory and the presumed mnemonic power of visual media.",1.0,https://sci-hub.se/10.1093/joc/jqy017,
Journal of Communication,https://academic.oup.com/joc/issue/67/5?browseBy=volume,Volume 67,Issue 5,"Issue 5, October 2017, Pages 635–826",October,2017,Original Articles,Contentious Actions and Communication for Social Change: The Public Hearing (Jan Sunwai) as Process,https://academic.oup.com/joc/article/67/5/719/4642203,10.1111/jcom.12301,719–732,"This article explores the relationship between ‘contentious actions’ and communication processes in communication for social change (CSC) theory. Beginning with an analysis of the contributions made by Charles Tilly to the understanding of the methods and repertoires of popular protest and E. P. Thompson’s interpretation of the moral economy of protests, it explores the history of contentious action in India, before focusing on the empowerment potential of the ‘Public Hearing’ as contentious action, specifically in the context of the Right to Information Movement in India. It argues that contentious actions such as public hearings need to become a focus for study in CSC theory precisely because it contributes to the validation of Voice, and to individual and collective empowerment.",1.0,https://sci-hub.se/10.1111/jcom.12301,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/6/4?browseBy=volume,Volume 6,Issue 4,"Issue 4, December 2013, Pages 487–647",December,2013,Original Articles,"Calling All Copyfighters: Experts as Superheroes, Comic Books as Intervention and Boundary Making in Canadian Copyright Policy",https://academic.oup.com/ccc/article/6/4/525/4054531,10.1111/cccr.12032,525–549,"Critical discourse analysis (Fairclough 1992) provides collective action scholars with means to interpret the practices of media, and particularly activist media, in politically engaging and mobilizing publics. Claims that novel forms of digital media bypass obstacles of mainstream media and facilitate greater public participation in policy-making require empirical and theoretical assessment. This article scrutinizes one notable digital intervention in copyright policy-making: an interactive and “clickable” PDF comic, published by Appropriation Art, presenting a framed narrative surrounding the “Fair Copyright for Canada” campaign. Analyzing the comic's composition and its intertextual, interdiscursive, and performative character, the analysis shows it is related to institutionalized political and mainstream media practice and, contrary to intention, helps reproduce traditional institutional divides between policy “insiders” and “outsiders.”",1.0,https://sci-hub.se/10.1111/cccr.12032,
Journal of Communication,https://academic.oup.com/joc/issue/66/2?browseBy=volume,Volume 66,Issue 2,"Issue 2, April 2016, Pages 207–342",April,2016,Original Articles,Leveraging Social Network Analysis for Research on Journalism in the Information Age,https://academic.oup.com/joc/article/66/2/299/4082417,10.1111/jcom.12212,299–313,"Advances in information and communication technologies connect media organizations, media content, and audiences in new ways. This essay advocates the use of a relational approach to study journalism and media in the information age. This article begins with a review of the communication network typology, highlighting its applicability to journalism studies. A review of journalism studies that use social network analysis reveals a number of new opportunities for research. Finally, the essay illustrates the heuristic value of the communication network typology and multidimensional networks for the study of journalism and media.",1.0,https://sci-hub.se/10.1111/jcom.12212,
Human Communication Research,https://academic.oup.com/hcr/issue/30/2?browseBy=volume,Volume 30,Issue 2,"Issue 2, April 2004, Pages 153–293",April,2004,Article,The Multiple Source Effect and Synthesized Speech: Doubly-Disembodied Language as a Conceptual Framework,https://academic.oup.com/hcr/article/30/2/182/4336799,10.1111/j.1468-2958.2004.tb00730.x,182–207,"Two experiments examine the effect of multiple synthetic voices in an e-commerce context. In Study 1, participants (N= 40) heard five positive reviews about a book from five different synthetic voices or from a single synthetic voice. Consistent with the multiple source effect, results showed that participants hearing multiple synthetic voices evaluated the reviewed books more positively, predicted more favorable public reaction to the books, and felt greater social presence of virtual speakers. The effects were mediated by participants’ feelings of social presence. The second experiment (N= 40) showed that the observed effects persisted even when participants were shown the purely artificial nature of synthesized speech. These results support the idea that characteristics of synthetic voices in doubly disembodied language settings influence participants’ imagination of virtual speakers, and that technological literacy does not hinder social responses to anthropomorphic technologies such as text-to-speech (TTS).",1.0,https://sci-hub.se/10.1111/j.1468-2958.2004.tb00730.x,
Journal of Communication,https://academic.oup.com/joc/issue/28/4?browseBy=volume,Volume 28,Issue 4,"Issue 4, December 1978, Pages 3–226",December,1978,Article,Government and the Press: The Question of Subsidies,https://academic.oup.com/joc/article/28/4/46/4371631,10.1111/j.1460-2466.1978.tb01655.x,46–53,"Sweden, West Germany, and England debate the advisability of government subsidies as a way of maintaining “a free and viable press in a period of economic strife.”",1.0,https://sci-hub.se/10.1111/j.1460-2466.1978.tb01655.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/17/2?browseBy=volume,Volume 17,Issue 2,"Issue 2, 1 January 2012, Pages 117–246",January,2012,Original Article,Social Issue Emergence on the Web: A Dual Structurational Model,https://academic.oup.com/jcmc/article/17/2/231/4067680,10.1111/j.1083-6101.2011.01566.x,,"In this paper, we unravel the complex ontological relationship between the empirical hyperlink networks enacted by strategic organizational actors and the epistemic issue networks enacted by decision makers who navigate hyperlinks to construct the boundaries of an issue. To conceptualize this relationship, we present a dual structurational model of issue network emergence that demonstrates the processes by which decision makers come to read and structure their comprehension of an issue out of their experience navigating a hyperlink network. We then discuss how the emergence of an issue network from a hyperlink network has consequences for both the decision makers that wish to act on the social issue and the organizational actors who create links. The model is demonstrated using the Chicago Climate Action Plan, a climate change initiative underway in Chicago, as an abbreviated case study.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2011.01566.x,
Journal of Communication,https://academic.oup.com/joc/issue/45/4?browseBy=volume,Volume 45,Issue 4,"Issue 4, December 1995, Pages 3–181",December,1995,Symposium: Horizons of the State: Information Policy and Power,The Survival of the State in British Broadcasting,https://academic.oup.com/joc/article/45/4/140/4160278,10.1111/j.1460-2466.1995.tb00759.x,140–159,,,https://sci-hub.se/10.1111/j.1460-2466.1995.tb00759.x,
Journal of Communication,https://academic.oup.com/joc/issue/15/2?browseBy=volume,Volume 15,Issue 2,"Issue 2, June 1965, Pages 64–128",June,1965,Articles,Communication Films,https://academic.oup.com/joc/article/15/2/123/4569151,10.1111/j.1460-2466.1965.tb01334.x,123–125,,,https://sci-hub.se/10.1111/j.1460-2466.1965.tb01334.x,
Journal of Communication,https://academic.oup.com/joc/issue/17/1?browseBy=volume,Volume 17,Issue 1,"Issue 1, March 1967, Pages 4–82",March,1967,Articles,Salience and Pertinence as Sources of Value Change,https://academic.oup.com/joc/article/17/1/25/4569160,10.1111/j.1460-2466.1967.tb01160.x,25–38,,,https://sci-hub.se/10.1111/j.1460-2466.1967.tb01160.x,
Human Communication Research,https://academic.oup.com/hcr/issue/30/1?browseBy=volume,Volume 30,Issue 1,"Issue 1, January 2004, Pages 5–146",January,2004,Article,The Interplay of News Frames on Cognitive Complexity,https://academic.oup.com/hcr/article/30/1/102/4331508,10.1111/j.1468-2958.2004.tb00726.x,102–120,"This research considers how distinct news frames work in combination to influence information processing. It extends framing research grounded in prospect theory (Tversky & Kahneman, 1981) and attribution theory (Iyengar, 1991) to study conditional framing effects on associative memory. Using a 2 × 3 experimental design embedded within a probability survey (N= 379), tests examined the effects of two different frame dimensions—loss-gain and individual-societal—on the complexity of individuals' thoughts concerning the issue of urban growth. Findings indicate that news frames interact to generate more or less complex cognitive responses, with societal-gain frame combinations generating the most detailed cognitions about the causes, components, and consequences of urban growth. Directions for research on media framing are discussed.",1.0,https://sci-hub.se/10.1111/j.1468-2958.2004.tb00726.x,
Journal of Communication,https://academic.oup.com/joc/issue/61/4?browseBy=volume,Volume 61,Issue 4,"Issue 4, August 2011, Pages 557–794",August,2011,Original Articles,Exploring the Effects of Sex and Mode of Presentation in Perceptions of Dating Goals in Video-Dating,https://academic.oup.com/joc/article/61/4/641/4098575,10.1111/j.1460-2466.2011.01564.x,641–658,"The study examines how sex and mode of presentation influence perceptions of dating goals (Mongeau, Serewicz, & Therrien, 2004) in a video-dating context. We examine sex differences in perceived dating goals by exploring explanations for these differences involving perceptual thresholds and cue usage (i.e., access to flirting cues). We employ a 2 (Sex: Male or Female) × 3 (Mode of Presentation: Transcript, Audio, Audio-Visual) factorial analysis of variance design to compare these different potential causal mechanisms. Error management theory, cognitive valence theory, and male insensitivity to behavioral cues are invoked as overarching theoretical frameworks.",1.0,https://sci-hub.se/10.1111/j.1460-2466.2011.01564.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/19/2?browseBy=volume,Volume 19,Issue 2,"Issue 2, 1 January 2014, Pages 121–307",January,2014,Original Article,"The ‘Privacy Paradox’ in the Social Web: The Impact of Privacy Concerns, Individual Characteristics, and the Perceived Social Relevance on Different Forms of Self-Disclosure",https://academic.oup.com/jcmc/article/19/2/248/4067550,10.1111/jcc4.12052,,"Given the diffusion of the Social Web and increased disclosure of personal information online, the ‘privacy paradox’ suggests that while Internet users are concerned about privacy, their behaviors do not mirror those concerns. This study investigates the potential influence of privacy concerns, psychological traits, attitudes to the Social Web and age on self-disclosure. Using an online survey of a representative sample of German Internet users (n = 2, 739), the variety and quality of self-disclosure as well as access were measured. The findings indicate that privacy concerns hardly impact self-disclosure, but different variables moderate this relation. Perceived social relevance and the number of applications used proved important. Users' general willingness to disclose is most important when providing sensitive information.",1.0,https://sci-hub.se/10.1111/jcc4.12052,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/13/4?browseBy=volume,Volume 13,Issue 4,"Issue 4, December 2020, Pages 403–573",December,2020,Original Articles,"Power, Agency and Resistance in Public Relations: A Queer of Color Critique of the Houston Equal Rights Ordinance",https://academic.oup.com/ccc/article/13/4/536/5924584,10.1093/ccc/tcaa024,536–555,"This article employs a queer of color critique as a theoretical lens to analyze the experiences of queer activists of color involved in mobilizing against oppressive laws in Texas. Through a queer of color critique, this interview-based study analyzes the internal power dynamics within a political campaign to uncover how they shaped the possibilities afforded to queer persons of color, what strategies queer people of color developed for resisting power and asserting agency, and how queer of color critique informs public relations theory. The purpose of this article is to advance critical work in public relations research, a commitment that is significant for critical and cultural communication studies.",1.0,https://sci-hub.se/10.1093/ccc/tcaa024,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/9/2?browseBy=volume,Volume 9,Issue 2,"Issue 2, 1 January 2004",January,2004,Original Article,Virtual Behavior Settings: an Application of Behavior Setting Theories to Virtual Communities,https://academic.oup.com/jcmc/article/9/2/JCMC924/4614476,10.1111/j.1083-6101.2004.tb00285.x,,"Virtual communities are a new social phenomenon in computer-mediated communication (CMC). Within these communities, a sense of place is emerging that may provide a key to understanding them. This paper proposes that virtual communities can be better understood as operating within an emerging environmental form: virtual behavior settings, a concept informed by Barker's (1968, 1978a) and Wicker's (1987, 1992) theories of (face-to-face) behavior settings, altered by considerations of the distinctive qualities of time, place, and objects in CMC. Virtual behavior settings are examined in terms of the emergence and maintenance of setting programs, their participants, and their operation within physical behavior settings.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2004.tb00285.x,
Communication Theory,https://academic.oup.com/ct/issue/12/1?browseBy=volume,Volume 12,Issue 1,"Issue 1, 1 February 2002, Pages 5–112",February,2002,Article,Communicating in Mentoring Relationships: A Theory for Enactment,https://academic.oup.com/ct/article/12/1/63/4110435,10.1111/j.1468-2885.2002.tb00259.x,63–69,"The theory explicated herein postulates that communication is central to the initiation, maintenance, and repair of mentoring relationships. The initiation of mentoring is likened to the initiation of friendships and love relationships in terms of communicating appropriate relational expectations. Because the mentor has the most power in a mentoring relationship, the protégé is anticipated to direct more communicative attempts toward initiating, maintaining, and repairing the relationship than the mentor. Protégées are proposed to be more likely than males to use communicative strategies in achieving their mentoring goals. Mentors are proposed to use communication to initiate, maintain, and repair mentoring relationships if they are invested in the success of their protégés.",1.0,https://sci-hub.se/10.1111/j.1468-2885.2002.tb00259.x,
Journal of Communication,https://academic.oup.com/joc/issue/42/1?browseBy=volume,Volume 42,Issue 1,"Issue 1, March 1992, Pages 3–164",March,1992,Articles,Non-Routine News and Newswork: Exploring a What-a-Story,https://academic.oup.com/joc/article/42/1/82/4210105,10.1111/j.1460-2466.1992.tb00770.x,82–94,"Although newswork is usually accomplished through routine practices, some occurrences are far from routine. This study looks at how newsworkers at one local television station created their coverage of a major (“what-a-story”) story. Data came from newsroom observation. To manage this non-routine occurrence, newsworkers improvised around well-established routines, rather than developing an entirely different work process. Typifying likely story elements and story actors was a key strategy underlying their efforts to negotiate the status of the occurrence and to create news stories.",1.0,https://sci-hub.se/10.1111/j.1460-2466.1992.tb00770.x,
Journal of Communication,https://academic.oup.com/joc/issue/57/2?browseBy=volume,Volume 57,Issue 2,"Issue 2, June 2007, Pages 183–414",June,2007,Original Articles,Three Decades of Sexual Content on Prime-Time Network Programming: A Longitudinal Meta-Analytic Review,https://academic.oup.com/joc/article/57/2/318/4102656,10.1111/j.1460-2466.2007.00345.x,318–348,"This paper uses meta-analysis to review 25 content analyses that examined the frequency of sexual content on American prime-time network programming between 1975 and 2004. The overall sample is composed 2,558 hours of broadcasts from 18 seasons. The frequency per hour of most of the sexual contents consistently decreased over the years. This is particularly notable for dialogues about sex and normative heterosexual conduct, but it is also true for illegal sexual interactions and messages about risks and responsibilities in sexual behavior. Homosexuality is an exception, as its frequency increased considerably over the past 2 decades. Methodological and socioeconomic explanations are discussed.",1.0,https://sci-hub.se/10.1111/j.1460-2466.2007.00345.x,
Journal of Communication,https://academic.oup.com/joc/issue/61/6?browseBy=volume,Volume 61,Issue 6,"Issue 6, December 2011, Pages 1005–1201",December,2011,Original Articles,Constructing the Forced Migrant and the Politics of Space and Place-making,https://academic.oup.com/joc/article/61/6/1142/4098494,10.1111/j.1460-2466.2011.01578.x,1142–1160,"Mobility is one of the defining concepts of globalization processes. For some migrants, however, mobility is restricted by international and national laws as well as sociopolitical discourses, which regulate the migrant body and her ability to create social relations. Based on interviews in asylum seeker accommodations in Germany, this study illustrates how asylum seekers are spatially constructed and arrested through bureaucratic labeling and assignment to heterotopias and as a discursive location of transience and difference. Those processes freeze the forced migrant in place, in social and semiotic spaces, and position it as a politicized discursive location. The positioning is indicative of monitoring the Other as a symbol of threat to the nation in times of risk. Overall, the study illustrates the tensions between transnational mobility and fixity and the intersections between globalization, communication, social, legal, and political practice, and space/place-making.",1.0,https://sci-hub.se/10.1111/j.1460-2466.2011.01578.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/12/2?browseBy=volume,Volume 12,Issue 2,"Issue 2, 1 January 2007, Pages 335–768",January,2007,Original Article,Online News Credibility: An Examination of the Perceptions of Newspaper Journalists,https://academic.oup.com/jcmc/article/12/2/478/4583013,10.1111/j.1083-6101.2007.00334.x,,"This study examines print and online daily newspaper journalists’ perceptions of the credibility of Internet news information, as well as the influence of several factors—most notably, professional role conceptions—on those perceptions. Credibility was measured as a multidimensional construct. The results of a survey of U.S. journalists (N = 655) show that Internet news information was viewed as moderately credible overall and that online newspaper journalists rated Internet news information as significantly more credible than did print newspaper journalists. Hierarchical regression analyses reveal that Internet reliance was a strong positive predictor of credibility. Two professional role conceptions also emerged as significant predictors. The populist mobilizer role conception was a significant positive predictor of online news credibility, while the adversarial role conception was a significant negative predictor. Demographic characteristics of print and online daily newspaper journalists did not influence their perceptions of online news credibility.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2007.00334.x,
Journal of Communication,https://academic.oup.com/joc/issue/62/1?browseBy=volume,Volume 62,Issue 1,"Issue 1, February 2012, Pages 1–193",February,2012,Original Articles,When Good News Is Bad News: Explicating the Moderated Mediation Dynamic Behind the Reversed Mobilization Effect,https://academic.oup.com/joc/article/62/1/57/4085804,10.1111/j.1460-2466.2011.01624.x,57–77,"This study investigates the mobilizing potential of positive news framing on opponents of a referendum proposal. On the basis of an experiment (N = 470), using bootstrapping as a method to assess conditional indirect effects, mediation analysis showed that positive news framing—endorsing a referendum proposal regarding European Union (EU) integration—was perceived as negative by opponents and mobilized those with higher levels of skepticism toward the EU to turn out and vote because of increased risk perception. This “reversed mobilization” effect was contingent upon existing levels of self-efficacy, yielding evidence for a “double conditional indirect effect” of positive news framing on turnout intention via risk perception which was strongest among those showing greater levels of EU skepticism as well as stronger self-efficacy beliefs.",1.0,https://sci-hub.se/10.1111/j.1460-2466.2011.01624.x,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/3/3?browseBy=volume,Volume 3,Issue 3,"Issue 3, September 2010, Pages 291–463",September,2010,Original Articles,"First Impressions of Sarah Palin: Pit Bulls, Politics, Gender Performance, and a Discursive Media (Re)contextualization",https://academic.oup.com/ccc/article/3/3/291/4067391,10.1111/j.1753-9137.2010.01072.x,291–309,"This study examines and compares discursive constructions and performance of gender in Sarah Palin's media portrayal during the first week of her nomination to the Republican vice-presidential candidacy. Using a discourse analysis of online video clips posted by 5 U.S. network news websites, the authors found a discourse rich with complexity in both Palin's gendered performance and the resulting discursive media (re)contextualization of Palin. Her gender performance serves as an example of how masculinity and femininity are performed in a complex blend and how Palin's “masculinity” is accepted and celebrated, while at the same time also firmly rooted in more traditional notions of femininity.",1.0,https://sci-hub.se/10.1111/j.1753-9137.2010.01072.x,
Human Communication Research,https://academic.oup.com/hcr/issue/27/1?browseBy=volume,Volume 27,Issue 1,"Issue 1, January 2001, Pages 5–181",January,2001,Article,The Value of Formative Investment in Organizational Federations,https://academic.oup.com/hcr/article/27/1/69/4554755,10.1111/j.1468-2958.2001.tb00776.x,69–93,"Public goods theories highlight an incentive system that rewards ‘free riding’ on the contributions of early contributors toward collective actions. However, because such theories focus on creation of the good, they may underestimate returns that accrue to early contributors subsequent to the good's realization. The concept of formative investment is introduced here to describe the extent to which organizations help to create public goods such as interorganizational linkages like participatory federations. Data from the CEOs of 48 organizations involved in a participatory federation were used to assess how an organization's level of formative investment is related to later patterns of dependency and interaction among federation members. Findings suggest that from a long-term perspective, and for goods that involve communication and interaction, the incentive structure may not be so favorable for free riders. To the extent that organizations with high formative investment have the capability to envision the future and communicate that vision to potential federation partners, they may be able to both reduce free riding and secure for themselves advantageous positions in the subsequent network of relations.",1.0,https://sci-hub.se/10.1111/j.1468-2958.2001.tb00776.x,
Human Communication Research,https://academic.oup.com/hcr/issue/14/1?browseBy=volume,Volume 14,Issue 1,"Issue 1, September 1987, Pages 3–118",September,1987,Articles,Appropriateness and Effectiveness Perceptions of Conflict Strategies,https://academic.oup.com/hcr/article/14/1/93/4584115,10.1111/j.1468-2958.1987.tb00123.x,93–118,"This study investigates how conflict strategies and communicator gender affect two properties of communicative competence, appropriateness and effectiveness, and how these properties are associated with interpersonal attraction. In total, 361 participants read one of 12 randomly distributed conflict scripts that operationalized one of three conflict strategies (i.e., integrative, distributive, or avoidance), communicator gender, and episode type (i.e., same- versus opposite-sex situation). The impact of strategy type, gender, and episode on measures of general appropriateness, specific appropriateness, and effectiveness is reported. While all of the competence properties varied due to strategy inductions, specific appropriateness was the most sensitive to strategy differences. In addition, both appropriateness variables correlated strongly, and effectiveness correlated moderately with social and task attraction. Discussion focuses on the implications of the results for communication competence research.",1.0,https://sci-hub.se/10.1111/j.1468-2958.1987.tb00123.x,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/14/2?browseBy=volume,Volume 14,Issue 2,"Issue 2, June 2021, Pages 201–384",June,2021,Forum: Academic Life in the Pandemic,Examining Inequitable Workload in a Time of Crisis: A COVID-19 “Sabbatical”,https://academic.oup.com/ccc/article/14/2/369/6226026,10.1093/ccc/tcab016,369–372,,,https://sci-hub.se/10.1093/ccc/tcab016,
Journal of Communication,https://academic.oup.com/joc/issue/30/3?browseBy=volume,Volume 30,Issue 3,"Issue 3, September 1980, Pages 3–240",September,1980,Critical TV Viewing,Mediation: The Role of Significant Others,https://academic.oup.com/joc/article/30/3/106/4371933,10.1111/j.1460-2466.1980.tb01997.x,106–118,,,https://sci-hub.se/10.1111/j.1460-2466.1980.tb01997.x,
Communication Theory,https://academic.oup.com/ct/issue/23/3?browseBy=volume,Volume 23,Issue 3,"Issue 3, August 2013, Pages 191–315",August,2013,Original Articles,Communicative Constructivism and Mediatization,https://academic.oup.com/ct/article/23/3/297/4085711,10.1111/comt.12018,297–315,"The article (a) proposes communicative constructivism as a theoretical framework for conceptualizing mediatization. Communicative constructivism elaborates social constructivism and links it to Habermas' theory of communicative action. By highlighting the neglected role of objectivations, it allows the recognition of knowledge, body, performance, and objects as part of communicative action. Communicative action results in communicative forms which constitute the institutions of the communicative culture of society. Linking actions and objects, mediatization is (b) part of any communicative action. As communication cultures vary with respect to the forms of communication, contemporary society can be defined by certain features of mediatization. Since these features are to be determined empirically, the article will (c) hint at their consequences for the diagnosis of contemporary society.",1.0,https://sci-hub.se/10.1111/comt.12018,
Journal of Communication,https://academic.oup.com/joc/issue/66/3?browseBy=volume,Volume 66,Issue 3,"Issue 3, June 2016, Pages 343–518",June,2016,Original Articles,“How Negative Becomes Less Negative”: Understanding the Effects of Comment Valence and Response Sidedness in Social Media,https://academic.oup.com/joc/article/66/3/475/4070491,10.1111/jcom.12205,475–495,"This study explores the influence of the public’s negative comments regarding a corporate social responsibility (CSR) campaign in social media and how to best respond to them. It examined the interaction effects of comment valence and the company’s response sidedness on the public’s attitudes as mediated by the perceived negativity and perceived altruism. Results revealed that 2-sided CSR responses are more effective than 1-sided responses in enhancing altruistic motives for CSR, reducing perceived negativity in the public’s comments, and eliciting favorable attitudes, especially when comments were negative. The effects of message sidedness disappeared when the public’s comments were positive. Results also showed that perceived altruism and negativity mediate the effects of message strategies on the public’s attitudes toward the company.",1.0,https://sci-hub.se/10.1111/jcom.12205,
Journal of Communication,https://academic.oup.com/joc/issue/46/2?browseBy=volume,Volume 46,Issue 2,"Issue 2, June 1996, Pages 3–175",June,1996,Research Articles,Experience Sampling Method Applications to Communication Research Questions,https://academic.oup.com/joc/article/46/2/99/4160274,10.1111/j.1460-2466.1996.tb01476.x,99–120,"The Experience Sampling Method (ESM) is a quasi-naturalistic method that involves signaling research subjects at random times throughout the day, often for a week or longer, and asking them to report on the nature and quality of their experience. The method has been applied to an increasing number of research problems in medicine, the social sciences, and communication. In this essay, the authors, who have developed the methodology over the past 20 years, reflect on some of the methods applications within communication studies. The ESM is contrasted with traditional questionnaire and diary methods, and its value in mapping behavior's ecological context and the nature of human experience is assessed. The authors suggest how the method can be applied to research problems in organizational settings, such as work and schools; with regard to mass and mediated communication; and to interpersonal, familial, and marital communication topics",1.0,https://sci-hub.se/10.1111/j.1460-2466.1996.tb01476.x,
Journal of Communication,https://academic.oup.com/joc/issue/52/2?browseBy=volume,Volume 52,Issue 2,"Issue 2, June 2002, Pages 247–493",June,2002,Article,Information Processing and Risk Perception: An Adaptation of the Heuristic-Systematic Model,https://academic.oup.com/joc/article/52/2/367/4110041,10.1111/j.1460-2466.2002.tb02550.x,367–382,"The heuristic-systematic information-processing model (HSM) holds that individuals will use 1 or both of these modes of information processing when attempting to evaluate information in order to arrive at a judgment. Using survey data, an adaptation of this model is evaluated across a series of 3 cases in which epidemiological information is communicated to communities concerned about cancer rates. This adaptation of the HSM proves to be a potentially useful model for understanding how individuals perceive risk. Although the model does vary across the 3 applications enough to justify inclusion of the case as a control variable, relationships among the model's most important constituent variables are generally consistent and strong. A quarter to a third of the variance in risk perception is predicted by information processing in a structural model having an acceptably close fit to the data.",1.0,https://sci-hub.se/10.1111/j.1460-2466.2002.tb02550.x,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/14/2?browseBy=volume,Volume 14,Issue 2,"Issue 2, June 2021, Pages 201–384",June,2021,Forum: Academic Life in the Pandemic,Academic Caregivers on Organizational and Community Resilience in Academia (Fuck Individual Resilience),https://academic.oup.com/ccc/article/14/2/301/6248200,10.1093/ccc/tcab027,301–305,,,https://sci-hub.se/10.1093/ccc/tcab027,
Human Communication Research,https://academic.oup.com/hcr/issue/15/4?browseBy=volume,Volume 15,Issue 4,"Issue 4, June 1989, Pages 491–649",June,1989,Articles,Actor-Observer Differences in Conversational Memory,https://academic.oup.com/hcr/article/15/4/590/4584140,10.1111/j.1468-2958.1989.tb00200.x,590–611,,0.0,https://sci-hub.se/10.1111/j.1468-2958.1989.tb00200.x,
Journal of Communication,https://academic.oup.com/joc/issue/27/4?browseBy=volume,Volume 27,Issue 4,"Issue 4, December 1977, Pages 3–229",December,1977,The Far North,Satellite Communication for Rural Health Care in Alaska,https://academic.oup.com/joc/article/27/4/173/4553991,10.1111/j.1460-2466.1977.tb01874.x,173–182,,,https://sci-hub.se/10.1111/j.1460-2466.1977.tb01874.x,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/12/1?browseBy=volume,Volume 12,Issue 1,"Issue 1, March 2019, Pages 1–165",March,2019,Original Articles,Friend or Foe: Cultural Fusion Theory and Media Coverage of Syrian Refugees in Turkey,https://academic.oup.com/ccc/article/12/1/110/5374579,10.1093/ccc/tcz003,110–127,"Using principles of Cultural Fusion Theory (Croucher & Kramer, 2017), this study focuses on representations of Syrian refugees in mainstream Turkish newspapers to determine: (a) how the host culture media portrays newcomers; and (b) what the implications of these portrayals are in terms of an effective cultural fusion between the two communities. The study entailed content analysis of five Turkish newspapers. A keyword search of the words Syrian (Suriyeli) and refugee (mülteci) were entered into the archives of these newspapers. The search yielded a total of 2,887 news articles and 373 commentary items. The results display the significance of Cultural Fusion Theory principles and challenges that exist to achieve effective cultural fusion.",1.0,https://sci-hub.se/10.1093/ccc/tcz003,
Journal of Communication,https://academic.oup.com/joc/issue/28/1?browseBy=volume,Volume 28,Issue 1,"Issue 1, March 1978, Pages 3–224",March,1978,What Does “She” Mean?,Nonsexist Language Use in Transition,https://academic.oup.com/joc/article/28/1/139/4371764,10.1111/j.1460-2466.1978.tb01577.x,139–149,"For both men and women, the best inducement to change sexist language habits was a female who encouraged them to do so.",1.0,https://sci-hub.se/10.1111/j.1460-2466.1978.tb01577.x,
