journal,issueURL,volumn,issue,issueText,month,year,category,title,url,doi,pages,abstract,abstract_para_num,sci_hub,type
Journal of Communication,https://academic.oup.com/joc/issue/64/4?browseBy=volume,Volume 64,Issue 4,"Issue 4, August 2014, Pages 569–784",August,2014,Original Articles,The Mutual Reinforcement of Media Selectivity and Effects: Testing the Reinforcing Spirals Framework in the Context of Global Warming,https://academic.oup.com/joc/article/64/4/590/4086023,10.1111/jcom.12108,590–611,"This study tests a model of reinforcing spirals in the context of global warming, using a 2-wave, within-subjects panel survey with a representative sample of Americans. Results show that, within waves, conservative media use is negatively related to global warming belief certainty and support for mitigation policies, while nonconservative media use is positively associated with belief certainty and policy support. In addition, the results show that consuming conservative or nonconservative media at Wave 1 makes people more likely to consume those same media at Wave 2, partly as an indirect result of the media's effects on global warming belief certainty and policy preferences. Wave 2 media use, in turn, further strengthens audiences' global warming belief certainty and policy preferences.",1.0,https://sci-hub.se/10.1111/jcom.12108,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/9/2?browseBy=volume,Volume 9,Issue 2,"Issue 2, 1 June 2016, Pages 175–321",June,2016,Original Articles,Archiving as History-Making: Religious Politics of Social Media in India,https://academic.oup.com/ccc/article/9/2/212/3979301,10.1111/cccr.12114,212–230,"This article explores the case of right-wing Hindu nationalist volunteers in India, to turn a critical eye on a digital practice that has become prominent on new media in India in recent times—the assembling of facts, figures, and treatises as an ideological exercise by the net-savvy “nonexperts.” Using qualitative methods, I argue that this practice of online archiving constitutes a distinct politics of history-making. I show how archiving-as-history-making is pertinent especially for religion's interface with cyberspace and the varied ways in which online users participate in religious politics. Online archiving for religious politics offers a sobering, and even troubling, picture of the digital commons, and unsettles some of the universalist claims underlying much celebrated user-generated content.",1.0,https://sci-hub.se/10.1111/cccr.12114,
Journal of Communication,https://academic.oup.com/joc/issue/43/4?browseBy=volume,Volume 43,Issue 4,"Issue 4, December 1993, Pages 4–191",December,1993,Audiences and Institutions,Revealing the Black Box: Information Processing and Media Effects,https://academic.oup.com/joc/article/43/4/42/4160149,10.1111/j.1460-2466.1993.tb01303.x,42–50,,,https://sci-hub.se/10.1111/j.1460-2466.1993.tb01303.x,
Journal of Communication,https://academic.oup.com/joc/issue/44/3?browseBy=volume,Volume 44,Issue 3,"Issue 3, September 1994, Pages 3–155",September,1994,Research Articles,The Economics of Television Program Production and Trade in Far East Asia,https://academic.oup.com/joc/article/44/3/89/4160011,10.1111/j.1460-2466.1994.tb00690.x,89–111,"An analysis of programming on 34 national broadcast television networks in nine Far East Asian countries shows that in countries that are wealthier and/or that devote relatively large proportions of their gross domestic product (GDP) to broadcast media, larger percentages of TV program hours are domestically produced, particularly drama programs. A main suggestion of our analysis is that in Far East Asia the economic impact of new video media development on domestic production industries and on public television systems will be less than has been experienced in Western Europe.",1.0,https://sci-hub.se/10.1111/j.1460-2466.1994.tb00690.x,
Journal of Communication,https://academic.oup.com/joc/issue/6/1?browseBy=volume,Volume 6,Issue 1,"Issue 1, March 1956, Pages 3–44",March,1956,Articles,Current Dilemma: The Isolate Specialist,https://academic.oup.com/joc/article/6/1/10/4609609,10.1111/j.1460-2466.1956.tb02459.x,10–15,,,https://sci-hub.se/10.1111/j.1460-2466.1956.tb02459.x,
Journal of Communication,https://academic.oup.com/joc/issue/26/4?browseBy=volume,Volume 26,Issue 4,"Issue 4, December 1976, Pages 3–230",December,1976,Articles,Country Music Lyrics,https://academic.oup.com/joc/article/26/4/37/4553763,10.1111/j.1460-2466.1976.tb01933.x,37–40,,,https://sci-hub.se/10.1111/j.1460-2466.1976.tb01933.x,
Human Communication Research,https://academic.oup.com/hcr/issue/20/4?browseBy=volume,Volume 20,Issue 4,"Issue 4, June 1994, Pages 443–621",June,1994,Articles,Anticipated Ongoing Interaction versus Channel Effects on Relational Communication in Computer-Mediated Interaction,https://academic.oup.com/hcr/article/20/4/473/4564936,10.1111/j.1468-2958.1994.tb00332.x,473–501,"Previous research on the interpersonal tone of computer-mediated communication shows different effects using longitudinal computer-mediated groups than are found in research using one-shot groups, even before the developmental aspects associated with time can accrue. One factor distinguishing these approaches is the anticipation of future interaction experienced by longitudinal groups. This research reports an experiment assessing the relative effects of anticipated future interaction and different communication media (computer-mediated versus face-to-face communication) on the communication of relational intimacy and composure. Asynchronous and synchronous computer conferencing and face-to-face groups were examined. Results show that the assignment of long-term versus short-term partnerships has a larger impact on anticipated future interaction reported by computer-mediated, rather than face-to-face, partners. Evidence also shows that anticipation is a more potent predictor of several relational communication dimensions than is communication condition. Implications for theory and practice are identified.",1.0,https://sci-hub.se/10.1111/j.1468-2958.1994.tb00332.x,
Human Communication Research,https://academic.oup.com/hcr/issue/40/3?browseBy=volume,Volume 40,Issue 3,"Issue 3, 1 July 2014, Pages 291–413",July,2014,Original Article,Medical Dramas and Viewer Perception of Health: Testing Cultivation Effects,https://academic.oup.com/hcr/article/40/3/333/4093811,10.1111/hcre.12026,333–349,"By using a national representative sample (N = 11,555), the current study tested cultivation theory and aimed at understanding the relationship between medical drama watching and viewer perception and beliefs related to health. Findings suggest that heavy viewers of medical dramas tend to underestimate the gravity of chronic illnesses such as cancer and cardiovascular disease and undermine the importance of tackling these issues. Heavier viewers of medical dramas, compared to lighter viewers, also tend to take a more fatalistic perspective about cancer. Theoretical implications for cultivation theory and practical implications for health policy makers and drama producers are discussed.",1.0,https://sci-hub.se/10.1111/hcre.12026,
Journal of Communication,https://academic.oup.com/joc/issue/28/1?browseBy=volume,Volume 28,Issue 1,"Issue 1, March 1978, Pages 3–224",March,1978,What Does ‘She’ Mean?,"Politically Speaking, Do Women Exist?",https://academic.oup.com/joc/article/28/1/150/4371787,10.1111/j.1460-2466.1978.tb01578.x,150–155,"“Women are beginning to appear in the language of politics, but their emergence is halting and contradicts a number of long established habits.”",1.0,https://sci-hub.se/10.1111/j.1460-2466.1978.tb01578.x,
Communication Theory,https://academic.oup.com/ct/issue/12/2?browseBy=volume,Volume 12,Issue 2,"Issue 2, 1 May 2002, Pages 117–244",May,2002,Article,"Drama, Emotion, and Cultural Convergence",https://academic.oup.com/ct/article/12/2/136/4110424,10.1111/j.1468-2885.2002.tb00263.x,136–152,"This article derives a set of hypotheses to explain how drama can affect the behavior of the audience. First, theories of drama explain how to create a drama that involves the audience. Second, drama theory explains how confrontation leads to emotional response, cognitive reorientation, and character change within a drama, both fictional and real. A convergence theory of communication predicts that audience members who perceive the change in characters with whom they closely identify will be influenced to change their behavior. Cognitive image mapping is used to illustrate how these hypotheses could be tested with an entertainment-education drama about AIDS in Africa.",1.0,https://sci-hub.se/10.1111/j.1468-2885.2002.tb00263.x,
Communication Theory,https://academic.oup.com/ct/issue/28/4?browseBy=volume,Volume 28,Issue 4,"Issue 4, November 2018, Pages 403–510",November,2018,ORIGINAL ARTICLE,The Space of Journalistic Work: A Theoretical Model,https://academic.oup.com/ct/article/28/4/403/4995683,10.1093/ct/qty006,403–423,"Attempts to define journalism are often normative in nature but do not add to our theoretical understanding of what journalism is. There is a need for journalism scholarship to recognize explicitly that journalism is a space in which participants are not equal—or even similar—in terms of status, influence, work tasks, and working conditions. This paper offers a theoretical model combining the field theory of Pierre Bourdieu with recent insights from the sociology of work in order to articulate how journalistic work is stratified across three dimensions: journalistic capital, resource access, and material security. These dimensions create a space in which to place different types of journalistic work in order to make sense of contemporary journalism.",1.0,https://sci-hub.se/10.1093/ct/qty006,
Journal of Communication,https://academic.oup.com/joc/issue/36/1?browseBy=volume,Volume 36,Issue 1,"Issue 1, March 1986, Pages 2–193",March,1986,Music Videos,The Adolescent Audience for Music Videos and Why They Watch,https://academic.oup.com/joc/article/36/1/115/4282907,10.1111/j.1460-2466.1986.tb03043.x,115–125,,,https://sci-hub.se/10.1111/j.1460-2466.1986.tb03043.x,
Human Communication Research,https://academic.oup.com/hcr/issue/47/4?browseBy=volume,Volume 47,Issue 4,"Issue 4, October 2021, Pages 335–486",October,2021,Original Research,Embodied Cognition and Media Engagement: When the Loneliness of the Protagonist Makes the Reader Sense Coldness (and Vice Versa),https://academic.oup.com/hcr/article/47/4/444/6383595,10.1093/hcr/hqab010,444–476,"Embodied cognition research documents the interplay between physical sensations and corresponding psychological experiences within the individual. Accordingly, physical warmth leads to a sense of social inclusion, and being socially rejected leads to physical coldness. In the current research, we demonstrate that these embodied cognition relationships also apply to a media consumer and a media character with whom the consumer identifies. In Study 1, participants (N  =  120) read one of four narratives in which we manipulated identification with the protagonist and her social exclusion/inclusion situation. In Study 2 (N  =  120), the narrative described the protagonist experiencing coldness/warmth in high/low identification conditions. The findings suggest that when the character experiences either the physical or the psychological state, the identifying consumer consequently experiences either psychological feelings or physical sensations, respectively. We discuss potential limitations of the study and also its contribution to media psychology and to embodied cognition research.",1.0,https://sci-hub.se/10.1093/hcr/hqab010,
Journal of Communication,https://academic.oup.com/joc/issue/25/1?browseBy=volume,Volume 25,Issue 1,"Issue 1, March 1975, Pages 5–240",March,1975,Paranormal Communication,Personality Differences in the Effective Use of Esp,https://academic.oup.com/joc/article/25/1/133/4553702,10.1111/j.1460-2466.1975.tb00563.x,133–141,,,https://sci-hub.se/10.1111/j.1460-2466.1975.tb00563.x,
Human Communication Research,https://academic.oup.com/hcr/issue/6/2?browseBy=volume,Volume 6,Issue 2,"Issue 2, December 1980, Pages 99–189",December,1980,Articles,Attitudes toward a Communication System: A Comparison of Anglophone and Francophone Hospital Employees,https://academic.oup.com/hcr/article/6/2/178/4626861,10.1111/j.1468-2958.1980.tb00137.x,178–184,"The purpose of this study was to explore the hypothesis that the French and English Canadians, due to their unique cultural backgrounds, differ in their perceptions of and satisfaction with the nature of the organizational communication system under which they operate. The study was conducted in a large community general hospital. A total of 977 or 65.9 percent of the employees (of the 1,483 employees asked to complete the questionnaire) responded. The study revealed that Anglophcne employees consistently showed lower levels of satisfaction then the Francophone employees with the various aspects of the communication system that were investigated in this study. It was suggested that consistency of response to communications perhaps stems from the differing cultural values of the two groups of employees. Implications of these results were discussed.",1.0,https://sci-hub.se/10.1111/j.1468-2958.1980.tb00137.x,
Journal of Communication,https://academic.oup.com/joc/issue/66/3?browseBy=volume,Volume 66,Issue 3,"Issue 3, June 2016, Pages 343–518",June,2016,Original Articles,Information and Arena: The Dual Function of the News Media for Political Elites,https://academic.oup.com/joc/article/66/3/496/4070496,10.1111/jcom.12229,496–518,"How do individual politicians use the news media to reach their political goals? This study addresses the question by proposing an actor-centered, functional approach. We distinguish 2 essential functions (and subfunctions) the mass media have for political elites. The media are a source of information; politicians depend on it for pure information and they can profit from the momentum generated by media information. The media also are an arena elites need access to in order to promote themselves and their issues. These 2 functions offer certain politicians a structural advantage over others and, hence, are relevant for the power struggle among political elites. A systematic functional account enables comparisons of the role of the media across politicians and political systems.",1.0,https://sci-hub.se/10.1111/jcom.12229,
Journal of Communication,https://academic.oup.com/joc/issue/29/3?browseBy=volume,Volume 29,Issue 3,"Issue 3, September 1979, Pages 3–240",September,1979,Transborder Data Flow: New Frontiers—Or None?,Delusions of Technology,https://academic.oup.com/joc/article/29/3/141/4371756,10.1111/j.1460-2466.1979.tb01725.x,141–143,"“…the new language of contemporary telecommunications makes possible serious global interchange only among and between selected groups of scientists, engineers, technocrats, and military strategists.”",1.0,https://sci-hub.se/10.1111/j.1460-2466.1979.tb01725.x,
Communication Theory,https://academic.oup.com/ct/issue/17/3?browseBy=volume,Volume 17,Issue 3,"Issue 3, August 2007, Pages 205–328",August,2007,Original Articles,A Local Model of Information Sharing in Small Groups,https://academic.oup.com/ct/article/17/3/252/4098686,10.1111/j.1468-2885.2007.00295.x,252–280,"This paper sketches a 2-step model of information processing in small groups in which the process of communication influences the quantity and quality of information mentioned during discussion. The first step in the model, activation, describes how information becomes available in short-term memory, such that it provides the basis for a potential contribution to discussion. It is a process based on coherence; activation is a function of antecedent and projected contributions to discussion. The second step, choice, describes the conditions under which members contribute or withhold active information. Although choice to participate can be based on a host of antecedent conditions, the model focuses on the effects of contributing shared and unique information to discussion.",1.0,https://sci-hub.se/10.1111/j.1468-2885.2007.00295.x,
Journal of Communication,https://academic.oup.com/joc/issue/29/2?browseBy=volume,Volume 29,Issue 2,"Issue 2, June 1979, Pages 3–240",June,1979,Third World News and Views,The Latin American Concept of News,https://academic.oup.com/joc/article/29/2/164/4371857,10.1111/j.1460-2466.1979.tb02959.x,164–171,,,https://sci-hub.se/10.1111/j.1460-2466.1979.tb02959.x,
Human Communication Research,https://academic.oup.com/hcr/issue/3/4?browseBy=volume,Volume 3,Issue 4,"Issue 4, June 1977, Pages 291–381",June,1977,Articles,Effects of Unanticipated Self-Disclosure on Recipients of Varying Levels of Self-Esteem: A Research Note,https://academic.oup.com/hcr/article/3/4/368/4637575,10.1111/j.1468-2958.1977.tb00540.x,368–371,"Assuming that another’s self-disclosure can be rewarding, it was hypothesized that attraction for one who disclosed a relatively high amount of personal information would be greater than attraction for a low discloser when the disclosure was perceived as being appropriate. Also, it was hypothesized that persons of high self-esteem may be more attracted to a high discloser than persons of moderate or low self-esteem. An experiment examined the effects of a confederate’s self-disclosure (high or low degree of personal content) on a recipient. Greater attraction was demonstrated toward the confederate in the low disclosure condition, and her behavior was perceived to be more appropriate in this condition. Persons who participated in each of the experimental conditions were divided into three self-esteem categories. Those with intermediate levels of self-esteem were found to be the most receptive to a disclosing other, followed by subjects of low, and finally high self-esteem.",1.0,https://sci-hub.se/10.1111/j.1468-2958.1977.tb00540.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/16/4?browseBy=volume,Volume 16,Issue 4,"Issue 4, 1 July 2011, Pages 465–527",July,2011,Original Article,Understanding the Role of Sense of Presence and Perceived Autonomy in Users' Continued Use of Social Virtual Worlds,https://academic.oup.com/jcmc/article/16/4/492/4067644,10.1111/j.1083-6101.2011.01540.x,,"Despite an exponentially increasing number of registered users, social virtual worlds have the problem of a high user attrition rate. It is thus meaningful to explore which factors influence users' continued use of social virtual worlds. The current study attempts to find these factors in unique characteristics (e.g., 3-dimentional environment, avatar interaction, and user empowerment) in the world, which can be sources for retaining users. Specifically, the study employs the sense of presence and perceived autonomy. 194 users of Second Life, which is the largest social virtual world, participated in the survey. The findings support the argument that the sense of presence and autonomy are influential in users' continued use of social virtual worlds.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2011.01540.x,
Journal of Communication,https://academic.oup.com/joc/issue/20/4?browseBy=volume,Volume 20,Issue 4,"Issue 4, December 1970, Pages 339–403",December,1970,Articles,From the Editor,https://academic.oup.com/joc/article/20/4/339/4560920,10.1111/j.1460-2466.1970.tb00891.x,339,,,https://sci-hub.se/10.1111/j.1460-2466.1970.tb00891.x,
Journal of Communication,https://academic.oup.com/joc/issue/51/3?browseBy=volume,Volume 51,Issue 3,"Issue 3, September 2001, Pages 453–629",September,2001,Article,A Normative Approach to the Study of Uncertainty and Communication,https://academic.oup.com/joc/article/51/3/514/4110157,10.1111/j.1460-2466.2001.tb02894.x,514–533,"Uncertainty reduction theory (Berger & Calabrese, 1975) was formulated to explain relationships between the frequency of communication behaviors, level of uncertainty, and level of relational qualities. In this essay, I advocate attention to an alternative set of research questions addressed to the meanings and evaluations of uncertainty and communicative responses to uncertainty. This normative approach entails a shift in focus from measuring level of uncertainty to examining multiple and potentially conflicting meanings of uncertainty, a shift from measuring communication behaviors to evaluating communication practices, and a shift from predicting what people will do to predicting and explaining the effectiveness and appropriateness of what they do in response to uncertainty. Four case studies from various sociocultural contexts illustrate phenomena that are explained by a normative approach to uncertainty and communication.",1.0,https://sci-hub.se/10.1111/j.1460-2466.2001.tb02894.x,
Communication Theory,https://academic.oup.com/ct/issue/3/4?browseBy=volume,Volume 3,Issue 4,"Issue 4, November 1993, Pages 277–366",November,1993,Articles,Adaptation in Dyadic Interaction: Defining and Operationalizing Patterns of Reciprocity and Compensation,https://academic.oup.com/ct/article/3/4/295/4430877,10.1111/j.1468-2885.1993.tb00076.x,295–316,"Interaction patterns of reciprocity and compensation have received extensive consideration in the literature on mutual influence processes. Unfortunately, conflicting and ambiguous definitions of these concepts, along with inadequate differentiation from other patterns such as matching, convergence, divergence, and complementarity have hindered theoretical and empirical progress. This article is dedicated to sorting out the differences among the various accommodation processes and offering appropriate constitutive definitions and operationalizations. It is proposed that definitions of reciprocity and compensation be distinguished from matching and complementarity in that the former incorporate principles of(1) directedness, (2) contingency, (3) both unidirectional and mutual influence, (4) change rather than maintenance, (5) directionality rather than magnitude of change, (6) intentional and automatic processes, and (7) functional equivalence of behaviors. Operationally, these criteria imply a focus on designs demonstrating causality or strong association between partner behaviors, concatenous and lagged responses, within-dyad and longitudinal analyses, and, for many purposes, a more molar perspective. Issues of macro versus micro measurement, perceived versus actual reciprocity and compensation, and reliance on observer versus participant perspectives are also considered.",1.0,https://sci-hub.se/10.1111/j.1468-2885.1993.tb00076.x,
Human Communication Research,https://academic.oup.com/hcr/issue/13/4?browseBy=volume,Volume 13,Issue 4,"Issue 4, June 1987, Pages 427–577",June,1987,Articles,The Nature of Conversational Involvement and Nonverbal Encoding Patterns,https://academic.oup.com/hcr/article/13/4/463/4584107,10.1111/j.1468-2958.1987.tb00115.x,463–494,"Conversational involvement refers to the degree to which participants in a communicative exchange are cognitively and behaviorially engaged in the topic, relationship, and/or situation. It is argued that involvement should be viewed from a functional perspective and conceptualized as entailing fiue dimensions: immediacy, expressiveness, interaction management, altercentrism, and social anxiety. Specific nonverbal behaviors that are actually encoded to express involvement along these five dimensions are examined within an interview context. Unacquainted dyads (N=52) engaged in baseline interviews followed by a second interview in which one participant was asked to increase or decrease involvement significantly. Tiuentyone kinesic, proxemic, and vocalic behaviors were rated during five intervals. Change scores from baseline to manipulations shouted numerous differences between high and low involvement, as did correlations between magnitude of involvement and nonverbal behaviors. The behaviors that most strongly discriminated high from low involvement were general kinesic/proxemic attentiveness, forward lean, relaxed laughter, coordinated speech, fewer silences and latencies, and fewer object manipulations. Behaviors most predictive of magnitude of involvement change were facial animation, vocal warmth/interest, deeper pitch, less random movement, and more vocal attentiveness.",1.0,https://sci-hub.se/10.1111/j.1468-2958.1987.tb00115.x,
Journal of Communication,https://academic.oup.com/joc/issue/17/4?browseBy=volume,Volume 17,Issue 4,"Issue 4, December 1967, Pages 276–406",December,1967,Articles,A Trait Approach to the Study of Leadership in Small Groups,https://academic.oup.com/joc/article/17/4/316/4569194,10.1111/j.1460-2466.1967.tb01189.x,316–323,,,https://sci-hub.se/10.1111/j.1460-2466.1967.tb01189.x,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/14/3?browseBy=volume,Volume 14,Issue 3,"Issue 3, September 2021, Pages 385–549",September,2021,Original Articles,Making #BlackLivesMatter in the Shadow of Selma: Collective Memory and Racial Justice Activism in U.S. News,https://academic.oup.com/ccc/article/14/3/385/6184822,10.1093/ccc/tcab007,385–404,"It is clear in news coverage of recent uprisings for Black life that journalists and media organizations struggle to reconcile the fact of ongoing racism with narratives of U.S. progress. Bound up in this struggle is how collective memory—or rather whose collective memory—shapes the practices of news-making. Here I interrogate how television news shapes collective memory of Black activism through analysis of a unique moment when protests over police abuse of Black people became newsworthy simultaneous with widespread commemorations of the civil rights movement. I detail the complex terrain of nostalgia and misremembering that provides cover for moderate and conservative delegitimization of contemporary Black activism. At the same time, counter-memories, introduced most often by members of the Black public sphere, offer alternative, actionable, and comprehensive interpretations of Black protest.",1.0,https://sci-hub.se/10.1093/ccc/tcab007,
Human Communication Research,https://academic.oup.com/hcr/issue/26/1?browseBy=volume,Volume 26,Issue 1,"Issue 1, January 2000, Pages 3–172",January,2000,Article,The Communicated Self: Exploring the Interaction Between Self and Social Context,https://academic.oup.com/hcr/article/26/1/125/4554762,10.1111/j.1468-2958.2000.tb00753.x,125–147,"This study explored the influence of social identity and social context on achievement in a counterstereotypical domain. A group of 114 inner-city African American and Mexican American 12-year-old students completed Kuhn and McPartland's (1954) 20-statement ‘Who Am I’ questionnaire and Rosenberg's (1965) self-esteem scale. Analysis of self-descriptions revealed that success in a counterstereotypical domain (e.g., academic achievement) at age 18 was predicted by a more elaborated self-concept, a more elaborated self-schema within the counterstereotypical domain, and more positive self-descriptions. A more individuated self-description was marginally related to success. Results suggest that opportunities to communicate within a variety of contexts may permit the development of a more complex and adaptable self-concept and thereby facilitate achievement in a counterstereotypical domain. Notably, self-esteem did not predict success.",1.0,https://sci-hub.se/10.1111/j.1468-2958.2000.tb00753.x,
Journal of Communication,https://academic.oup.com/joc/issue/20/1?browseBy=volume,Volume 20,Issue 1,"Issue 1, March 1970, Pages 3–102",March,1970,Articles,"Communication through Television Unesco Adult Education Experiments in France, Japan and India",https://academic.oup.com/joc/article/20/1/65/4560904,10.1111/j.1460-2466.1970.tb00864.x,65–83,"The UNESCO experiments on communication through television in the field of adult education conducted in France, Japan and India during the current and the previous decades demonstrated for the first time the potential of television for thr promotion of culture and education among the general masses. They also indicated that the tele-clubs, organized for group viewing in both urban and rural communities, could be an effective and adequate means for the purpose of communicating messages of social education. The results obtained from the special series of telecasts underscored the fact that the appeal of television was not restricted within national boundaries. The indirect co-operation of France, Japan and India-countries with different cultural backgrounds-toward the growth of a common institution like the tele-club was not merely a significant step in the effort to bring into reality an international exchange of ideas and experiments in the field of educational television; it also reinforced the concept of international communication through a global television system.",1.0,https://sci-hub.se/10.1111/j.1460-2466.1970.tb00864.x,
Journal of Communication,https://academic.oup.com/joc/issue/53/4?browseBy=volume,Volume 53,Issue 4,"Issue 4, 1 December 2003, Pages 569–748",December,2003,Article,Reading Realism: Audiences' Evaluations of the Reality of Media Texts,https://academic.oup.com/joc/article/53/4/624/4102897,10.1111/j.1460-2466.2003.tb02914.x,624–641,"Forty-seven young adults participated in a series of focus group interviews designed to investigate how audiences conceptualize media realism. Contrasts in the way realism was defined and applied in the interviews and explicit statements by the participants supported previous findings that realism perceptions are multidimensional. The participants' discussions encompassed 6 distinct means of evaluating the realism of media texts: plausibility, typicality, factuality, emotional involvement, narrative consistency, and perceptual persuasiveness. Plausibility was the most readily discussed conceptualization. Different realism conceptualizations tended to be used for different media genres and the conceptualizations tended to focus on different features of the evaluated text. This article discusses the relationship of audience perceptions to scholars' conceptualizations and addresses implications for measuring media realism.",1.0,https://sci-hub.se/10.1111/j.1460-2466.2003.tb02914.x,
Journal of Communication,https://academic.oup.com/joc/issue/31/1?browseBy=volume,Volume 31,Issue 1,"Issue 1, March 1981, Pages 3–240",March,1981,Article,Attracting Assault: Victims’Nonverbal Cues,https://academic.oup.com/joc/article/31/1/68/4371921,10.1111/j.1460-2466.1981.tb01206.x,68–75,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01206.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/13/1?browseBy=volume,Volume 13,Issue 1,"Issue 1, 1 October 2007, Pages 1–380",October,2007,Original Article,"Cying for Me, Cying for Us: Relational Dialectics in a Korean Social Network Site",https://academic.oup.com/jcmc/article/13/1/298/4583070,10.1111/j.1083-6101.2007.00397.x,,"This study employs a relational dialectics approach to gain insights into the nature of relational communication via Cyworld, a Korean social network site. Qualitative analysis of in-depth interview data from 49 users suggests that Cyworld users routinely negotiate multiple dialectical tensions that are created within the online world, transferred from face-to-face contexts, or imposed by interpersonal principles that relate to Korea’s collectivistic culture. The interviewees experienced a new relational dialectic of interpersonal relations versus self-relation, analogous toBaxter and Montgomery’s (1996) connection-autonomy contradiction. Their responses suggest that Cyworld’s design features and functions encourage users to transcend the high-context communication of Korean culture by offering an alternative channel for elaborate and emotional communication, which fosters the reframing of relational issues offline. Cy-Ilchons (online buddies) virtually extend the Korean cultural concept of blood ties, called yons, in ways that intensify the openness-closedness contradiction at early stages of relationship formation.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2007.00397.x,
Human Communication Research,https://academic.oup.com/hcr/issue/30/2?browseBy=volume,Volume 30,Issue 2,"Issue 2, April 2004, Pages 153–293",April,2004,Article,“No no no” and Other Types of Multiple Sayings in Social Interaction,https://academic.oup.com/hcr/article/30/2/260/4331504,10.1111/j.1468-2958.2004.tb00733.x,260–293,"Relying on the methodology of conversation analysis, this article examines a practice in ordinary conversation characterized by the resaying of a word, phrase, or sentence. The article shows that multiple sayings such as “No no no” or “Alright alright alright” are systematic in both their positioning relative to the interlocutor's talk and in their function. Specifically, the findings are that multiple sayings are a resource speakers have to display that their turn is addressing an in progress course of action rather than only the just prior utterance. Speakers of multiple sayings communicate their stance that the prior speaker has persisted unnecessarily in the prior course of action and should properly halt course of action.",1.0,https://sci-hub.se/10.1111/j.1468-2958.2004.tb00733.x,
Journal of Communication,https://academic.oup.com/joc/issue/24/1?browseBy=volume,Volume 24,Issue 1,"Issue 1, March 1974, Pages 5–144",March,1974,Articles,Probing Subjective Culture Part 1: Cross-linguistic Tool-making,https://academic.oup.com/joc/article/24/1/21/4553565,10.1111/j.1460-2466.1974.tb00352.x,21–35,,,https://sci-hub.se/10.1111/j.1460-2466.1974.tb00352.x,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/13/1?browseBy=volume,Volume 13,Issue 1,"Issue 1, March 2020, Pages 1–141",March,2020,Forum: Media and Populism,The Discursive Construction of Crisis: Hungary’s Spiral to Populism,https://academic.oup.com/ccc/article/13/1/130/5801068,10.1093/ccc/tcz053,130–133,,,https://sci-hub.se/10.1093/ccc/tcz053,
Communication Theory,https://academic.oup.com/ct/issue/24/3?browseBy=volume,Volume 24,Issue 3,"Issue 3, August 2014, Pages 225–360",August,2014,Original Articles,Extending the Constitutive Project: Response to Cooren and Sandler,https://academic.oup.com/ct/article/24/3/245/4061174,10.1111/comt.12036,245–251,"As Cooren and Sandler note in their paper, communication studies has largely received Bakhtin as a theorist of dialogue, but such a framing limits his potential contributions to our thinking. They argue that when we seek to understand the communicative constitution of reality, Bakhtin’s work can lead us in novel and fruitful directions. I find their claims compelling, and thus this response is more appreciative critique and argument for extension than contestation. Here, I first discuss the significant contributions the paper makes, and then turn to 3 critiques that provide a capacity to extend the influence of Cooren and Sandler’s ideas.",1.0,https://sci-hub.se/10.1111/comt.12036,
Journal of Communication,https://academic.oup.com/joc/issue/33/3?browseBy=volume,Volume 33,Issue 3,"Issue 3, September 1983, Pages 4–362",September,1983,Article,On “Doing” Research and “Explaining” Things,https://academic.oup.com/joc/article/33/3/80/4282789,10.1111/j.1460-2466.1983.tb02409.x,80–91,,,https://sci-hub.se/10.1111/j.1460-2466.1983.tb02409.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/9/4?browseBy=volume,Volume 9,Issue 4,"Issue 4, 1 July 2004",July,2004,Original Article,E-Government in China: a Content Analysis of National and Provincial Web Sites,https://academic.oup.com/jcmc/article/9/4/JCMC948/4614512,10.1111/j.1083-6101.2004.tb00297.x,,"The Chinese government has actively encouraged and invested in the growth of the Internet to capture the technology's vast commercial potential, while exerting state control. Even before the country was fully connected to the global “network of networks,” China began to implement programs that would facilitate e-government. Despite some valuable examinations of e-government in China, no studies were found that systematically explored the content of both national and provincial Chinese government Web sites. This study fills that gap in the literature by analyzing the content of the opening pages of 177 government Web sites. The study found that broad e-governance, e-knowledge, and e-service functions were implemented at sites of national, costal, and inland government units. Generally, national and costal sites were more sophisticated, but inland sites seemed designed to meet the specific needs of government, citizens, and businesses in inland areas. The coding form and method designed for analyzing these sites holds promise for future researchers and the findings suggest that China may have begun to achieve its goals of facilitating government functions via the Internet.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2004.tb00297.x,
