,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction
4652,10.1111/j.1460-2466.1968.tb00052.x+1.0,10.1111/j.1460-2466.1968.tb00052.x,https://academic.oup.com/joc/article/18/1/26/4560858,1968,A Denotative and Connotative Study in Communication,Journal of Communication,1.0,1.0,Robert L. Minter,Robert,Minter,"1 Robert L. Minter is a lecturer in the Program in Speech Communication, at State University of New York, Buffalo, where he is establishing a graduate program in organizational/industrial communication. A Ph.D. candidate in organizational communication at Purdue University, he expects to receive his degree this spring. His AB. and M.A. degrees were received from Miami University of Ohio. His professional interests concern analyses of communication dysfunctions within organizational settings",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Minter,https://www.google.com/search?q=Robert+L.+Minter+robert+l+minter+is+a+lecturer+in+the+program+in+speech+communication+at+state+university+of+new+york+buffalo+where+he+is+establishing+a+graduate+program+in+organizational+industrial+communication+a+ph+d+candidate+in+organizational+communication+at+purdue+university+he+expects+to+receive+his+degree+this+spring+his+ab+and+m+a+degrees+were+received+from+miami+university+of+ohio+his+professional+interests+concern+analyses+of+communication+dysfunctions+within+organizational+settings,male,0.99,177418.0,High,Robert L. Minter,Robert,Minter,"1 Robert L. Minter is a lecturer in the Program in Speech Communication, at State University of New York, Buffalo, where he is establishing a graduate program in organizational/industrial communication. A Ph.D. candidate in organizational communication at Purdue University, he expects to receive his degree this spring. His AB. and M.A. degrees were received from Miami University of Ohio. His professional interests concern analyses of communication dysfunctions within organizational settings",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Minter,https://www.google.com/search?q=Robert+L.+Minter+robert+l+minter+is+a+lecturer+in+the+program+in+speech+communication+at+state+university+of+new+york+buffalo+where+he+is+establishing+a+graduate+program+in+organizational+industrial+communication+a+ph+d+candidate+in+organizational+communication+at+purdue+university+he+expects+to+receive+his+degree+this+spring+his+ab+and+m+a+degrees+were+received+from+miami+university+of+ohio+his+professional+interests+concern+analyses+of+communication+dysfunctions+within+organizational+settings,white,Low,0.006213943,0.24321373,0.04883959,0.70173275,0.70173275,0.24321373,0.45851904,robert l minter is a lecturer in the program in speech communication at state university of new york buffalo where he is establishing a graduate program in organizational industrial communication a ph d candidate in organizational communication at purdue university he expects to receive his degree this spring his ab and m a degrees were received from miami university of ohio his professional interests concern analyses of communication dysfunctions within organizational settings,"1 Robert L. Minter is a lecturer in the Program in Speech Communication, at State University of New York, Buffalo, where he is establishing a graduate program in organizational/industrial communication. A Ph.D. candidate in organizational communication at Purdue University, he expects to receive his degree this spring. His AB. and M.A. degrees were received from Miami University of Ohio. His professional interests concern analyses of communication dysfunctions within organizational settings",State University of New York,Exact,https://ror.org/01q1z8k08,R,,
4622,10.1111/j.1460-2466.1968.tb00087.x+1.0,10.1111/j.1460-2466.1968.tb00087.x,https://academic.oup.com/joc/article/18/4/389/4560885,1968,An Event-Structure Model for Communication,Journal of Communication,1.0,1.0,William A. King,William,King,"1 William King has worked with the Navy Training Research Lab in San Diego, California, for the past five years and is currently one of the lesson designers in the Computer Assisted Instruction Group. His first association with an educational or training program was as an animator on some of the training films George Pal produced for the Army and Navy during World War II. Since then he has designed graphics and other training materials for Northrop and Astronautics and has performed function and task analyses for determination of training requirements in the Personnel Subsystem Departments of these corporations. Mr. King is a doctoral candidate at the University of Southern California",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+King,https://www.google.com/search?q=William+A.+King+william+king+has+worked+with+the+navy+training+research+lab+in+san+diego+california+for+the+past+five+years+and+is+currently+one+of+the+lesson+designers+in+the+computer+assisted+instruction+group+his+first+association+with+an+educational+or+training+program+was+as+an+animator+on+some+of+the+training+films+george+pal+produced+for+the+army+and+navy+during+world+war+ii+since+then+he+has+designed+graphics+and+other+training+materials+for+northrop+and+astronautics+and+has+performed+function+and+task+analyses+for+determination+of+training+requirements+in+the+personnel+subsystem+departments+of+these+corporations+mr+king+is+a+doctoral+candidate+at+the+university+of+southern+california,male,0.99,64097.0,High,William A. King,William,King,"1 William King has worked with the Navy Training Research Lab in San Diego, California, for the past five years and is currently one of the lesson designers in the Computer Assisted Instruction Group. His first association with an educational or training program was as an animator on some of the training films George Pal produced for the Army and Navy during World War II. Since then he has designed graphics and other training materials for Northrop and Astronautics and has performed function and task analyses for determination of training requirements in the Personnel Subsystem Departments of these corporations. Mr. King is a doctoral candidate at the University of Southern California",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+King,https://www.google.com/search?q=William+A.+King+william+king+has+worked+with+the+navy+training+research+lab+in+san+diego+california+for+the+past+five+years+and+is+currently+one+of+the+lesson+designers+in+the+computer+assisted+instruction+group+his+first+association+with+an+educational+or+training+program+was+as+an+animator+on+some+of+the+training+films+george+pal+produced+for+the+army+and+navy+during+world+war+ii+since+then+he+has+designed+graphics+and+other+training+materials+for+northrop+and+astronautics+and+has+performed+function+and+task+analyses+for+determination+of+training+requirements+in+the+personnel+subsystem+departments+of+these+corporations+mr+king+is+a+doctoral+candidate+at+the+university+of+southern+california,white,Low,0.012046223,0.19408529,0.017834367,0.7760341,0.7760341,0.19408529,0.5819488,william king has worked with the navy training research lab in san diego california for the past five years and is currently one of the lesson designers in the computer assisted instruction group his first association with an educational or training program was as an animator on some of the training films george pal produced for the army and navy during world war ii since then he has designed graphics and other training materials for northrop and astronautics and has performed function and task analyses for determination of training requirements in the personnel subsystem departments of these corporations mr king is a doctoral candidate at the university of southern california,"1 William King has worked with the Navy Training Research Lab in San Diego, California, for the past five years and is currently one of the lesson designers in the Computer Assisted Instruction Group. His first association with an educational or training program was as an animator on some of the training films George Pal produced for the Army and Navy during World War II. Since then he has designed graphics and other training materials for Northrop and Astronautics and has performed function and task analyses for determination of training requirements in the Personnel Subsystem Departments of these corporations. Mr. King is a doctoral candidate at the University of Southern California",University of Southern California,Exact,https://ror.org/03taz7m60,R,,
4636,10.1111/j.1460-2466.1968.tb00060.x+1.0,10.1111/j.1460-2466.1968.tb00060.x,https://academic.oup.com/joc/article/18/2/97/4560942,1968,Using Motion Pictures to Aid Inter-Cultural Communication,Journal of Communication,1.0,1.0,Father Neil P. Hurley,Father,Hurley,"1 A native of New York, Father Hurley has a Ph.D. from Fordham University. His career extends from serving as an accountant for Price Waterhouse to the founding and directing of the Institute of Social Communications in the Bellarmine Center in Santiago, Chile. He is spending the current year as visiting professor in the Latin American program at Notre Dame University. He is the author of more than fifty articles in a variety of journals",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Father+Hurley,https://www.google.com/search?q=Father+Neil+P.+Hurley+a+native+of+new+york+father+hurley+has+a+ph+d+from+fordham+university+his+career+extends+from+serving+as+an+accountant+for+price+waterhouse+to+the+founding+and+directing+of+the+institute+of+social+communications+in+the+bellarmine+center+in+santiago+chile+he+is+spending+the+current+year+as+visiting+professor+in+the+latin+american+program+at+notre+dame+university+he+is+the+author+of+more+than+fifty+articles+in+a+variety+of+journals,male,0.92,155.0,Low,Father Neil P. Hurley,Father,Hurley,"1 A native of New York, Father Hurley has a Ph.D. from Fordham University. His career extends from serving as an accountant for Price Waterhouse to the founding and directing of the Institute of Social Communications in the Bellarmine Center in Santiago, Chile. He is spending the current year as visiting professor in the Latin American program at Notre Dame University. He is the author of more than fifty articles in a variety of journals",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Father+Hurley,https://www.google.com/search?q=Father+Neil+P.+Hurley+a+native+of+new+york+father+hurley+has+a+ph+d+from+fordham+university+his+career+extends+from+serving+as+an+accountant+for+price+waterhouse+to+the+founding+and+directing+of+the+institute+of+social+communications+in+the+bellarmine+center+in+santiago+chile+he+is+spending+the+current+year+as+visiting+professor+in+the+latin+american+program+at+notre+dame+university+he+is+the+author+of+more+than+fifty+articles+in+a+variety+of+journals,white,High,0.008290386,0.06391911,0.02497724,0.9028132,0.9028132,0.06391911,0.83889407,a native of new york father hurley has a ph d from fordham university his career extends from serving as an accountant for price waterhouse to the founding and directing of the institute of social communications in the bellarmine center in santiago chile he is spending the current year as visiting professor in the latin american program at notre dame university he is the author of more than fifty articles in a variety of journals,"1 A native of New York, Father Hurley has a Ph.D. from Fordham University. His career extends from serving as an accountant for Price Waterhouse to the founding and directing of the Institute of Social Communications in the Bellarmine Center in Santiago, Chile. He is spending the current year as visiting professor in the Latin American program at Notre Dame University. He is the author of more than fifty articles in a variety of journals",Notre Dame University,Exact,https://ror.org/04mwhg379,R,,
4627,10.1111/j.1460-2466.1968.tb00071.x+2.0,10.1111/j.1460-2466.1968.tb00071.x,https://academic.oup.com/joc/article/18/3/207/4560859,1968,Compressed Speech: Correlates of Listening Ability,Journal of Communication,2.0,2.0,Raymond L. Johnson,Raymond,Johnson,"2 Raymond L. Johnson is research scientist in the Communications Research Program, American Institutes for Research, Silver Spring, Maryland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Raymond+Johnson,https://www.google.com/search?q=Raymond+L.+Johnson+raymond+l+johnson+is+research+scientist+in+the+communications+research+program+american+institutes+for+research+silver+spring+maryland,male,0.99,21679.0,High,Raymond L. Johnson,Raymond,Johnson,"2 Raymond L. Johnson is research scientist in the Communications Research Program, American Institutes for Research, Silver Spring, Maryland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Raymond+Johnson,https://www.google.com/search?q=Raymond+L.+Johnson+raymond+l+johnson+is+research+scientist+in+the+communications+research+program+american+institutes+for+research+silver+spring+maryland,white,Low,0.0057858448,0.3642752,0.021121541,0.60881746,0.60881746,0.3642752,0.24454227,raymond l johnson is research scientist in the communications research program american institutes for research silver spring maryland,"2 Raymond L. Johnson is research scientist in the Communications Research Program, American Institutes for Research, Silver Spring, Maryland",American Institutes for Research,Exact,https://ror.org/00490n048,R,,
4653,10.1111/j.1460-2466.1968.tb00053.x+1.0,10.1111/j.1460-2466.1968.tb00053.x,https://academic.oup.com/joc/article/18/1/37/4560865,1968,Organizational Processes Underlying Differences between Listening and Reading as a Function of Complexity of Material,Journal of Communication,1.0,1.0,Milton W. Horowitz,Milton,Horowitz,"1 Milton W. Horowitz is an associate professor of psychology at Queens College of the City University of New York. He received his doctorate from Stanford University in 1947 and accepted his first position at the University of Kansas. Horowitz' early research was in small group processes and interpersonal relations. This interest led, inevitably, to studies of communication, psycholinguistics, and language and thought, in general. His present research interests include the use of the four modalities listening, reading, speaking, writing to understand coding, organizing, and ordering processes of the mind and the relationship of affective and signal material on the one hand, and cognitive material on the other, to these coding properties. Hopefully, the research will also discover additional reasons (related to the modalities above) why some material is readily available in memory and other material is available only with difficulty, or not at all",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Milton+Horowitz,https://www.google.com/search?q=Milton+W.+Horowitz+milton+w+horowitz+is+an+associate+professor+of+psychology+at+queens+college+of+the+city+university+of+new+york+he+received+his+doctorate+from+stanford+university+in+and+accepted+his+first+position+at+the+university+of+kansas+horowitz+early+research+was+in+small+group+processes+and+interpersonal+relations+this+interest+led+inevitably+to+studies+of+communication+psycholinguistics+and+language+and+thought+in+general+his+present+research+interests+include+the+use+of+the+four+modalities+listening+reading+speaking+writing+to+understand+coding+organizing+and+ordering+processes+of+the+mind+and+the+relationship+of+affective+and+signal+material+on+the+one+hand+and+cognitive+material+on+the+other+to+these+coding+properties+hopefully+the+research+will+also+discover+additional+reasons+why+some+material+is+readily+available+in+memory+and+other+material+is+available+only+with+difficulty+or+not+at+all,male,0.99,4090.0,High,Milton W. Horowitz,Milton,Horowitz,"1 Milton W. Horowitz is an associate professor of psychology at Queens College of the City University of New York. He received his doctorate from Stanford University in 1947 and accepted his first position at the University of Kansas. Horowitz' early research was in small group processes and interpersonal relations. This interest led, inevitably, to studies of communication, psycholinguistics, and language and thought, in general. His present research interests include the use of the four modalities listening, reading, speaking, writing to understand coding, organizing, and ordering processes of the mind and the relationship of affective and signal material on the one hand, and cognitive material on the other, to these coding properties. Hopefully, the research will also discover additional reasons (related to the modalities above) why some material is readily available in memory and other material is available only with difficulty, or not at all",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Milton+Horowitz,https://www.google.com/search?q=Milton+W.+Horowitz+milton+w+horowitz+is+an+associate+professor+of+psychology+at+queens+college+of+the+city+university+of+new+york+he+received+his+doctorate+from+stanford+university+in+and+accepted+his+first+position+at+the+university+of+kansas+horowitz+early+research+was+in+small+group+processes+and+interpersonal+relations+this+interest+led+inevitably+to+studies+of+communication+psycholinguistics+and+language+and+thought+in+general+his+present+research+interests+include+the+use+of+the+four+modalities+listening+reading+speaking+writing+to+understand+coding+organizing+and+ordering+processes+of+the+mind+and+the+relationship+of+affective+and+signal+material+on+the+one+hand+and+cognitive+material+on+the+other+to+these+coding+properties+hopefully+the+research+will+also+discover+additional+reasons+why+some+material+is+readily+available+in+memory+and+other+material+is+available+only+with+difficulty+or+not+at+all,white,High,0.0027764307,0.017843215,0.021196492,0.9581838,0.9581838,0.021196492,0.93698734,milton w horowitz is an associate professor of psychology at queens college of the city university of new york he received his doctorate from stanford university in and accepted his first position at the university of kansas horowitz early research was in small group processes and interpersonal relations this interest led inevitably to studies of communication psycholinguistics and language and thought in general his present research interests include the use of the four modalities listening reading speaking writing to understand coding organizing and ordering processes of the mind and the relationship of affective and signal material on the one hand and cognitive material on the other to these coding properties hopefully the research will also discover additional reasons why some material is readily available in memory and other material is available only with difficulty or not at all,"1 Milton W. Horowitz is an associate professor of psychology at Queens College of the City University of New York. He received his doctorate from Stanford University in 1947 and accepted his first position at the University of Kansas. Horowitz' early research was in small group processes and interpersonal relations. This interest led, inevitably, to studies of communication, psycholinguistics, and language and thought, in general. His present research interests include the use of the four modalities listening, reading, speaking, writing to understand coding, organizing, and ordering processes of the mind and the relationship of affective and signal material on the one hand, and cognitive material on the other, to these coding properties. Hopefully, the research will also discover additional reasons (related to the modalities above) why some material is readily available in memory and other material is available only with difficulty, or not at all",City University of New York,Exact,https://ror.org/00453a208,R,,
4659,10.1111/j.1460-2466.1967.tb01190.x+1.0,10.1111/j.1460-2466.1967.tb01190.x,https://academic.oup.com/joc/article/17/4/324/4565545,1967,Orientation Behaviors and Nonverbal Attitude Communication,Journal of Communication,1.0,1.0,Albert Mehbabian,Albert,Mehbabian,"1 University of California, Los Angeles",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Albert+Mehbabian,https://www.google.com/search?q=Albert+Mehbabian+university+of+california+los+angeles,male,0.98,41504.0,High,Albert Mehbabian,Albert,Mehbabian,"1 University of California, Los Angeles",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Albert+Mehbabian,https://www.google.com/search?q=Albert+Mehbabian+university+of+california+los+angeles,white,High,0.012550093,0.0049815434,0.028473068,0.95399535,0.95399535,0.028473068,0.92552227,university of california los angeles,"1 University of California, Los Angeles","University of California, Los Angeles",API_QUERY,https://ror.org/046rm7j60,R,,
4663,10.1111/j.1460-2466.1967.tb01169.x+1.0,10.1111/j.1460-2466.1967.tb01169.x,https://academic.oup.com/joc/article/17/2/136/4569159,1967,Perception and Judgment in the Political Extremist,Journal of Communication,1.0,1.0,James O. Whittaker,James,Whittaker,1 North Dakota State University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Whittaker,https://www.google.com/search?q=James+O.+Whittaker+north+dakota+state+university,male,0.99,117309.0,High,James O. Whittaker,James,Whittaker,1 North Dakota State University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Whittaker,https://www.google.com/search?q=James+O.+Whittaker+north+dakota+state+university,white,Low,0.007581878,0.17965522,0.0246805,0.7880824,0.7880824,0.17965522,0.60842717,north dakota state university,1 North Dakota State University,North Dakota State University,Exact,https://ror.org/05h1bnb22,R,,
4664,10.1111/j.1460-2466.1967.tb01170.x+1.0,10.1111/j.1460-2466.1967.tb01170.x,https://academic.oup.com/joc/article/17/2/142/4569162,1967,A Semantic Reaction to the Measurement of Stage Fright,Journal of Communication,1.0,1.0,Paul D. Brandes,Paul,Brandes,1 University of North Carolina,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Brandes,https://www.google.com/search?q=Paul+D.+Brandes+university+of+north+carolina,male,0.99,148099.0,High,Paul D. Brandes,Paul,Brandes,1 University of North Carolina,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Brandes,https://www.google.com/search?q=Paul+D.+Brandes+university+of+north+carolina,white,Low,0.010387081,0.20019196,0.1035541,0.68586683,0.68586683,0.20019196,0.48567486,university of north carolina,1 University of North Carolina,University of North Carolina Hospitals,API_QUERY,https://ror.org/0355zfr67,R,,
4661,10.1111/j.1460-2466.1967.tb01182.x+1.0,10.1111/j.1460-2466.1967.tb01182.x,https://academic.oup.com/joc/article/17/3/234/4569188,1967,Toward a Rhetoric for the Poverty Class,Journal of Communication,2.0,1.0,Paul Friedman,Paul,Friedman,1 The Pennsylvania State University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Friedman,https://www.google.com/search?q=Paul+Friedman+the+pennsylvania+state+university,male,0.99,148099.0,High,Paul Friedman,Paul,Friedman,1 The Pennsylvania State University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Friedman,https://www.google.com/search?q=Paul+Friedman+the+pennsylvania+state+university,white,High,0.002890514,0.020335395,0.021110633,0.95566344,0.95566344,0.021110633,0.9345528,the pennsylvania state university,1 The Pennsylvania State University,Pennsylvania State University,Exact,https://ror.org/04p491231,R,,
4671,10.1111/j.1460-2466.1966.tb00014.x+2.0,10.1111/j.1460-2466.1966.tb00014.x,https://academic.oup.com/joc/article/16/1/32/4569103,1966,The Effectiveness of Persuasive Communication Presented under Conditions of Irrelevant Fear,Journal of Communication,2.0,2.0,Richard M. Lundy,Richard,Lundy,"1 Norman R. Simonson is a graduate student, and Richard M. Lundy, Ph.D., is Professor of Psychology at the Pennsylvania State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Lundy,https://www.google.com/search?q=Richard+M.+Lundy+norman+r+simonson+is+a+graduate+student+and+richard+m+lundy+ph+d+is+professor+of+psychology+at+the+pennsylvania+state+university,male,0.99,101928.0,High,Richard M. Lundy,Richard,Lundy,"1 Norman R. Simonson is a graduate student, and Richard M. Lundy, Ph.D., is Professor of Psychology at the Pennsylvania State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Lundy,https://www.google.com/search?q=Richard+M.+Lundy+norman+r+simonson+is+a+graduate+student+and+richard+m+lundy+ph+d+is+professor+of+psychology+at+the+pennsylvania+state+university,white,High,0.008472367,0.09191928,0.029494153,0.87011415,0.87011415,0.09191928,0.77819484,norman r simonson is a graduate student and richard m lundy ph d is professor of psychology at the pennsylvania state university,"1 Norman R. Simonson is a graduate student, and Richard M. Lundy, Ph.D., is Professor of Psychology at the Pennsylvania State University",Pennsylvania State University,Exact,https://ror.org/04p491231,R,,
4678,10.1111/j.1460-2466.1965.tb01337.x+1.0,10.1111/j.1460-2466.1965.tb01337.x,https://academic.oup.com/joc/article/15/3/149/4569082,1965,"Voting Intentions, Election Expectations and Exposure to Campaign Information",Journal of Communication,1.0,1.0,Bradley S. Greenberg,Bradley,Greenberg,1 Bradley S. Greenberg is Assistant Professor of Communication at Michigan State University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bradley+Greenberg,https://www.google.com/search?q=Bradley+S.+Greenberg+bradley+s+greenberg+is+assistant+professor+of+communication+at+michigan+state+university,male,0.99,5098.0,High,Bradley S. Greenberg,Bradley,Greenberg,1 Bradley S. Greenberg is Assistant Professor of Communication at Michigan State University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bradley+Greenberg,https://www.google.com/search?q=Bradley+S.+Greenberg+bradley+s+greenberg+is+assistant+professor+of+communication+at+michigan+state+university,white,High,0.0032759693,0.005169539,0.032592278,0.9589622,0.9589622,0.032592278,0.9263699,bradley s greenberg is assistant professor of communication at michigan state university,1 Bradley S. Greenberg is Assistant Professor of Communication at Michigan State University,Michigan State University,Exact,https://ror.org/05hs6h993,R,,
4682,10.1111/j.1460-2466.1965.tb01328.x+1.0,10.1111/j.1460-2466.1965.tb01328.x,https://academic.oup.com/joc/article/15/2/64/4569139,1965,Communication and the Labor-Management Mediation Process: Some Aspects and Hypotheses,Journal of Communication,1.0,1.0,John W. Keltner,John,Keltner,1 For five years John Keltner was with the Federal Mediation and Conciliation Service as a mediator. Two years of that were spent also as training officer for the agency. He is now head of the Department of Speech and Communication at Oregon State University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Keltner,https://www.google.com/search?q=John+W.+Keltner+for+five+years+john+keltner+was+with+the+federal+mediation+and+conciliation+service+as+a+mediator+two+years+of+that+were+spent+also+as+training+officer+for+the+agency+he+is+now+head+of+the+department+of+speech+and+communication+at+oregon+state+university,male,0.99,218952.0,High,John W. Keltner,John,Keltner,1 For five years John Keltner was with the Federal Mediation and Conciliation Service as a mediator. Two years of that were spent also as training officer for the agency. He is now head of the Department of Speech and Communication at Oregon State University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Keltner,https://www.google.com/search?q=John+W.+Keltner+for+five+years+john+keltner+was+with+the+federal+mediation+and+conciliation+service+as+a+mediator+two+years+of+that+were+spent+also+as+training+officer+for+the+agency+he+is+now+head+of+the+department+of+speech+and+communication+at+oregon+state+university,white,High,0.0071510235,0.007907845,0.01487613,0.970065,0.970065,0.01487613,0.9551889,for five years john keltner was with the federal mediation and conciliation service as a mediator two years of that were spent also as training officer for the agency he is now head of the department of speech and communication at oregon state university,1 For five years John Keltner was with the Federal Mediation and Conciliation Service as a mediator. Two years of that were spent also as training officer for the agency. He is now head of the Department of Speech and Communication at Oregon State University,Oregon State University,Exact,https://ror.org/00ysfqy60,R,,
4694,10.1111/j.1460-2466.1964.tb02924.x+2.0,10.1111/j.1460-2466.1964.tb02924.x,https://academic.oup.com/joc/article/14/4/215/4569098,1964,Verbal Style and Personality: Authoritarianism,Journal of Communication,3.0,2.0,Arthur Platz,Arthur,Platz,"2 Mr. Arthur Platz (Ph.D., University of Michigan) are Chief, Experimental Studies and Research Psychologist, respectively, at the VA Central NP Research Laboratory, at Perry Point, Maryland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Arthur+Platz,https://www.google.com/search?q=Arthur+Platz+mr+arthur+platz+are+chief+experimental+studies+and+research+psychologist+respectively+at+the+va+central+np+research+laboratory+at+perry+point+maryland,male,0.99,20587.0,High,Arthur Platz,Arthur,Platz,"2 Mr. Arthur Platz (Ph.D., University of Michigan) are Chief, Experimental Studies and Research Psychologist, respectively, at the VA Central NP Research Laboratory, at Perry Point, Maryland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Arthur+Platz,https://www.google.com/search?q=Arthur+Platz+mr+arthur+platz+are+chief+experimental+studies+and+research+psychologist+respectively+at+the+va+central+np+research+laboratory+at+perry+point+maryland,white,High,0.0031793378,0.010245289,0.042247977,0.94432735,0.94432735,0.042247977,0.9020794,mr arthur platz are chief experimental studies and research psychologist respectively at the va central np research laboratory at perry point maryland,"2 Mr. Arthur Platz (Ph.D., University of Michigan) are Chief, Experimental Studies and Research Psychologist, respectively, at the VA Central NP Research Laboratory, at Perry Point, Maryland",Perry Point VA Medical Center,API_QUERY,https://ror.org/036adbz09,R,,
4696,10.1111/j.1460-2466.1964.tb02925.x+1.0,10.1111/j.1460-2466.1964.tb02925.x,https://academic.oup.com/joc/article/14/4/219/4569099,1964,"Identifying the Unknown Communicator in Painting, Literature and Music: The Significance of Minor Encoding Habits",Journal of Communication,1.0,1.0,William J. Paisley,William,Paisley,"1 Mr. Paisley (M.A., Syracuse University) is Research Assistant at the Institute for Communication Research, Stanford University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Paisley,https://www.google.com/search?q=William+J.+Paisley+mr+paisley+is+research+assistant+at+the+institute+for+communication+research+stanford+university,male,0.99,64097.0,High,William J. Paisley,William,Paisley,"1 Mr. Paisley (M.A., Syracuse University) is Research Assistant at the Institute for Communication Research, Stanford University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Paisley,https://www.google.com/search?q=William+J.+Paisley+mr+paisley+is+research+assistant+at+the+institute+for+communication+research+stanford+university,white,Low,0.005006831,0.20246941,0.030119412,0.7624044,0.7624044,0.20246941,0.559935,mr paisley is research assistant at the institute for communication research stanford university,"1 Mr. Paisley (M.A., Syracuse University) is Research Assistant at the Institute for Communication Research, Stanford University",Stanford University,Exact,https://ror.org/00f54p054,R,,
4692,10.1111/j.1460-2466.1964.tb02923.x+1.0,10.1111/j.1460-2466.1964.tb02923.x,https://academic.oup.com/joc/article/14/4/203/4569097,1964,A mid-Century Survey of Books on Communication,Journal of Communication,1.0,1.0,Martin P. Andersen,Martin,Andersen,"1 Mr. Andersen (Ph.D., University of Wisconsin—Madison) is Professor of Speech at the University of California in Los Angeles",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Martin+Andersen,https://www.google.com/search?q=Martin+P.+Andersen+mr+andersen+is+professor+of+speech+at+the+university+of+california+in+los+angeles,male,0.98,180687.0,High,Martin P. Andersen,Martin,Andersen,"1 Mr. Andersen (Ph.D., University of Wisconsin—Madison) is Professor of Speech at the University of California in Los Angeles",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Martin+Andersen,https://www.google.com/search?q=Martin+P.+Andersen+mr+andersen+is+professor+of+speech+at+the+university+of+california+in+los+angeles,white,High,0.012284865,0.02707514,0.020601274,0.9400387,0.9400387,0.02707514,0.91296357,mr andersen is professor of speech at the university of california in los angeles,"1 Mr. Andersen (Ph.D., University of Wisconsin—Madison) is Professor of Speech at the University of California in Los Angeles","University of California, Los Angeles",API_QUERY,https://ror.org/046rm7j60,R,,
4706,10.1111/j.1460-2466.1964.tb02364.x+2.0,10.1111/j.1460-2466.1964.tb02364.x,https://academic.oup.com/joc/article/14/3/183/4569125,1964,Dimensions of “Lecture Comprehension”: A Factor Analysis of Listening Test Items,Journal of Communication,3.0,2.0,Kenneth Frandsen,Kenneth,Frandsen,"2 Kenneth Frandsen, Assistant Professor of Speech, University of Wisconsin, Milwaukee",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kenneth+Frandsen,https://www.google.com/search?q=Kenneth+Frandsen+kenneth+frandsen+assistant+professor+of+speech+university+of+wisconsin+milwaukee,male,0.98,20666.0,High,Kenneth Frandsen,Kenneth,Frandsen,"2 Kenneth Frandsen, Assistant Professor of Speech, University of Wisconsin, Milwaukee",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kenneth+Frandsen,https://www.google.com/search?q=Kenneth+Frandsen+kenneth+frandsen+assistant+professor+of+speech+university+of+wisconsin+milwaukee,white,High,0.005076404,0.03973312,0.023219114,0.9319714,0.9319714,0.03973312,0.89223826,kenneth frandsen assistant professor of speech university of wisconsin milwaukee,"2 Kenneth Frandsen, Assistant Professor of Speech, University of Wisconsin, Milwaukee",University of Wisconsin–Milwaukee,API_QUERY,https://ror.org/031q21x57,R,,
