,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction
6291,10.1111/j.1468-2958.2001.tb00781.x+2.0,10.1111/j.1468-2958.2001.tb00781.x,https://academic.oup.com/hcr/article/27/2/216/4554817,2001,The Role and Impact of Affect in the Process of Resistance to Persuasion,Human Communication Research,6.0,2.0,Erin Alison Szabo,Erin,Szabo,"2 (Ph.D., University of Wisconsin-Madison, 2000) is visiting assistant professor in the Department of Communication Arts, at the University of Wisconsin-Madison.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Erin+Szabo,https://www.google.com/search?q=Erin+Alison+Szabo+is+visiting+assistant+professor+in+the+department+of+communication+arts+at+the+university+of+wisconsin+madison,female,0.77,3169.0,Low,Erin Alison Szabo,Erin,Szabo,"2 (Ph.D., University of Wisconsin-Madison, 2000) is visiting assistant professor in the Department of Communication Arts, at the University of Wisconsin-Madison.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Erin+Szabo,https://www.google.com/search?q=Erin+Alison+Szabo+is+visiting+assistant+professor+in+the+department+of+communication+arts+at+the+university+of+wisconsin+madison,white,High,0.0053942166,0.0019214569,0.01409686,0.97858745,0.97858745,0.01409686,0.9644906,is visiting assistant professor in the department of communication arts at the university of wisconsin madison,"2 (Ph.D., University of Wisconsin-Madison, 2000) is visiting assistant professor in the Department of Communication Arts, at the University of Wisconsin-Madison.",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,,
10368,10.1111/j.1083-6101.2001.tb00135.x+1.0,10.1111/j.1083-6101.2001.tb00135.x,https://academic.oup.com/jcmc/article/7/1/JCMC712/4584237,2001,The Internet for the Blind and Visually Impaired,Journal of Computer-Mediated Communication,4.0,1.0,Kirsty Williamson,Kirsty,Williamson,"1 All of the authors are present, or past, staff of Information and Telecommunications Needs Research (ITNR), a joint venture of School of Information Management and Systems, Monash University, Victoria, Australia and School of Information Studies, Charles Sturt University, Wagga Wagga, NSW, Australia. At Monash University, ITNR is within the Enterprise Information Research Group (EIRG). Kirsty Williamson is the Director of ITNR; Don Schauder is the Chair; Louise Stockfeld is Research Associate and Steve Wright is Research Fellow. Amanda Bow is a former Research Associate. The present article reflects the philosophy of ITNR which has a specifically ‘user’ focus in relation to information and telecommunications needs of community groups. In the last 2 years, ITNR has undertaken two major projects about online services for people with disabilities funded by the Australian Commonwealth Government. Another project, funded by the Australian Research Council, was specifically about people who are blind and sight-impaired and is the focus of the present article.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kirsty+Williamson,https://www.google.com/search?q=Kirsty+Williamson+all+of+the+authors+are+present+or+past+staff+of+information+and+telecommunications+needs+research+a+joint+venture+of+school+of+information+management+and+systems+monash+university+victoria+australia+and+school+of+information+studies+charles+sturt+university+wagga+wagga+nsw+australia+at+monash+university+itnr+is+within+the+enterprise+information+research+group+kirsty+williamson+is+the+director+of+itnr+don+schauder+is+the+chair+louise+stockfeld+is+research+associate+and+steve+wright+is+research+fellow+amanda+bow+is+a+former+research+associate+the+present+article+reflects+the+philosophy+of+itnr+which+has+a+specifically+user+focus+in+relation+to+information+and+telecommunications+needs+of+community+groups+in+the+last+years+itnr+has+undertaken+two+major+projects+about+online+services+for+people+with+disabilities+funded+by+the+australian+commonwealth+government+another+project+funded+by+the+australian+research+council+was+specifically+about+people+who+are+blind+and+sight+impaired+and+is+the+focus+of+the+present+article,female,0.97,5071.0,High,Kirsty Williamson,Kirsty,Williamson,"1 All of the authors are present, or past, staff of Information and Telecommunications Needs Research (ITNR), a joint venture of School of Information Management and Systems, Monash University, Victoria, Australia and School of Information Studies, Charles Sturt University, Wagga Wagga, NSW, Australia. At Monash University, ITNR is within the Enterprise Information Research Group (EIRG). Kirsty Williamson is the Director of ITNR; Don Schauder is the Chair; Louise Stockfeld is Research Associate and Steve Wright is Research Fellow. Amanda Bow is a former Research Associate. The present article reflects the philosophy of ITNR which has a specifically ‘user’ focus in relation to information and telecommunications needs of community groups. In the last 2 years, ITNR has undertaken two major projects about online services for people with disabilities funded by the Australian Commonwealth Government. Another project, funded by the Australian Research Council, was specifically about people who are blind and sight-impaired and is the focus of the present article.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kirsty+Williamson,https://www.google.com/search?q=Kirsty+Williamson+all+of+the+authors+are+present+or+past+staff+of+information+and+telecommunications+needs+research+a+joint+venture+of+school+of+information+management+and+systems+monash+university+victoria+australia+and+school+of+information+studies+charles+sturt+university+wagga+wagga+nsw+australia+at+monash+university+itnr+is+within+the+enterprise+information+research+group+kirsty+williamson+is+the+director+of+itnr+don+schauder+is+the+chair+louise+stockfeld+is+research+associate+and+steve+wright+is+research+fellow+amanda+bow+is+a+former+research+associate+the+present+article+reflects+the+philosophy+of+itnr+which+has+a+specifically+user+focus+in+relation+to+information+and+telecommunications+needs+of+community+groups+in+the+last+years+itnr+has+undertaken+two+major+projects+about+online+services+for+people+with+disabilities+funded+by+the+australian+commonwealth+government+another+project+funded+by+the+australian+research+council+was+specifically+about+people+who+are+blind+and+sight+impaired+and+is+the+focus+of+the+present+article,white,Low,0.010829539,0.17490141,0.020655472,0.79361355,0.79361355,0.17490141,0.6187121,all of the authors are present or past staff of information and telecommunications needs research a joint venture of school of information management and systems monash university victoria australia and school of information studies charles sturt university wagga wagga nsw australia at monash university itnr is within the enterprise information research group kirsty williamson is the director of itnr don schauder is the chair louise stockfeld is research associate and steve wright is research fellow amanda bow is a former research associate the present article reflects the philosophy of itnr which has a specifically user focus in relation to information and telecommunications needs of community groups in the last years itnr has undertaken two major projects about online services for people with disabilities funded by the australian commonwealth government another project funded by the australian research council was specifically about people who are blind and sight impaired and is the focus of the present article,"1 All of the authors are present, or past, staff of Information and Telecommunications Needs Research (ITNR), a joint venture of School of Information Management and Systems, Monash University, Victoria, Australia and School of Information Studies, Charles Sturt University, Wagga Wagga, NSW, Australia. At Monash University, ITNR is within the Enterprise Information Research Group (EIRG). Kirsty Williamson is the Director of ITNR; Don Schauder is the Chair; Louise Stockfeld is Research Associate and Steve Wright is Research Fellow. Amanda Bow is a former Research Associate. The present article reflects the philosophy of ITNR which has a specifically ‘user’ focus in relation to information and telecommunications needs of community groups. In the last 2 years, ITNR has undertaken two major projects about online services for people with disabilities funded by the Australian Commonwealth Government. Another project, funded by the Australian Research Council, was specifically about people who are blind and sight-impaired and is the focus of the present article.",Charles Sturt University,Exact,https://ror.org/00wfvh315,R,,
10375,10.1111/j.1083-6101.2001.tb00127.x+1.0,10.1111/j.1083-6101.2001.tb00127.x,https://academic.oup.com/jcmc/article/6/4/JCMC641/4584234,2001,Evolving Pediatrician Perceptions of a Telemedicine Program,Journal of Computer-Mediated Communication,5.0,1.0,Eve-Lynn Nelson,Eve-Lynn,Nelson,"1 Currently completing her clinical residency at University of Miami's Jackson Memorial Hospital and will earn her Ph.D. in Clinical Psychology from the University of Kansas in 2002. She has worked at the Center for TeleMedicine and TeleHealth at Kansas University Medical Center since 1998. Most recently, she coordinated the Healthy Steps over Telemedicine project. The program offers parent education and extended well child visits, all through videoconferencing technology at a local high school and a daycare. She has participated in other telemedicine projects including TeleKidcare® telemental health research, and telemedicine in the jail setting. She has presented on telemedicine topics at TeleMed 2001, ATA conferences, and other local and national venues. Her dissertation concerns a randomized controlled trial of therapy for childhood depression over telemedicine versus the same therapy face-to-face",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Eve-Lynn+Nelson,https://www.google.com/search?q=Eve-Lynn+Nelson+currently+completing+her+clinical+residency+at+university+of+miami+s+jackson+memorial+hospital+and+will+earn+her+ph+d+in+clinical+psychology+from+the+university+of+kansas+in+she+has+worked+at+the+center+for+telemedicine+and+telehealth+at+kansas+university+medical+center+since+most+recently+she+coordinated+the+healthy+steps+over+telemedicine+project+the+program+offers+parent+education+and+extended+well+child+visits+all+through+videoconferencing+technology+at+a+local+high+school+and+a+daycare+she+has+participated+in+other+telemedicine+projects+including+telekidcare+telemental+health+research+and+telemedicine+in+the+jail+setting+she+has+presented+on+telemedicine+topics+at+telemed+ata+conferences+and+other+local+and+national+venues+her+dissertation+concerns+a+randomized+controlled+trial+of+therapy+for+childhood+depression+over+telemedicine+versus+the+same+therapy+face+to+face,female,1.0,2.0,Low,Eve-Lynn Nelson,Eve-Lynn,Nelson,"1 Currently completing her clinical residency at University of Miami's Jackson Memorial Hospital and will earn her Ph.D. in Clinical Psychology from the University of Kansas in 2002. She has worked at the Center for TeleMedicine and TeleHealth at Kansas University Medical Center since 1998. Most recently, she coordinated the Healthy Steps over Telemedicine project. The program offers parent education and extended well child visits, all through videoconferencing technology at a local high school and a daycare. She has participated in other telemedicine projects including TeleKidcare® telemental health research, and telemedicine in the jail setting. She has presented on telemedicine topics at TeleMed 2001, ATA conferences, and other local and national venues. Her dissertation concerns a randomized controlled trial of therapy for childhood depression over telemedicine versus the same therapy face-to-face",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Eve-Lynn+Nelson,https://www.google.com/search?q=Eve-Lynn+Nelson+currently+completing+her+clinical+residency+at+university+of+miami+s+jackson+memorial+hospital+and+will+earn+her+ph+d+in+clinical+psychology+from+the+university+of+kansas+in+she+has+worked+at+the+center+for+telemedicine+and+telehealth+at+kansas+university+medical+center+since+most+recently+she+coordinated+the+healthy+steps+over+telemedicine+project+the+program+offers+parent+education+and+extended+well+child+visits+all+through+videoconferencing+technology+at+a+local+high+school+and+a+daycare+she+has+participated+in+other+telemedicine+projects+including+telekidcare+telemental+health+research+and+telemedicine+in+the+jail+setting+she+has+presented+on+telemedicine+topics+at+telemed+ata+conferences+and+other+local+and+national+venues+her+dissertation+concerns+a+randomized+controlled+trial+of+therapy+for+childhood+depression+over+telemedicine+versus+the+same+therapy+face+to+face,white,Low,0.0068907044,0.1764875,0.022824744,0.793797,0.793797,0.1764875,0.6173095,currently completing her clinical residency at university of miami s jackson memorial hospital and will earn her ph d in clinical psychology from the university of kansas in she has worked at the center for telemedicine and telehealth at kansas university medical center since most recently she coordinated the healthy steps over telemedicine project the program offers parent education and extended well child visits all through videoconferencing technology at a local high school and a daycare she has participated in other telemedicine projects including telekidcare telemental health research and telemedicine in the jail setting she has presented on telemedicine topics at telemed ata conferences and other local and national venues her dissertation concerns a randomized controlled trial of therapy for childhood depression over telemedicine versus the same therapy face to face,"1 Currently completing her clinical residency at University of Miami's Jackson Memorial Hospital and will earn her Ph.D. in Clinical Psychology from the University of Kansas in 2002. She has worked at the Center for TeleMedicine and TeleHealth at Kansas University Medical Center since 1998. Most recently, she coordinated the Healthy Steps over Telemedicine project. The program offers parent education and extended well child visits, all through videoconferencing technology at a local high school and a daycare. She has participated in other telemedicine projects including TeleKidcare® telemental health research, and telemedicine in the jail setting. She has presented on telemedicine topics at TeleMed 2001, ATA conferences, and other local and national venues. Her dissertation concerns a randomized controlled trial of therapy for childhood depression over telemedicine versus the same therapy face-to-face",University Medical Center,Exact,https://ror.org/036pt7h44,R,,
10382,10.1111/j.1083-6101.2001.tb00128.x+3.0,10.1111/j.1083-6101.2001.tb00128.x,https://academic.oup.com/jcmc/article/6/4/JCMC646/4584236,2001,Telehospice: Using Telecommunication Technology for Terminally Ill Patients,Journal of Computer-Mediated Communication,3.0,3.0,Seth Hellmich,Seth,Hellmich,3 Graduate student and research assistant in the Department of Telecommunication at Michigan State University.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Seth+Hellmich,https://www.google.com/search?q=Seth+Hellmich+graduate+student+and+research+assistant+in+the+department+of+telecommunication+at+michigan+state+university,male,0.98,4054.0,High,Seth Hellmich,Seth,Hellmich,3 Graduate student and research assistant in the Department of Telecommunication at Michigan State University.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Seth+Hellmich,https://www.google.com/search?q=Seth+Hellmich+graduate+student+and+research+assistant+in+the+department+of+telecommunication+at+michigan+state+university,white,High,0.002640963,0.0053378236,0.02959886,0.9624224,0.9624224,0.02959886,0.93282354,graduate student and research assistant in the department of telecommunication at michigan state university,3 Graduate student and research assistant in the Department of Telecommunication at Michigan State University.,Michigan State University,Exact,https://ror.org/05hs6h993,R,,
6269,10.1111/j.1468-2958.2001.tb00791.x+2.0,10.1111/j.1468-2958.2001.tb00791.x,https://academic.oup.com/hcr/article/27/4/503/4554749,2001,Does Participation Affect Deception Success? A Test of the Interactivity Principle,Human Communication Research,3.0,2.0,David B. Buller,David,Buller,"2 (Ph.D., Michigan State University, 1984) is a senior scientist and chair of the Center for Health Communication at the AMC Cancer Research Center in Denver, Colorado.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Buller,https://www.google.com/search?q=David+B.+Buller+is+a+senior+scientist+and+chair+of+the+center+for+health+communication+at+the+amc+cancer+research+center+in+denver+colorado,male,0.99,501011.0,High,David B. Buller,David,Buller,"2 (Ph.D., Michigan State University, 1984) is a senior scientist and chair of the Center for Health Communication at the AMC Cancer Research Center in Denver, Colorado.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Buller,https://www.google.com/search?q=David+B.+Buller+is+a+senior+scientist+and+chair+of+the+center+for+health+communication+at+the+amc+cancer+research+center+in+denver+colorado,white,High,0.005054207,0.06828096,0.01919207,0.9074727,0.9074727,0.06828096,0.8391918,is a senior scientist and chair of the center for health communication at the amc cancer research center in denver colorado,"2 (Ph.D., Michigan State University, 1984) is a senior scientist and chair of the Center for Health Communication at the AMC Cancer Research Center in Denver, Colorado.",Cancer Research Center,Exact,https://ror.org/03fbwjm33,R,,
10398,10.1111/j.1083-6101.2001.tb00124.x+2.0,10.1111/j.1083-6101.2001.tb00124.x,https://academic.oup.com/jcmc/article/6/3/JCMC636/4584257,2001,Classifying Response Behaviors in Web-based Surveys,Journal of Computer-Mediated Communication,2.0,2.0,Tracy L. Tuten,Tracy,Tuten,2 Assistant professor at Longwood College in Virginia. Her primary research interests are in web-based survey research methods and service management. She often works with the Online Research Group at ZUMA.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tracy+Tuten,https://www.google.com/search?q=Tracy+L.+Tuten+assistant+professor+at+longwood+college+in+virginia+her+primary+research+interests+are+in+web+based+survey+research+methods+and+service+management+she+often+works+with+the+online+research+group+at+zuma,female,0.92,13353.0,High,Tracy L. Tuten,Tracy,Tuten,2 Assistant professor at Longwood College in Virginia. Her primary research interests are in web-based survey research methods and service management. She often works with the Online Research Group at ZUMA.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tracy+Tuten,https://www.google.com/search?q=Tracy+L.+Tuten+assistant+professor+at+longwood+college+in+virginia+her+primary+research+interests+are+in+web+based+survey+research+methods+and+service+management+she+often+works+with+the+online+research+group+at+zuma,white,Low,0.0077164136,0.28778052,0.041628875,0.6628742,0.6628742,0.28778052,0.3750937,assistant professor at longwood college in virginia her primary research interests are in web based survey research methods and service management she often works with the online research group at zuma,2 Assistant professor at Longwood College in Virginia. Her primary research interests are in web-based survey research methods and service management. She often works with the Online Research Group at ZUMA.,Center for Research in Management,API_QUERY,https://ror.org/036yvb369,R,,
8416,10.1111/j.1468-2885.2001.tb00253.x+1.0,10.1111/j.1468-2885.2001.tb00253.x,https://academic.oup.com/ct/article/11/4/454/4201768,2001,Theories and Evidence: Mass Media Effects and Fertility Change,Communication Theory,2.0,1.0,Robert Hornik,Robert,Hornik,"1 The Annenberg School for Communication, University of Pennsylvania",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Hornik,https://www.google.com/search?q=Robert+Hornik+the+annenberg+school+for+communication+university+of+pennsylvania,male,0.99,177418.0,High,Robert Hornik,Robert,Hornik,"1 The Annenberg School for Communication, University of Pennsylvania",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Hornik,https://www.google.com/search?q=Robert+Hornik+the+annenberg+school+for+communication+university+of+pennsylvania,white,High,0.0050312947,0.0014947784,0.014593662,0.9788802,0.9788802,0.014593662,0.96428657,the annenberg school for communication university of pennsylvania,"1 The Annenberg School for Communication, University of Pennsylvania",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,,
6274,10.1111/j.1468-2958.2001.tb00793.x+2.0,10.1111/j.1468-2958.2001.tb00793.x,https://academic.oup.com/hcr/article/27/4/567/4554761,2001,The Effects of Nonverbal Immediacy and Verbal Person Centeredness in the Emotional Support Process,Human Communication Research,2.0,2.0,Laura K. Guerrero,Laura,Guerrero,"2 (Ph.D., University of Arizona, 1994) is an associate professor in the Hugh Downs School of Human Communication at Arizona State University, Tempe.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laura+Guerrero,https://www.google.com/search?q=Laura+K.+Guerrero+is+an+associate+professor+in+the+hugh+downs+school+of+human+communication+at+arizona+state+university+tempe,female,0.98,288403.0,High,Laura K. Guerrero,Laura,Guerrero,"2 (Ph.D., University of Arizona, 1994) is an associate professor in the Hugh Downs School of Human Communication at Arizona State University, Tempe.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laura+Guerrero,https://www.google.com/search?q=Laura+K.+Guerrero+is+an+associate+professor+in+the+hugh+downs+school+of+human+communication+at+arizona+state+university+tempe,hispanic,High,0.02390619,0.0027295607,0.9425912,0.03077309,0.9425912,0.03077309,0.9118181,is an associate professor in the hugh downs school of human communication at arizona state university tempe,"2 (Ph.D., University of Arizona, 1994) is an associate professor in the Hugh Downs School of Human Communication at Arizona State University, Tempe.",Arizona State University,Exact,https://ror.org/03efmqc40,R,,
2407,10.1111/j.1460-2466.2001.tb02884.x+3.0,10.1111/j.1460-2466.2001.tb02884.x,https://academic.oup.com/joc/article/51/2/345/4110139,2001,Through the Eyes of U.S. Media: Banging the Democracy Drum in Hong Kong,Journal of Communication,4.0,3.0,Joseph Man Chan,Joseph,Chan,2 Chinese University of Hong Kong,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Chan,https://www.google.com/search?q=Joseph+Man+Chan+chinese+university+of+hong+kong,male,0.99,60259.0,High,Joseph Man Chan,Joseph,Chan,2 Chinese University of Hong Kong,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Chan,https://www.google.com/search?q=Joseph+Man+Chan+chinese+university+of+hong+kong,api,High,0.9342075,0.008811474,0.026576431,0.03040463,0.9342075,0.03040463,0.9038029,chinese university of hong kong,2 Chinese University of Hong Kong,Chinese University of Hong Kong,Exact,https://ror.org/00t33hh48,R,,
2422,10.1111/j.1460-2466.2001.tb02874.x+1.0,10.1111/j.1460-2466.2001.tb02874.x,https://academic.oup.com/joc/article/51/1/100/4110152,2001,Psychological Escapism: Predicting the Amount of Television Viewing by Need for Cognition,Journal of Communication,2.0,1.0,Bernd Henning,Bernd,Henning,1 University of Music and Theater,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bernd+Henning,https://www.google.com/search?q=Bernd+Henning+university+of+music+and+theater,male,0.99,12170.0,High,Bernd Henning,Bernd,Henning,1 University of Music and Theater,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bernd+Henning,https://www.google.com/search?q=Bernd+Henning+university+of+music+and+theater,white,High,0.010826326,0.077385075,0.022239074,0.88954943,0.88954943,0.077385075,0.81216437,university of music and theater,1 University of Music and Theater,University of Music and Theatre Hamburg,API_QUERY,https://ror.org/00dfbms98,R,,
2404,10.1111/j.1460-2466.2001.tb02883.x+1.0,10.1111/j.1460-2466.2001.tb02883.x,https://academic.oup.com/joc/article/51/2/317/4110121,2001,"The Press, Race Relations, and Social Change",Journal of Communication,1.0,1.0,David Domke,David,Domke,"1 School of Communications, University of Washington, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Domke,https://www.google.com/search?q=David+Domke+school+of+communications+university+of+washington+usa,male,0.99,501011.0,High,David Domke,David,Domke,"1 School of Communications, University of Washington, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Domke,https://www.google.com/search?q=David+Domke+school+of+communications+university+of+washington+usa,white,High,0.009403376,0.008484777,0.030142069,0.95196974,0.95196974,0.030142069,0.9218277,school of communications university of washington usa,"1 School of Communications, University of Washington, USA",University of Washington,Exact,https://ror.org/00cvxb145,R,,
2377,10.1111/j.1460-2466.2001.tb02905.x+1.0,10.1111/j.1460-2466.2001.tb02905.x,https://academic.oup.com/joc/article/51/4/750/4110033,2001,Media Use and Perceptions of Welfare,Journal of Communication,1.0,1.0,Mira Sotirovic,Mira,Sotirovic,"1 Mira Sotirovic (PhD, 1996, University of Wisconsin-Madison) is assistant professor in Department of Journalism and Institute of Communications Research at the University of Illinois, Urbana-Champaign",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mira+Sotirovic,https://www.google.com/search?q=Mira+Sotirovic+mira+sotirovic+is+assistant+professor+in+department+of+journalism+and+institute+of+communications+research+at+the+university+of+illinois+urbana+champaign,female,0.75,16295.0,Low,Mira Sotirovic,Mira,Sotirovic,"1 Mira Sotirovic (PhD, 1996, University of Wisconsin-Madison) is assistant professor in Department of Journalism and Institute of Communications Research at the University of Illinois, Urbana-Champaign",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mira+Sotirovic,https://www.google.com/search?q=Mira+Sotirovic+mira+sotirovic+is+assistant+professor+in+department+of+journalism+and+institute+of+communications+research+at+the+university+of+illinois+urbana+champaign,white,High,0.0042646066,0.012199127,0.035234727,0.94830155,0.94830155,0.035234727,0.9130668,mira sotirovic is assistant professor in department of journalism and institute of communications research at the university of illinois urbana champaign,"1 Mira Sotirovic (PhD, 1996, University of Wisconsin-Madison) is assistant professor in Department of Journalism and Institute of Communications Research at the University of Illinois, Urbana-Champaign",University of Illinois Urbana-Champaign,API_QUERY,https://ror.org/047426m28,R,,
2457,10.1111/j.1460-2466.2000.tb02854.x+1.0,10.1111/j.1460-2466.2000.tb02854.x,https://academic.oup.com/joc/article/50/3/83/4110129,2000,Golden Times for Golden Agers: Selling Holidays as Lifestyle for the Over 50s,Journal of Communication,1.0,1.0,Virpi Ylänne-McEwen,Virpi,Ylänne-Mcewen,"1 Centre for Language and Communication Research, Cardiff University, Cardiff, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Virpi+Ylänne-Mcewen,https://www.google.com/search?q=Virpi+Yl%C3%A4nne-McEwen+centre+for+language+and+communication+research+cardiff+university+cardiff+uk,female,0.93,657.0,Low,Virpi Ylänne-McEwen,Virpi,Ylänne-Mcewen,"1 Centre for Language and Communication Research, Cardiff University, Cardiff, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Virpi+Ylänne-Mcewen,https://www.google.com/search?q=Virpi+Yl%C3%A4nne-McEwen+centre+for+language+and+communication+research+cardiff+university+cardiff+uk,white,High,0.004435005,0.05114507,0.020256834,0.9241631,0.9241631,0.05114507,0.873018,centre for language and communication research cardiff university cardiff uk,"1 Centre for Language and Communication Research, Cardiff University, Cardiff, UK",Cardiff University,Exact,https://ror.org/03kk7td41,R,,
6363,10.1111/j.1468-2958.2000.tb00754.x+1.0,10.1111/j.1468-2958.2000.tb00754.x,https://academic.oup.com/hcr/article/26/1/148/4554767,2000,The Sounds of Dominance: Vocal Precursors of Perceived Dominance During Interpersonal Influence,Human Communication Research,2.0,1.0,Kyle James Tusing,Kyle,Tusing,"1 Department of Communication Arts, University of Wisconsin-Madison, 821 University Avenue, Madison, WI 53706, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kyle+Tusing,https://www.google.com/search?q=Kyle+James+Tusing+department+of+communication+arts+university+of+wisconsin+madison+university+avenue+madison+wi+usa,male,0.98,12606.0,High,Kyle James Tusing,Kyle,Tusing,"1 Department of Communication Arts, University of Wisconsin-Madison, 821 University Avenue, Madison, WI 53706, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kyle+Tusing,https://www.google.com/search?q=Kyle+James+Tusing+department+of+communication+arts+university+of+wisconsin+madison+university+avenue+madison+wi+usa,white,High,0.006442779,0.15876596,0.016467998,0.81832325,0.81832325,0.15876596,0.6595573,department of communication arts university of wisconsin madison university avenue madison wi usa,"1 Department of Communication Arts, University of Wisconsin-Madison, 821 University Avenue, Madison, WI 53706, USA",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,,
2468,10.1111/j.1460-2466.2000.tb02843.x+2.0,10.1111/j.1460-2466.2000.tb02843.x,https://academic.oup.com/joc/article/50/2/93/4110003,2000,Framing European politics: A Content Analysis of Press and Television News,Journal of Communication,2.0,2.0,Patti M. Valkenburg Valkenburg,Patti,Valkenburg,"1 Amsterdam School of Communications Research, University of Amsterdam, Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patti+Valkenburg,https://www.google.com/search?q=Patti+M.+Valkenburg+Valkenburg+amsterdam+school+of+communications+research+university+of+amsterdam+amsterdam+the+netherlands,female,0.87,1097.0,Low,Patti M. Valkenburg Valkenburg,Patti,Valkenburg,"1 Amsterdam School of Communications Research, University of Amsterdam, Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patti+Valkenburg,https://www.google.com/search?q=Patti+M.+Valkenburg+Valkenburg+amsterdam+school+of+communications+research+university+of+amsterdam+amsterdam+the+netherlands,white,High,0.0056134807,0.0114260875,0.03305939,0.9499011,0.9499011,0.03305939,0.91684175,amsterdam school of communications research university of amsterdam amsterdam the netherlands,"1 Amsterdam School of Communications Research, University of Amsterdam, Amsterdam, The Netherlands",University of Amsterdam,Exact,https://ror.org/04dkp9463,R,,
