authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,firstNameLength,Coder
10.1111/j.1460-2466.1968.tb00085.x+1.0,10.1111/j.1460-2466.1968.tb00085.x,https://academic.oup.com/joc/article/18/4/354/4560822,1968,"Reference Groups, Congruity Theory and Cross-Cultural Persuasion",Journal of Communication,2.0,1.0,E. S. Lorimor,E.,Lorimor,"1 E. S. Lorimor is now in Barcelona, Spain doing communications research. She was previously employed by the University of Wisconsin to evaluate a teacher education project in Nigeria. She received her Ph.D. in mass communications from the University of Wisconsin in 1966",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=E.+Lorimor,https://www.google.com/search?q=E.+S.+Lorimor+e+s+lorimor+is+now+in+barcelona+spain+doing+communications+research+she+was+previously+employed+by+the+university+of+wisconsin+to+evaluate+a+teacher+education+project+in+nigeria+she+received+her+ph+d+in+mass+communications+from+the+university+of+wisconsin+in,,0.0,0.0,Low,E. S. Lorimor,E.,Lorimor,"1 E. S. Lorimor is now in Barcelona, Spain doing communications research. She was previously employed by the University of Wisconsin to evaluate a teacher education project in Nigeria. She received her Ph.D. in mass communications from the University of Wisconsin in 1966",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=E.+Lorimor,https://www.google.com/search?q=E.+S.+Lorimor+e+s+lorimor+is+now+in+barcelona+spain+doing+communications+research+she+was+previously+employed+by+the+university+of+wisconsin+to+evaluate+a+teacher+education+project+in+nigeria+she+received+her+ph+d+in+mass+communications+from+the+university+of+wisconsin+in,white,Low,0.0076610153,0.16197862,0.03956396,0.79079646,0.79079646,0.16197862,0.62881786,e s lorimor is now in barcelona spain doing communications research she was previously employed by the university of wisconsin to evaluate a teacher education project in nigeria she received her ph d in mass communications from the university of wisconsin in,"1 E. S. Lorimor is now in Barcelona, Spain doing communications research. She was previously employed by the University of Wisconsin to evaluate a teacher education project in Nigeria. She received her Ph.D. in mass communications from the University of Wisconsin in 1966",University of Teacher Education in Special Needs,API_QUERY,https://ror.org/00w9q2c06,R,2,jaemin
10.1111/j.1460-2466.1968.tb00064.x+2.0,10.1111/j.1460-2466.1968.tb00064.x,https://academic.oup.com/joc/article/18/2/131/4560950,1968,Information and Rational Choice,Journal of Communication,3.0,2.0,D. M. Robinson,D.,Robinson,"2 David M. Robinson is Professor of Management and Marketing at Louisiana State University, Baton Rouge. He received his Ph.D. from the same university in 1961. He has been a member of the faculties of the University of Houston and the University of Arkansas where he was head of the department of marketing. While a Fulbright Professor in Finland in 1966–67 he completed work on a monograph Consumer Behavior in the American Marketplace which was published by Handelshögkolan vid Abo Akademi. He is co-author of Communication and Cases and Projects in Communication, both published by Charles Merrill in 1964",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=D.+Robinson,https://www.google.com/search?q=D.+M.+Robinson+david+m+robinson+is+professor+of+management+and+marketing+at+louisiana+state+university+baton+rouge+he+received+his+ph+d+from+the+same+university+in+he+has+been+a+member+of+the+faculties+of+the+university+of+houston+and+the+university+of+arkansas+where+he+was+head+of+the+department+of+marketing+while+a+fulbright+professor+in+finland+in+he+completed+work+on+a+monograph+consumer+behavior+in+the+american+marketplace+which+was+published+by+handelsh+gkolan+vid+abo+akademi+he+is+co+author+of+communication+and+cases+and+projects+in+communication+both+published+by+charles+merrill+in,,0.0,0.0,Low,D. M. Robinson,D.,Robinson,"2 David M. Robinson is Professor of Management and Marketing at Louisiana State University, Baton Rouge. He received his Ph.D. from the same university in 1961. He has been a member of the faculties of the University of Houston and the University of Arkansas where he was head of the department of marketing. While a Fulbright Professor in Finland in 1966–67 he completed work on a monograph Consumer Behavior in the American Marketplace which was published by Handelshögkolan vid Abo Akademi. He is co-author of Communication and Cases and Projects in Communication, both published by Charles Merrill in 1964",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=D.+Robinson,https://www.google.com/search?q=D.+M.+Robinson+david+m+robinson+is+professor+of+management+and+marketing+at+louisiana+state+university+baton+rouge+he+received+his+ph+d+from+the+same+university+in+he+has+been+a+member+of+the+faculties+of+the+university+of+houston+and+the+university+of+arkansas+where+he+was+head+of+the+department+of+marketing+while+a+fulbright+professor+in+finland+in+he+completed+work+on+a+monograph+consumer+behavior+in+the+american+marketplace+which+was+published+by+handelsh+gkolan+vid+abo+akademi+he+is+co+author+of+communication+and+cases+and+projects+in+communication+both+published+by+charles+merrill+in,white,Low,0.0063248654,0.46581,0.028334498,0.49953064,0.49953064,0.46581,0.033720642,david m robinson is professor of management and marketing at louisiana state university baton rouge he received his ph d from the same university in he has been a member of the faculties of the university of houston and the university of arkansas where he was head of the department of marketing while a fulbright professor in finland in he completed work on a monograph consumer behavior in the american marketplace which was published by handelsh gkolan vid abo akademi he is co author of communication and cases and projects in communication both published by charles merrill in,"2 David M. Robinson is Professor of Management and Marketing at Louisiana State University, Baton Rouge. He received his Ph.D. from the same university in 1961. He has been a member of the faculties of the University of Houston and the University of Arkansas where he was head of the department of marketing. While a Fulbright Professor in Finland in 1966–67 he completed work on a monograph Consumer Behavior in the American Marketplace which was published by Handelshögkolan vid Abo Akademi. He is co-author of Communication and Cases and Projects in Communication, both published by Charles Merrill in 1964",Louisiana State University,Exact,https://ror.org/05ect4e57,R,2,haley
10.1111/j.1460-2466.1968.tb00064.x+3.0,10.1111/j.1460-2466.1968.tb00064.x,https://academic.oup.com/joc/article/18/2/131/4560950,1968,Information and Rational Choice,Journal of Communication,3.0,3.0,L. L. Schkade,L.,Schkade,"3 Lawrence L. Schkade is Professor of Business Administration at North Texas State University. While writing this paper, he was Visiting Professor at Escuela de Graduados en Administracion, Institute Tecnologico de Monterrey, Mexico. He has two graduate degrees from Louisiana State University. The author's recent research has been in the derivation of normative models of rational choice for individuals and the results have been published in a series of articles published in Annals of CPCU, Journal of Business, Journal of Risk and Insurance, and Revista de la Escuela de Contabilidad, and Economis y Administracion. He is the author of Stotistical Methods for Business Decisions (South-Western Publishing) and Vectors and Matrices (Merrill), both published in 1967",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=L.+Schkade,https://www.google.com/search?q=L.+L.+Schkade+lawrence+l+schkade+is+professor+of+business+administration+at+north+texas+state+university+while+writing+this+paper+he+was+visiting+professor+at+escuela+de+graduados+en+administracion+institute+tecnologico+de+monterrey+mexico+he+has+two+graduate+degrees+from+louisiana+state+university+the+author+s+recent+research+has+been+in+the+derivation+of+normative+models+of+rational+choice+for+individuals+and+the+results+have+been+published+in+a+series+of+articles+published+in+annals+of+cpcu+journal+of+business+journal+of+risk+and+insurance+and+revista+de+la+escuela+de+contabilidad+and+economis+y+administracion+he+is+the+author+of+stotistical+methods+for+business+decisions+and+vectors+and+matrices+both+published+in,,0.0,0.0,Low,L. L. Schkade,L.,Schkade,"3 Lawrence L. Schkade is Professor of Business Administration at North Texas State University. While writing this paper, he was Visiting Professor at Escuela de Graduados en Administracion, Institute Tecnologico de Monterrey, Mexico. He has two graduate degrees from Louisiana State University. The author's recent research has been in the derivation of normative models of rational choice for individuals and the results have been published in a series of articles published in Annals of CPCU, Journal of Business, Journal of Risk and Insurance, and Revista de la Escuela de Contabilidad, and Economis y Administracion. He is the author of Stotistical Methods for Business Decisions (South-Western Publishing) and Vectors and Matrices (Merrill), both published in 1967",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=L.+Schkade,https://www.google.com/search?q=L.+L.+Schkade+lawrence+l+schkade+is+professor+of+business+administration+at+north+texas+state+university+while+writing+this+paper+he+was+visiting+professor+at+escuela+de+graduados+en+administracion+institute+tecnologico+de+monterrey+mexico+he+has+two+graduate+degrees+from+louisiana+state+university+the+author+s+recent+research+has+been+in+the+derivation+of+normative+models+of+rational+choice+for+individuals+and+the+results+have+been+published+in+a+series+of+articles+published+in+annals+of+cpcu+journal+of+business+journal+of+risk+and+insurance+and+revista+de+la+escuela+de+contabilidad+and+economis+y+administracion+he+is+the+author+of+stotistical+methods+for+business+decisions+and+vectors+and+matrices+both+published+in,white,High,0.0023720528,0.0029505503,0.017955896,0.9767215,0.9767215,0.017955896,0.9587656,lawrence l schkade is professor of business administration at north texas state university while writing this paper he was visiting professor at escuela de graduados en administracion institute tecnologico de monterrey mexico he has two graduate degrees from louisiana state university the author s recent research has been in the derivation of normative models of rational choice for individuals and the results have been published in a series of articles published in annals of cpcu journal of business journal of risk and insurance and revista de la escuela de contabilidad and economis y administracion he is the author of stotistical methods for business decisions and vectors and matrices both published in,"3 Lawrence L. Schkade is Professor of Business Administration at North Texas State University. While writing this paper, he was Visiting Professor at Escuela de Graduados en Administracion, Institute Tecnologico de Monterrey, Mexico. He has two graduate degrees from Louisiana State University. The author's recent research has been in the derivation of normative models of rational choice for individuals and the results have been published in a series of articles published in Annals of CPCU, Journal of Business, Journal of Risk and Insurance, and Revista de la Escuela de Contabilidad, and Economis y Administracion. He is the author of Stotistical Methods for Business Decisions (South-Western Publishing) and Vectors and Matrices (Merrill), both published in 1967",Louisiana State University,Exact,https://ror.org/05ect4e57,R,2,jaemin
10.1111/j.1460-2466.1968.tb00051.x+1.0,10.1111/j.1460-2466.1968.tb00051.x,https://academic.oup.com/joc/article/18/1/18/4560855,1968,Communications in a Public Bureaucracy: Involvement and Performance,Journal of Communication,1.0,1.0,L. L. Wade,L.,Wade,"1 L. L. Wade (Ph.D., University of Oregon) is Assistant Professor of Political Science at Purdue University and a former staff member of the U.S. Bureau of the Budget. He has taught at the University of North Carolina (Charlotte) and San Fernando Valley State College and has published articles dealing with administrative perceptions and the behavior of organizational professionals. He is the coauthor of two forthcoming books, Primer of Political Analysis (with D. Strickland and R. Johnston) and A Theory of Political Exchange (with R. Curry). Current research interests include administrative recruitment, bargaining theory, and a projected study of the future of systematic political theory in which the problem of political communications willl provide an important focus",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=L.+Wade,https://www.google.com/search?q=L.+L.+Wade+l+l+wade+is+assistant+professor+of+political+science+at+purdue+university+and+a+former+staff+member+of+the+u+s+bureau+of+the+budget+he+has+taught+at+the+university+of+north+carolina+and+san+fernando+valley+state+college+and+has+published+articles+dealing+with+administrative+perceptions+and+the+behavior+of+organizational+professionals+he+is+the+coauthor+of+two+forthcoming+books+primer+of+political+analysis+and+a+theory+of+political+exchange+current+research+interests+include+administrative+recruitment+bargaining+theory+and+a+projected+study+of+the+future+of+systematic+political+theory+in+which+the+problem+of+political+communications+willl+provide+an+important+focus,,0.0,0.0,Low,L. L. Wade,L.,Wade,"1 L. L. Wade (Ph.D., University of Oregon) is Assistant Professor of Political Science at Purdue University and a former staff member of the U.S. Bureau of the Budget. He has taught at the University of North Carolina (Charlotte) and San Fernando Valley State College and has published articles dealing with administrative perceptions and the behavior of organizational professionals. He is the coauthor of two forthcoming books, Primer of Political Analysis (with D. Strickland and R. Johnston) and A Theory of Political Exchange (with R. Curry). Current research interests include administrative recruitment, bargaining theory, and a projected study of the future of systematic political theory in which the problem of political communications willl provide an important focus",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=L.+Wade,https://www.google.com/search?q=L.+L.+Wade+l+l+wade+is+assistant+professor+of+political+science+at+purdue+university+and+a+former+staff+member+of+the+u+s+bureau+of+the+budget+he+has+taught+at+the+university+of+north+carolina+and+san+fernando+valley+state+college+and+has+published+articles+dealing+with+administrative+perceptions+and+the+behavior+of+organizational+professionals+he+is+the+coauthor+of+two+forthcoming+books+primer+of+political+analysis+and+a+theory+of+political+exchange+current+research+interests+include+administrative+recruitment+bargaining+theory+and+a+projected+study+of+the+future+of+systematic+political+theory+in+which+the+problem+of+political+communications+willl+provide+an+important+focus,white,Low,0.016815612,0.2941844,0.027642928,0.66135705,0.66135705,0.2941844,0.36717266,l l wade is assistant professor of political science at purdue university and a former staff member of the u s bureau of the budget he has taught at the university of north carolina and san fernando valley state college and has published articles dealing with administrative perceptions and the behavior of organizational professionals he is the coauthor of two forthcoming books primer of political analysis and a theory of political exchange current research interests include administrative recruitment bargaining theory and a projected study of the future of systematic political theory in which the problem of political communications willl provide an important focus,"1 L. L. Wade (Ph.D., University of Oregon) is Assistant Professor of Political Science at Purdue University and a former staff member of the U.S. Bureau of the Budget. He has taught at the University of North Carolina (Charlotte) and San Fernando Valley State College and has published articles dealing with administrative perceptions and the behavior of organizational professionals. He is the coauthor of two forthcoming books, Primer of Political Analysis (with D. Strickland and R. Johnston) and A Theory of Political Exchange (with R. Curry). Current research interests include administrative recruitment, bargaining theory, and a projected study of the future of systematic political theory in which the problem of political communications willl provide an important focus",Shanghai University of Political Science and Law,API_QUERY,https://ror.org/032gae017,R,2,jaemin
10.1111/j.1460-2466.1963.tb02112.x+2.0,10.1111/j.1460-2466.1963.tb02112.x,https://academic.oup.com/joc/article/13/4/246/4565538,1963,Analogue Bases for Research in Creativity,Journal of Communication,2.0,2.0,J. L. Stewart,J.,Stewart,"1 Faculty members at The University of Denver, Denver, Colorado",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Stewart,https://www.google.com/search?q=J.+L.+Stewart+faculty+members+at+the+university+of+denver+denver+colorado,,0.0,0.0,Low,J. L. Stewart,J.,Stewart,"1 Faculty members at The University of Denver, Denver, Colorado",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Stewart,https://www.google.com/search?q=J.+L.+Stewart+faculty+members+at+the+university+of+denver+denver+colorado,white,Low,0.006891788,0.24806608,0.026437243,0.7186049,0.7186049,0.24806608,0.47053885,faculty members at the university of denver denver colorado,"1 Faculty members at The University of Denver, Denver, Colorado",University of Denver,Exact,https://ror.org/04w7skc03,R,2,jeff
10.1111/j.1460-2466.1962.tb01529.x+2.0,10.1111/j.1460-2466.1962.tb01529.x,https://academic.oup.com/joc/article/12/2/90/4587384,1962,An Attempt to Quantify the “Abstraction Ladder”,Journal of Communication,3.0,2.0,W. W. Lewis,W.,Lewis,"2 Dr. Lewis is temporarily Chief Assessment Branch, with the Peace Corps and a Propect Associate for the Mental Health-Teacher Education Research Project",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=W.+Lewis,https://www.google.com/search?q=W.+W.+Lewis+dr+lewis+is+temporarily+chief+assessment+branch+with+the+peace+corps+and+a+propect+associate+for+the+mental+health+teacher+education+research+project,,0.0,0.0,Low,W. W. Lewis,W.,Lewis,"2 Dr. Lewis is temporarily Chief Assessment Branch, with the Peace Corps and a Propect Associate for the Mental Health-Teacher Education Research Project",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=W.+Lewis,https://www.google.com/search?q=W.+W.+Lewis+dr+lewis+is+temporarily+chief+assessment+branch+with+the+peace+corps+and+a+propect+associate+for+the+mental+health+teacher+education+research+project,white,Low,0.0028653995,0.4406351,0.025885371,0.53061414,0.53061414,0.4406351,0.08997905,dr lewis is temporarily chief assessment branch with the peace corps and a propect associate for the mental health teacher education research project,"2 Dr. Lewis is temporarily Chief Assessment Branch, with the Peace Corps and a Propect Associate for the Mental Health-Teacher Education Research Project",The New Teacher Project,API_QUERY,https://ror.org/04p9zhq85,R,2,jongmin
10.1111/j.1460-2466.1962.tb01521.x+1.0,10.1111/j.1460-2466.1962.tb01521.x,https://academic.oup.com/joc/article/12/1/36/4587376,1962,The Retention of Material Presented through Precis,Journal of Communication,1.0,1.0,P. C. Wason,P.,Wason,"1 Mr. Wason (M.A., 1948, Oxford University, in English literature; B.A., 1953, and Ph.D., 1957, University of London, in psychology) was an assistant lecturer in English literature at Aberdeen University, 1949–1950",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=P.+Wason,https://www.google.com/search?q=P.+C.+Wason+mr+wason+was+an+assistant+lecturer+in+english+literature+at+aberdeen+university,,0.0,0.0,Low,P. C. Wason,P.,Wason,"1 Mr. Wason (M.A., 1948, Oxford University, in English literature; B.A., 1953, and Ph.D., 1957, University of London, in psychology) was an assistant lecturer in English literature at Aberdeen University, 1949–1950",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=P.+Wason,https://www.google.com/search?q=P.+C.+Wason+mr+wason+was+an+assistant+lecturer+in+english+literature+at+aberdeen+university,white,Low,0.15674794,0.15426049,0.03805806,0.65093356,0.65093356,0.15674794,0.49418563,mr wason was an assistant lecturer in english literature at aberdeen university,"1 Mr. Wason (M.A., 1948, Oxford University, in English literature; B.A., 1953, and Ph.D., 1957, University of London, in psychology) was an assistant lecturer in English literature at Aberdeen University, 1949–1950",Wasatch Adaptive Sports,API_QUERY,https://ror.org/00cnma114,R,2,jeff
10.1111/j.1460-2466.1961.tb00002.x+1.0,10.1111/j.1460-2466.1961.tb00002.x,https://academic.oup.com/joc/article/11/4/183/4587352,1961,Operational Aspects of Some Fundamental Concepts of Human Communication,Journal of Communication,1.0,1.0,D. M. MacKay,D.,Mackay,"1 Dr. MacKay, formerly with the Wheatstone Physics Laboratory, Kings College, University of London, now is Professor of Communication, University College, Keele, Staffordshire, England",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=D.+Mackay,https://www.google.com/search?q=D.+M.+MacKay+dr+mackay+formerly+with+the+wheatstone+physics+laboratory+kings+college+university+of+london+now+is+professor+of+communication+university+college+keele+staffordshire+england,,0.0,0.0,Low,D. M. MacKay,D.,Mackay,"1 Dr. MacKay, formerly with the Wheatstone Physics Laboratory, Kings College, University of London, now is Professor of Communication, University College, Keele, Staffordshire, England",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=D.+Mackay,https://www.google.com/search?q=D.+M.+MacKay+dr+mackay+formerly+with+the+wheatstone+physics+laboratory+kings+college+university+of+london+now+is+professor+of+communication+university+college+keele+staffordshire+england,white,High,0.015066814,0.0996037,0.048351318,0.8369782,0.8369782,0.0996037,0.7373745,dr mackay formerly with the wheatstone physics laboratory kings college university of london now is professor of communication university college keele staffordshire england,"1 Dr. MacKay, formerly with the Wheatstone Physics Laboratory, Kings College, University of London, now is Professor of Communication, University College, Keele, Staffordshire, England",University of London,Exact,https://ror.org/04cw6st05,R,2,jongmin
10.1111/j.1460-2466.1961.tb00005.x+1.0,10.1111/j.1460-2466.1961.tb00005.x,https://academic.oup.com/joc/article/11/4/202/4587361,1961,The Human Communicants in Communication Engineering,Journal of Communication,1.0,1.0,F. S. C. Northrop,F.,Northrop,"1 Dr. Northrop is the Sterling Professor of Philosophy and Law, Yale University Law School",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=F.+Northrop,https://www.google.com/search?q=F.+S.+C.+Northrop+dr+northrop+is+the+sterling+professor+of+philosophy+and+law+yale+university+law+school,,0.0,0.0,Low,F. S. C. Northrop,F.,Northrop,"1 Dr. Northrop is the Sterling Professor of Philosophy and Law, Yale University Law School",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=F.+Northrop,https://www.google.com/search?q=F.+S.+C.+Northrop+dr+northrop+is+the+sterling+professor+of+philosophy+and+law+yale+university+law+school,white,High,0.014211896,0.10215701,0.044841245,0.8387898,0.8387898,0.10215701,0.7366328,dr northrop is the sterling professor of philosophy and law yale university law school,"1 Dr. Northrop is the Sterling Professor of Philosophy and Law, Yale University Law School",Yale University,Exact,https://ror.org/03v76x132,R,2,haley
10.1111/j.1460-2466.1961.tb00007.x+1.0,10.1111/j.1460-2466.1961.tb00007.x,https://academic.oup.com/joc/article/11/4/211/4587367,1961,The Factor of Relevance in the Serial Reproduction of Information,Journal of Communication,1.0,1.0,F. L. Brissey,F.,Brissey,"1 Mr. Brissey (B.A., Montana State University; M.A. and Ph.D., State University of Iowa) is an associate professor in the Department of Speech at Montana State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=F.+Brissey,https://www.google.com/search?q=F.+L.+Brissey+mr+brissey+is+an+associate+professor+in+the+department+of+speech+at+montana+state+university,,0.0,0.0,Low,F. L. Brissey,F.,Brissey,"1 Mr. Brissey (B.A., Montana State University; M.A. and Ph.D., State University of Iowa) is an associate professor in the Department of Speech at Montana State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=F.+Brissey,https://www.google.com/search?q=F.+L.+Brissey+mr+brissey+is+an+associate+professor+in+the+department+of+speech+at+montana+state+university,white,Low,0.0057553337,0.18292807,0.022288589,0.789028,0.789028,0.18292807,0.6060999,mr brissey is an associate professor in the department of speech at montana state university,"1 Mr. Brissey (B.A., Montana State University; M.A. and Ph.D., State University of Iowa) is an associate professor in the Department of Speech at Montana State University",Montana State University,Exact,https://ror.org/02w0trx84,R,2,jaemin
10.1111/j.1460-2466.1960.tb00534.x+1.0,10.1111/j.1460-2466.1960.tb00534.x,https://academic.oup.com/joc/article/10/3/147/4587313,1960,Brainstorming Re-Evaluated,Journal of Communication,1.0,1.0,R. S. Robins,R.,Robins,"1 Mr. Robins, holder of an S.M. degree from MIT, has for the past eight years been associated with the GE Advanced Electronics Center at Cornell University, Ithaca, New York, and there has been active in human factors problems in military electronics",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=R.+Robins,https://www.google.com/search?q=R.+S.+Robins+mr+robins+holder+of+an+s+m+degree+from+mit+has+for+the+past+eight+years+been+associated+with+the+ge+advanced+electronics+center+at+cornell+university+ithaca+new+york+and+there+has+been+active+in+human+factors+problems+in+military+electronics,,0.0,0.0,Low,R. S. Robins,R.,Robins,"1 Mr. Robins, holder of an S.M. degree from MIT, has for the past eight years been associated with the GE Advanced Electronics Center at Cornell University, Ithaca, New York, and there has been active in human factors problems in military electronics",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=R.+Robins,https://www.google.com/search?q=R.+S.+Robins+mr+robins+holder+of+an+s+m+degree+from+mit+has+for+the+past+eight+years+been+associated+with+the+ge+advanced+electronics+center+at+cornell+university+ithaca+new+york+and+there+has+been+active+in+human+factors+problems+in+military+electronics,white,High,0.0061444053,0.07308631,0.02800229,0.89276695,0.89276695,0.07308631,0.81968063,mr robins holder of an s m degree from mit has for the past eight years been associated with the ge advanced electronics center at cornell university ithaca new york and there has been active in human factors problems in military electronics,"1 Mr. Robins, holder of an S.M. degree from MIT, has for the past eight years been associated with the GE Advanced Electronics Center at Cornell University, Ithaca, New York, and there has been active in human factors problems in military electronics",Cornell University,Exact,https://ror.org/05bnh6r87,R,2,jaemin
10.1111/j.1460-2466.1959.tb00314.x+1.0,10.1111/j.1460-2466.1959.tb00314.x,https://academic.oup.com/joc/article/9/4/168/4587468,1959,The Three Eras of Management Communication,Journal of Communication,1.0,1.0,C. J. Dover,C.,Dover,"1 Mr. Dover is a consultant in communication and group relations for the General Electric Company. This article is adapted from his book Effective Communication In Company Publications, published in 1959 by the Bureau of National Affairs, Inc., 1231 24th St., N.W., Washington",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=C.+Dover,https://www.google.com/search?q=C.+J.+Dover+mr+dover+is+a+consultant+in+communication+and+group+relations+for+the+general+electric+company+this+article+is+adapted+from+his+book+effective+communication+in+company+publications+published+in+by+the+bureau+of+national+affairs+inc+th+st+n+w+washington,,0.0,0.0,Low,C. J. Dover,C.,Dover,"1 Mr. Dover is a consultant in communication and group relations for the General Electric Company. This article is adapted from his book Effective Communication In Company Publications, published in 1959 by the Bureau of National Affairs, Inc., 1231 24th St., N.W., Washington",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=C.+Dover,https://www.google.com/search?q=C.+J.+Dover+mr+dover+is+a+consultant+in+communication+and+group+relations+for+the+general+electric+company+this+article+is+adapted+from+his+book+effective+communication+in+company+publications+published+in+by+the+bureau+of+national+affairs+inc+th+st+n+w+washington,white,High,0.008000842,0.08719152,0.03395902,0.87084866,0.87084866,0.08719152,0.78365713,mr dover is a consultant in communication and group relations for the general electric company this article is adapted from his book effective communication in company publications published in by the bureau of national affairs inc th st n w washington,"1 Mr. Dover is a consultant in communication and group relations for the General Electric Company. This article is adapted from his book Effective Communication In Company Publications, published in 1959 by the Bureau of National Affairs, Inc., 1231 24th St., N.W., Washington",Łukasiewicz Research Network - Institute of Welding,API_QUERY,https://ror.org/05xx8bb48,R,2,jongmin
10.1111/j.1460-2466.1958.tb01140.x+1.0,10.1111/j.1460-2466.1958.tb01140.x,https://academic.oup.com/joc/article/8/3/99/4587432,1958,An Analysis of Interpretative Communication by Management,Journal of Communication,1.0,1.0,C. J. Dover,C.,Dover,"1 Consultant, Communication and Group Relations, General Electric Company, New York City",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=C.+Dover,https://www.google.com/search?q=C.+J.+Dover+consultant+communication+and+group+relations+general+electric+company+new+york+city,,0.0,0.0,Low,C. J. Dover,C.,Dover,"1 Consultant, Communication and Group Relations, General Electric Company, New York City",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=C.+Dover,https://www.google.com/search?q=C.+J.+Dover+consultant+communication+and+group+relations+general+electric+company+new+york+city,white,High,0.008000842,0.08719152,0.03395902,0.87084866,0.87084866,0.08719152,0.78365713,consultant communication and group relations general electric company new york city,"1 Consultant, Communication and Group Relations, General Electric Company, New York City",General Electric (New Zealand),API_QUERY,https://ror.org/00begqh73,R,2,jaemin
10.1111/j.1460-2466.1956.tb02479.x+1.0,10.1111/j.1460-2466.1956.tb02479.x,https://academic.oup.com/joc/article/6/3/113/4609631,1956,Mass Communication and the Teacher of Language Arts,Journal of Communication,1.0,1.0,E. W. Ziebarth,E.,Ziebarth,"1 E. W. Ziebarth — Dean and Professor, University of Minnesota, Minneapolis, Minnesota. Consultant, Midwest Radio-Television Corporation",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=E.+Ziebarth,https://www.google.com/search?q=E.+W.+Ziebarth+e+w+ziebarth+dean+and+professor+university+of+minnesota+minneapolis+minnesota+consultant+midwest+radio+television+corporation,,0.0,0.0,Low,E. W. Ziebarth,E.,Ziebarth,"1 E. W. Ziebarth — Dean and Professor, University of Minnesota, Minneapolis, Minnesota. Consultant, Midwest Radio-Television Corporation",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=E.+Ziebarth,https://www.google.com/search?q=E.+W.+Ziebarth+e+w+ziebarth+dean+and+professor+university+of+minnesota+minneapolis+minnesota+consultant+midwest+radio+television+corporation,white,High,0.0025642829,0.0028702423,0.029901182,0.96466434,0.96466434,0.029901182,0.93476313,e w ziebarth dean and professor university of minnesota minneapolis minnesota consultant midwest radio television corporation,"1 E. W. Ziebarth — Dean and Professor, University of Minnesota, Minneapolis, Minnesota. Consultant, Midwest Radio-Television Corporation",University of Minnesota,Exact,https://ror.org/017zqws13,R,2,michelle
