,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,genderpred_api,race_prediction,racepred_api
7326,10.1111/j.1468-2958.1980.tb00135.x+4.0,10.1111/j.1468-2958.1980.tb00135.x,https://academic.oup.com/hcr/article/6/2/153/4626855,1980,Basic Premises of Multidimensional Attitude Change Theory: An Experimental Analysis,Human Communication Research,4,4,Richard A. Holmes,Richard,Holmes,"4 Richard A. Holmes is director of computer operations at Capital Districts Humanities Program, SUNY-Albany, N.Y. 12222",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Holmes,https://www.google.com/search?q=Richard+A.+Holmes+richard+a+holmes+is+director+of+computer+operations+at+capital+districts+humanities+program+suny+albany+n+y,male,0.99,101928,High,Richard A. Holmes,Richard,Holmes,"4 Richard A. Holmes is director of computer operations at Capital Districts Humanities Program, SUNY-Albany, N.Y. 12222",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Holmes,https://www.google.com/search?q=Richard+A.+Holmes+richard+a+holmes+is+director+of+computer+operations+at+capital+districts+humanities+program+suny+albany+n+y,white,Low,0.005953948,0.32669067,0.022566278,0.6447891,0.6447891,0.32669067,0.31809843,richard a holmes is director of computer operations at capital districts humanities program suny albany n y,"4 Richard A. Holmes is director of computer operations at Capital Districts Humanities Program, SUNY-Albany, N.Y. 12222","University at Albany, State University of New York",API_QUERY,https://ror.org/012zs8222,R,,1,,1
3719,10.1111/j.1460-2466.1980.tb01771.x+1.0,10.1111/j.1460-2466.1980.tb01771.x,https://academic.oup.com/joc/article/30/1/71/4371861,1980,Television Viewing and Self-Concept of the Elderly,Journal of Communication,2,1,Felipe Korzenny,Felipe,Korzenny,"1 Assistant Professor Department of Communication at Michigan State University, East Lansing",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Felipe+Korzenny,https://www.google.com/search?q=Felipe+Korzenny+assistant+professor+department+of+communication+at+michigan+state+university+east+lansing,male,0.98,18670,High,Felipe Korzenny,Felipe,Korzenny,"1 Assistant Professor Department of Communication at Michigan State University, East Lansing",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Felipe+Korzenny,https://www.google.com/search?q=Felipe+Korzenny+assistant+professor+department+of+communication+at+michigan+state+university+east+lansing,white,High,0.0025257,0.002752936,0.021387737,0.97333366,0.97333366,0.021387737,0.9519459,assistant professor department of communication at michigan state university east lansing,"1 Assistant Professor Department of Communication at Michigan State University, East Lansing",Michigan State University,Exact,https://ror.org/05hs6h993,R,M,,3,
3699,10.1111/j.1460-2466.1980.tb01764.x+1.0,10.1111/j.1460-2466.1980.tb01764.x,https://academic.oup.com/joc/article/30/1/21/4371843,1980,Women in July Fourth Cartoons: A 100-Year Look,Journal of Communication,4,1,Katherine Meyer,Katherine,Meyer,1 Assistant Professor of Sociology at Ohio State University and Research Fellow in the Department of Social Relations at Johns Hopkins University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Katherine+Meyer,https://www.google.com/search?q=Katherine+Meyer+assistant+professor+of+sociology+at+ohio+state+university+and+research+fellow+in+the+department+of+social+relations+at+johns+hopkins+university,female,0.98,8451,High,Katherine Meyer,Katherine,Meyer,1 Assistant Professor of Sociology at Ohio State University and Research Fellow in the Department of Social Relations at Johns Hopkins University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Katherine+Meyer,https://www.google.com/search?q=Katherine+Meyer+assistant+professor+of+sociology+at+ohio+state+university+and+research+fellow+in+the+department+of+social+relations+at+johns+hopkins+university,white,High,0.003819778,0.002108213,0.016862389,0.9772096,0.9772096,0.016862389,0.96034724,assistant professor of sociology at ohio state university and research fellow in the department of social relations at johns hopkins university,1 Assistant Professor of Sociology at Ohio State University and Research Fellow in the Department of Social Relations at Johns Hopkins University,Johns Hopkins University,Exact,https://ror.org/00za53h95,R,F,,0,
3683,10.1111/j.1460-2466.1980.tb01971.x+1.0,10.1111/j.1460-2466.1980.tb01971.x,https://academic.oup.com/joc/article/30/2/98/4371897,1980,The Magazine Industry: Developing the Special Interest Audience,Journal of Communication,1,1,Benjamin M. Compaine,Benjamin,Compaine,"1 Media and Allied Arenas, The Program on Information Resources Policy, Harvard University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Benjamin+Compaine,https://www.google.com/search?q=Benjamin+M.+Compaine+media+and+allied+arenas+the+program+on+information+resources+policy+harvard+university,male,0.99,62465,High,Benjamin M. Compaine,Benjamin,Compaine,"1 Media and Allied Arenas, The Program on Information Resources Policy, Harvard University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Benjamin+Compaine,https://www.google.com/search?q=Benjamin+M.+Compaine+media+and+allied+arenas+the+program+on+information+resources+policy+harvard+university,white,High,0.01723082,0.07832315,0.07337703,0.83106893,0.83106893,0.07832315,0.7527458,media and allied arenas the program on information resources policy harvard university,"1 Media and Allied Arenas, The Program on Information Resources Policy, Harvard University",Harvard University,Exact,https://ror.org/03vek6s52,R,M,,0,
3651,10.1111/j.1460-2466.1980.tb01996.x+4.0,10.1111/j.1460-2466.1980.tb01996.x,https://academic.oup.com/joc/article/30/3/94/4371927,1980,Developing Discriminating Consumers,Journal of Communication,5,4,Linda Mooser,Linda,Mooser,"2 Students at Stanford when this research was conducted. Earlier reports of this work were delivered in papers at the Pacific Association of Public Opinion Research meetings in Asilomar, California in 1978, and at the annual meetings of the American Psychological Association in Toronto in 1978",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Linda+Mooser,https://www.google.com/search?q=Linda+Mooser+students+at+stanford+when+this+research+was+conducted+earlier+reports+of+this+work+were+delivered+in+papers+at+the+pacific+association+of+public+opinion+research+meetings+in+asilomar+california+in+and+at+the+annual+meetings+of+the+american+psychological+association+in+toronto+in,female,0.98,99198,High,Linda Mooser,Linda,Mooser,"2 Students at Stanford when this research was conducted. Earlier reports of this work were delivered in papers at the Pacific Association of Public Opinion Research meetings in Asilomar, California in 1978, and at the annual meetings of the American Psychological Association in Toronto in 1978",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Linda+Mooser,https://www.google.com/search?q=Linda+Mooser+students+at+stanford+when+this+research+was+conducted+earlier+reports+of+this+work+were+delivered+in+papers+at+the+pacific+association+of+public+opinion+research+meetings+in+asilomar+california+in+and+at+the+annual+meetings+of+the+american+psychological+association+in+toronto+in,white,High,0.015098353,0.09303006,0.035816643,0.8560549,0.8560549,0.09303006,0.76302487,students at stanford when this research was conducted earlier reports of this work were delivered in papers at the pacific association of public opinion research meetings in asilomar california in and at the annual meetings of the american psychological association in toronto in,"2 Students at Stanford when this research was conducted. Earlier reports of this work were delivered in papers at the Pacific Association of Public Opinion Research meetings in Asilomar, California in 1978, and at the annual meetings of the American Psychological Association in Toronto in 1978",Association of universities in the Netherlands,API_QUERY,https://ror.org/05wvdt748,R,,1,,1
7354,10.1111/j.1468-2958.1980.tb00143.x+3.0,10.1111/j.1468-2958.1980.tb00143.x,https://academic.oup.com/hcr/article/6/3/228/4626850,1980,Disclosure Styles and a Hint at Their Genesis,Human Communication Research,3,3,Lawrence A. Hosman,Lawrence,Hosman,"3 Lawrence A. Hosman (Ph.D., Iowa, 1978) is assistant professor of communication arts at the University of Alabama-Birmingham, Birmingham, Alabama 35294. This study accepted for publication August 7, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lawrence+Hosman,https://www.google.com/search?q=Lawrence+A.+Hosman+lawrence+a+hosman+is+assistant+professor+of+communication+arts+at+the+university+of+alabama+birmingham+birmingham+alabama+this+study+accepted+for+publication+august,male,0.98,8119,High,Lawrence A. Hosman,Lawrence,Hosman,"3 Lawrence A. Hosman (Ph.D., Iowa, 1978) is assistant professor of communication arts at the University of Alabama-Birmingham, Birmingham, Alabama 35294. This study accepted for publication August 7, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lawrence+Hosman,https://www.google.com/search?q=Lawrence+A.+Hosman+lawrence+a+hosman+is+assistant+professor+of+communication+arts+at+the+university+of+alabama+birmingham+birmingham+alabama+this+study+accepted+for+publication+august,white,High,0.01047801,0.061928302,0.026504327,0.9010893,0.9010893,0.061928302,0.83916104,lawrence a hosman is assistant professor of communication arts at the university of alabama birmingham birmingham alabama this study accepted for publication august,"3 Lawrence A. Hosman (Ph.D., Iowa, 1978) is assistant professor of communication arts at the University of Alabama-Birmingham, Birmingham, Alabama 35294. This study accepted for publication August 7, 1979",University of Alabama,Exact,https://ror.org/03xrrjk67,R,,1,,1
3665,10.1111/j.1460-2466.1980.tb02006.x+1.0,10.1111/j.1460-2466.1980.tb02006.x,https://academic.oup.com/joc/article/30/3/189/4372013,1980,Radio: The Other Public Medium,Journal of Communication,1,1,Donald P. Mullally,Donald,Mullally,"1 Broadcasting at the University of Illinois, Urbana",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Donald+Mullally,https://www.google.com/search?q=Donald+P.+Mullally+broadcasting+at+the+university+of+illinois+urbana,male,0.98,12059,High,Donald P. Mullally,Donald,Mullally,"1 Broadcasting at the University of Illinois, Urbana",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Donald+Mullally,https://www.google.com/search?q=Donald+P.+Mullally+broadcasting+at+the+university+of+illinois+urbana,white,High,0.009293115,0.038776785,0.034249164,0.917681,0.917681,0.038776785,0.8789042,broadcasting at the university of illinois urbana,"1 Broadcasting at the University of Illinois, Urbana",University of Illinois Urbana-Champaign,API_QUERY,https://ror.org/047426m28,R,M,,0,
7353,10.1111/j.1468-2958.1980.tb00143.x+2.0,10.1111/j.1468-2958.1980.tb00143.x,https://academic.oup.com/hcr/article/6/3/228/4626850,1980,Disclosure Styles and a Hint at Their Genesis,Human Communication Research,3,2,Charles H. Tardy,Charles,Tardy,"2 Charles H. Tardy (Ph.D., Iowa, 1979) is assistant professor of speech communication at the University of Southern Mississippi, Hattiesburg, Mississippi, 39401",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Tardy,https://www.google.com/search?q=Charles+H.+Tardy+charles+h+tardy+is+assistant+professor+of+speech+communication+at+the+university+of+southern+mississippi+hattiesburg+mississippi,male,0.99,49331,High,Charles H. Tardy,Charles,Tardy,"2 Charles H. Tardy (Ph.D., Iowa, 1979) is assistant professor of speech communication at the University of Southern Mississippi, Hattiesburg, Mississippi, 39401",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Tardy,https://www.google.com/search?q=Charles+H.+Tardy+charles+h+tardy+is+assistant+professor+of+speech+communication+at+the+university+of+southern+mississippi+hattiesburg+mississippi,white,Low,0.002601012,0.28063107,0.015759952,0.701008,0.701008,0.28063107,0.42037696,charles h tardy is assistant professor of speech communication at the university of southern mississippi hattiesburg mississippi,"2 Charles H. Tardy (Ph.D., Iowa, 1979) is assistant professor of speech communication at the University of Southern Mississippi, Hattiesburg, Mississippi, 39401",University of Southern Mississippi,Exact,https://ror.org/0270vfa57,R,M,,0,
3637,10.1111/j.1460-2466.1980.tb01988.x+1.0,10.1111/j.1460-2466.1980.tb01988.x,https://academic.oup.com/joc/article/30/3/30/4371874,1980,How Accurate Are the Headlines?,Journal of Communication,1,1,F. T. Marquez,F.,Marquez,"1 Department of Journalism, Temple University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=F.+Marquez,https://www.google.com/search?q=F.+T.+Marquez+department+of+journalism+temple+university,,0,0,Low,F. T. Marquez,F.,Marquez,"1 Department of Journalism, Temple University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=F.+Marquez,https://www.google.com/search?q=F.+T.+Marquez+department+of+journalism+temple+university,hispanic,High,0.014117,0.005294597,0.9126215,0.06796687,0.9126215,0.06796687,0.8446546,department of journalism temple university,"1 Department of Journalism, Temple University",Temple University,Exact,https://ror.org/00kx1jb78,R,,1,,1
7331,10.1111/j.1468-2958.1980.tb00137.x+3.0,10.1111/j.1468-2958.1980.tb00137.x,https://academic.oup.com/hcr/article/6/2/178/4626861,1980,Attitudes toward a Communication System: A Comparison of Anglophone and Francophone Hospital Employees,Human Communication Research,3,3,Gerald M. Goldhaber,Gerald,Goldhaber,"3 Gerald M. Goldhaber (Ph.D., Purdue University, 1970) is associate professor and chairman of the Department of Communication at SUNY-Buffalo, Amherst, N.Y. 14260, and president of McLuhan Goldhaber Williams Inc. This study accepted for publication September 1, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gerald+Goldhaber,https://www.google.com/search?q=Gerald+M.+Goldhaber+gerald+m+goldhaber+is+associate+professor+and+chairman+of+the+department+of+communication+at+suny+buffalo+amherst+n+y+and+president+of+mcluhan+goldhaber+williams+inc+this+study+accepted+for+publication+september,male,0.99,13923,High,Gerald M. Goldhaber,Gerald,Goldhaber,"3 Gerald M. Goldhaber (Ph.D., Purdue University, 1970) is associate professor and chairman of the Department of Communication at SUNY-Buffalo, Amherst, N.Y. 14260, and president of McLuhan Goldhaber Williams Inc. This study accepted for publication September 1, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gerald+Goldhaber,https://www.google.com/search?q=Gerald+M.+Goldhaber+gerald+m+goldhaber+is+associate+professor+and+chairman+of+the+department+of+communication+at+suny+buffalo+amherst+n+y+and+president+of+mcluhan+goldhaber+williams+inc+this+study+accepted+for+publication+september,white,High,0.010630778,0.04230995,0.02991809,0.9171412,0.9171412,0.04230995,0.87483126,gerald m goldhaber is associate professor and chairman of the department of communication at suny buffalo amherst n y and president of mcluhan goldhaber williams inc this study accepted for publication september,"3 Gerald M. Goldhaber (Ph.D., Purdue University, 1970) is associate professor and chairman of the Department of Communication at SUNY-Buffalo, Amherst, N.Y. 14260, and president of McLuhan Goldhaber Williams Inc. This study accepted for publication September 1, 1979","University at Buffalo, State University of New York",API_QUERY,https://ror.org/01y64my43,R,M,,0,
3706,10.1111/j.1460-2466.1980.tb01766.x+3.0,10.1111/j.1460-2466.1980.tb01766.x,https://academic.oup.com/joc/article/30/1/37/4371847,1980,Aging with Television: Images on Television Drama and Conceptions of Social Reality,Journal of Communication,4,3,Nancy Signorielli,Nancy,Signorielli,"3 Research Coordinator, All at The Annenberg School of Communications, University of Pennsylvania",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nancy+Signorielli,https://www.google.com/search?q=Nancy+Signorielli+research+coordinator+all+at+the+annenberg+school+of+communications+university+of+pennsylvania,female,0.98,42623,High,Nancy Signorielli,Nancy,Signorielli,"3 Research Coordinator, All at The Annenberg School of Communications, University of Pennsylvania",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nancy+Signorielli,https://www.google.com/search?q=Nancy+Signorielli+research+coordinator+all+at+the+annenberg+school+of+communications+university+of+pennsylvania,white,High,0.005776935,0.005011145,0.029192243,0.9600197,0.9600197,0.029192243,0.93082744,research coordinator all at the annenberg school of communications university of pennsylvania,"3 Research Coordinator, All at The Annenberg School of Communications, University of Pennsylvania",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,F,,0,
7323,10.1111/j.1468-2958.1980.tb00135.x+1.0,10.1111/j.1468-2958.1980.tb00135.x,https://academic.oup.com/hcr/article/6/2/153/4626855,1980,Basic Premises of Multidimensional Attitude Change Theory: An Experimental Analysis,Human Communication Research,4,1,Joseph Woelfel,Joseph,Woelfel,"1 Joseph Woelfel (Ph.D., University of Wisconsin, 1968) is associate professor of rhetoric and communication, SUNY-Albany, N.Y. 12222",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Woelfel,https://www.google.com/search?q=Joseph+Woelfel+joseph+woelfel+is+associate+professor+of+rhetoric+and+communication+suny+albany+n+y,male,0.99,60259,High,Joseph Woelfel,Joseph,Woelfel,"1 Joseph Woelfel (Ph.D., University of Wisconsin, 1968) is associate professor of rhetoric and communication, SUNY-Albany, N.Y. 12222",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Woelfel,https://www.google.com/search?q=Joseph+Woelfel+joseph+woelfel+is+associate+professor+of+rhetoric+and+communication+suny+albany+n+y,white,High,0.000916302,0.000327685,0.013932388,0.9848237,0.9848237,0.013932388,0.9708913,joseph woelfel is associate professor of rhetoric and communication suny albany n y,"1 Joseph Woelfel (Ph.D., University of Wisconsin, 1968) is associate professor of rhetoric and communication, SUNY-Albany, N.Y. 12222","University at Albany, State University of New York",API_QUERY,https://ror.org/012zs8222,R,M,,0,
3693,10.1111/j.1460-2466.1980.tb01978.x+1.0,10.1111/j.1460-2466.1980.tb01978.x,https://academic.oup.com/joc/article/30/2/157/4371941,1980,The U.S. Position: DBS and Free Flow,Journal of Communication,1,1,Wilson P. Dizard,Wilson,Dizard,1 U.S. Foreign Service Officer and was Vice Chair of the U.S. Delegation to WARC,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wilson+Dizard,https://www.google.com/search?q=Wilson+P.+Dizard+u+s+foreign+service+officer+and+was+vice+chair+of+the+u+s+delegation+to+warc,male,0.98,11567,High,Wilson P. Dizard,Wilson,Dizard,1 U.S. Foreign Service Officer and was Vice Chair of the U.S. Delegation to WARC,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wilson+Dizard,https://www.google.com/search?q=Wilson+P.+Dizard+u+s+foreign+service+officer+and+was+vice+chair+of+the+u+s+delegation+to+warc,white,Low,0.003997284,0.24400453,0.027706431,0.72429174,0.72429174,0.24400453,0.4802872,u s foreign service officer and was vice chair of the u s delegation to warc,1 U.S. Foreign Service Officer and was Vice Chair of the U.S. Delegation to WARC,Telkom University,API_QUERY,https://ror.org/0004wsx81,R,M,,0,
3732,10.1111/j.1460-2466.1980.tb01781.x+1.0,10.1111/j.1460-2466.1980.tb01781.x,https://academic.oup.com/joc/article/30/1/153/4371974,1980,Spending on Mass Media,Journal of Communication,2,1,Maxwell E. McCombs,Maxwell,Mccombs,"1 John Ben Snow Professor in the School of Public Communication, Syracuse University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Maxwell+Mccombs,https://www.google.com/search?q=Maxwell+E.+McCombs+john+ben+snow+professor+in+the+school+of+public+communication+syracuse+university,male,0.98,3503,High,Maxwell E. McCombs,Maxwell,Mccombs,"1 John Ben Snow Professor in the School of Public Communication, Syracuse University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Maxwell+Mccombs,https://www.google.com/search?q=Maxwell+E.+McCombs+john+ben+snow+professor+in+the+school+of+public+communication+syracuse+university,white,Low,0.008117814,0.22895567,0.020973973,0.7419526,0.7419526,0.22895567,0.5129969,john ben snow professor in the school of public communication syracuse university,"1 John Ben Snow Professor in the School of Public Communication, Syracuse University",Syracuse University,Exact,https://ror.org/025r5qe02,R,M,,0,
3653,10.1111/j.1460-2466.1980.tb01997.x+1.0,10.1111/j.1460-2466.1980.tb01997.x,https://academic.oup.com/joc/article/30/3/106/4371933,1980,Mediation: The Role of Significant Others,Journal of Communication,1,1,Charles R. Corder-Bolz,Charles,Corder-Bolz,"1 Division of Learning and Media Research, Southwest Educational Development Laboratory, Austin, Texas",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Corder-Bolz,https://www.google.com/search?q=Charles+R.+Corder-Bolz+division+of+learning+and+media+research+southwest+educational+development+laboratory+austin+texas,male,0.99,49331,High,Charles R. Corder-Bolz,Charles,Corder-Bolz,"1 Division of Learning and Media Research, Southwest Educational Development Laboratory, Austin, Texas",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Corder-Bolz,https://www.google.com/search?q=Charles+R.+Corder-Bolz+division+of+learning+and+media+research+southwest+educational+development+laboratory+austin+texas,white,High,0.004394503,0.006641212,0.038773365,0.95019084,0.95019084,0.038773365,0.9114175,division of learning and media research southwest educational development laboratory austin texas,"1 Division of Learning and Media Research, Southwest Educational Development Laboratory, Austin, Texas",Southwest Educational Development Center,API_QUERY,https://ror.org/02nx94911,R,M,,0,
7302,10.1111/j.1468-2958.1980.tb00549.x+1.0,10.1111/j.1468-2958.1980.tb00549.x,https://academic.oup.com/hcr/article/7/1/37/4055998,1980,On Communication Rules from A Social Perspective,Human Communication Research,1,1,Stuart J. Sigman,Stuart,Sigman,"1 Stuart J. Sigman (M.A., University of Pennsylvania, 1979) is a Ph.D. candidate at the Annenberg School of Communications, University of Pennsylvania, Philadelphia, Pennsylvania 19104",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Stuart+Sigman,https://www.google.com/search?q=Stuart+J.+Sigman+stuart+j+sigman+is+a+ph+d+candidate+at+the+annenberg+school+of+communications+university+of+pennsylvania+philadelphia+pennsylvania,male,0.99,10695,High,Stuart J. Sigman,Stuart,Sigman,"1 Stuart J. Sigman (M.A., University of Pennsylvania, 1979) is a Ph.D. candidate at the Annenberg School of Communications, University of Pennsylvania, Philadelphia, Pennsylvania 19104",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Stuart+Sigman,https://www.google.com/search?q=Stuart+J.+Sigman+stuart+j+sigman+is+a+ph+d+candidate+at+the+annenberg+school+of+communications+university+of+pennsylvania+philadelphia+pennsylvania,white,High,0.026060812,0.045759123,0.033420056,0.89475995,0.89475995,0.045759123,0.8490008,stuart j sigman is a ph d candidate at the annenberg school of communications university of pennsylvania philadelphia pennsylvania,"1 Stuart J. Sigman (M.A., University of Pennsylvania, 1979) is a Ph.D. candidate at the Annenberg School of Communications, University of Pennsylvania, Philadelphia, Pennsylvania 19104",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,M,,0,
7363,10.1111/j.1468-2958.1980.tb00148.x+2.0,10.1111/j.1468-2958.1980.tb00148.x,https://academic.oup.com/hcr/article/6/3/280/4626862,1980,Communication Fear: A Correlational Study of Trait Generality,Human Communication Research,4,2,Richard G. Rea,Richard,Rea,"2 Richard G. Rea (Ed. D., Auburn University, 1965) is a professor of speech and dramatic art at the University of Arkansas, Fayetteville, Arkansas 72701",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Rea,https://www.google.com/search?q=Richard+G.+Rea+richard+g+rea+is+a+professor+of+speech+and+dramatic+art+at+the+university+of+arkansas+fayetteville+arkansas,male,0.99,101928,High,Richard G. Rea,Richard,Rea,"2 Richard G. Rea (Ed. D., Auburn University, 1965) is a professor of speech and dramatic art at the University of Arkansas, Fayetteville, Arkansas 72701",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Rea,https://www.google.com/search?q=Richard+G.+Rea+richard+g+rea+is+a+professor+of+speech+and+dramatic+art+at+the+university+of+arkansas+fayetteville+arkansas,white,Low,0.041864574,0.05667871,0.17922486,0.7222319,0.7222319,0.17922486,0.5430071,richard g rea is a professor of speech and dramatic art at the university of arkansas fayetteville arkansas,"2 Richard G. Rea (Ed. D., Auburn University, 1965) is a professor of speech and dramatic art at the University of Arkansas, Fayetteville, Arkansas 72701",University of Arkansas at Fayetteville,API_QUERY,https://ror.org/05jbt9m15,R,M,,0,
3670,10.1111/j.1460-2466.1980.tb01963.x+2.0,10.1111/j.1460-2466.1980.tb01963.x,https://academic.oup.com/joc/article/30/2/31/4371850,1980,"Hit Record Trends, 1940–1977",Journal of Communication,4,2,Peter Hesbacher,Peter,Hesbacher,"2 Sociology, Department of Psychiatry, University of Pennsylvania",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Hesbacher,https://www.google.com/search?q=Peter+Hesbacher+sociology+department+of+psychiatry+university+of+pennsylvania,male,0.99,165452,High,Peter Hesbacher,Peter,Hesbacher,"2 Sociology, Department of Psychiatry, University of Pennsylvania",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Hesbacher,https://www.google.com/search?q=Peter+Hesbacher+sociology+department+of+psychiatry+university+of+pennsylvania,white,High,0.004165465,0.007880367,0.022019582,0.9659345,0.9659345,0.022019582,0.94391495,sociology department of psychiatry university of pennsylvania,"2 Sociology, Department of Psychiatry, University of Pennsylvania",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,M,,0,
3739,10.1111/j.1460-2466.1980.tb01785.x+1.0,10.1111/j.1460-2466.1980.tb01785.x,https://academic.oup.com/joc/article/30/1/181/4372000,1980,The Evolution of Televised Reading Instruction,Journal of Communication,1,1,Joan D. Tierney,Joan,Tierney,"1 Joan D. Tierney is Manager of Employee Communications at the Pratt &amp; Whitney Aircraft plant in West Palm Beach, Florida",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joan+Tierney,https://www.google.com/search?q=Joan+D.+Tierney+joan+d+tierney+is+manager+of+employee+communications+at+the+pratt+amp+whitney+aircraft+plant+in+west+palm+beach+florida,male,0.69,27362,Low,Joan D. Tierney,Joan,Tierney,"1 Joan D. Tierney is Manager of Employee Communications at the Pratt &amp; Whitney Aircraft plant in West Palm Beach, Florida",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joan+Tierney,https://www.google.com/search?q=Joan+D.+Tierney+joan+d+tierney+is+manager+of+employee+communications+at+the+pratt+amp+whitney+aircraft+plant+in+west+palm+beach+florida,white,High,0.003718235,0.036773857,0.026305208,0.93320274,0.93320274,0.036773857,0.8964289,joan d tierney is manager of employee communications at the pratt amp whitney aircraft plant in west palm beach florida,"1 Joan D. Tierney is Manager of Employee Communications at the Pratt &amp; Whitney Aircraft plant in West Palm Beach, Florida",West Palm Beach VA Medical Center,API_QUERY,https://ror.org/03ghnvz91,R,F,,0,
3704,10.1111/j.1460-2466.1980.tb01766.x+1.0,10.1111/j.1460-2466.1980.tb01766.x,https://academic.oup.com/joc/article/30/1/37/4371847,1980,Aging with Television: Images on Television Drama and Conceptions of Social Reality,Journal of Communication,4,1,George Gerbner,George,Gerbner,"1 Professor of Communications and Dean, All at The Annenberg School of Communications, University of Pennsylvania",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=George+Gerbner,https://www.google.com/search?q=George+Gerbner+professor+of+communications+and+dean+all+at+the+annenberg+school+of+communications+university+of+pennsylvania,male,0.98,65488,High,George Gerbner,George,Gerbner,"1 Professor of Communications and Dean, All at The Annenberg School of Communications, University of Pennsylvania",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=George+Gerbner,https://www.google.com/search?q=George+Gerbner+professor+of+communications+and+dean+all+at+the+annenberg+school+of+communications+university+of+pennsylvania,white,High,0.00684497,0.015040384,0.018568445,0.9595462,0.9595462,0.018568445,0.94097775,professor of communications and dean all at the annenberg school of communications university of pennsylvania,"1 Professor of Communications and Dean, All at The Annenberg School of Communications, University of Pennsylvania",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,M,,0,
