authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID
10.1111/j.1460-2466.1978.tb01671.x+1.0,10.1111/j.1460-2466.1978.tb01671.x,https://academic.oup.com/joc/article/28/4/184/4371774,1978,Computer Systems: Power for Whom and for What?,Journal of Communication,1.0,1.0,Herbert I. Schiller,Herbert,Schiller,"1 Herbert I. Schiller is Professor of Communications at the University of California, San Diego. National Sovereignty and International Communications, edited by Schiller and Nordenstreng, has just been published (Norwood, N.J.: Ablex, 1978)",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Herbert+Schiller,https://www.google.com/search?q=Herbert+I.+Schiller+herbert+i+schiller+is+professor+of+communications+at+the+university+of+california+san+diego+national+sovereignty+and+international+communications+edited+by+schiller+and+nordenstreng+has+just+been+published,male,0.98,6675.0,High,Herbert I. Schiller,Herbert,Schiller,"1 Herbert I. Schiller is Professor of Communications at the University of California, San Diego. National Sovereignty and International Communications, edited by Schiller and Nordenstreng, has just been published (Norwood, N.J.: Ablex, 1978)",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Herbert+Schiller,https://www.google.com/search?q=Herbert+I.+Schiller+herbert+i+schiller+is+professor+of+communications+at+the+university+of+california+san+diego+national+sovereignty+and+international+communications+edited+by+schiller+and+nordenstreng+has+just+been+published,white,High,0.007549014,0.0044409675,0.022555018,0.96545494,0.96545494,0.022555018,0.94289994,herbert i schiller is professor of communications at the university of california san diego national sovereignty and international communications edited by schiller and nordenstreng has just been published,"1 Herbert I. Schiller is Professor of Communications at the University of California, San Diego. National Sovereignty and International Communications, edited by Schiller and Nordenstreng, has just been published (Norwood, N.J.: Ablex, 1978)",Schiller International University,API_QUERY,https://ror.org/003tmp461
10.1111/j.1083-6101.1998.tb00096.x+1.0,10.1111/j.1083-6101.1998.tb00096.x,https://academic.oup.com/jcmc/article/4/2/JCMC424/4584403,1998,Online Teaching: Encouraging Collaboration through Anonymity,Journal of Computer-Mediated Communication,2.0,1.0,Andrea Chester,Andrea,Chester,1 Taught together for several years in the Department of Psychology and Intellectual Disability Studies. They received an RMIT LearnT grant to develop and evaluate the subject described in this paper.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andrea+Chester,https://www.google.com/search?q=Andrea+Chester+taught+together+for+several+years+in+the+department+of+psychology+and+intellectual+disability+studies+they+received+an+rmit+learnt+grant+to+develop+and+evaluate+the+subject+described+in+this+paper,male,0.62,302977.0,Low,Andrea Chester,Andrea,Chester,1 Taught together for several years in the Department of Psychology and Intellectual Disability Studies. They received an RMIT LearnT grant to develop and evaluate the subject described in this paper.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andrea+Chester,https://www.google.com/search?q=Andrea+Chester+taught+together+for+several+years+in+the+department+of+psychology+and+intellectual+disability+studies+they+received+an+rmit+learnt+grant+to+develop+and+evaluate+the+subject+described+in+this+paper,white,Low,0.010494635,0.30221987,0.027634865,0.6596507,0.6596507,0.30221987,0.35743082,taught together for several years in the department of psychology and intellectual disability studies they received an rmit learnt grant to develop and evaluate the subject described in this paper,1 Taught together for several years in the Department of Psychology and Intellectual Disability Studies. They received an RMIT LearnT grant to develop and evaluate the subject described in this paper.,Department of Behavioral Health and Intellectual Disability Services,API_QUERY,https://ror.org/05sfyk691
10.1111/comt.12108+2.0,10.1111/comt.12108,https://academic.oup.com/ct/article/27/1/70/4061228,2017,Collective Action Recruitment in a Digital Age: Applying Signaling Theory to Filtering Behaviors,Communication Theory,2.0,2.0,Yaniv Bar-Ilan,Yaniv,Bar-Ilan,"1 The Department of Communications, Tel Aviv University, Tel-Aviv, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yaniv+Bar-Ilan,https://www.google.com/search?q=Yaniv+Bar-Ilan+the+department+of+communications+tel+aviv+university+tel+aviv+israel,male,0.97,342.0,Low,Yaniv Bar-Ilan,Yaniv,Bar-Ilan,"1 The Department of Communications, Tel Aviv University, Tel-Aviv, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yaniv+Bar-Ilan,https://www.google.com/search?q=Yaniv+Bar-Ilan+the+department+of+communications+tel+aviv+university+tel+aviv+israel,api,Low,0.74439263,0.0049976204,0.16179821,0.08881161,0.74439263,0.16179821,0.5825944,the department of communications tel aviv university tel aviv israel,"1 The Department of Communications, Tel Aviv University, Tel-Aviv, Israel",Tel Aviv University,Exact,https://ror.org/04mhzgx49
10.1111/j.1460-2466.2005.tb03020.x+1.0,10.1111/j.1460-2466.2005.tb03020.x,https://academic.oup.com/joc/article/55/4/737/4103012,2005,Use and Disuse of Contextual Primes in Dynamic News Environments,Journal of Communication,1.0,1.0,Young Mie Kim,Young,Kim,"1 Young Mie Kim (PhD, University of Illinois, Urbana-Champaign) is an assistant professor at Ohio State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Young+Kim,https://www.google.com/search?q=Young+Mie+Kim+young+mie+kim+is+an+assistant+professor+at+ohio+state+university,male,0.83,8562.0,High,Young Mie Kim,Young,Kim,"1 Young Mie Kim (PhD, University of Illinois, Urbana-Champaign) is an assistant professor at Ohio State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Young+Kim,https://www.google.com/search?q=Young+Mie+Kim+young+mie+kim+is+an+assistant+professor+at+ohio+state+university,api,High,0.9652774,0.0037862211,0.0057680253,0.025168424,0.9652774,0.025168424,0.94010895,young mie kim is an assistant professor at ohio state university,"1 Young Mie Kim (PhD, University of Illinois, Urbana-Champaign) is an assistant professor at Ohio State University",The Ohio State University at Lima,API_QUERY,https://ror.org/00qa31321
10.1111/jcc4.12082+2.0,10.1111/jcc4.12082,https://academic.oup.com/jcmc/article/19/4/727/4067503,2014,Internet Jokes: The Secret Agents of Globalization?,Journal of Computer-Mediated Communication,3.0,2.0,Hadar Levy,Hadar,Levy,"1 Department of Communication and Journalism, the Hebrew University of Jerusalem, Jerusalem, 91905, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hadar+Levy,https://www.google.com/search?q=Hadar+Levy+department+of+communication+and+journalism+the+hebrew+university+of+jerusalem+jerusalem+israel,male,0.57,110.0,Low,Hadar Levy,Hadar,Levy,"1 Department of Communication and Journalism, the Hebrew University of Jerusalem, Jerusalem, 91905, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hadar+Levy,https://www.google.com/search?q=Hadar+Levy+department+of+communication+and+journalism+the+hebrew+university+of+jerusalem+jerusalem+israel,white,High,0.004571491,0.10938784,0.01317806,0.87286264,0.87286264,0.10938784,0.7634748,department of communication and journalism the hebrew university of jerusalem jerusalem israel,"1 Department of Communication and Journalism, the Hebrew University of Jerusalem, Jerusalem, 91905, Israel",Hebrew University of Jerusalem,Exact,https://ror.org/03qxff017
10.1093/joc/jqab027+15.0,10.1093/joc/jqab027,https://academic.oup.com/joc/article/71/5/803/6364108,2021,Decolonizing Open Science: Southern Interventions,Journal of Communication,23.0,15.0,Indranil Mandal,Indranil,Mandal,"Center for Culture-Centered Approach to Research and Evaluation (CARE), School of Communication, Journalism, and Marketing, Massey University , Palmerston North, 4410, Aotearoa 4442,  New Zealand    Center for Culture-Centered Approach to Research and Evaluation (CARE), School of Communication, Journalism , and Marketing, Massey University, Kharagpur,  India",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Indranil+Mandal,https://www.google.com/search?q=Indranil+Mandal+center+for+culture+centered+approach+to+research+and+evaluation+school+of+communication+journalism+and+marketing+massey+university+palmerston+north+aotearoa+new+zealand+center+for+culture+centered+approach+to+research+and+evaluation+school+of+communication+journalism+and+marketing+massey+university+kharagpur+india,male,0.99,97.0,Low,Indranil Mandal,Indranil,Mandal,"Center for Culture-Centered Approach to Research and Evaluation (CARE), School of Communication, Journalism, and Marketing, Massey University , Palmerston North, 4410, Aotearoa 4442,  New Zealand    Center for Culture-Centered Approach to Research and Evaluation (CARE), School of Communication, Journalism , and Marketing, Massey University, Kharagpur,  India",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Indranil+Mandal,https://www.google.com/search?q=Indranil+Mandal+center+for+culture+centered+approach+to+research+and+evaluation+school+of+communication+journalism+and+marketing+massey+university+palmerston+north+aotearoa+new+zealand+center+for+culture+centered+approach+to+research+and+evaluation+school+of+communication+journalism+and+marketing+massey+university+kharagpur+india,white,Low,0.35398835,0.06823172,0.17145677,0.40632313,0.40632313,0.35398835,0.052334785,center for culture centered approach to research and evaluation school of communication journalism and marketing massey university palmerston north aotearoa new zealand center for culture centered approach to research and evaluation school of communication journalism and marketing massey university kharagpur india,"Center for Culture-Centered Approach to Research and Evaluation (CARE), School of Communication, Journalism, and Marketing, Massey University , Palmerston North, 4410, Aotearoa 4442,  New Zealand    Center for Culture-Centered Approach to Research and Evaluation (CARE), School of Communication, Journalism , and Marketing, Massey University, Kharagpur,  India",Massey University,Exact,https://ror.org/052czxv31
10.1111/cccr.12083+1.0,10.1111/cccr.12083,https://academic.oup.com/ccc/article/8/2/290/3979316,2015,Manele Music and the Discourse of Balkanism in Romania,"Communication, Culture and Critique",1.0,1.0,Alina Haliliuc,Alina,Haliliuc,"1 Department of Communication, Denison University, Granville, OH, 43023, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alina+Haliliuc,https://www.google.com/search?q=Alina+Haliliuc+department+of+communication+denison+university+granville+oh+usa,female,0.98,46273.0,High,Alina Haliliuc,Alina,Haliliuc,"1 Department of Communication, Denison University, Granville, OH, 43023, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alina+Haliliuc,https://www.google.com/search?q=Alina+Haliliuc+department+of+communication+denison+university+granville+oh+usa,white,High,0.008082453,0.11532208,0.02394415,0.8526513,0.8526513,0.11532208,0.73732924,department of communication denison university granville oh usa,"1 Department of Communication, Denison University, Granville, OH, 43023, USA",Denison University,Exact,https://ror.org/05pqx1c24
10.1111/j.1753-9137.2010.01074.x+1.0,10.1111/j.1753-9137.2010.01074.x,https://academic.oup.com/ccc/article/3/3/334/4067417,2010,Contesting National Identity During Crisis: The Use of Patriotism in Israeli Advertisements,"Communication, Culture and Critique",2.0,1.0,Anat First,Anat,First,"1 School of Communication, Netanya Academic College, Netanya, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anat+First,https://www.google.com/search?q=Anat+First+school+of+communication+netanya+academic+college+netanya+israel,female,0.74,273.0,Low,Anat First,Anat,First,"1 School of Communication, Netanya Academic College, Netanya, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anat+First,https://www.google.com/search?q=Anat+First+school+of+communication+netanya+academic+college+netanya+israel,white,High,0.0086293565,0.038753416,0.033506483,0.9191108,0.9191108,0.038753416,0.8803574,school of communication netanya academic college netanya israel,"1 School of Communication, Netanya Academic College, Netanya, Israel",Netanya Academic College,Exact,https://ror.org/03d7p8g51
10.1111/j.1753-9137.2011.01118.x+2.0,10.1111/j.1753-9137.2011.01118.x,https://academic.oup.com/ccc/article/5/1/20/4054286,2012,Me at My Best: Therapeutic Ideals in Norwegian Women's Magazines,"Communication, Culture and Critique",2.0,2.0,Brita Ytre-Arne,Brita,Ytre-Arne,"2 Department of Information Science and Media Studies, University of Bergen, Bergen, Norway",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brita+Ytre-Arne,https://www.google.com/search?q=Brita+Ytre-Arne+department+of+information+science+and+media+studies+university+of+bergen+bergen+norway,female,0.94,313.0,Low,Brita Ytre-Arne,Brita,Ytre-Arne,"2 Department of Information Science and Media Studies, University of Bergen, Bergen, Norway",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brita+Ytre-Arne,https://www.google.com/search?q=Brita+Ytre-Arne+department+of+information+science+and+media+studies+university+of+bergen+bergen+norway,white,Low,0.009963137,0.15088835,0.042963594,0.79618496,0.79618496,0.15088835,0.6452966,department of information science and media studies university of bergen bergen norway,"2 Department of Information Science and Media Studies, University of Bergen, Bergen, Norway",University of Bergen,Exact,https://ror.org/03zga2b32
10.1093/jcmc/zmz009+5.0,10.1093/jcmc/zmz009,https://academic.oup.com/jcmc/article/24/4/182/5489530,2019,"Whose Lives Matter? Mass Shootings and Social Media Discourses of Sympathy and Policy, 2012–2014",Journal of Computer-Mediated Communication,10.0,5.0,Josephine Lukito,Josephine,Lukito,"School of Journalism &amp; Mass Communication, University of Wisconsin Madison, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Josephine+Lukito,https://www.google.com/search?q=Josephine+Lukito+school+of+journalism+amp+mass+communication+university+of+wisconsin+madison+madison+wi+usa,female,0.98,9009.0,High,Josephine Lukito,Josephine,Lukito,"School of Journalism &amp; Mass Communication, University of Wisconsin Madison, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Josephine+Lukito,https://www.google.com/search?q=Josephine+Lukito+school+of+journalism+amp+mass+communication+university+of+wisconsin+madison+madison+wi+usa,white,Low,0.24940327,0.03330631,0.1411526,0.57613784,0.57613784,0.24940327,0.32673457,school of journalism amp mass communication university of wisconsin madison madison wi usa,"School of Journalism &amp; Mass Communication, University of Wisconsin Madison, Madison, WI, USA",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41
10.1111/cccr.12173+1.0,10.1111/cccr.12173,https://academic.oup.com/ccc/article/10/4/574/4662963,2017,"“I Have the Government in My Pocket…”: Social Media Users in Turkey, Transmit-Trap Dynamics, and Struggles Over Internet Freedom","Communication, Culture and Critique",3.0,1.0,Lisa Parks,Lisa,Parks,"1 Comparative Media Studies/Writing, Massachusetts Institute of Technology, Cambridge, MA, 02139, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lisa+Parks,https://www.google.com/search?q=Lisa+Parks+comparative+media+studies+writing+massachusetts+institute+of+technology+cambridge+ma+usa,female,0.98,102796.0,High,Lisa Parks,Lisa,Parks,"1 Comparative Media Studies/Writing, Massachusetts Institute of Technology, Cambridge, MA, 02139, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lisa+Parks,https://www.google.com/search?q=Lisa+Parks+comparative+media+studies+writing+massachusetts+institute+of+technology+cambridge+ma+usa,white,High,0.0087362155,0.17479008,0.015788237,0.80068547,0.80068547,0.17479008,0.6258954,comparative media studies writing massachusetts institute of technology cambridge ma usa,"1 Comparative Media Studies/Writing, Massachusetts Institute of Technology, Cambridge, MA, 02139, USA",Massachusetts Institute of Technology,Exact,https://ror.org/042nb2s44
10.1111/j.1468-2958.1992.tb00573.x+2.0,10.1111/j.1468-2958.1992.tb00573.x,https://academic.oup.com/hcr/article/18/4/599/4575830,1992,Assessing Conversational Cognition: Levels of Cognitive Theory and Associated Methodological Requirements,Human Communication Research,2.0,2.0,Donald J. Cegala,Donald,Cegala,2 Department of Communication at Ohio State University in Columbus,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Donald+Cegala,https://www.google.com/search?q=Donald+J.+Cegala+department+of+communication+at+ohio+state+university+in+columbus,male,0.98,12059.0,High,Donald J. Cegala,Donald,Cegala,2 Department of Communication at Ohio State University in Columbus,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Donald+Cegala,https://www.google.com/search?q=Donald+J.+Cegala+department+of+communication+at+ohio+state+university+in+columbus,white,Low,0.019052915,0.0063596372,0.19402811,0.7805594,0.7805594,0.19402811,0.5865313,department of communication at ohio state university in columbus,2 Department of Communication at Ohio State University in Columbus,Columbus State University,API_QUERY,https://ror.org/002nf6z37
10.1111/j.1460-2466.1972.tb00130.x+3.0,10.1111/j.1460-2466.1972.tb00130.x,https://academic.oup.com/joc/article/22/1/48/4560946,1972,Selective Exposure: The Potential Boomerang Effect,Journal of Communication,4.0,3.0,Elizabeth Whitehead,Elizabeth,Whitehead,"1 David L. Paletz (Ph.D., University of California at Los Angeles, 1970) is Assistant Professor of Political Science and Director of Internship Programs in Public Policy in the Institute of Policy Sciences and Public Affairs at Duke University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Whitehead,https://www.google.com/search?q=Elizabeth+Whitehead+david+l+paletz+is+assistant+professor+of+political+science+and+director+of+internship+programs+in+public+policy+in+the+institute+of+policy+sciences+and+public+affairs+at+duke+university,female,0.99,31288.0,High,Elizabeth Whitehead,Elizabeth,Whitehead,"1 David L. Paletz (Ph.D., University of California at Los Angeles, 1970) is Assistant Professor of Political Science and Director of Internship Programs in Public Policy in the Institute of Policy Sciences and Public Affairs at Duke University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Whitehead,https://www.google.com/search?q=Elizabeth+Whitehead+david+l+paletz+is+assistant+professor+of+political+science+and+director+of+internship+programs+in+public+policy+in+the+institute+of+policy+sciences+and+public+affairs+at+duke+university,white,High,0.0028056877,0.09496277,0.026110174,0.87612134,0.87612134,0.09496277,0.78115857,david l paletz is assistant professor of political science and director of internship programs in public policy in the institute of policy sciences and public affairs at duke university,"1 David L. Paletz (Ph.D., University of California at Los Angeles, 1970) is Assistant Professor of Political Science and Director of Internship Programs in Public Policy in the Institute of Policy Sciences and Public Affairs at Duke University",Duke University,Exact,https://ror.org/00py81415
10.1111/j.1460-2466.2006.00286.x+1.0,10.1111/j.1460-2466.2006.00286.x,https://academic.oup.com/joc/article/56/suppl_1/S123/4102603,2006,The Persuasive Influence of Emotion in Cancer Prevention and Detection Messages,Journal of Communication,2.0,1.0,James Price Dillard,James,Dillard,"1 Department of Communication Arts &amp; Sciences, The Pennsylvania State University, University Park, PA 16801",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Dillard,https://www.google.com/search?q=James+Price+Dillard+department+of+communication+arts+amp+sciences+the+pennsylvania+state+university+university+park+pa,male,0.99,117309.0,High,James Price Dillard,James,Dillard,"1 Department of Communication Arts &amp; Sciences, The Pennsylvania State University, University Park, PA 16801",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Dillard,https://www.google.com/search?q=James+Price+Dillard+department+of+communication+arts+amp+sciences+the+pennsylvania+state+university+university+park+pa,white,Low,0.0029349031,0.35611796,0.034434922,0.6065122,0.6065122,0.35611796,0.25039423,department of communication arts amp sciences the pennsylvania state university university park pa,"1 Department of Communication Arts &amp; Sciences, The Pennsylvania State University, University Park, PA 16801",Pennsylvania State University,Exact,https://ror.org/04p491231
10.1111/j.1460-2466.2006.00316.x+1.0,10.1111/j.1460-2466.2006.00316.x,https://academic.oup.com/joc/article/56/4/707/4102565,2006,"Altruism on American Television: Examining the Amount of, and Context Surrounding, Acts of Helping and Sharing",Journal of Communication,7.0,1.0,Sandi W. Smith,Sandi,Smith,"1 Department of Communication, Michigan State University, East Lansing, MI 48824",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sandi+Smith,https://www.google.com/search?q=Sandi+W.+Smith+department+of+communication+michigan+state+university+east+lansing+mi,female,0.51,2349.0,Low,Sandi W. Smith,Sandi,Smith,"1 Department of Communication, Michigan State University, East Lansing, MI 48824",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sandi+Smith,https://www.google.com/search?q=Sandi+W.+Smith+department+of+communication+michigan+state+university+east+lansing+mi,white,Low,0.008322416,0.2150594,0.02918335,0.7474348,0.7474348,0.2150594,0.5323754,department of communication michigan state university east lansing mi,"1 Department of Communication, Michigan State University, East Lansing, MI 48824",Michigan State University,Exact,https://ror.org/05hs6h993
10.1111/j.1468-2958.2012.01427.x+2.0,10.1111/j.1468-2958.2012.01427.x,https://academic.oup.com/hcr/article/38/3/360/4093699,2012,Elevation in Response to Entertainment Portrayals of Moral Virtue,Human Communication Research,3.0,2.0,Tilo Hartmann,Tilo,Hartmann,"2 Department of Communication Science, VU University Amsterdam, Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tilo+Hartmann,https://www.google.com/search?q=Tilo+Hartmann+department+of+communication+science+vu+university+amsterdam+amsterdam+the+netherlands,male,0.95,755.0,Low,Tilo Hartmann,Tilo,Hartmann,"2 Department of Communication Science, VU University Amsterdam, Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tilo+Hartmann,https://www.google.com/search?q=Tilo+Hartmann+department+of+communication+science+vu+university+amsterdam+amsterdam+the+netherlands,white,High,0.0036087763,0.012851491,0.025457446,0.95808226,0.95808226,0.025457446,0.9326248,department of communication science vu university amsterdam amsterdam the netherlands,"2 Department of Communication Science, VU University Amsterdam, Amsterdam, The Netherlands",Vrije Universiteit Amsterdam,API_QUERY,https://ror.org/008xxew50
10.1111/j.1460-2466.2007.00350.x+3.0,10.1111/j.1460-2466.2007.00350.x,https://academic.oup.com/joc/article/57/3/415/4102615,2007,The Emergence of Clusters in the Global Telecommunications Network,Journal of Communication,4.0,3.0,François Bar,François,Bar,"1 Annenberg School for Communication, University of Southern California, Los Angeles, CA 90089",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=François+Bar,https://www.google.com/search?q=Fran%C3%A7ois+Bar+annenberg+school+for+communication+university+of+southern+california+los+angeles+ca,male,1.0,7.0,Low,François Bar,François,Bar,"1 Annenberg School for Communication, University of Southern California, Los Angeles, CA 90089",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=François+Bar,https://www.google.com/search?q=Fran%C3%A7ois+Bar+annenberg+school+for+communication+university+of+southern+california+los+angeles+ca,api,Low,0.4729537,0.08849418,0.073879056,0.364673,0.4729537,0.364673,0.10828072,annenberg school for communication university of southern california los angeles ca,"1 Annenberg School for Communication, University of Southern California, Los Angeles, CA 90089",University of Southern California,Exact,https://ror.org/03taz7m60
10.1111/j.1468-2958.1992.tb00556.x+1.0,10.1111/j.1468-2958.1992.tb00556.x,https://academic.oup.com/hcr/article/18/3/336/4575809,1992,Forms and Functions of Intimate Play in Personal Relationships,Human Communication Research,1.0,1.0,Leslie A. Baxter,Leslie,Baxter,1 Department of Rhetoric and Communication at the University of California at Davis,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leslie+Baxter,https://www.google.com/search?q=Leslie+A.+Baxter+department+of+rhetoric+and+communication+at+the+university+of+california+at+davis,female,0.77,12112.0,Low,Leslie A. Baxter,Leslie,Baxter,1 Department of Rhetoric and Communication at the University of California at Davis,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leslie+Baxter,https://www.google.com/search?q=Leslie+A.+Baxter+department+of+rhetoric+and+communication+at+the+university+of+california+at+davis,white,High,0.008221844,0.112047195,0.03180424,0.84792674,0.84792674,0.112047195,0.73587954,department of rhetoric and communication at the university of california at davis,1 Department of Rhetoric and Communication at the University of California at Davis,"University of California, Davis",API_QUERY,https://ror.org/05rrcem69
10.1111/j.1083-6101.1995.tb00166.x+1.0,10.1111/j.1083-6101.1995.tb00166.x,https://academic.oup.com/jcmc/article/1/3/JCMC133/4584320,1995,Electronic Commerce: Effects on Electronic Markets,Journal of Computer-Mediated Communication,2.0,1.0,Rolf T. Wigand,Rolf,Wigand,"1 School of Information Studies, Syracuse University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rolf+Wigand,https://www.google.com/search?q=Rolf+T.+Wigand+school+of+information+studies+syracuse+university,male,0.99,7534.0,High,Rolf T. Wigand,Rolf,Wigand,"1 School of Information Studies, Syracuse University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rolf+Wigand,https://www.google.com/search?q=Rolf+T.+Wigand+school+of+information+studies+syracuse+university,white,High,0.013752598,0.059188116,0.016887346,0.9101719,0.9101719,0.059188116,0.8509838,school of information studies syracuse university,"1 School of Information Studies, Syracuse University",Syracuse University,Exact,https://ror.org/025r5qe02
10.1111/j.1460-2466.1995.tb00714.x+2.0,10.1111/j.1460-2466.1995.tb00714.x,https://academic.oup.com/joc/article/45/1/55/4160201,1995,Public Communication About the Causes of Disease: The Rhetoric of Responsibility,Journal of Communication,2.0,2.0,Dan Brown,Dan,Brown,2 Dan Brown is an associate professor in the Department of Communication and associate dean of the College of Arts and Sciences.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dan+Brown,https://www.google.com/search?q=Dan+Brown+dan+brown+is+an+associate+professor+in+the+department+of+communication+and+associate+dean+of+the+college+of+arts+and+sciences,male,0.95,55986.0,High,Dan Brown,Dan,Brown,2 Dan Brown is an associate professor in the Department of Communication and associate dean of the College of Arts and Sciences.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dan+Brown,https://www.google.com/search?q=Dan+Brown+dan+brown+is+an+associate+professor+in+the+department+of+communication+and+associate+dean+of+the+college+of+arts+and+sciences,white,Low,0.003042825,0.3984711,0.026544778,0.57194126,0.57194126,0.3984711,0.17347017,dan brown is an associate professor in the department of communication and associate dean of the college of arts and sciences,2 Dan Brown is an associate professor in the Department of Communication and associate dean of the College of Arts and Sciences.,ISA Associate,API_QUERY,https://ror.org/05q2e1368
10.1111/j.1083-6101.2007.00394.x+1.0,10.1111/j.1083-6101.2007.00394.x,https://academic.oup.com/jcmc/article/13/1/231/4583064,2007,Signals in Social Supernets,Journal of Computer-Mediated Communication,1.0,1.0,Judith Donath,Judith,Donath,1 MIT Media Lab,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Judith+Donath,https://www.google.com/search?q=Judith+Donath+mit+media+lab,female,0.98,19741.0,High,Judith Donath,Judith,Donath,1 MIT Media Lab,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Judith+Donath,https://www.google.com/search?q=Judith+Donath+mit+media+lab,white,High,0.021274831,0.073281765,0.025074406,0.88036907,0.88036907,0.073281765,0.8070873,mit media lab,1 MIT Media Lab,Health Media Lab,API_QUERY,https://ror.org/018f35e53
10.1111/j.1460-2466.1995.tb00732.x+1.0,10.1111/j.1460-2466.1995.tb00732.x,https://academic.oup.com/joc/article/45/2/115/4160231,1995,A Guard Dog Perspective on the Role of Media,Journal of Communication,3.0,1.0,George A. Donohue,George,Donohue,"1 George A. Donohue is a professor emeritus of Sociology, University of Minnesota",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=George+Donohue,https://www.google.com/search?q=George+A.+Donohue+george+a+donohue+is+a+professor+emeritus+of+sociology+university+of+minnesota,male,0.98,65488.0,High,George A. Donohue,George,Donohue,"1 George A. Donohue is a professor emeritus of Sociology, University of Minnesota",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=George+Donohue,https://www.google.com/search?q=George+A.+Donohue+george+a+donohue+is+a+professor+emeritus+of+sociology+university+of+minnesota,white,High,0.0040135304,0.039142452,0.026518947,0.93032503,0.93032503,0.039142452,0.8911826,george a donohue is a professor emeritus of sociology university of minnesota,"1 George A. Donohue is a professor emeritus of Sociology, University of Minnesota",University of Minnesota,Exact,https://ror.org/017zqws13
