Original Title,Title on Google Scholar,DOI,Year,Citation Link,Citation Counts on Google Scholar
The Actual Practice of Compliance Seeking,The actual practice of compliance seeking,10.1111/j.1468-2885.2001.tb00243.x,2001,"https://scholar.google.com/scholar?cites=12755999508047350122&as_sdt=5,50&sciodt=0,50&hl=en",69
A Communication Model of Conceptual Innovation in Science,A communication model of conceptual innovation in science,10.1111/j.1468-2885.2001.tb00244.x,2001,"https://scholar.google.com/scholar?cites=17717994288386420275&as_sdt=5,50&sciodt=0,50&hl=en",15
Dialogic Civility as Pragmatic Ethical Praxis: An Interpersonal Metaphor for the Public Domain,Dialogic civility as pragmatic ethical praxis: An interpersonal metaphor for the public domain,10.1111/j.1468-2885.2001.tb00245.x,2001,"https://scholar.google.com/scholar?cites=10333590236114566140&as_sdt=5,50&sciodt=0,50&hl=en",102
From Distance and Uncertainty to Research and Pedagogy in the Borderlands: Implications for the Future of Intercultural Communication,From distance and uncertainty to research and pedagogy in the borderlands: Implications for the future of intercultural communication,10.1111/j.1468-2885.2001.tb00246.x,2001,"https://scholar.google.com/scholar?cites=13921110021073487695&as_sdt=5,50&sciodt=0,50&hl=en",52
"Communicating History, Finnish and American Discourses: An Ethnographic Contribution to Intercultural Communication Inquiry","[PDF] Communicating History, Finnish and American Discourses: An Ethnographic Contribution to lntercultural Communication lncןuiry",10.1111/j.1468-2885.2001.tb00247.x,2001,"https://scholar.google.com/scholar?cites=1939838046226282605&as_sdt=5,50&sciodt=0,50&hl=en",34
The “Rational” Organization Reconsidered: An Exploration of Some of the Organizational Implications of Self-Organizing,The 'rational'organization reconsidered: an exploration of some of the organizational implications of self‐organizing,10.1111/j.1468-2885.2001.tb00237.x,2001,"https://scholar.google.com/scholar?cites=200015316854520296&as_sdt=5,50&sciodt=0,50&hl=en",67
Translation and Articulation in the Organization of Coalitions: The Great Whale River Case,Translation and articulation in the organization of coalitions: The Great Whale River case,10.1111/j.1468-2885.2001.tb00238.x,2001,"https://scholar.google.com/scholar?cites=8976384174691326387&as_sdt=5,50&sciodt=0,50&hl=en",85
Displaced Persons: Symbols of South Asian Femininity and the Returned Gaze in U.S. Media Culture,Displaced persons: Symbols of South Asian femininity and the returned gaze in US media culture,10.1111/j.1468-2885.2001.tb00239.x,2001,"https://scholar.google.com/scholar?cites=12489814236120716257&as_sdt=5,50&sciodt=0,50&hl=en",75
"Practical Theory as Mapping, Engaged Reflection, and Transformative Practice","[CITATION] Practical theory as mapping, engaged reflection, and transformative practice",10.1111/j.1468-2885.2001.tb00230.x,2001,"https://scholar.google.com/scholar?cites=35393707629761827&as_sdt=5,50&sciodt=0,50&hl=en",121
"Practical Theory, Practical Art, and the Pragmatic-Systemic Account of Inquiry","Practical theory, practical art, and the pragmatic-systemic account of inquiry",10.1111/j.1468-2885.2001.tb00231.x,2001,"https://scholar.google.com/scholar?cites=9832185805824894111&as_sdt=5,50&sciodt=0,50&hl=en",255
Theory and Practice of Public Meetings,Theory and practice of public meetings,10.1111/j.1468-2885.2001.tb00232.x,2001,"https://scholar.google.com/scholar?cites=17681051635558052364&as_sdt=5,50&sciodt=0,50&hl=en",189
Cultural-Historical Activity Theory as Practice Theory: Illuminating the Development of Conflict-Monitoring Network,Cultural-historical activity theory as practice theory: Illuminating the development of conflict-monitoring network,10.1111/j.1468-2885.2001.tb00233.x,2001,"https://scholar.google.com/scholar?cites=7808931700548613882&as_sdt=5,50&sciodt=0,50&hl=en",266
Diagnosing a School Board's Interactional Trouble: Theorizing Problem Formulating,Diagnosing a school board's interactional trouble: Theorizing problem formulating,10.1111/j.1468-2885.2001.tb00234.x,2001,"https://scholar.google.com/scholar?cites=4477589640326819860&as_sdt=5,50&sciodt=0,50&hl=en",77
The Public Dialogue Consortium's School-Wide Dialogue Process: A Communicative Approach to Develop Citizenship Skills and Enhance School Climate,The public dialogue consortium's school-wide dialogue process: a communicative approach to develop citizenship skills and enhance school climate,10.1111/j.1468-2885.2001.tb00235.x,2001,"https://scholar.google.com/scholar?cites=8627384768022976992&as_sdt=5,50&sciodt=0,50&hl=en",99
Answering Questions Requesting Scientific Explanations for Communication,Answering questions requesting scientific explanations for communication,10.1111/j.1468-2885.2000.tb00199.x,2000,"https://scholar.google.com/scholar?cites=10464877256276596706&as_sdt=5,50&sciodt=0,50&hl=en",32
Extending the Theory of the Coordinated Management of Meaning (CMM) Through a Community Dialogue Process,Extending the theory of the coordinated management of meaning (CMM) through a community dialogue process,10.1111/j.1468-2885.2000.tb00200.x,2000,"https://scholar.google.com/scholar?cites=15945885996503445110&as_sdt=5,50&sciodt=0,50&hl=en",232
Seeking the “Counter” in Counterpublics,Seeking the “counter” in counterpublics,10.1111/j.1468-2885.2000.tb00201.x,2000,"https://scholar.google.com/scholar?cites=8582331651008700289&as_sdt=5,50&sciodt=0,50&hl=en",446
Assessing Qualitative Television Audience Research: Incorporating Feminist and Anthropological Theoretical Innovation,Assessing qualitative television audience research: Incorporating feminist and anthropological theoretical innovation,10.1111/j.1468-2885.2000.tb00202.x,2000,"https://scholar.google.com/scholar?cites=12466524848426083107&as_sdt=5,50&sciodt=0,50&hl=en",78
Mass Communication and Diplomacy: A Theoretical Framework,Mass communication and diplomacy: A theoretical framework,10.1111/j.1468-2885.2000.tb00193.x,2000,"https://scholar.google.com/scholar?cites=12543392886218689670&as_sdt=5,50&sciodt=0,50&hl=en",261
Humor as a Double-Edged Sword: Four Functions of Humor in Communication,Humor as a double-edged sword: Four functions of humor in communication,10.1111/j.1468-2885.2000.tb00194.x,2000,"https://scholar.google.com/scholar?cites=14502782674748847425&as_sdt=5,50&sciodt=0,50&hl=en",1223
We Are Borg: Cyborgs and the Subject of Communication,[PDF] We are Borg: Cyborgs and the subject of communication,10.1111/j.1468-2885.2000.tb00195.x,2000,"https://scholar.google.com/scholar?cites=11076988876235520966&as_sdt=5,50&sciodt=0,50&hl=en",44
Goal Detection and Efficiency: Neglected Aspects of Message Production,Goal detection and efficiency: Neglected aspects of message production,10.1111/j.1468-2885.2000.tb00185.x,2000,"https://scholar.google.com/scholar?cites=2617038111015146633&as_sdt=5,50&sciodt=0,50&hl=en",68
Conceptualizing Context in Message-Production Research,Conceptualizing context in message‐production research,10.1111/j.1468-2885.2000.tb00186.x,2000,"https://scholar.google.com/scholar?cites=14303557038077362895&as_sdt=5,50&sciodt=0,50&hl=en",43
Cognitive Models of Message Production: Unanswered Questions,Cognitive models of message production: Unanswered questions,10.1111/j.1468-2885.2000.tb00187.x,2000,"https://scholar.google.com/scholar?cites=7262476433333514348&as_sdt=5,50&sciodt=0,50&hl=en",24
Toward a Life-Span Perspective on the Study of Message Production,Toward a life-span perspective on the study of message production,10.1111/j.1468-2885.2000.tb00188.x,2000,"https://scholar.google.com/scholar?cites=16848925978843666313&as_sdt=5,50&sciodt=0,50&hl=en",4
Developing Planning Perspectives to Explain Parent-Child Interaction Patterns in Physically Abusive Families,Developing planning perspectives to explain parent-child interaction patterns in physically abusive families,10.1111/j.1468-2885.2000.tb00190.x,2000,"https://scholar.google.com/scholar?cites=3001738077397942313&as_sdt=5,50&sciodt=0,50&hl=en",20
Producing Emotion(al) Messages,Producing emotion (al) messages,10.1111/j.1468-2885.2000.tb00191.x,2000,"https://scholar.google.com/scholar?cites=17280988094946119998&as_sdt=5,50&sciodt=0,50&hl=en",92
Teaching as a Mode of Friendship,Teaching as a mode of friendship,10.1111/j.1468-2885.2000.tb00176.x,2000,"https://scholar.google.com/scholar?cites=8733045637125259935&as_sdt=5,50&sciodt=0,50&hl=en",131
"To All the Girls I've Loved Before: Academic Love Letters on Mentoring, Power, and Desire","To all the girls I've loved before: Academic love letters on mentoring, power, and desire",10.1111/j.1468-2885.2000.tb00177.x,2000,"https://scholar.google.com/scholar?cites=7754404639177237814&as_sdt=5,50&sciodt=0,50&hl=en",35
"So Real Illusions of Black Intellectualism: Exploring Race, Roles, and Gender in the Academy","So real illusions of Black intellectualism: Exploring race, roles, and gender in the academy",10.1111/j.1468-2885.2000.tb00178.x,2000,"https://scholar.google.com/scholar?cites=15868413363882765571&as_sdt=5,50&sciodt=0,50&hl=en",60
Locating Feminism's Subject: The Paradox of White Femininity and the Struggle to Forge Feminist Alliances,Locating feminism's subject: The paradox of white femininity and the struggle to forge feminist alliances,10.1111/j.1468-2885.2000.tb00179.x,2000,"https://scholar.google.com/scholar?cites=3887674239229933253&as_sdt=5,50&sciodt=0,50&hl=en",105
Organizing for Social Change Through Cooperative Action:,Organizing for social change through cooperative action: The [dis] empowering dimensions of women's communication,10.1111/j.1468-2885.2000.tb00181.x,2000,"https://scholar.google.com/scholar?cites=9341386009733490148&as_sdt=5,50&sciodt=0,50&hl=en",79
"Compromising Positions: Or, the Unhappy Transformations of a “Transformative Intellectual”","Compromising positions: Or, the unhappy transformations of a “Transformative intellectual”",10.1111/j.1468-2885.1999.tb00205.x,1999,"https://scholar.google.com/scholar?cites=8045192109836127057&as_sdt=5,50&sciodt=0,50&hl=en",20
The Woman Academic as Subject/Object/Self: Dismantling the Illusion of Duality,The woman academic as subject/object/self: Dismantling the illusion of duality,10.1111/j.1468-2885.1999.tb00207.x,1999,"https://scholar.google.com/scholar?cites=13574456531439039553&as_sdt=5,50&sciodt=0,50&hl=en",45
Casing the Academy for Community,Casing the academy for community,10.1111/j.1468-2885.1999.tb00208.x,1999,"https://scholar.google.com/scholar?cites=3893798907311176921&as_sdt=5,50&sciodt=0,50&hl=en",40
"The Dialogics of Conversation: Power, Control, Vulnerability","The dialogics of conversation: Power, control, vulnerability",10.1111/j.1468-2885.1999.tb00170.x,1999,"https://scholar.google.com/scholar?cites=7668686643901947535&as_sdt=5,50&sciodt=0,50&hl=en",82
The Preoccupation with Problems of Understanding in Communication Research,The preoccupation with problems of understanding in communication research,10.1111/j.1468-2885.1999.tb00171.x,1999,"https://scholar.google.com/scholar?cites=15490033783588379954&as_sdt=5,50&sciodt=0,50&hl=en",12
"A Cognitive-Functional Model for the Effects of Discrete Negative Emotions on Information Processing, Attitude Change, and Recall","A cognitive‐functional model for the effects of discrete negative emotions on information processing, attitude change, and recall",10.1111/j.1468-2885.1999.tb00172.x,1999,"https://scholar.google.com/scholar?cites=15801443596870233641&as_sdt=5,50&sciodt=0,50&hl=en",636
Theorizing the Flip Side of Civic Journalism: Democratic Citizenship and Ethical Readership,Theorizing the flip side of civic journalism: Democratic citizenship and ethical readership,10.1111/j.1468-2885.1999.tb00173.x,1999,"https://scholar.google.com/scholar?cites=1216905277512954779&as_sdt=5,50&sciodt=0,50&hl=en",24
Communication Theory as a Field,Communication theory as a field,10.1111/j.1468-2885.1999.tb00355.x,1999,"https://scholar.google.com/scholar?cites=13378040202405348075&as_sdt=5,50&sciodt=0,50&hl=en",2794
The Third Way: Scientific Realism and Communication Theory,The third way: Scientific realism and communication theory,10.1111/j.1468-2885.1999.tb00356.x,1999,"https://scholar.google.com/scholar?cites=7508428723160791947&as_sdt=5,50&sciodt=0,50&hl=en",71
The Possibilities of Nature in a Postmodern Age: the Rhetorical Tactics of Environmental Justice Groups,The possibilities of nature in a postmodern age: The rhetorical tactics of environmental justice groups,10.1111/j.1468-2885.1999.tb00357.x,1999,"https://scholar.google.com/scholar?cites=3157659922423146096&as_sdt=5,50&sciodt=0,50&hl=en",31
Beyond the Constitutive-Representational Dichotomy: The Phenomenological Notion of Intentionality,Beyond the constitutive-representational dichotomy: the phenomenological notion of intentionality,10.1111/j.1468-2885.1999.tb00161.x,1999,"https://scholar.google.com/scholar?cites=2588073807118606269&as_sdt=5,50&sciodt=0,50&hl=en",33
Georg Simmel's Concept of the Stranger and Intercultural Communication Research,Georg Simmel's concept of the stranger and intercultural communication research,10.1111/j.1468-2885.1999.tb00162.x,1999,"https://scholar.google.com/scholar?cites=4955106899710479291&as_sdt=5,50&sciodt=0,50&hl=en",170
"Redefining the Image: Mimesis, Convention, and Semiotics","Redefining the image: Mimesis, convention, and semiotics",10.1111/j.1468-2885.1999.tb00163.x,1999,"https://scholar.google.com/scholar?cites=5365541060318211285&as_sdt=5,50&sciodt=0,50&hl=en",36
To Reveal or Not to Reveal: A Theoretical Model of Anonymous Communication,To reveal or not to reveal: A theoretical model of anonymous communication,10.1111/j.1468-2885.1998.tb00226.x,1998,"https://scholar.google.com/scholar?cites=5592773400097167556&as_sdt=5,50&sciodt=0,50&hl=en",112
The Demise of Privacy in a Private World: From Front Porches to Chat Rooms,The demise of privacy in a private world: From front porches to chat rooms,10.1111/j.1468-2885.1998.tb00227.x,1998,"https://scholar.google.com/scholar?cites=1522358407113563939&as_sdt=5,50&sciodt=0,50&hl=en",43
Making the Public Count: A Comparative Case Study of Emergent Information Technology-Based Publics,Making the public count: A comparative case study of emergent information technology-based publics,10.1111/j.1468-2885.1998.tb00228.x,1998,"https://scholar.google.com/scholar?cites=12794448049653091881&as_sdt=5,50&sciodt=0,50&hl=en",37
Suffering Wonder: Wooing and Courting in the Public Sphere,Suffering wonder: Wooing and courting in the public sphere,10.1111/j.1468-2885.1998.tb00229.x,1998,"https://scholar.google.com/scholar?cites=4892053470143665994&as_sdt=5,50&sciodt=0,50&hl=en",6
The Trials and Tribulations of Racialized Critical Rhetorical Theory: Understanding the Rhetorical Ambiguities of Proposition 187,The trials and tribulations of racialized critical rhetorical theory: Understanding the rhetorical ambiguities of Proposition 187,10.1111/j.1468-2885.1998.tb00221.x,1998,"https://scholar.google.com/scholar?cites=4119935471380015882&as_sdt=5,50&sciodt=0,50&hl=en",123
A View from Elsewhere: Locating Difference and the Politics of Representation from a Transnational Feminist Perspective,A view from elsewhere: Locating difference and the politics of representation from a transnational feminist perspective,10.1111/j.1468-2885.1998.tb00222.x,1998,"https://scholar.google.com/scholar?cites=11868794470743772897&as_sdt=5,50&sciodt=0,50&hl=en",212
Development of a Structurational Model of Identification in the Organization,Development of a structurational model of identification in the organization,10.1111/j.1468-2885.1998.tb00223.x,1998,"https://scholar.google.com/scholar?cites=5967866465092908646&as_sdt=5,50&sciodt=0,50&hl=en",745
Organizational Communication and Cultural Studies: A Review Essay,[PDF] Organizational communication and cultural studies: A review essay,10.1111/j.1468-2885.1998.tb00224.x,1998,"https://scholar.google.com/scholar?cites=2506787608213587243&as_sdt=5,50&sciodt=0,50&hl=en",93
On the Relevance of Standpoint Epistemology to the Practice of Journalism: The Case for “Strong Objectivity”,On the relevance of standpoint epistemology to the practice of journalism: The case for “strong objectivity”,10.1111/j.1468-2885.1998.tb00213.x,1998,"https://scholar.google.com/scholar?cites=2189979497822398894&as_sdt=5,50&sciodt=0,50&hl=en",206
"Organizing Men: Power, Discourse, and the Social Construction of Masculinity(s) in the Workplace","[PDF] Organizing men: Power, discourse, and the social construction of masculinity (s) in the workplace",10.1111/j.1468-2885.1998.tb00216.x,1998,"https://scholar.google.com/scholar?cites=17162089469912856885&as_sdt=5,50&sciodt=0,50&hl=en",202
Theorizing Masculinity With/In the Media,[CITATION] Theorizing masculinity with/in the media,10.1111/j.1468-2885.1998.tb00217.x,1998,"https://scholar.google.com/scholar?cites=15667705747588099626&as_sdt=5,50&sciodt=0,50&hl=en",192
Disciplinary Violation as Gender Violation: The Stigmatized Masculine Voice of Performance Studies,[CITATION] Disciplinary violation as gender violation: The stigmatized masculine voice of performance studies,10.1111/j.1468-2885.1998.tb00218.x,1998,"https://scholar.google.com/scholar?cites=5280114242920272983&as_sdt=5,50&sciodt=0,50&hl=en",41
From The Standpoint(s) of Traditionally Muted Groups: Explicating A Co-cultural Communication Theoretical Model,From the standpoint (s) of traditionally muted groups: Explicating a co-cultural communication theoretical model,10.1111/j.1468-2885.1998.tb00209.x,1998,"https://scholar.google.com/scholar?cites=8475809697533586305&as_sdt=5,50&sciodt=0,50&hl=en",249
The Argumentative Burdens of Audience Conjectures: Audience Research in Popular Culture Criticism,The argumentative burdens of audience conjectures: Audience research in popular culture criticism,10.1111/j.1468-2885.1998.tb00210.x,1998,"https://scholar.google.com/scholar?cites=505723946916001841&as_sdt=5,50&sciodt=0,50&hl=en",69
Theorizing about Dialogic Moments: The Buber-Rogers Position and Postmodern Themes,Theorizing about dialogic moments: The Buber‐Rogers position and postmodern themes,10.1111/j.1468-2885.1998.tb00211.x,1998,"https://scholar.google.com/scholar?cites=9959043232131191495&as_sdt=5,50&sciodt=0,50&hl=en",273
"From the I to the We: Discourse Ethics, Identity, and the Pragmatics of Partnership in the West of Scotland","From the I to the We: Discourse Ethics, Identity, and the Pragmatics of Partnership in the West of Scotland",10.1111/j.1468-2885.1997.tb00154.x,1997,"https://scholar.google.com/scholar?cites=12102130049515131992&as_sdt=5,50&sciodt=0,50&hl=en",39
Communication without Constellation? Habermas's Argumentative Turn in (and Away from) Critical Theory,Communication without constellation? Habermas's argumentative turn in (and away from) critical theory,10.1111/j.1468-2885.1997.tb00155.x,1997,"https://scholar.google.com/scholar?cites=17821491646997732684&as_sdt=5,50&sciodt=0,50&hl=en",12
Refusing Individuality: How Human Beings Are Made into Subjects,Refusing individuality: How human beings are made into subjects,10.1111/j.1468-2885.1997.tb00156.x,1997,"https://scholar.google.com/scholar?cites=10270302710423569887&as_sdt=5,50&sciodt=0,50&hl=en",29
"Communication and Eschatology: The Work of Waiting, an Ethics of Relief, and Areligious Religiosity","Communication and eschatology: The work of waiting, an ethics of relief, and areligious religiosity",10.1111/j.1468-2885.1997.tb00157.x,1997,"https://scholar.google.com/scholar?cites=16873352943522855809&as_sdt=5,50&sciodt=0,50&hl=en",13
Frankfurt School Marxism and the Ethical Meaning of Art: Herbert Marcuse's The Aesthetic Dimension,Frankfurt School Marxism and the Ethical Meaning of Art: Herbert Marcuse's The Aesthetic Dimension,10.1111/j.1468-2885.1997.tb00158.x,1997,"https://scholar.google.com/scholar?cites=9905742873824557274&as_sdt=5,50&sciodt=0,50&hl=en",5
Constructing Paper Dolls: The Discourse of Personality Testing in Organizational Practice,Constructing paper dolls: The discourse of personality testing in organizational practice,10.1111/j.1468-2885.1997.tb00150.x,1997,"https://scholar.google.com/scholar?cites=4734821784311694245&as_sdt=5,50&sciodt=0,50&hl=en",80
Organization as an Effect of Mediation: Redefining the Link Between Organization and Communication,Organization as an effect of mediation: Redefining the link between organization and communication,10.1111/j.1468-2885.1997.tb00151.x,1997,"https://scholar.google.com/scholar?cites=9506026068424976954&as_sdt=5,50&sciodt=0,50&hl=en",230
Beyond Strategic Research: A Value-Centered Approach to Health Communication Interventions,Beyond strategic research: A value‐centered approach to health communication interventions,10.1111/j.1468-2885.1997.tb00144.x,1997,"https://scholar.google.com/scholar?cites=1710242034576815199&as_sdt=5,50&sciodt=0,50&hl=en",33
Persuasion Processes Across Receiver Goals and Message Genres,Persuasion processes across receiver goals and message genres,10.1111/j.1468-2885.1997.tb00145.x,1997,"https://scholar.google.com/scholar?cites=435473075348219802&as_sdt=5,50&sciodt=0,50&hl=en",197
The Complicity of Essentializing Difference,[CITATION] The Complicity of Essentializing Difference,10.1111/j.1468-2885.1997.tb00146.x,1997,"https://scholar.google.com/scholar?cites=3170119278056841667&as_sdt=5,50&sciodt=0,50&hl=en",2
(Re)constructing the Color Line: Complicity and Black Conservatism,[PDF] (Re) constructing the color line: Complicity and Black conservatism,10.1111/j.1468-2885.1997.tb00147.x,1997,"https://scholar.google.com/scholar?cites=8860074711820676702&as_sdt=5,50&sciodt=0,50&hl=en",18
"Modernism, Postmodernism, and Communication Studies: A Rereading of an Ongoing Debate","Modernism, postmodernism, and communication studies: A rereading of an ongoing debate",10.1111/j.1468-2885.1997.tb00140.x,1997,"https://scholar.google.com/scholar?cites=3458195104976905791&as_sdt=5,50&sciodt=0,50&hl=en",414
Mass Media Impact on Voter Response to Women Candidates: Theoretical Development,Mass media impact on voter response to women candidates: Theoretical development,10.1111/j.1468-2885.1997.tb00141.x,1997,"https://scholar.google.com/scholar?cites=4579806745352979760&as_sdt=5,50&sciodt=0,50&hl=en",47
A Theoretical and Methodoloical Critique of the Principle of Relative Constancy,A theoretical and methodoloical critique of the principle of relative constancy,10.1111/j.1468-2885.1997.tb00142.x,1997,"https://scholar.google.com/scholar?cites=6980942603374706873&as_sdt=5,50&sciodt=0,50&hl=en",22
Prying Open the Window of Opportunity: Some Rhetorical and Social Scientific Dynamics to Argumentation,Prying open the window of opportunity: Some rhetorical and social scientific dynamics to argumentation,10.1111/j.1468-2885.1996.tb00136.x,1996,"https://scholar.google.com/scholar?cites=2460375741617816912&as_sdt=5,50&sciodt=0,50&hl=en",7
Theorizing Practice and Practicing Theory: Toward a Constructive Analysis of Scientific Rhetorics,Theorizing practice and practicing theory: Toward a constructive analysis of scientific rhetorics,10.1111/j.1468-2885.1996.tb00137.x,1996,"https://scholar.google.com/scholar?cites=4124073877870352814&as_sdt=5,50&sciodt=0,50&hl=en",5
Sex Control Technology and Reproductive “Choice”: The Conflation of Technical and Political Argument in the New Science of Human Reproduction,Sex control technology and reproductive “choice”: The conflation of technical and political argument in the new science of human reproduction,10.1111/j.1468-2885.1996.tb00138.x,1996,"https://scholar.google.com/scholar?cites=8826298732599737989&as_sdt=5,50&sciodt=0,50&hl=en",11
"Empirical Diversity, Interdependence, and the Problem of Rhetorical Invention and Judgment: The Case of Wife Abuse Facts","Empirical diversity, interdependence, and the problem of rhetorical invention and judgment: The case of wife abuse facts",10.1111/j.1468-2885.1996.tb00139.x,1996,"https://scholar.google.com/scholar?cites=852641873536944277&as_sdt=5,50&sciodt=0,50&hl=en",4
Interpersonal Deception Theory,[CITATION] Interpesonal Deception Theory (Communication Theory),10.1111/j.1468-2885.1996.tb00127.x,1996,"https://scholar.google.com/scholar?cites=7245669874972184217&as_sdt=5,50&sciodt=0,50&hl=en",2
Testing Interpersonal Deception Theory: Effects of Suspicion on Communication Behaviors and Perceptions,Testing interpersonal deception theory: Effects of suspicion on communication behaviors and perceptions,10.1111/j.1468-2885.1996.tb00128.x,1996,"https://scholar.google.com/scholar?cites=10414790111008342588&as_sdt=5,50&sciodt=0,50&hl=en",74
Testing Interpersonal Deception Theory: The Language of Interpersonal Deception,Testing interpersonal deception theory: The language of interpersonal deception,10.1111/j.1468-2885.1996.tb00129.x,1996,"https://scholar.google.com/scholar?cites=17221783568234418843&as_sdt=5,50&sciodt=0,50&hl=en",160
Theoretical Approaches to the Study of Deceptive Communication: Comments on Interpersonal Deception Theory,[CITATION] Theoretical approaches to the study of deceptive communication: Comments on interpersonal deception theory,10.1111/j.1468-2885.1996.tb00130.x,1996,"https://scholar.google.com/scholar?cites=7521220736529058076&as_sdt=5,50&sciodt=0,50&hl=en",34
lnterpersonal Deception Theory: Theories About Deception and Paradigms for Studying It: A Critical Appraisal of Buller and Burgoon's lnterpersonal Deception Theory and Research,[CITATION] lnterpersonal Deception Theory: Theories About Deception and Paradigms for Studying It: A Critical Appraisal of Buller and Burgoon's lnterpersonal …,10.1111/j.1468-2885.1996.tb00131.x,1996,"https://scholar.google.com/scholar?cites=2272128016739966774&as_sdt=5,50&sciodt=0,50&hl=en",5
Interpersonal Deception Theory: Reflections on the Nature of Theory Building and the Theoretical Status of Interpersonal Deception Theory,Interpersonal deception theory,10.1111/j.1468-2885.1996.tb00132.x,1996,"https://scholar.google.com/scholar?cites=15970180783398410912&as_sdt=5,50&sciodt=0,50&hl=en",1647
The Hierarchy Principle in Strategic Communication,The hierarchy principle in strategic communication,10.1111/j.1468-2885.1996.tb00123.x,1996,"https://scholar.google.com/scholar?cites=17689692659627652482&as_sdt=5,50&sciodt=0,50&hl=en",76
"Modernization, Marginalization, and Emancipation: Toward a Normative Model of Journalism and National Development","Modernization, marginalization, and emancipation: Toward a normative model of journalism and national development",10.1111/j.1468-2885.1996.tb00124.x,1996,"https://scholar.google.com/scholar?cites=11875048379847010391&as_sdt=5,50&sciodt=0,50&hl=en",129
Abduction: A Theory of Visual Interpretation,Abduction: A theory of visual interpretation,10.1111/j.1468-2885.1996.tb00125.x,1996,"https://scholar.google.com/scholar?cites=15965864539716597888&as_sdt=5,50&sciodt=0,50&hl=en",160
Reading DeMan Reading Rhetoric,Reading DeMan reading rhetoric,10.1111/j.1468-2885.1996.tb00126.x,1996,"https://scholar.google.com/scholar?cites=14192598921084910123&as_sdt=5,50&sciodt=0,50&hl=en",1
The Communicational Basis of Organization: Between the Conversation and the Text,The communicational basis of organization: Between the conversation and the text,10.1111/j.1468-2885.1996.tb00118.x,1996,"https://scholar.google.com/scholar?cites=10245741017202656989&as_sdt=5,50&sciodt=0,50&hl=en",500
Postcolonial Interventions in the Rhetorical Canon: An “Other” View,Postcolonial interventions in the rhetorical canon: An “other” view,10.1111/j.1468-2885.1996.tb00119.x,1996,"https://scholar.google.com/scholar?cites=8745602390706394093&as_sdt=5,50&sciodt=0,50&hl=en",397
Connective and Communal Public Goods in Interactive Communication Systems,Connective and communal public goods in interactive communication systems,10.1111/j.1468-2885.1996.tb00120.x,1996,"https://scholar.google.com/scholar?cites=644299632492526132&as_sdt=5,50&sciodt=0,50&hl=en",388
From Functionalism to Cultural Studies: Manifest Ruptures and Latent Continuities,From functionalism to cultural studies: Manifest ruptures and latent continuities,10.1111/j.1468-2885.1996.tb00121.x,1996,"https://scholar.google.com/scholar?cites=5242924074872870102&as_sdt=5,50&sciodt=0,50&hl=en",17
A Market-Based Model of News Production,A market‐based model of news production,10.1111/j.1468-2885.1995.tb00113.x,1995,"https://scholar.google.com/scholar?cites=13922320733885354113&as_sdt=5,50&sciodt=0,50&hl=en",233
Family Systems Theory Reconsidered: Integrating Social Construction Theory and Dialectical Process,Family systems theory reconsidered: Integrating social construction theory and dialectical process,10.1111/j.1468-2885.1995.tb00114.x,1995,"https://scholar.google.com/scholar?cites=12749961447988319363&as_sdt=5,50&sciodt=0,50&hl=en",111
"The Ecology of Games:Beyond Individualism and the Ecology of Games: Structures, Institutions, and Communication Policy","[CITATION] The ecology of games: Beyond individualism and the ecology of games: Structures, institutions, and communication policy",10.1111/j.1468-2885.1995.tb00115.x,1995,"https://scholar.google.com/scholar?cites=1203739792711780518&as_sdt=5,50&sciodt=0,50&hl=en",7
The Ecology of Games:The Ecology of Games and Its Enemies,Ecologies of games shaping large technical systems: Cases from telecommunications to the Internet,10.1111/j.1468-2885.1995.tb00116.x,1995,"https://scholar.google.com/scholar?cites=14503292442969378849&as_sdt=5,50&sciodt=0,50&hl=en",15
Dialectic of Control and Emancipation in Organizing for Social Change: A Multitheoretic Study of the Grameen Bank in Bangladesh,Dialectic of Control and Emancipation in Organizing for Social Change: A Multitheoretic Study of the Grameen Bank in Bangladesh1,10.1111/j.1468-2885.1995.tb00106.x,1995,"https://scholar.google.com/scholar?cites=5060321472840412987&as_sdt=5,50&sciodt=0,50&hl=en",179
Schematic Understanding: Evidence from Alzheimer's Discourse,Schematic understanding: Evidence from Alzheimer's discourse,10.1111/j.1468-2885.1995.tb00107.x,1995,"https://scholar.google.com/scholar?cites=1284826563573040557&as_sdt=5,50&sciodt=0,50&hl=en",9
Grounded Practical Theory: The Case of Intellectual Discussion,Grounded practical theory: The case of intellectual discussion,10.1111/j.1468-2885.1995.tb00108.x,1995,"https://scholar.google.com/scholar?cites=13457009027617847959&as_sdt=5,50&sciodt=0,50&hl=en",455
Social Action Media Studies: Foundational Arguments and Common Premises,Social action media studies: Foundational arguments and common premises,10.1111/j.1468-2885.1995.tb00100.x,1995,"https://scholar.google.com/scholar?cites=16400651164973020167&as_sdt=5,50&sciodt=0,50&hl=en",48
No Respect? Disciplinarity and Media Studies in Communication: Introduction: For The Study of Communication and Against the Discipline of Communication,[CITATION] No Respect? Disciplinarity and Media Studies in Communication Introduction: For The Study of Communication and Against the Discipline of …,10.1111/j.1468-2885.1995.tb00101.x,1995,"https://scholar.google.com/scholar?cites=5472971096905508365&as_sdt=5,50&sciodt=0,50&hl=en",29
