,category,issueURL
71,Original Articles,https://academic.oup.com/joc/issue/60/3?browseBy=volume
70,Original Articles,https://academic.oup.com/joc/issue/60/4?browseBy=volume
69,Original Articles,https://academic.oup.com/joc/issue/61/1?browseBy=volume
56,Original Articles,https://academic.oup.com/joc/issue/63/2?browseBy=volume
67,Original Articles,https://academic.oup.com/joc/issue/61/3?browseBy=volume
58,Original Articles,https://academic.oup.com/joc/issue/62/6?browseBy=volume
59,Original Articles,https://academic.oup.com/joc/issue/62/5?browseBy=volume
60,Original Articles,https://academic.oup.com/joc/issue/62/4?browseBy=volume
61,Original Articles,https://academic.oup.com/joc/issue/62/3?browseBy=volume
62,Original Articles,https://academic.oup.com/joc/issue/62/2?browseBy=volume
68,Original Articles,https://academic.oup.com/joc/issue/61/2?browseBy=volume
64,Original Articles,https://academic.oup.com/joc/issue/61/6?browseBy=volume
63,Original Articles,https://academic.oup.com/joc/issue/62/1?browseBy=volume
66,Original Articles,https://academic.oup.com/joc/issue/61/4?browseBy=volume
65,Original Articles,https://academic.oup.com/joc/issue/61/5?browseBy=volume
341,Original Research,https://academic.oup.com/hcr/issue/48/2?browseBy=volume
342,Original Research,https://academic.oup.com/hcr/issue/48/1?browseBy=volume
340,Original Research,https://academic.oup.com/hcr/issue/48/3?browseBy=volume
343,Original Research,https://academic.oup.com/hcr/issue/47/4?browseBy=volume
351,Original article,https://academic.oup.com/hcr/issue/45/3?browseBy=volume
352,Original article,https://academic.oup.com/hcr/issue/45/2?browseBy=volume
357,Original article,https://academic.oup.com/hcr/issue/44/1?browseBy=volume
355,Original article,https://academic.oup.com/hcr/issue/44/3?browseBy=volume
353,Original article,https://academic.oup.com/hcr/issue/45/1?browseBy=volume
356,Original article,https://academic.oup.com/hcr/issue/44/2?browseBy=volume
354,Original article,https://academic.oup.com/hcr/issue/44/4?browseBy=volume
21,Original articles,https://academic.oup.com/joc/issue/68/6?browseBy=volume
20,Original articles,https://academic.oup.com/joc/issue/69/1?browseBy=volume
26,Original articles,https://academic.oup.com/joc/issue/68/2?browseBy=volume
27,Original articles,https://academic.oup.com/joc/issue/68/1?browseBy=volume
25,Original articles,https://academic.oup.com/joc/issue/68/3?browseBy=volume
24,Original articles,https://academic.oup.com/joc/issue/68/4?browseBy=volume
18,Original articles,https://academic.oup.com/joc/issue/69/3?browseBy=volume
142,Research Article,https://academic.oup.com/joc/issue/42/3?browseBy=volume
139,Research Article,https://academic.oup.com/joc/issue/43/1?browseBy=volume
138,Research Article,https://academic.oup.com/joc/issue/43/2?browseBy=volume
110,Research Articles,https://academic.oup.com/joc/issue/51/1?browseBy=volume
90,Research Articles,https://academic.oup.com/joc/issue/56/1?browseBy=volume
89,Research Articles,https://academic.oup.com/joc/issue/56/2?browseBy=volume
700,Research Articles,https://academic.oup.com/jcmc/issue/24/4?browseBy=volume
701,Research Articles,https://academic.oup.com/jcmc/issue/24/3?browseBy=volume
702,Research Articles,https://academic.oup.com/jcmc/issue/24/2?browseBy=volume
703,Research Articles,https://academic.oup.com/jcmc/issue/24/1?browseBy=volume
704,Research Articles,https://academic.oup.com/jcmc/issue/23/6?browseBy=volume
705,Research Articles,https://academic.oup.com/jcmc/issue/23/5?browseBy=volume
706,Research Articles,https://academic.oup.com/jcmc/issue/23/4?browseBy=volume
707,Research Articles,https://academic.oup.com/jcmc/issue/23/3?browseBy=volume
708,Research Articles,https://academic.oup.com/jcmc/issue/23/2?browseBy=volume
100,Research Articles,https://academic.oup.com/joc/issue/53/3?browseBy=volume
109,Research Articles,https://academic.oup.com/joc/issue/51/2?browseBy=volume
128,Research Articles,https://academic.oup.com/joc/issue/46/2?browseBy=volume
126,Research Articles,https://academic.oup.com/joc/issue/46/4?browseBy=volume
107,Research Articles,https://academic.oup.com/joc/issue/51/4?browseBy=volume
129,Research Articles,https://academic.oup.com/joc/issue/46/1?browseBy=volume
130,Research Articles,https://academic.oup.com/joc/issue/45/3?browseBy=volume
132,Research Articles,https://academic.oup.com/joc/issue/45/2?browseBy=volume
133,Research Articles,https://academic.oup.com/joc/issue/45/1?browseBy=volume
134,Research Articles,https://academic.oup.com/joc/issue/44/4?browseBy=volume
135,Research Articles,https://academic.oup.com/joc/issue/44/3?browseBy=volume
136,Research Articles,https://academic.oup.com/joc/issue/44/2?browseBy=volume
297,Research Note,https://academic.oup.com/joc/issue/11/4?browseBy=volume
423,Research Note,https://academic.oup.com/hcr/issue/28/1?browseBy=volume
127,Research Note,https://academic.oup.com/joc/issue/46/4?browseBy=volume
294,Research Note,https://academic.oup.com/joc/issue/12/2?browseBy=volume
311,Research Note,https://academic.oup.com/joc/issue/9/1?browseBy=volume
140,Research Note,https://academic.oup.com/joc/issue/43/1?browseBy=volume
145,Research Note,https://academic.oup.com/joc/issue/42/1?browseBy=volume
317,Research Note,https://academic.oup.com/joc/issue/8/1?browseBy=volume
313,Research Note,https://academic.oup.com/joc/issue/8/4?browseBy=volume
292,Research Note,https://academic.oup.com/joc/issue/12/3?browseBy=volume
305,Research Note,https://academic.oup.com/joc/issue/10/2?browseBy=volume
299,Research Note,https://academic.oup.com/joc/issue/11/3?browseBy=volume
225,"Sex, Violence, and the Rules of the Game",https://academic.oup.com/joc/issue/27/3?browseBy=volume
228,"Sex, Violence, and the Rules of the Game",https://academic.oup.com/joc/issue/27/2?browseBy=volume
668,Social Approaches,https://academic.oup.com/ct/issue/2/4?browseBy=volume
673,Social Approaches,https://academic.oup.com/ct/issue/2/2?browseBy=volume
744,Special Section,https://academic.oup.com/jcmc/issue/15/4?browseBy=volume
751,Special Section,https://academic.oup.com/jcmc/issue/14/3?browseBy=volume
749,Special Section,https://academic.oup.com/jcmc/issue/14/4?browseBy=volume
