,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize_prob,genderize_basedon,genderAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,matchMethod,ROR_ID,type,genderize,race,racePredAccuracy,gender_prediction,race_prediction
6963,10.1111/j.1468-2958.1987.tb00117.x+1.0,10.1111/j.1468-2958.1987.tb00117.x,https://academic.oup.com/hcr/article/13/4/529/4587694,1987,Preference for Graphic Horror Featuring Male versus Female Victimization: Personality and Past Film Viewing Experiences,Human Communication Research,3,1,Ron Tamborini,Ron,Tamborini,"1 Ron Tamborini (Ph.D., Indiana University, 1982) and James Stiff (Ph.D., Michigan State University, 1985) are assistant professors of communication at Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ron+Tamborini,https://www.google.com/search?q=Ron+Tamborini+ron+tamborini+and+james+stiff+are+assistant+professors+of+communication+at+michigan+state+university,0.98,15585,High,0.009657256,0.013039255,0.049584333,0.92771924,0.92771924,0.049584333,0.8781349,ron tamborini and james stiff are assistant professors of communication at michigan state university,"1 Ron Tamborini (Ph.D., Indiana University, 1982) and James Stiff (Ph.D., Michigan State University, 1985) are assistant professors of communication at Michigan State University",Michigan State University,Ron Tamborini,Ron,Tamborini,"1 Ron Tamborini (Ph.D., Indiana University, 1982) and James Stiff (Ph.D., Michigan State University, 1985) are assistant professors of communication at Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ron+Tamborini,https://www.google.com/search?q=Ron+Tamborini+ron+tamborini+and+james+stiff+are+assistant+professors+of+communication+at+michigan+state+university,Exact,https://ror.org/05hs6h993,R,male,white,High,,
6936,10.1111/j.1468-2958.1987.tb00125.x+1.0,10.1111/j.1468-2958.1987.tb00125.x,https://academic.oup.com/hcr/article/14/2/145/4587704,1987,Situational and Individual Determinants of Teachers' Reported Use of Behavior Alteration Techniques,Human Communication Research,2,1,Patricia Kearney,Patricia,Kearney,"1 Patricia Kearney (Ed. D., West Virginia University, 1979) and Timothy G. Plax (Ph.D., University of Southern California, 1974) are professors in the Department of Speech Communication, California State University, Long Beach. Correspondence regarding this manuscript should be sent to Patricia Kearney at 5082 Kings Cross Rd., Westminister, CA 92683. Phone: (714) 897-5262",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Kearney,https://www.google.com/search?q=Patricia+Kearney+patricia+kearney+and+timothy+g+plax+are+professors+in+the+department+of+speech+communication+california+state+university+long+beach+correspondence+regarding+this+manuscript+should+be+sent+to+patricia+kearney+at+kings+cross+rd+westminister+ca+phone,0.98,132232,High,0.004303616,0.10787338,0.025138244,0.8626848,0.8626848,0.10787338,0.7548114,patricia kearney and timothy g plax are professors in the department of speech communication california state university long beach correspondence regarding this manuscript should be sent to patricia kearney at kings cross rd westminister ca phone,"1 Patricia Kearney (Ed. D., West Virginia University, 1979) and Timothy G. Plax (Ph.D., University of Southern California, 1974) are professors in the Department of Speech Communication, California State University, Long Beach. Correspondence regarding this manuscript should be sent to Patricia Kearney at 5082 Kings Cross Rd., Westminister, CA 92683. Phone: (714) 897-5262",University of Nebraska at Kearney,Patricia Kearney,Patricia,Kearney,"1 Patricia Kearney (Ed. D., West Virginia University, 1979) and Timothy G. Plax (Ph.D., University of Southern California, 1974) are professors in the Department of Speech Communication, California State University, Long Beach. Correspondence regarding this manuscript should be sent to Patricia Kearney at 5082 Kings Cross Rd., Westminister, CA 92683. Phone: (714) 897-5262",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Kearney,https://www.google.com/search?q=Patricia+Kearney+patricia+kearney+and+timothy+g+plax+are+professors+in+the+department+of+speech+communication+california+state+university+long+beach+correspondence+regarding+this+manuscript+should+be+sent+to+patricia+kearney+at+kings+cross+rd+westminister+ca+phone,API_QUERY,https://ror.org/04d5mb615,R,female,white,High,,
3100,10.1111/j.1460-2466.1987.tb01005.x+2.0,10.1111/j.1460-2466.1987.tb01005.x,https://academic.oup.com/joc/article/37/4/7/4282960,1987,The Three Faces of Ronald Reagan,Journal of Communication,2,2,K. Kendall Guthrie,Kendall,Guthrie,"2 K. Kendall Guthrie is a doctoral candidate at the Annenberg School of Communications, University of Southern California",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kendall+Guthrie,https://www.google.com/search?q=K.+Kendall+Guthrie+k+kendall+guthrie+is+a+doctoral+candidate+at+the+annenberg+school+of+communications+university+of+southern+california,0.71,493,Low,0.024603331,0.04624742,0.03313254,0.8960166,0.8960166,0.04624742,0.8497692,k kendall guthrie is a doctoral candidate at the annenberg school of communications university of southern california,"2 K. Kendall Guthrie is a doctoral candidate at the Annenberg School of Communications, University of Southern California",University of Southern California,K. Kendall Guthrie,Kendall,Guthrie,"2 K. Kendall Guthrie is a doctoral candidate at the Annenberg School of Communications, University of Southern California",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kendall+Guthrie,https://www.google.com/search?q=K.+Kendall+Guthrie+k+kendall+guthrie+is+a+doctoral+candidate+at+the+annenberg+school+of+communications+university+of+southern+california,Exact,https://ror.org/03taz7m60,R,male,white,High,,
3099,10.1111/j.1460-2466.1987.tb01005.x+1.0,10.1111/j.1460-2466.1987.tb01005.x,https://academic.oup.com/joc/article/37/4/7/4282960,1987,The Three Faces of Ronald Reagan,Journal of Communication,2,1,David L. Paletz,David,Paletz,1 David L. Paletz is Professor of Political Science at Duke University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Paletz,https://www.google.com/search?q=David+L.+Paletz+david+l+paletz+is+professor+of+political+science+at+duke+university,0.99,501011,High,0.0015843202,0.014205934,0.02066518,0.96354455,0.96354455,0.02066518,0.9428794,david l paletz is professor of political science at duke university,1 David L. Paletz is Professor of Political Science at Duke University,Duke University,David L. Paletz,David,Paletz,1 David L. Paletz is Professor of Political Science at Duke University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Paletz,https://www.google.com/search?q=David+L.+Paletz+david+l+paletz+is+professor+of+political+science+at+duke+university,Exact,https://ror.org/00py81415,R,male,white,High,,
6937,10.1111/j.1468-2958.1987.tb00125.x+2.0,10.1111/j.1468-2958.1987.tb00125.x,https://academic.oup.com/hcr/article/14/2/145/4587704,1987,Situational and Individual Determinants of Teachers' Reported Use of Behavior Alteration Techniques,Human Communication Research,2,2,Timothy G. Plax,Timothy,Plax,"1 Patricia Kearney (Ed. D., West Virginia University, 1979) and Timothy G. Plax (Ph.D., University of Southern California, 1974) are professors in the Department of Speech Communication, California State University, Long Beach. Correspondence regarding this manuscript should be sent to Patricia Kearney at 5082 Kings Cross Rd., Westminister, CA 92683. Phone: (714) 897-5262",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Timothy+Plax,https://www.google.com/search?q=Timothy+G.+Plax+patricia+kearney+and+timothy+g+plax+are+professors+in+the+department+of+speech+communication+california+state+university+long+beach+correspondence+regarding+this+manuscript+should+be+sent+to+patricia+kearney+at+kings+cross+rd+westminister+ca+phone,0.99,13105,High,0.006208448,0.10269245,0.0204543,0.8706448,0.8706448,0.10269245,0.7679524,patricia kearney and timothy g plax are professors in the department of speech communication california state university long beach correspondence regarding this manuscript should be sent to patricia kearney at kings cross rd westminister ca phone,"1 Patricia Kearney (Ed. D., West Virginia University, 1979) and Timothy G. Plax (Ph.D., University of Southern California, 1974) are professors in the Department of Speech Communication, California State University, Long Beach. Correspondence regarding this manuscript should be sent to Patricia Kearney at 5082 Kings Cross Rd., Westminister, CA 92683. Phone: (714) 897-5262",University of Nebraska at Kearney,Timothy G. Plax,Timothy,Plax,"1 Patricia Kearney (Ed. D., West Virginia University, 1979) and Timothy G. Plax (Ph.D., University of Southern California, 1974) are professors in the Department of Speech Communication, California State University, Long Beach. Correspondence regarding this manuscript should be sent to Patricia Kearney at 5082 Kings Cross Rd., Westminister, CA 92683. Phone: (714) 897-5262",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Timothy+Plax,https://www.google.com/search?q=Timothy+G.+Plax+patricia+kearney+and+timothy+g+plax+are+professors+in+the+department+of+speech+communication+california+state+university+long+beach+correspondence+regarding+this+manuscript+should+be+sent+to+patricia+kearney+at+kings+cross+rd+westminister+ca+phone,API_QUERY,https://ror.org/04d5mb615,R,male,white,High,,
7018,10.1111/j.1468-2958.1986.tb00085.x+2.0,10.1111/j.1468-2958.1986.tb00085.x,https://academic.oup.com/hcr/article/12/3/420/4587692,1986,Communication-Related Abilities and Upward Mobility: A Longitudinal Investigation,Human Communication Research,2,2,Theodore E. Zorn,Theodore,Zorn,"2 Theodore E. Zorn, Jr. (M.A., University of Kentucky, 1981) is an instructor in the Department of Speech Communication at the University of North Carolina, Chapel Hill",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Theodore+Zorn,https://www.google.com/search?q=Theodore+E.+Zorn+theodore+e+zorn+jr+is+an+instructor+in+the+department+of+speech+communication+at+the+university+of+north+carolina+chapel+hill,0.98,2116,High,0.0043898933,0.015336304,0.030963764,0.94931,0.94931,0.030963764,0.9183462,theodore e zorn jr is an instructor in the department of speech communication at the university of north carolina chapel hill,"2 Theodore E. Zorn, Jr. (M.A., University of Kentucky, 1981) is an instructor in the Department of Speech Communication at the University of North Carolina, Chapel Hill",University of North Carolina at Chapel Hill,Theodore E. Zorn,Theodore,Zorn,"2 Theodore E. Zorn, Jr. (M.A., University of Kentucky, 1981) is an instructor in the Department of Speech Communication at the University of North Carolina, Chapel Hill",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Theodore+Zorn,https://www.google.com/search?q=Theodore+E.+Zorn+theodore+e+zorn+jr+is+an+instructor+in+the+department+of+speech+communication+at+the+university+of+north+carolina+chapel+hill,API_QUERY,https://ror.org/0130frc33,R,male,white,High,,
6991,10.1111/j.1468-2958.1986.tb00096.x+1.0,10.1111/j.1468-2958.1986.tb00096.x,https://academic.oup.com/hcr/article/13/1/76/4587686,1986,Measurement and Effects of Attention to Media News,Human Communication Research,2,1,Steven H. Chaffee,Steven,Chaffee,"1 Steven H. Chaffee (Ph.D., Stanford University, 1965) is professor of communication at Stanford University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Chaffee,https://www.google.com/search?q=Steven+H.+Chaffee+steven+h+chaffee+is+professor+of+communication+at+stanford+university,0.99,61542,High,0.039022073,0.032753997,0.024143096,0.9040808,0.9040808,0.039022073,0.8650587,steven h chaffee is professor of communication at stanford university,"1 Steven H. Chaffee (Ph.D., Stanford University, 1965) is professor of communication at Stanford University",Stanford University,Steven H. Chaffee,Steven,Chaffee,"1 Steven H. Chaffee (Ph.D., Stanford University, 1965) is professor of communication at Stanford University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Chaffee,https://www.google.com/search?q=Steven+H.+Chaffee+steven+h+chaffee+is+professor+of+communication+at+stanford+university,Exact,https://ror.org/00f54p054,R,male,white,High,,
3186,10.1111/j.1460-2466.1986.tb01429.x+1.0,10.1111/j.1460-2466.1986.tb01429.x,https://academic.oup.com/joc/article/36/2/113/4282930,1986,Whose Lives Count?: TV Coverage of Natural Disasters,Journal of Communication,1,1,William C. Adams,William,Adams,"1 William C. Adams is Professor of Public Administration at George Washington University. An earlier version of this article was presented at the American Society for Public Opinion Research conference in St. Petersburg, Florida, May 17, 1986. The author acknowledges and thanks Gregory Giaquinto, Brian Smith, and Joseph Fiore for their assistance",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Adams,https://www.google.com/search?q=William+C.+Adams+william+c+adams+is+professor+of+public+administration+at+george+washington+university+an+earlier+version+of+this+article+was+presented+at+the+american+society+for+public+opinion+research+conference+in+st+petersburg+florida+may+the+author+acknowledges+and+thanks+gregory+giaquinto+brian+smith+and+joseph+fiore+for+their+assistance,0.99,64097,High,0.0033115817,0.17467399,0.029931948,0.7920825,0.7920825,0.17467399,0.6174085,william c adams is professor of public administration at george washington university an earlier version of this article was presented at the american society for public opinion research conference in st petersburg florida may the author acknowledges and thanks gregory giaquinto brian smith and joseph fiore for their assistance,"1 William C. Adams is Professor of Public Administration at George Washington University. An earlier version of this article was presented at the American Society for Public Opinion Research conference in St. Petersburg, Florida, May 17, 1986. The author acknowledges and thanks Gregory Giaquinto, Brian Smith, and Joseph Fiore for their assistance",George Washington University,William C. Adams,William,Adams,"1 William C. Adams is Professor of Public Administration at George Washington University. An earlier version of this article was presented at the American Society for Public Opinion Research conference in St. Petersburg, Florida, May 17, 1986. The author acknowledges and thanks Gregory Giaquinto, Brian Smith, and Joseph Fiore for their assistance",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Adams,https://www.google.com/search?q=William+C.+Adams+william+c+adams+is+professor+of+public+administration+at+george+washington+university+an+earlier+version+of+this+article+was+presented+at+the+american+society+for+public+opinion+research+conference+in+st+petersburg+florida+may+the+author+acknowledges+and+thanks+gregory+giaquinto+brian+smith+and+joseph+fiore+for+their+assistance,Exact,https://ror.org/00y4zzh67,R,male,white,Low,,
3148,10.1111/j.1460-2466.1986.tb01447.x+1.0,10.1111/j.1460-2466.1986.tb01447.x,https://academic.oup.com/joc/article/36/4/11/4265601,1986,Rethinking Gender Research in Communication,Journal of Communication,1,1,Lana F. Rakow,Lana,Rakow,"1 Lana F. Rakow is Assistant Professor of Communication, University of Wisconsin—Parkside. An earlier version of this article was presented to the annual conference of the Association for Education in Journalism and Mass Communication, University of Oklahoma, Norman, August 1986. It is based on material contained in the author's 1986 dissertations, “Gender, Communication, and Technology: A Case Study of Women and the Telephone,” completed for the Institute of Communications Research, University of Illinois, Champaign-Urbana",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lana+Rakow,https://www.google.com/search?q=Lana+F.+Rakow+lana+f+rakow+is+assistant+professor+of+communication+university+of+wisconsin+parkside+an+earlier+version+of+this+article+was+presented+to+the+annual+conference+of+the+association+for+education+in+journalism+and+mass+communication+university+of+oklahoma+norman+august+it+is+based+on+material+contained+in+the+author+s+dissertations+gender+communication+and+technology+a+case+study+of+women+and+the+telephone+completed+for+the+institute+of+communications+research+university+of+illinois+champaign+urbana,0.97,9189,High,0.023287328,0.034218863,0.010946042,0.93154776,0.93154776,0.034218863,0.8973289,lana f rakow is assistant professor of communication university of wisconsin parkside an earlier version of this article was presented to the annual conference of the association for education in journalism and mass communication university of oklahoma norman august it is based on material contained in the author s dissertations gender communication and technology a case study of women and the telephone completed for the institute of communications research university of illinois champaign urbana,"1 Lana F. Rakow is Assistant Professor of Communication, University of Wisconsin—Parkside. An earlier version of this article was presented to the annual conference of the Association for Education in Journalism and Mass Communication, University of Oklahoma, Norman, August 1986. It is based on material contained in the author's 1986 dissertations, “Gender, Communication, and Technology: A Case Study of Women and the Telephone,” completed for the Institute of Communications Research, University of Illinois, Champaign-Urbana",University of Oklahoma,Lana F. Rakow,Lana,Rakow,"1 Lana F. Rakow is Assistant Professor of Communication, University of Wisconsin—Parkside. An earlier version of this article was presented to the annual conference of the Association for Education in Journalism and Mass Communication, University of Oklahoma, Norman, August 1986. It is based on material contained in the author's 1986 dissertations, “Gender, Communication, and Technology: A Case Study of Women and the Telephone,” completed for the Institute of Communications Research, University of Illinois, Champaign-Urbana",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lana+Rakow,https://www.google.com/search?q=Lana+F.+Rakow+lana+f+rakow+is+assistant+professor+of+communication+university+of+wisconsin+parkside+an+earlier+version+of+this+article+was+presented+to+the+annual+conference+of+the+association+for+education+in+journalism+and+mass+communication+university+of+oklahoma+norman+august+it+is+based+on+material+contained+in+the+author+s+dissertations+gender+communication+and+technology+a+case+study+of+women+and+the+telephone+completed+for+the+institute+of+communications+research+university+of+illinois+champaign+urbana,Exact,https://ror.org/02aqsxs83,R,female,white,High,,
7006,10.1111/j.1468-2958.1986.tb00091.x+1.0,10.1111/j.1468-2958.1986.tb00091.x,https://academic.oup.com/hcr/article/12/4/551/4584114,1986,Manager Communicative Style and Nurse Morale,Human Communication Research,2,1,Carl T. Camden,Carl,Camden,"1 Carl T. Camden (Ph.D., Ohio State University, 1980) is associate professor of communication at Cleveland State University, Ohio, 44115",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carl+Camden,https://www.google.com/search?q=Carl+T.+Camden+carl+t+camden+is+associate+professor+of+communication+at+cleveland+state+university+ohio,0.98,17561,High,0.02182374,0.0061691827,0.015662128,0.956345,0.956345,0.02182374,0.93452126,carl t camden is associate professor of communication at cleveland state university ohio,"1 Carl T. Camden (Ph.D., Ohio State University, 1980) is associate professor of communication at Cleveland State University, Ohio, 44115",Cleveland State University,Carl T. Camden,Carl,Camden,"1 Carl T. Camden (Ph.D., Ohio State University, 1980) is associate professor of communication at Cleveland State University, Ohio, 44115",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carl+Camden,https://www.google.com/search?q=Carl+T.+Camden+carl+t+camden+is+associate+professor+of+communication+at+cleveland+state+university+ohio,Exact,https://ror.org/002tx1f22,R,male,white,High,,
6993,10.1111/j.1468-2958.1986.tb00097.x+1.0,10.1111/j.1468-2958.1986.tb00097.x,https://academic.oup.com/hcr/article/13/1/108/4584098,1986,Antecedents and Consequences of Awkward Silence: A Replication Using Revised Lag Sequential Analysis,Human Communication Research,1,1,Kathryn Dindia,Kathryn,Dindia,"1 Kathryn Dindia (Ph.D., University of Washington, 1982) is an assistant professor of communication at the University of Wisconsin—Milwaukee. The author would like to thank Donald Morley, Edward Mabry, Dean Hewes, Kathy Kellermann, Robert McPhee, Art Van Lear, Gloria Santilli, and the anonymous reviewers for help with various aspects of this report",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kathryn+Dindia,https://www.google.com/search?q=Kathryn+Dindia+kathryn+dindia+is+an+assistant+professor+of+communication+at+the+university+of+wisconsin+milwaukee+the+author+would+like+to+thank+donald+morley+edward+mabry+dean+hewes+kathy+kellermann+robert+mcphee+art+van+lear+gloria+santilli+and+the+anonymous+reviewers+for+help+with+various+aspects+of+this+report,0.98,2307,High,0.056863215,0.013033034,0.2490636,0.68104017,0.68104017,0.2490636,0.43197656,kathryn dindia is an assistant professor of communication at the university of wisconsin milwaukee the author would like to thank donald morley edward mabry dean hewes kathy kellermann robert mcphee art van lear gloria santilli and the anonymous reviewers for help with various aspects of this report,"1 Kathryn Dindia (Ph.D., University of Washington, 1982) is an assistant professor of communication at the University of Wisconsin—Milwaukee. The author would like to thank Donald Morley, Edward Mabry, Dean Hewes, Kathy Kellermann, Robert McPhee, Art Van Lear, Gloria Santilli, and the anonymous reviewers for help with various aspects of this report",University of Wisconsin–Milwaukee,Kathryn Dindia,Kathryn,Dindia,"1 Kathryn Dindia (Ph.D., University of Washington, 1982) is an assistant professor of communication at the University of Wisconsin—Milwaukee. The author would like to thank Donald Morley, Edward Mabry, Dean Hewes, Kathy Kellermann, Robert McPhee, Art Van Lear, Gloria Santilli, and the anonymous reviewers for help with various aspects of this report",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kathryn+Dindia,https://www.google.com/search?q=Kathryn+Dindia+kathryn+dindia+is+an+assistant+professor+of+communication+at+the+university+of+wisconsin+milwaukee+the+author+would+like+to+thank+donald+morley+edward+mabry+dean+hewes+kathy+kellermann+robert+mcphee+art+van+lear+gloria+santilli+and+the+anonymous+reviewers+for+help+with+various+aspects+of+this+report,API_QUERY,https://ror.org/031q21x57,R,female,white,Low,,
7003,10.1111/j.1468-2958.1986.tb00089.x+3.0,10.1111/j.1468-2958.1986.tb00089.x,https://academic.oup.com/hcr/article/12/4/495/4584099,1986,Communicative Effects of Gaze Behavior: A Test of Two Contrasting Explanations,Human Communication Research,3,3,Ray A. Coker,Ray,Coker,"1 Judee K. Burgoon (Ed. D., West Virginia University, 1974) is professor of communication at the University of Arizona, Tucson, where Deborah A. Coker (M.S., Portland State University, 1982) and Ray A. Coker (M.S., Portland State University, 1982) are doctoral students",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ray+Coker,https://www.google.com/search?q=Ray+A.+Coker+judee+k+burgoon+is+professor+of+communication+at+the+university+of+arizona+tucson+where+deborah+a+coker+and+ray+a+coker+are+doctoral+students,0.94,18330,High,0.0044776057,0.06224789,0.036484223,0.8967903,0.8967903,0.06224789,0.83454245,judee k burgoon is professor of communication at the university of arizona tucson where deborah a coker and ray a coker are doctoral students,"1 Judee K. Burgoon (Ed. D., West Virginia University, 1974) is professor of communication at the University of Arizona, Tucson, where Deborah A. Coker (M.S., Portland State University, 1982) and Ray A. Coker (M.S., Portland State University, 1982) are doctoral students",University of Arizona,Ray A. Coker,Ray,Coker,"1 Judee K. Burgoon (Ed. D., West Virginia University, 1974) is professor of communication at the University of Arizona, Tucson, where Deborah A. Coker (M.S., Portland State University, 1982) and Ray A. Coker (M.S., Portland State University, 1982) are doctoral students",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ray+Coker,https://www.google.com/search?q=Ray+A.+Coker+judee+k+burgoon+is+professor+of+communication+at+the+university+of+arizona+tucson+where+deborah+a+coker+and+ray+a+coker+are+doctoral+students,Exact,https://ror.org/03m2x1q45,R,male,white,High,,
3155,10.1111/j.1460-2466.1986.tb01450.x+1.0,10.1111/j.1460-2466.1986.tb01450.x,https://academic.oup.com/joc/article/36/4/59/4282928,1986,Media Content and Tobacco Advertising: An Unhealthy Addiction,Journal of Communication,2,1,William L. Weis,William,Weis,1 William L. Weis is Director of the Institute for Occupational Smoking Policy and Chairman of the Department of Accounting at Seattle. University. Chauncey Burke is an Instructor in Marketing at Seattle University and a doctoral candidate at the University of Washington,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Weis,https://www.google.com/search?q=William+L.+Weis+william+l+weis+is+director+of+the+institute+for+occupational+smoking+policy+and+chairman+of+the+department+of+accounting+at+seattle+university+chauncey+burke+is+an+instructor+in+marketing+at+seattle+university+and+a+doctoral+candidate+at+the+university+of+washington,0.99,64097,High,0.0065935953,0.055178415,0.022555213,0.91567284,0.91567284,0.055178415,0.86049443,william l weis is director of the institute for occupational smoking policy and chairman of the department of accounting at seattle university chauncey burke is an instructor in marketing at seattle university and a doctoral candidate at the university of washington,1 William L. Weis is Director of the Institute for Occupational Smoking Policy and Chairman of the Department of Accounting at Seattle. University. Chauncey Burke is an Instructor in Marketing at Seattle University and a doctoral candidate at the University of Washington,University of Washington,William L. Weis,William,Weis,1 William L. Weis is Director of the Institute for Occupational Smoking Policy and Chairman of the Department of Accounting at Seattle. University. Chauncey Burke is an Instructor in Marketing at Seattle University and a doctoral candidate at the University of Washington,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Weis,https://www.google.com/search?q=William+L.+Weis+william+l+weis+is+director+of+the+institute+for+occupational+smoking+policy+and+chairman+of+the+department+of+accounting+at+seattle+university+chauncey+burke+is+an+instructor+in+marketing+at+seattle+university+and+a+doctoral+candidate+at+the+university+of+washington,Exact,https://ror.org/00cvxb145,R,male,white,High,,
6985,10.1111/j.1468-2958.1986.tb00105.x+1.0,10.1111/j.1468-2958.1986.tb00105.x,https://academic.oup.com/hcr/article/13/2/253/4587695,1986,The Perceptual Contrast Explanation of Sequential Request Strategy Effectiveness,Human Communication Research,2,1,James G. Cantrill,James,Cantrill,"1 James G. Cantrill is assistant professor of communication arts at Carroll College, Helena, Montana",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Cantrill,https://www.google.com/search?q=James+G.+Cantrill+james+g+cantrill+is+assistant+professor+of+communication+arts+at+carroll+college+helena+montana,0.99,117309,High,0.0036753593,0.0852315,0.020426512,0.8906666,0.8906666,0.0852315,0.8054351,james g cantrill is assistant professor of communication arts at carroll college helena montana,"1 James G. Cantrill is assistant professor of communication arts at Carroll College, Helena, Montana",Carroll College,James G. Cantrill,James,Cantrill,"1 James G. Cantrill is assistant professor of communication arts at Carroll College, Helena, Montana",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Cantrill,https://www.google.com/search?q=James+G.+Cantrill+james+g+cantrill+is+assistant+professor+of+communication+arts+at+carroll+college+helena+montana,Exact,https://ror.org/00x5b2p37,R,male,white,High,,
3195,10.1111/j.1460-2466.1986.tb03041.x+2.0,10.1111/j.1460-2466.1986.tb03041.x,https://academic.oup.com/joc/article/36/1/94/4282895,1986,Race and Gender in Music Videos: The Same Beat but a Different Drummer,Journal of Communication,2,2,Kenneth Campbell,Kenneth,Campbell,"1 Jane D. Brown is Associate Professor and Kenneth Campbell is a doctoral candidate, both at the School of Journalism, University of North Carolina at Chapel Hill. An earlier version of this article was presented to the University Film and Video Association, Harrisonburg, Va., July 1984",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kenneth+Campbell,https://www.google.com/search?q=Kenneth+Campbell+jane+d+brown+is+associate+professor+and+kenneth+campbell+is+a+doctoral+candidate+both+at+the+school+of+journalism+university+of+north+carolina+at+chapel+hill+an+earlier+version+of+this+article+was+presented+to+the+university+film+and+video+association+harrisonburg+va+july,0.98,20666,High,0.005163473,0.23344956,0.026176378,0.73521066,0.73521066,0.23344956,0.5017611,jane d brown is associate professor and kenneth campbell is a doctoral candidate both at the school of journalism university of north carolina at chapel hill an earlier version of this article was presented to the university film and video association harrisonburg va july,"1 Jane D. Brown is Associate Professor and Kenneth Campbell is a doctoral candidate, both at the School of Journalism, University of North Carolina at Chapel Hill. An earlier version of this article was presented to the University Film and Video Association, Harrisonburg, Va., July 1984",University of North Carolina at Chapel Hill,Kenneth Campbell,Kenneth,Campbell,"1 Jane D. Brown is Associate Professor and Kenneth Campbell is a doctoral candidate, both at the School of Journalism, University of North Carolina at Chapel Hill. An earlier version of this article was presented to the University Film and Video Association, Harrisonburg, Va., July 1984",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kenneth+Campbell,https://www.google.com/search?q=Kenneth+Campbell+jane+d+brown+is+associate+professor+and+kenneth+campbell+is+a+doctoral+candidate+both+at+the+school+of+journalism+university+of+north+carolina+at+chapel+hill+an+earlier+version+of+this+article+was+presented+to+the+university+film+and+video+association+harrisonburg+va+july,Exact,https://ror.org/0130frc33,R,male,white,Low,,
