,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction,,
3134,10.1111/j.1460-2466.1987.tb00982.x+2.0,10.1111/j.1460-2466.1987.tb00982.x,https://academic.oup.com/joc/article/37/2/46/4282954,1987,“Good” and “Bad” Criticism: A Descriptive Analysis,Journal of Communication,3,2,Donna Van Dusen,Donna,Dusen,"1 Karen Tracy is Assistant Professor and Donna Van Dusen and Susan Robinson are graduate students, all in the Rhetoric and Communication Division in the School of Communications and Theater at Temple University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Donna+Dusen,https://www.google.com/search?q=Donna+Van+Dusen+karen+tracy+is+assistant+professor+and+donna+van+dusen+and+susan+robinson+are+graduate+students+all+in+the+rhetoric+and+communication+division+in+the+school+of+communications+and+theater+at+temple+university,female,0.98,22910,High,Donna Van Dusen,Donna,Dusen,"1 Karen Tracy is Assistant Professor and Donna Van Dusen and Susan Robinson are graduate students, all in the Rhetoric and Communication Division in the School of Communications and Theater at Temple University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Donna+Dusen,https://www.google.com/search?q=Donna+Van+Dusen+karen+tracy+is+assistant+professor+and+donna+van+dusen+and+susan+robinson+are+graduate+students+all+in+the+rhetoric+and+communication+division+in+the+school+of+communications+and+theater+at+temple+university,white,High,0.0047058496,0.09385312,0.0249932,0.8764478,0.8764478,0.09385312,0.7825947,karen tracy is assistant professor and donna van dusen and susan robinson are graduate students all in the rhetoric and communication division in the school of communications and theater at temple university,"1 Karen Tracy is Assistant Professor and Donna Van Dusen and Susan Robinson are graduate students, all in the Rhetoric and Communication Division in the School of Communications and Theater at Temple University",Temple University,Exact,https://ror.org/00kx1jb78,R,,,1,
3147,10.1111/j.1460-2466.1987.tb00970.x+1.0,10.1111/j.1460-2466.1987.tb00970.x,https://academic.oup.com/joc/article/37/1/81/4282968,1987,Universal Service: Telephone Policy in the Public Interest,Journal of Communication,1,1,Patricia Aufderheide,Patricia,Aufderheide,1 Patricia Aufderheide is the Washington representative of the Office of Communications of the United Church of Christ and a Visiting Professor at the Center for International Studies at Duke University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Aufderheide,https://www.google.com/search?q=Patricia+Aufderheide+patricia+aufderheide+is+the+washington+representative+of+the+office+of+communications+of+the+united+church+of+christ+and+a+visiting+professor+at+the+center+for+international+studies+at+duke+university,female,0.98,132232,High,Patricia Aufderheide,Patricia,Aufderheide,1 Patricia Aufderheide is the Washington representative of the Office of Communications of the United Church of Christ and a Visiting Professor at the Center for International Studies at Duke University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Aufderheide,https://www.google.com/search?q=Patricia+Aufderheide+patricia+aufderheide+is+the+washington+representative+of+the+office+of+communications+of+the+united+church+of+christ+and+a+visiting+professor+at+the+center+for+international+studies+at+duke+university,white,High,0.002919913,0.03724529,0.023356352,0.9364784,0.9364784,0.03724529,0.8992331,patricia aufderheide is the washington representative of the office of communications of the united church of christ and a visiting professor at the center for international studies at duke university,1 Patricia Aufderheide is the Washington representative of the Office of Communications of the United Church of Christ and a Visiting Professor at the Center for International Studies at Duke University,Center for International Studies,Exact,https://ror.org/045qk7v62,R,,,1,
3108,10.1111/j.1460-2466.1987.tb01010.x+2.0,10.1111/j.1460-2466.1987.tb01010.x,https://academic.oup.com/joc/article/37/4/95/4283002,1987,"How an Unhealthy Product Is Sold: Cigarette Advertising in Magazines, 1960–1985",Journal of Communication,4,2,Michael D. Slater,Michael,Slater,"1 David G. Altman and Cheryl L. Albright are Research Associates in the Department of Medicine, Michael D. Slater is a doctoral candidate in the Department of Communication, and Nathan Maccoby is Peck Professor of International Communication Emeritus, all at Stanford University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Slater,https://www.google.com/search?q=Michael+D.+Slater+david+g+altman+and+cheryl+l+albright+are+research+associates+in+the+department+of+medicine+michael+d+slater+is+a+doctoral+candidate+in+the+department+of+communication+and+nathan+maccoby+is+peck+professor+of+international+communication+emeritus+all+at+stanford+university,male,0.99,245870,High,Michael D. Slater,Michael,Slater,"1 David G. Altman and Cheryl L. Albright are Research Associates in the Department of Medicine, Michael D. Slater is a doctoral candidate in the Department of Communication, and Nathan Maccoby is Peck Professor of International Communication Emeritus, all at Stanford University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Slater,https://www.google.com/search?q=Michael+D.+Slater+david+g+altman+and+cheryl+l+albright+are+research+associates+in+the+department+of+medicine+michael+d+slater+is+a+doctoral+candidate+in+the+department+of+communication+and+nathan+maccoby+is+peck+professor+of+international+communication+emeritus+all+at+stanford+university,white,High,0.0068278136,0.0909231,0.023529856,0.8787193,0.8787193,0.0909231,0.78779614,david g altman and cheryl l albright are research associates in the department of medicine michael d slater is a doctoral candidate in the department of communication and nathan maccoby is peck professor of international communication emeritus all at stanford university,"1 David G. Altman and Cheryl L. Albright are Research Associates in the Department of Medicine, Michael D. Slater is a doctoral candidate in the Department of Communication, and Nathan Maccoby is Peck Professor of International Communication Emeritus, all at Stanford University",Stanford University,Exact,https://ror.org/00f54p054,R,M,0,3,
6962,10.1111/j.1468-2958.1987.tb00116.x+4.0,10.1111/j.1468-2958.1987.tb00116.x,https://academic.oup.com/hcr/article/13/4/495/4587688,1987,Content Themes in Marital Conversations,Human Communication Research,4,4,Elizabeth A. Wilson,Elizabeth,Wilson,"2 Judith Weisberg (M.A., Bradley University, 1967), Cynthia S. Burggraf (MA, Ohio State University, 1985) and Elizabeth A. Wilson (M.A., Colorado State University, 1972) are doctoral students in the department of communication, Ohio State University, Columbus. This research was partially funded by a grant from the Ohio State University Graduate School. The authors appreciate the constructive advice of Wes Shellen and the editors of this journal on an earlier draft of the article",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Wilson,https://www.google.com/search?q=Elizabeth+A.+Wilson+judith+weisberg+cynthia+s+burggraf+and+elizabeth+a+wilson+are+doctoral+students+in+the+department+of+communication+ohio+state+university+columbus+this+research+was+partially+funded+by+a+grant+from+the+ohio+state+university+graduate+school+the+authors+appreciate+the+constructive+advice+of+wes+shellen+and+the+editors+of+this+journal+on+an+earlier+draft+of+the+article,female,0.99,31288,High,Elizabeth A. Wilson,Elizabeth,Wilson,"2 Judith Weisberg (M.A., Bradley University, 1967), Cynthia S. Burggraf (MA, Ohio State University, 1985) and Elizabeth A. Wilson (M.A., Colorado State University, 1972) are doctoral students in the department of communication, Ohio State University, Columbus. This research was partially funded by a grant from the Ohio State University Graduate School. The authors appreciate the constructive advice of Wes Shellen and the editors of this journal on an earlier draft of the article",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Wilson,https://www.google.com/search?q=Elizabeth+A.+Wilson+judith+weisberg+cynthia+s+burggraf+and+elizabeth+a+wilson+are+doctoral+students+in+the+department+of+communication+ohio+state+university+columbus+this+research+was+partially+funded+by+a+grant+from+the+ohio+state+university+graduate+school+the+authors+appreciate+the+constructive+advice+of+wes+shellen+and+the+editors+of+this+journal+on+an+earlier+draft+of+the+article,white,Low,0.008207358,0.27320912,0.018134128,0.7004494,0.7004494,0.27320912,0.42724028,judith weisberg cynthia s burggraf and elizabeth a wilson are doctoral students in the department of communication ohio state university columbus this research was partially funded by a grant from the ohio state university graduate school the authors appreciate the constructive advice of wes shellen and the editors of this journal on an earlier draft of the article,"2 Judith Weisberg (M.A., Bradley University, 1967), Cynthia S. Burggraf (MA, Ohio State University, 1985) and Elizabeth A. Wilson (M.A., Colorado State University, 1972) are doctoral students in the department of communication, Ohio State University, Columbus. This research was partially funded by a grant from the Ohio State University Graduate School. The authors appreciate the constructive advice of Wes Shellen and the editors of this journal on an earlier draft of the article",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,,,1,
6943,10.1111/j.1468-2958.1987.tb00127.x+3.0,10.1111/j.1468-2958.1987.tb00127.x,https://academic.oup.com/hcr/article/14/2/203/4587713,1987,"Conversational Memory: The Effects of Time, Recall, Mode, and Memory Expectancies on Remembrances of Natural Conversations",Human Communication Research,3,3,William F. Sharkey,William,Sharkey,"3 William F. Sharkey (M.A., The Ohio State University, 1987) is a doctoral candidate at The Ohio State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Sharkey,https://www.google.com/search?q=William+F.+Sharkey+william+f+sharkey+is+a+doctoral+candidate+at+the+ohio+state+university,male,0.99,64097,High,William F. Sharkey,William,Sharkey,"3 William F. Sharkey (M.A., The Ohio State University, 1987) is a doctoral candidate at The Ohio State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Sharkey,https://www.google.com/search?q=William+F.+Sharkey+william+f+sharkey+is+a+doctoral+candidate+at+the+ohio+state+university,white,High,0.018542757,0.056898776,0.021100543,0.90345794,0.90345794,0.056898776,0.84655917,william f sharkey is a doctoral candidate at the ohio state university,"3 William F. Sharkey (M.A., The Ohio State University, 1987) is a doctoral candidate at The Ohio State University",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,,,1,
6972,10.1111/j.1468-2958.1987.tb00108.x+3.0,10.1111/j.1468-2958.1987.tb00108.x,https://academic.oup.com/hcr/article/13/3/323/4587683,1987,Male/Female Gaze in Same-Sex and Mixed-Sex Dyads: Gender-Linked Differences and Mutual Influence,Human Communication Research,4,3,John M. Wiemann,John,Wiemann,"3 John M. Wiemann (Ph.D. Purdue University, 1975) is an associate professor of communication at the University of California, Santa Barbara, CA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Wiemann,https://www.google.com/search?q=John+M.+Wiemann+john+m+wiemann+is+an+associate+professor+of+communication+at+the+university+of+california+santa+barbara+ca,male,0.99,218952,High,John M. Wiemann,John,Wiemann,"3 John M. Wiemann (Ph.D. Purdue University, 1975) is an associate professor of communication at the University of California, Santa Barbara, CA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Wiemann,https://www.google.com/search?q=John+M.+Wiemann+john+m+wiemann+is+an+associate+professor+of+communication+at+the+university+of+california+santa+barbara+ca,white,High,0.0015450498,0.006627611,0.028674658,0.96315277,0.96315277,0.028674658,0.9344781,john m wiemann is an associate professor of communication at the university of california santa barbara ca,"3 John M. Wiemann (Ph.D. Purdue University, 1975) is an associate professor of communication at the University of California, Santa Barbara, CA","University of California, Santa Barbara",API_QUERY,https://ror.org/02t274463,R,,,1,
6970,10.1111/j.1468-2958.1987.tb00108.x+1.0,10.1111/j.1468-2958.1987.tb00108.x,https://academic.oup.com/hcr/article/13/3/323/4587683,1987,Male/Female Gaze in Same-Sex and Mixed-Sex Dyads: Gender-Linked Differences and Mutual Influence,Human Communication Research,4,1,Anthony Mulac,Anthony,Mulac,"1 Anthony Mulac (Ph.D. University of Michigan, 1969) is a professor of communication at the University of California, Santa Barbara, CA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anthony+Mulac,https://www.google.com/search?q=Anthony+Mulac+anthony+mulac+is+a+professor+of+communication+at+the+university+of+california+santa+barbara+ca,male,0.99,98251,High,Anthony Mulac,Anthony,Mulac,"1 Anthony Mulac (Ph.D. University of Michigan, 1969) is a professor of communication at the University of California, Santa Barbara, CA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anthony+Mulac,https://www.google.com/search?q=Anthony+Mulac+anthony+mulac+is+a+professor+of+communication+at+the+university+of+california+santa+barbara+ca,white,Low,0.03037661,0.13297294,0.043039784,0.79361063,0.79361063,0.13297294,0.6606377,anthony mulac is a professor of communication at the university of california santa barbara ca,"1 Anthony Mulac (Ph.D. University of Michigan, 1969) is a professor of communication at the University of California, Santa Barbara, CA","University of California, Santa Barbara",API_QUERY,https://ror.org/02t274463,R,,,1,
6967,10.1111/j.1468-2958.1987.tb00118.x+2.0,10.1111/j.1468-2958.1987.tb00118.x,https://academic.oup.com/hcr/article/13/4/553/4587697,1987,Searching for Cognitive Processes in the Cultivation Effect: Adult and Adolescent Samples in the United States and Australia,Human Communication Research,3,2,Suzanne Pingree,Suzanne,Pingree,"2 Suzanne Pingree (Ph.D., Stanford, 1975) is associate professor of family and consumer communication at the University of Wisconsin—Madison",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Suzanne+Pingree,https://www.google.com/search?q=Suzanne+Pingree+suzanne+pingree+is+associate+professor+of+family+and+consumer+communication+at+the+university+of+wisconsin+madison,female,0.98,9856,High,Suzanne Pingree,Suzanne,Pingree,"2 Suzanne Pingree (Ph.D., Stanford, 1975) is associate professor of family and consumer communication at the University of Wisconsin—Madison",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Suzanne+Pingree,https://www.google.com/search?q=Suzanne+Pingree+suzanne+pingree+is+associate+professor+of+family+and+consumer+communication+at+the+university+of+wisconsin+madison,white,Low,0.01586769,0.22897783,0.043918088,0.7112365,0.7112365,0.22897783,0.48225865,suzanne pingree is associate professor of family and consumer communication at the university of wisconsin madison,"2 Suzanne Pingree (Ph.D., Stanford, 1975) is associate professor of family and consumer communication at the University of Wisconsin—Madison",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,,,3,
6975,10.1111/j.1468-2958.1987.tb00110.x+1.0,10.1111/j.1468-2958.1987.tb00110.x,https://academic.oup.com/hcr/article/13/3/372/4587690,1987,Gender Differences in Persuasive Communication and Attribution of Success and Failure,Human Communication Research,1,1,Patricia Hayes Andrews,Patricia,Andrews,"1 Patricia Hayes Andrews (Ph.D., Indiana University, 1979) is a professor of speech communication and associate dean of the College of Arts &amp; Sciences, Indiana University, Bloomington",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Andrews,https://www.google.com/search?q=Patricia+Hayes+Andrews+patricia+hayes+andrews+is+a+professor+of+speech+communication+and+associate+dean+of+the+college+of+arts+amp+sciences+indiana+university+bloomington,female,0.98,132232,High,Patricia Hayes Andrews,Patricia,Andrews,"1 Patricia Hayes Andrews (Ph.D., Indiana University, 1979) is a professor of speech communication and associate dean of the College of Arts &amp; Sciences, Indiana University, Bloomington",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Andrews,https://www.google.com/search?q=Patricia+Hayes+Andrews+patricia+hayes+andrews+is+a+professor+of+speech+communication+and+associate+dean+of+the+college+of+arts+amp+sciences+indiana+university+bloomington,white,Low,0.0055413516,0.23580642,0.034051597,0.72460055,0.72460055,0.23580642,0.48879415,patricia hayes andrews is a professor of speech communication and associate dean of the college of arts amp sciences indiana university bloomington,"1 Patricia Hayes Andrews (Ph.D., Indiana University, 1979) is a professor of speech communication and associate dean of the College of Arts &amp; Sciences, Indiana University, Bloomington",Indiana University Bloomington,Exact,https://ror.org/02k40bc56,R,,,1,
3131,10.1111/j.1460-2466.1987.tb00981.x+1.0,10.1111/j.1460-2466.1987.tb00981.x,https://academic.oup.com/joc/article/37/2/29/4282942,1987,"The Effects of Social Class, Gender, and Personality on Physiological Responses to Filmed Violence",Journal of Communication,2,1,Richard Frost,Richard,Frost,"1 Richard Frost is Associate Professor of Sociology and Coordinator of the Behavioral Sciences at Babson College, Wellesley, Mass., where John Stauffer is Associate Professor of Communication and Coordinator of the Communication Studies Program",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Frost,https://www.google.com/search?q=Richard+Frost+richard+frost+is+associate+professor+of+sociology+and+coordinator+of+the+behavioral+sciences+at+babson+college+wellesley+mass+where+john+stauffer+is+associate+professor+of+communication+and+coordinator+of+the+communication+studies+program,male,0.99,101928,High,Richard Frost,Richard,Frost,"1 Richard Frost is Associate Professor of Sociology and Coordinator of the Behavioral Sciences at Babson College, Wellesley, Mass., where John Stauffer is Associate Professor of Communication and Coordinator of the Communication Studies Program",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Frost,https://www.google.com/search?q=Richard+Frost+richard+frost+is+associate+professor+of+sociology+and+coordinator+of+the+behavioral+sciences+at+babson+college+wellesley+mass+where+john+stauffer+is+associate+professor+of+communication+and+coordinator+of+the+communication+studies+program,white,High,0.0036824658,0.077649616,0.021788985,0.896879,0.896879,0.077649616,0.8192294,richard frost is associate professor of sociology and coordinator of the behavioral sciences at babson college wellesley mass where john stauffer is associate professor of communication and coordinator of the communication studies program,"1 Richard Frost is Associate Professor of Sociology and Coordinator of the Behavioral Sciences at Babson College, Wellesley, Mass., where John Stauffer is Associate Professor of Communication and Coordinator of the Communication Studies Program",Babson College,Exact,https://ror.org/01f0syq13,R,,,2,
6958,10.1111/j.1468-2958.1987.tb00115.x+2.0,10.1111/j.1468-2958.1987.tb00115.x,https://academic.oup.com/hcr/article/13/4/463/4584107,1987,The Nature of Conversational Involvement and Nonverbal Encoding Patterns,Human Communication Research,2,2,Judeek Burgoon,Judeek,Burgoon,"1 Deborah A. Coker is a teaching associate and doctoral student in communication, and Judee K. Burgoon (Ed.D., West Virginia University, 1974) is professor of communication at the University of Arizona",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Judeek+Burgoon,https://www.google.com/search?q=Judeek+Burgoon+deborah+a+coker+is+a+teaching+associate+and+doctoral+student+in+communication+and+judee+k+burgoon+is+professor+of+communication+at+the+university+of+arizona,,0,0,Low,Judeek Burgoon,Judeek,Burgoon,"1 Deborah A. Coker is a teaching associate and doctoral student in communication, and Judee K. Burgoon (Ed.D., West Virginia University, 1974) is professor of communication at the University of Arizona",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Judeek+Burgoon,https://www.google.com/search?q=Judeek+Burgoon+deborah+a+coker+is+a+teaching+associate+and+doctoral+student+in+communication+and+judee+k+burgoon+is+professor+of+communication+at+the+university+of+arizona,white,High,0.011093201,0.1202031,0.020355787,0.8483479,0.8483479,0.1202031,0.7281448,deborah a coker is a teaching associate and doctoral student in communication and judee k burgoon is professor of communication at the university of arizona,"1 Deborah A. Coker is a teaching associate and doctoral student in communication, and Judee K. Burgoon (Ed.D., West Virginia University, 1974) is professor of communication at the University of Arizona",University of Arizona,Exact,https://ror.org/03m2x1q45,R,,,1,
3135,10.1111/j.1460-2466.1987.tb00982.x+3.0,10.1111/j.1460-2466.1987.tb00982.x,https://academic.oup.com/joc/article/37/2/46/4282954,1987,“Good” and “Bad” Criticism: A Descriptive Analysis,Journal of Communication,3,3,Susan Robinson,Susan,Robinson,"1 Karen Tracy is Assistant Professor and Donna Van Dusen and Susan Robinson are graduate students, all in the Rhetoric and Communication Division in the School of Communications and Theater at Temple University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Susan+Robinson,https://www.google.com/search?q=Susan+Robinson+karen+tracy+is+assistant+professor+and+donna+van+dusen+and+susan+robinson+are+graduate+students+all+in+the+rhetoric+and+communication+division+in+the+school+of+communications+and+theater+at+temple+university,female,0.98,32184,High,Susan Robinson,Susan,Robinson,"1 Karen Tracy is Assistant Professor and Donna Van Dusen and Susan Robinson are graduate students, all in the Rhetoric and Communication Division in the School of Communications and Theater at Temple University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Susan+Robinson,https://www.google.com/search?q=Susan+Robinson+karen+tracy+is+assistant+professor+and+donna+van+dusen+and+susan+robinson+are+graduate+students+all+in+the+rhetoric+and+communication+division+in+the+school+of+communications+and+theater+at+temple+university,white,Low,0.0063248654,0.46581,0.028334498,0.49953064,0.49953064,0.46581,0.033720642,karen tracy is assistant professor and donna van dusen and susan robinson are graduate students all in the rhetoric and communication division in the school of communications and theater at temple university,"1 Karen Tracy is Assistant Professor and Donna Van Dusen and Susan Robinson are graduate students, all in the Rhetoric and Communication Division in the School of Communications and Theater at Temple University",Temple University,Exact,https://ror.org/00kx1jb78,R,,,1,
3130,10.1111/j.1460-2466.1987.tb00980.x+5.0,10.1111/j.1460-2466.1987.tb00980.x,https://academic.oup.com/joc/article/37/2/8/4282935,1987,Reaching Hard-to-Reach Populations: Interactive Computer Programs as Public Information Campaigns for Adolescents,Journal of Communication,5,5,Patricia M. Day,Patricia,Day,"1 Robert P. Hawkins and David H. Gustafson are Professors, Betty Chewning is Associate Clinical Professor, Kris Bosworth is Project Director, and Patricia M. Day is Assistant Professor, all at the University of Wisconsin-Madison. BARN is a project of the University of Wisconsin-Madison's Center for Health Systems Research and Analysis, supported generously by the W. K. Kellogg Foundation",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Day,https://www.google.com/search?q=Patricia+M.+Day+robert+p+hawkins+and+david+h+gustafson+are+professors+betty+chewning+is+associate+clinical+professor+kris+bosworth+is+project+director+and+patricia+m+day+is+assistant+professor+all+at+the+university+of+wisconsin+madison+barn+is+a+project+of+the+university+of+wisconsin+madison+s+center+for+health+systems+research+and+analysis+supported+generously+by+the+w+k+kellogg+foundation,female,0.98,132232,High,Patricia M. Day,Patricia,Day,"1 Robert P. Hawkins and David H. Gustafson are Professors, Betty Chewning is Associate Clinical Professor, Kris Bosworth is Project Director, and Patricia M. Day is Assistant Professor, all at the University of Wisconsin-Madison. BARN is a project of the University of Wisconsin-Madison's Center for Health Systems Research and Analysis, supported generously by the W. K. Kellogg Foundation",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Day,https://www.google.com/search?q=Patricia+M.+Day+robert+p+hawkins+and+david+h+gustafson+are+professors+betty+chewning+is+associate+clinical+professor+kris+bosworth+is+project+director+and+patricia+m+day+is+assistant+professor+all+at+the+university+of+wisconsin+madison+barn+is+a+project+of+the+university+of+wisconsin+madison+s+center+for+health+systems+research+and+analysis+supported+generously+by+the+w+k+kellogg+foundation,white,High,0.01706109,0.062832125,0.032908417,0.8871984,0.8871984,0.062832125,0.8243663,robert p hawkins and david h gustafson are professors betty chewning is associate clinical professor kris bosworth is project director and patricia m day is assistant professor all at the university of wisconsin madison barn is a project of the university of wisconsin madison s center for health systems research and analysis supported generously by the w k kellogg foundation,"1 Robert P. Hawkins and David H. Gustafson are Professors, Betty Chewning is Associate Clinical Professor, Kris Bosworth is Project Director, and Patricia M. Day is Assistant Professor, all at the University of Wisconsin-Madison. BARN is a project of the University of Wisconsin-Madison's Center for Health Systems Research and Analysis, supported generously by the W. K. Kellogg Foundation",Łukasiewicz Research Network - Institute of Welding,API_QUERY,https://ror.org/05xx8bb48,R,,,1,
3143,10.1111/j.1460-2466.1987.tb00967.x+1.0,10.1111/j.1460-2466.1987.tb00967.x,https://academic.oup.com/joc/article/37/1/49/4282953,1987,Consumer Electronic Publishing in the Competitive Environment,Journal of Communication,2,1,Walter S. Baer,Walter,Baer,1 Walter S. Baer is Director of Advanced Technology at Times Mirror Company,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Walter+Baer,https://www.google.com/search?q=Walter+S.+Baer+walter+s+baer+is+director+of+advanced+technology+at+times+mirror+company,male,0.99,30023,High,Walter S. Baer,Walter,Baer,1 Walter S. Baer is Director of Advanced Technology at Times Mirror Company,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Walter+Baer,https://www.google.com/search?q=Walter+S.+Baer+walter+s+baer+is+director+of+advanced+technology+at+times+mirror+company,white,High,0.029457232,0.0235392,0.048618156,0.8983854,0.8983854,0.048618156,0.84976727,walter s baer is director of advanced technology at times mirror company,1 Walter S. Baer is Director of Advanced Technology at Times Mirror Company,Walter S. Johnson Foundation,API_QUERY,https://ror.org/007qe0s35,R,,,1,
3198,10.1111/j.1460-2466.1986.tb03047.x+1.0,10.1111/j.1460-2466.1986.tb03047.x,https://academic.oup.com/joc/article/36/1/174/4282916,1986,Sexual Callousness Re-Examined,Journal of Communication,1,1,Ferrel Christensen,Ferrel,Christensen,"1 Associate Professor in the Department of Philosophy, University of Alberta",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ferrel+Christensen,https://www.google.com/search?q=Ferrel+Christensen+associate+professor+in+the+department+of+philosophy+university+of+alberta,female,0.57,7,Low,Ferrel Christensen,Ferrel,Christensen,"1 Associate Professor in the Department of Philosophy, University of Alberta",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ferrel+Christensen,https://www.google.com/search?q=Ferrel+Christensen+associate+professor+in+the+department+of+philosophy+university+of+alberta,white,High,0.0034426106,0.0034629041,0.015767682,0.9773268,0.9773268,0.015767682,0.9615591,associate professor in the department of philosophy university of alberta,"1 Associate Professor in the Department of Philosophy, University of Alberta",University of Alberta,Exact,https://ror.org/0160cpw27,R,,,1,
3157,10.1111/j.1460-2466.1986.tb01451.x+1.0,10.1111/j.1460-2466.1986.tb01451.x,https://academic.oup.com/joc/article/36/4/70/4282940,1986,Faces in the News: Gender Comparisons of Magazine Photographs,Journal of Communication,2,1,Glenn G. Sparks,Glenn,Sparks,1 Glenn G. Sparks is Assistant Professor in the Department of Communication at Purdue University. Christine L. Fehlner is an M.A. candidate in the Department of Communication at Cleveland State University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Glenn+Sparks,https://www.google.com/search?q=Glenn+G.+Sparks+glenn+g+sparks+is+assistant+professor+in+the+department+of+communication+at+purdue+university+christine+l+fehlner+is+an+m+a+candidate+in+the+department+of+communication+at+cleveland+state+university,male,0.98,9801,High,Glenn G. Sparks,Glenn,Sparks,1 Glenn G. Sparks is Assistant Professor in the Department of Communication at Purdue University. Christine L. Fehlner is an M.A. candidate in the Department of Communication at Cleveland State University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Glenn+Sparks,https://www.google.com/search?q=Glenn+G.+Sparks+glenn+g+sparks+is+assistant+professor+in+the+department+of+communication+at+purdue+university+christine+l+fehlner+is+an+m+a+candidate+in+the+department+of+communication+at+cleveland+state+university,white,Low,0.0044601685,0.17823294,0.032761816,0.7845451,0.7845451,0.17823294,0.60631216,glenn g sparks is assistant professor in the department of communication at purdue university christine l fehlner is an m a candidate in the department of communication at cleveland state university,1 Glenn G. Sparks is Assistant Professor in the Department of Communication at Purdue University. Christine L. Fehlner is an M.A. candidate in the Department of Communication at Cleveland State University,Cleveland State University,Exact,https://ror.org/002tx1f22,R,,,1,
