authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction
10.1111/j.1468-2885.1993.tb00056_3_1.x+2.0,10.1111/j.1468-2885.1993.tb00056_3_1.x,https://academic.oup.com/ct/article/3/1/50/4430821,1993,The Elaboration Likelihood Model as a Theory of Attitude Formation: A Mathematical Analysis,Communication Theory,3.0,2.0,John E. Hunter,John,Hunter,"1 Associate professor of communication sciences at the University of Connecticut. John E. Hunter is a professor of psychology at Michigan State University. Franklin J. Boster is an associate professor of communication at Michigan State University. Portions of this essay were presented at meetings of the lnternational Communication Association, Sun Francisco, CA, May, 1989, and the Speech Communication Association, Chicago, lL, November, 1 990. Address correspondence to: Mark Hamilton, Department of Communication Sciences, University of Connecticut, Storrs, CT 06269-1 085",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Hunter,https://www.google.com/search?q=John+E.+Hunter+associate+professor+of+communication+sciences+at+the+university+of+connecticut+john+e+hunter+is+a+professor+of+psychology+at+michigan+state+university+franklin+j+boster+is+an+associate+professor+of+communication+at+michigan+state+university+portions+of+this+essay+were+presented+at+meetings+of+the+lnternational+communication+association+sun+francisco+ca+may+and+the+speech+communication+association+chicago+ll+november+address+correspondence+to+mark+hamilton+department+of+communication+sciences+university+of+connecticut+storrs+ct,male,0.99,218952.0,High,John E. Hunter,John,Hunter,"1 Associate professor of communication sciences at the University of Connecticut. John E. Hunter is a professor of psychology at Michigan State University. Franklin J. Boster is an associate professor of communication at Michigan State University. Portions of this essay were presented at meetings of the lnternational Communication Association, Sun Francisco, CA, May, 1989, and the Speech Communication Association, Chicago, lL, November, 1 990. Address correspondence to: Mark Hamilton, Department of Communication Sciences, University of Connecticut, Storrs, CT 06269-1 085",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Hunter,https://www.google.com/search?q=John+E.+Hunter+associate+professor+of+communication+sciences+at+the+university+of+connecticut+john+e+hunter+is+a+professor+of+psychology+at+michigan+state+university+franklin+j+boster+is+an+associate+professor+of+communication+at+michigan+state+university+portions+of+this+essay+were+presented+at+meetings+of+the+lnternational+communication+association+sun+francisco+ca+may+and+the+speech+communication+association+chicago+ll+november+address+correspondence+to+mark+hamilton+department+of+communication+sciences+university+of+connecticut+storrs+ct,white,Low,0.0050652456,0.3526232,0.030407287,0.61190426,0.61190426,0.3526232,0.25928107,associate professor of communication sciences at the university of connecticut john e hunter is a professor of psychology at michigan state university franklin j boster is an associate professor of communication at michigan state university portions of this essay were presented at meetings of the lnternational communication association sun francisco ca may and the speech communication association chicago ll november address correspondence to mark hamilton department of communication sciences university of connecticut storrs ct,"1 Associate professor of communication sciences at the University of Connecticut. John E. Hunter is a professor of psychology at Michigan State University. Franklin J. Boster is an associate professor of communication at Michigan State University. Portions of this essay were presented at meetings of the lnternational Communication Association, Sun Francisco, CA, May, 1989, and the Speech Communication Association, Chicago, lL, November, 1 990. Address correspondence to: Mark Hamilton, Department of Communication Sciences, University of Connecticut, Storrs, CT 06269-1 085",Michigan State University,Exact,https://ror.org/05hs6h993,R,,
10.1111/j.1460-2466.1979.tb02956.x+1.0,10.1111/j.1460-2466.1979.tb02956.x,https://academic.oup.com/joc/article/29/2/136/4371841,1979,International Affairs Coverage on U.S. Network Television,Journal of Communication,1.0,1.0,James F. Larson,James,Larson,"1 James F. Larson is Assistant Professor in the Department of Advertising, the University of Texas at Austin. This article is based on part of his doctoral dissertation, which was conducted while the author was supported by the 211-D program in International Communication at the Institute for Communication Research, Stanford University (AID Grant AID/ta-G-1053)",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Larson,https://www.google.com/search?q=James+F.+Larson+james+f+larson+is+assistant+professor+in+the+department+of+advertising+the+university+of+texas+at+austin+this+article+is+based+on+part+of+his+doctoral+dissertation+which+was+conducted+while+the+author+was+supported+by+the+d+program+in+international+communication+at+the+institute+for+communication+research+stanford+university,male,0.99,117309.0,High,James F. Larson,James,Larson,"1 James F. Larson is Assistant Professor in the Department of Advertising, the University of Texas at Austin. This article is based on part of his doctoral dissertation, which was conducted while the author was supported by the 211-D program in International Communication at the Institute for Communication Research, Stanford University (AID Grant AID/ta-G-1053)",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Larson,https://www.google.com/search?q=James+F.+Larson+james+f+larson+is+assistant+professor+in+the+department+of+advertising+the+university+of+texas+at+austin+this+article+is+based+on+part+of+his+doctoral+dissertation+which+was+conducted+while+the+author+was+supported+by+the+d+program+in+international+communication+at+the+institute+for+communication+research+stanford+university,white,High,0.005597759,0.015050347,0.013393941,0.965958,0.965958,0.015050347,0.95090765,james f larson is assistant professor in the department of advertising the university of texas at austin this article is based on part of his doctoral dissertation which was conducted while the author was supported by the d program in international communication at the institute for communication research stanford university,"1 James F. Larson is Assistant Professor in the Department of Advertising, the University of Texas at Austin. This article is based on part of his doctoral dissertation, which was conducted while the author was supported by the 211-D program in International Communication at the Institute for Communication Research, Stanford University (AID Grant AID/ta-G-1053)",The University of Texas at Austin,Exact,https://ror.org/00hj54h04,R,,
10.1111/j.1460-2466.2007.00347.x+4.0,10.1111/j.1460-2466.2007.00347.x,https://academic.oup.com/joc/article/57/2/366/4102670,2007,"A Test of Rivaling Approaches to Explain News Effects: News on Issue Positions of Parties, Real-World Developments, Support and Criticism, and Success and Failure",Journal of Communication,4.0,4.0,Jan A. de Ridder,Jan,Ridder,"2 Department of Communication Science, University of Amsterdam, Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jan+Ridder,https://www.google.com/search?q=Jan+A.+de+Ridder+department+of+communication+science+university+of+amsterdam+amsterdam+the+netherlands,male,0.95,142869.0,High,Jan A. de Ridder,Jan,Ridder,"2 Department of Communication Science, University of Amsterdam, Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jan+Ridder,https://www.google.com/search?q=Jan+A.+de+Ridder+department+of+communication+science+university+of+amsterdam+amsterdam+the+netherlands,white,High,0.01174586,0.0564009,0.019932514,0.91192067,0.91192067,0.0564009,0.8555198,department of communication science university of amsterdam amsterdam the netherlands,"2 Department of Communication Science, University of Amsterdam, Amsterdam, The Netherlands",University of Amsterdam,Exact,https://ror.org/04dkp9463,R,,
10.1111/j.1753-9137.2009.01043.x+5.0,10.1111/j.1753-9137.2009.01043.x,https://academic.oup.com/ccc/article/2/3/361/3952774,2009,"A Case Study of the Red Lake, Minnesota, School Shooting: Intercultural Learning in the Renewal Process","Communication, Culture and Critique",5.0,5.0,Cheryl Long Feather,Cheryl,Feather,"2 United Tribes Community College, Bismarck, ND 58501",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cheryl+Feather,https://www.google.com/search?q=Cheryl+Long+Feather+united+tribes+community+college+bismarck+nd,female,0.98,6582.0,High,Cheryl Long Feather,Cheryl,Feather,"2 United Tribes Community College, Bismarck, ND 58501",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cheryl+Feather,https://www.google.com/search?q=Cheryl+Long+Feather+united+tribes+community+college+bismarck+nd,white,High,0.0042524748,0.12225306,0.028212942,0.84528154,0.84528154,0.12225306,0.7230285,united tribes community college bismarck nd,"2 United Tribes Community College, Bismarck, ND 58501",Unity College,Exact,https://ror.org/00zda8x95,R,,
10.1111/hcre.12100+1.0,10.1111/hcre.12100,https://academic.oup.com/hcr/article/43/2/173/4064822,2017,"Beauty is Good: The Appearance Culture, the Internalization of Appearance Ideals, and Dysfunctional Appearance Beliefs Among Tweens",Human Communication Research,2.0,1.0,Jolien Trekels,Jolien,Trekels,"1 School for Mass Communication Research, KU Leuven, B-3000 Belgium,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jolien+Trekels,https://www.google.com/search?q=Jolien+Trekels+school+for+mass+communication+research+ku+leuven+b+belgium,female,0.98,1287.0,Low,Jolien Trekels,Jolien,Trekels,"1 School for Mass Communication Research, KU Leuven, B-3000 Belgium,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jolien+Trekels,https://www.google.com/search?q=Jolien+Trekels+school+for+mass+communication+research+ku+leuven+b+belgium,white,High,0.005046789,0.13506821,0.02878245,0.8311026,0.8311026,0.13506821,0.69603443,school for mass communication research ku leuven b belgium,"1 School for Mass Communication Research, KU Leuven, B-3000 Belgium,",KU Leuven,API_QUERY,https://ror.org/05f950310,R,,
10.1111/j.1468-2885.2004.tb00320.x+1.0,10.1111/j.1468-2885.2004.tb00320.x,https://academic.oup.com/ct/article/14/4/370/4110463,2004,"Toward an Explication of Media Enjoyment: The Synergy of Social Norms, Viewing Situations, and Program Content",Communication Theory,1.0,1.0,Bryan E. Denham,Bryan,Denham,"1 Bryan E. Denham (PhD, University of Tennessee) is Charles Campbell associate professor of sports communication in the Department of Communication Studies at Clemson University.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bryan+Denham,https://www.google.com/search?q=Bryan+E.+Denham+bryan+e+denham+is+charles+campbell+associate+professor+of+sports+communication+in+the+department+of+communication+studies+at+clemson+university,male,0.99,22678.0,High,Bryan E. Denham,Bryan,Denham,"1 Bryan E. Denham (PhD, University of Tennessee) is Charles Campbell associate professor of sports communication in the Department of Communication Studies at Clemson University.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bryan+Denham,https://www.google.com/search?q=Bryan+E.+Denham+bryan+e+denham+is+charles+campbell+associate+professor+of+sports+communication+in+the+department+of+communication+studies+at+clemson+university,white,High,0.00490453,0.02641638,0.033689477,0.9349897,0.9349897,0.033689477,0.9013002,bryan e denham is charles campbell associate professor of sports communication in the department of communication studies at clemson university,"1 Bryan E. Denham (PhD, University of Tennessee) is Charles Campbell associate professor of sports communication in the Department of Communication Studies at Clemson University.",Clemson University,Exact,https://ror.org/037s24f05,R,,
10.1111/j.1460-2466.1997.tb02703.x+2.0,10.1111/j.1460-2466.1997.tb02703.x,https://academic.oup.com/joc/article/47/2/3/4160282,1997,"20 Years of Television in Israel: Are There Long-run Effects on Values, Social Connectedness, and Cultural Practices?",Journal of Communication,3.0,2.0,Hadassah Haas,Hadassah,Haas,"1 Departments of Sociology, Communication, the Guttman Institute of Applied Social Research, Hebrew University of Jerusalem, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hadassah+Haas,https://www.google.com/search?q=Hadassah+Haas+departments+of+sociology+communication+the+guttman+institute+of+applied+social+research+hebrew+university+of+jerusalem+israel,female,1.0,64.0,Low,Hadassah Haas,Hadassah,Haas,"1 Departments of Sociology, Communication, the Guttman Institute of Applied Social Research, Hebrew University of Jerusalem, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hadassah+Haas,https://www.google.com/search?q=Hadassah+Haas+departments+of+sociology+communication+the+guttman+institute+of+applied+social+research+hebrew+university+of+jerusalem+israel,white,High,0.0099926945,0.008072995,0.013942666,0.96799153,0.96799153,0.013942666,0.9540489,departments of sociology communication the guttman institute of applied social research hebrew university of jerusalem israel,"1 Departments of Sociology, Communication, the Guttman Institute of Applied Social Research, Hebrew University of Jerusalem, Israel",Hebrew University of Jerusalem,Exact,https://ror.org/03qxff017,R,,
10.1111/j.1468-2958.2002.tb00823.x+2.0,10.1111/j.1468-2958.2002.tb00823.x,https://academic.oup.com/hcr/article/28/4/552/4331244,2002,The Advantages of Using Standardized Scores in Causal Analysis,Human Communication Research,2.0,2.0,Mark A. Hamilton,Mark,Hamilton,2 University of Connecticut,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mark+Hamilton,https://www.google.com/search?q=Mark+A.+Hamilton+university+of+connecticut,male,0.99,119313.0,High,Mark A. Hamilton,Mark,Hamilton,2 University of Connecticut,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mark+Hamilton,https://www.google.com/search?q=Mark+A.+Hamilton+university+of+connecticut,white,Low,0.006872809,0.21027298,0.021767614,0.76108664,0.76108664,0.21027298,0.5508137,university of connecticut,2 University of Connecticut,University of Connecticut,Exact,https://ror.org/02der9h97,R,,
10.1111/j.1460-2466.2004.tb02625.x+2.0,10.1111/j.1460-2466.2004.tb02625.x,https://academic.oup.com/joc/article/54/2/214/4102903,2004,The Neglect of Power in Recent Framing Research,Journal of Communication,2.0,2.0,Wim Roefs,Wim,Roefs,2 Wim Roefs is a PhD candidate in the Department of History at the University of South Carolina,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wim+Roefs,https://www.google.com/search?q=Wim+Roefs+wim+roefs+is+a+phd+candidate+in+the+department+of+history+at+the+university+of+south+carolina,male,0.99,8236.0,High,Wim Roefs,Wim,Roefs,2 Wim Roefs is a PhD candidate in the Department of History at the University of South Carolina,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wim+Roefs,https://www.google.com/search?q=Wim+Roefs+wim+roefs+is+a+phd+candidate+in+the+department+of+history+at+the+university+of+south+carolina,white,High,0.00065233366,0.00058640953,0.015691988,0.9830693,0.9830693,0.015691988,0.9673773,wim roefs is a phd candidate in the department of history at the university of south carolina,2 Wim Roefs is a PhD candidate in the Department of History at the University of South Carolina,University of South Carolina,Exact,https://ror.org/02b6qw903,R,,
10.1111/j.1468-2885.2009.01338.x+1.0,10.1111/j.1468-2885.2009.01338.x,https://academic.oup.com/ct/article/19/2/124/4098718,2009,Socioscientific Controversies: A Theoretical and Methodological Framework,Communication Theory,1.0,1.0,Craig O. Stewart,Craig,Stewart,"1 Old Dominion University, Norfolk, VA 23529",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Craig+Stewart,https://www.google.com/search?q=Craig+O.+Stewart+old+dominion+university+norfolk+va,male,0.99,19490.0,High,Craig O. Stewart,Craig,Stewart,"1 Old Dominion University, Norfolk, VA 23529",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Craig+Stewart,https://www.google.com/search?q=Craig+O.+Stewart+old+dominion+university+norfolk+va,white,Low,0.006891788,0.24806608,0.026437243,0.7186049,0.7186049,0.24806608,0.47053885,old dominion university norfolk va,"1 Old Dominion University, Norfolk, VA 23529",Old Dominion University,Exact,https://ror.org/04zjtrb98,R,,
10.1111/j.1460-2466.1978.tb01670.x+1.0,10.1111/j.1460-2466.1978.tb01670.x,https://academic.oup.com/joc/article/28/4/172/4371740,1978,Computer Systems: Prospects for a Public Information Network,Journal of Communication,1.0,1.0,Carolyn Marvin,Carolyn,Marvin,1 Carolyn Marvin is Lecturer at the Institute of Communications Research/Journalism Department of the University of Illinois,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carolyn+Marvin,https://www.google.com/search?q=Carolyn+Marvin+carolyn+marvin+is+lecturer+at+the+institute+of+communications+research+journalism+department+of+the+university+of+illinois,female,0.98,2993.0,High,Carolyn Marvin,Carolyn,Marvin,1 Carolyn Marvin is Lecturer at the Institute of Communications Research/Journalism Department of the University of Illinois,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carolyn+Marvin,https://www.google.com/search?q=Carolyn+Marvin+carolyn+marvin+is+lecturer+at+the+institute+of+communications+research+journalism+department+of+the+university+of+illinois,white,Low,0.028680148,0.16464357,0.094397396,0.71227884,0.71227884,0.16464357,0.54763526,carolyn marvin is lecturer at the institute of communications research journalism department of the university of illinois,1 Carolyn Marvin is Lecturer at the Institute of Communications Research/Journalism Department of the University of Illinois,African University College of Communications,API_QUERY,https://ror.org/04aenby30,R,,
10.1111/j.1083-6101.2008.01429.x+2.0,10.1111/j.1083-6101.2008.01429.x,https://academic.oup.com/jcmc/article/14/1/1/4582954,2008,"The Faces of Facebookers: Investigating Social Enhancement and Social Compensation Hypotheses; Predicting Facebook™ and Offline Popularity from Sociability and Self-Esteem, and Mapping the Meanings of Popularity with Semantic Networks",Journal of Computer-Mediated Communication,2.0,2.0,James Danowski,James,Danowski,"1 University of Illinois, Chicago",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Danowski,https://www.google.com/search?q=James+Danowski+university+of+illinois+chicago,male,0.99,117309.0,High,James Danowski,James,Danowski,"1 University of Illinois, Chicago",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Danowski,https://www.google.com/search?q=James+Danowski+university+of+illinois+chicago,white,High,0.0008691519,0.00044168628,0.008967024,0.9897221,0.9897221,0.008967024,0.98075503,university of illinois chicago,"1 University of Illinois, Chicago",University of Illinois at Chicago,API_QUERY,https://ror.org/02mpq6x41,R,,
10.1111/jcom.12200+1.0,10.1111/jcom.12200,https://academic.oup.com/joc/article/66/1/161/4082423,2016,How Do Global Audiences Take Shape? The Role of Institutions and Culture in Patterns of Web Use,Journal of Communication,2.0,1.0,Harsh Taneja,Harsh,Taneja,"1 School of Journalism, University of Missouri, Columbia, MO, 65211, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Harsh+Taneja,https://www.google.com/search?q=Harsh+Taneja+school+of+journalism+university+of+missouri+columbia+mo+usa,male,0.99,1329.0,Low,Harsh Taneja,Harsh,Taneja,"1 School of Journalism, University of Missouri, Columbia, MO, 65211, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Harsh+Taneja,https://www.google.com/search?q=Harsh+Taneja+school+of+journalism+university+of+missouri+columbia+mo+usa,hispanic,Low,0.17279944,0.019933682,0.52485687,0.2824101,0.52485687,0.2824101,0.24244678,school of journalism university of missouri columbia mo usa,"1 School of Journalism, University of Missouri, Columbia, MO, 65211, USA",University of Missouri,Exact,https://ror.org/02ymw8z06,R,,
10.1111/j.1460-2466.1958.tb01153.x+1.0,10.1111/j.1460-2466.1958.tb01153.x,https://academic.oup.com/joc/article/8/4/190/4587451,1958,Psychological Research and Effective Persuasion,Journal of Communication,1.0,1.0,Hans H. Toch,Hans,Toch,"1 Assistant Professor of Psychology, Michigan State University, East Lansing, Michigan",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hans+Toch,https://www.google.com/search?q=Hans+H.+Toch+assistant+professor+of+psychology+michigan+state+university+east+lansing+michigan,male,0.97,37182.0,High,Hans H. Toch,Hans,Toch,"1 Assistant Professor of Psychology, Michigan State University, East Lansing, Michigan",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hans+Toch,https://www.google.com/search?q=Hans+H.+Toch+assistant+professor+of+psychology+michigan+state+university+east+lansing+michigan,white,High,0.029493025,0.06885435,0.09139334,0.8102594,0.8102594,0.09139334,0.71886605,assistant professor of psychology michigan state university east lansing michigan,"1 Assistant Professor of Psychology, Michigan State University, East Lansing, Michigan",Michigan State University,Exact,https://ror.org/05hs6h993,R,,
10.1111/j.1753-9137.2012.01129.x+1.0,10.1111/j.1753-9137.2012.01129.x,https://academic.oup.com/ccc/article/5/2/230/4054457,2012,Organizing Resistance on the Internet: The Case of the International Campaign for Justice in Bhopal,"Communication, Culture and Critique",2.0,1.0,Mahuya Pal,Mahuya,Pal,"1 Department of Communication, University of South Florida, Tampa, FL 33620, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mahuya+Pal,https://www.google.com/search?q=Mahuya+Pal+department+of+communication+university+of+south+florida+tampa+fl+usa,female,1.0,2.0,Low,Mahuya Pal,Mahuya,Pal,"1 Department of Communication, University of South Florida, Tampa, FL 33620, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mahuya+Pal,https://www.google.com/search?q=Mahuya+Pal+department+of+communication+university+of+south+florida+tampa+fl+usa,white,Low,0.17691275,0.068759896,0.3547097,0.39961764,0.39961764,0.3547097,0.044907928,department of communication university of south florida tampa fl usa,"1 Department of Communication, University of South Florida, Tampa, FL 33620, USA",University of South Florida,Exact,https://ror.org/032db5x82,R,,
10.1111/j.1460-2466.2001.tb02885.x+1.0,10.1111/j.1460-2466.2001.tb02885.x,https://academic.oup.com/joc/article/51/2/366/4110143,2001,Internet Use and Collegiate Academic Performance Decrements: Early Findings,Journal of Communication,3.0,1.0,Robert W. Kubey,Robert,Kubey,1 Center for Media Studies and associate professor of journalism and media studies at Rutgers University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Kubey,https://www.google.com/search?q=Robert+W.+Kubey+center+for+media+studies+and+associate+professor+of+journalism+and+media+studies+at+rutgers+university,male,0.99,177418.0,High,Robert W. Kubey,Robert,Kubey,1 Center for Media Studies and associate professor of journalism and media studies at Rutgers University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Kubey,https://www.google.com/search?q=Robert+W.+Kubey+center+for+media+studies+and+associate+professor+of+journalism+and+media+studies+at+rutgers+university,white,High,0.008560783,0.012670143,0.019061755,0.9597073,0.9597073,0.019061755,0.9406456,center for media studies and associate professor of journalism and media studies at rutgers university,1 Center for Media Studies and associate professor of journalism and media studies at Rutgers University,"Centre for Science, Development and Media Studies",API_QUERY,https://ror.org/0006f9a08,R,,
10.1111/j.1460-2466.2012.01655.x+3.0,10.1111/j.1460-2466.2012.01655.x,https://academic.oup.com/joc/article/62/4/682/4085827,2012,"Emotion, Motivation, and the Persuasive Effects of Message Framing",Journal of Communication,3.0,3.0,Fuyuan Shen,Fuyuan,Shen,"3 Department of Advertising and Public Relations, Pennsylvania State University, University Park, PA 16802, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fuyuan+Shen,https://www.google.com/search?q=Fuyuan+Shen+department+of+advertising+and+public+relations+pennsylvania+state+university+university+park+pa+usa,male,0.8,5.0,Low,Fuyuan Shen,Fuyuan,Shen,"3 Department of Advertising and Public Relations, Pennsylvania State University, University Park, PA 16802, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fuyuan+Shen,https://www.google.com/search?q=Fuyuan+Shen+department+of+advertising+and+public+relations+pennsylvania+state+university+university+park+pa+usa,api,High,0.9179069,0.013099871,0.009311462,0.059681706,0.9179069,0.059681706,0.85822517,department of advertising and public relations pennsylvania state university university park pa usa,"3 Department of Advertising and Public Relations, Pennsylvania State University, University Park, PA 16802, USA",Pennsylvania State University,Exact,https://ror.org/04p491231,R,,
10.1111/j.1468-2958.1985.tb00056.x+1.0,10.1111/j.1468-2958.1985.tb00056.x,https://academic.oup.com/hcr/article/11/4/461/4587841,1985,Family Mediation Patterns and Television Viewing: Young Children's Use and Grasp of the Medium,Human Communication Research,5.0,1.0,Roger Jon Desmond,Roger,Desmond,"1 Roger Jon Desmond (Ph.D., University of Law a, 1977) is an associate professor of communication at the University of Hartford and a visiting fellow in psychology at Yale University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Roger+Desmond,https://www.google.com/search?q=Roger+Jon+Desmond+roger+jon+desmond+is+an+associate+professor+of+communication+at+the+university+of+hartford+and+a+visiting+fellow+in+psychology+at+yale+university,male,0.98,38190.0,High,Roger Jon Desmond,Roger,Desmond,"1 Roger Jon Desmond (Ph.D., University of Law a, 1977) is an associate professor of communication at the University of Hartford and a visiting fellow in psychology at Yale University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Roger+Desmond,https://www.google.com/search?q=Roger+Jon+Desmond+roger+jon+desmond+is+an+associate+professor+of+communication+at+the+university+of+hartford+and+a+visiting+fellow+in+psychology+at+yale+university,white,High,0.0015935929,0.06537986,0.03182308,0.90120345,0.90120345,0.06537986,0.8358236,roger jon desmond is an associate professor of communication at the university of hartford and a visiting fellow in psychology at yale university,"1 Roger Jon Desmond (Ph.D., University of Law a, 1977) is an associate professor of communication at the University of Hartford and a visiting fellow in psychology at Yale University",University of Hartford,Exact,https://ror.org/034gcgd08,R,,
10.1111/j.1460-2466.1992.tb00766.x+2.0,10.1111/j.1460-2466.1992.tb00766.x,https://academic.oup.com/joc/article/42/1/20/4210071,1992,New Roles for Public Television in Western Europe: Challenges and Prospects,Journal of Communication,2.0,2.0,Wolfgang Hoffmann-Riem,Wolfgang,Hoffmann-Riem,"2 Wolfgang Hoffmann-Riem is a professor of Constitutional and Administrative Law at the University of Hamburg, and director of the Hans Bredow Institute for Radio and Television in Hamburg.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wolfgang+Hoffmann-Riem,https://www.google.com/search?q=Wolfgang+Hoffmann-Riem+wolfgang+hoffmann+riem+is+a+professor+of+constitutional+and+administrative+law+at+the+university+of+hamburg+and+director+of+the+hans+bredow+institute+for+radio+and+television+in+hamburg,male,0.99,12915.0,High,Wolfgang Hoffmann-Riem,Wolfgang,Hoffmann-Riem,"2 Wolfgang Hoffmann-Riem is a professor of Constitutional and Administrative Law at the University of Hamburg, and director of the Hans Bredow Institute for Radio and Television in Hamburg.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wolfgang+Hoffmann-Riem,https://www.google.com/search?q=Wolfgang+Hoffmann-Riem+wolfgang+hoffmann+riem+is+a+professor+of+constitutional+and+administrative+law+at+the+university+of+hamburg+and+director+of+the+hans+bredow+institute+for+radio+and+television+in+hamburg,white,High,0.008972516,0.038843416,0.04495873,0.90722543,0.90722543,0.04495873,0.8622667,wolfgang hoffmann riem is a professor of constitutional and administrative law at the university of hamburg and director of the hans bredow institute for radio and television in hamburg,"2 Wolfgang Hoffmann-Riem is a professor of Constitutional and Administrative Law at the University of Hamburg, and director of the Hans Bredow Institute for Radio and Television in Hamburg.",University of Music and Theatre Hamburg,API_QUERY,https://ror.org/00dfbms98,R,,
10.1111/j.1468-2958.1977.tb00510.x+1.0,10.1111/j.1468-2958.1977.tb00510.x,https://academic.oup.com/hcr/article/3/2/113/4637552,1977,Children’s Perceptions of Television Characters,Human Communication Research,2.0,1.0,Byron Reeves,Byron,Reeves,"1 University of Wisconsin, Madison",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Byron+Reeves,https://www.google.com/search?q=Byron+Reeves+university+of+wisconsin+madison,male,0.98,2849.0,High,Byron Reeves,Byron,Reeves,"1 University of Wisconsin, Madison",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Byron+Reeves,https://www.google.com/search?q=Byron+Reeves+university+of+wisconsin+madison,white,High,0.0022780204,0.17682177,0.019563718,0.8013365,0.8013365,0.17682177,0.62451476,university of wisconsin madison,"1 University of Wisconsin, Madison",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,,
