,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,authorFullName.1,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,race,racePredAccuracy,gender_prediction,race_prediction
8673,10.1093/jcmc/zmab019+3.0,10.1093/jcmc/zmab019,https://academic.oup.com/jcmc/article/27/1/zmab019/6427305,2022,"Beyond Anonymity: Network Affordances, Under Deindividuation, Improve Social Media Discussion Quality",Journal of Computer-Mediated Communication,5,3,Yphtach Lelkes,Yphtach,Lelkes,"Annenberg School for Communication, University of Pennsylvania , Philadelphia,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yphtach+Lelkes,https://www.google.com/search?q=Yphtach+Lelkes+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+usa,,0,0,Low,Yphtach Lelkes,Yphtach,Lelkes,"Annenberg School for Communication, University of Pennsylvania , Philadelphia,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yphtach+Lelkes,https://www.google.com/search?q=Yphtach+Lelkes+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+usa,hispanic,Low,0.02442068,0.068157285,0.6812434,0.22617866,0.6812434,0.22617866,0.45506477,annenberg school for communication university of pennsylvania philadelphia usa,"Annenberg School for Communication, University of Pennsylvania , Philadelphia,  USA",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,Yphtach Lelkes,Yphtach,Lelkes,"Annenberg School for Communication, University of Pennsylvania , Philadelphia,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yphtach+Lelkes,https://www.google.com/search?q=Yphtach+Lelkes+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+usa,,hispanic,Low,M,0
5005,10.1093/hcr/hqac002+2.0,10.1093/hcr/hqac002,https://academic.oup.com/hcr/article/48/2/230/6527330,2022,Interpersonal Discussion and Political Knowledge: Unpacking the Black Box via a Combined Experimental and Content-Analytic Approach,Human Communication Research,2,2,Jason C Coronel,Jason,Coronel,"School of Communication, The Ohio State University , Columbus, OH 43210,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jason+Coronel,https://www.google.com/search?q=Jason+C+Coronel+school+of+communication+the+ohio+state+university+columbus+oh+usa,male,0.99,63418,High,Jason C Coronel,Jason,Coronel,"School of Communication, The Ohio State University , Columbus, OH 43210,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jason+Coronel,https://www.google.com/search?q=Jason+C+Coronel+school+of+communication+the+ohio+state+university+columbus+oh+usa,hispanic,High,0.011876695,0.0010239801,0.90145284,0.08564655,0.90145284,0.08564655,0.81580627,school of communication the ohio state university columbus oh usa,"School of Communication, The Ohio State University , Columbus, OH 43210,  USA",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,Jason C Coronel,Jason,Coronel,"School of Communication, The Ohio State University , Columbus, OH 43210,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jason+Coronel,https://www.google.com/search?q=Jason+C+Coronel+school+of+communication+the+ohio+state+university+columbus+oh+usa,male,hispanic,High,M,2
10672,10.1093/ccc/tcac008+1.0,10.1093/ccc/tcac008,https://academic.oup.com/ccc/article/15/2/227/6571687,2022,"Careful Digital Kinship: Understanding Multispecies Digital Kinship, Choreographies of Care and Older Adults During the Pandemic in Australia","Communication, Culture and Critique",1,1,Larissa Hjorth,Larissa,Hjorth,"School of Media &amp; Communication, RMIT University, Melbourne, VIC, Australia",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Larissa+Hjorth,https://www.google.com/search?q=Larissa+Hjorth+school+of+media+amp+communication+rmit+university+melbourne+vic+australia,female,0.98,10179,High,Larissa Hjorth,Larissa,Hjorth,"School of Media &amp; Communication, RMIT University, Melbourne, VIC, Australia",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Larissa+Hjorth,https://www.google.com/search?q=Larissa+Hjorth+school+of+media+amp+communication+rmit+university+melbourne+vic+australia,white,High,0.0072309375,0.038702074,0.030168612,0.92389846,0.92389846,0.038702074,0.8851964,school of media amp communication rmit university melbourne vic australia,"School of Media &amp; Communication, RMIT University, Melbourne, VIC, Australia",RMIT University,Exact,https://ror.org/04ttjf776,R,Larissa Hjorth,Larissa,Hjorth,"School of Media &amp; Communication, RMIT University, Melbourne, VIC, Australia",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Larissa+Hjorth,https://www.google.com/search?q=Larissa+Hjorth+school+of+media+amp+communication+rmit+university+melbourne+vic+australia,female,white,High,F,0
43,10.1093/joc/jqab048+1.0,10.1093/joc/jqab048,https://academic.oup.com/joc/article/72/2/241/6509143,2022,Self- and Response Efficacy Information in Fear Appeals: A Meta-Analysis,Journal of Communication,2,1,Elisabeth Bigsby,Elisabeth,Bigsby,"Department of Communication, University of Illinois at Urbana-Champaign , Urbana, IL,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elisabeth+Bigsby,https://www.google.com/search?q=Elisabeth+Bigsby+department+of+communication+university+of+illinois+at+urbana+champaign+urbana+il+usa,female,0.98,27551,High,Elisabeth Bigsby,Elisabeth,Bigsby,"Department of Communication, University of Illinois at Urbana-Champaign , Urbana, IL,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elisabeth+Bigsby,https://www.google.com/search?q=Elisabeth+Bigsby+department+of+communication+university+of+illinois+at+urbana+champaign+urbana+il+usa,white,Low,0.007463982,0.38928813,0.036700066,0.5665479,0.5665479,0.38928813,0.17725974,department of communication university of illinois at urbana champaign urbana il usa,"Department of Communication, University of Illinois at Urbana-Champaign , Urbana, IL,  USA",University of Illinois Urbana-Champaign,API_QUERY,https://ror.org/047426m28,R,Elisabeth Bigsby,Elisabeth,Bigsby,"Department of Communication, University of Illinois at Urbana-Champaign , Urbana, IL,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elisabeth+Bigsby,https://www.google.com/search?q=Elisabeth+Bigsby+department+of+communication+university+of+illinois+at+urbana+champaign+urbana+il+usa,female,white,Low,F,0
10678,10.1093/ccc/tcac019+2.0,10.1093/ccc/tcac019,https://academic.oup.com/ccc/article/15/2/290/6572110,2022,Migration and the Deep Time of Media Infrastructures,"Communication, Culture and Critique",2,2,Philipp Seuferling,Philipp,Seuferling,"School of Culture and Education, Media and Communication Studies, Södertörn University, Huddinge, Alfred Nobels allé 7 Flemingsberg, 141 89, Sweden",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Philipp+Seuferling,https://www.google.com/search?q=Philipp+Seuferling+school+of+culture+and+education+media+and+communication+studies+s+dert+rn+university+huddinge+alfred+nobels+all+flemingsberg+sweden,male,1,18479,High,Philipp Seuferling,Philipp,Seuferling,"School of Culture and Education, Media and Communication Studies, Södertörn University, Huddinge, Alfred Nobels allé 7 Flemingsberg, 141 89, Sweden",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Philipp+Seuferling,https://www.google.com/search?q=Philipp+Seuferling+school+of+culture+and+education+media+and+communication+studies+s+dert+rn+university+huddinge+alfred+nobels+all+flemingsberg+sweden,white,High,0.008555456,0.03205017,0.021872493,0.93752193,0.93752193,0.03205017,0.90547174,school of culture and education media and communication studies s dert rn university huddinge alfred nobels all flemingsberg sweden,"School of Culture and Education, Media and Communication Studies, Södertörn University, Huddinge, Alfred Nobels allé 7 Flemingsberg, 141 89, Sweden",Institute for Comparative Media and Communication Studies,API_QUERY,https://ror.org/02yf6ha74,R,Philipp Seuferling,Philipp,Seuferling,"School of Culture and Education, Media and Communication Studies, Södertörn University, Huddinge, Alfred Nobels allé 7 Flemingsberg, 141 89, Sweden",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Philipp+Seuferling,https://www.google.com/search?q=Philipp+Seuferling+school+of+culture+and+education+media+and+communication+studies+s+dert+rn+university+huddinge+alfred+nobels+all+flemingsberg+sweden,male,white,High,M,0
7694,10.1093/ct/qtab013+2.0,10.1093/ct/qtab013,https://academic.oup.com/ct/article/32/1/48/6358567,2022,Rethinking the Rhetorical Epistemics of Gaslighting,Communication Theory,2,2,Leland G Spencer,Leland,Spencer,"Miami University, Department of Interdisciplinary and Communication Studies, Hamilton, OH ,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leland+Spencer,https://www.google.com/search?q=Leland+G+Spencer+miami+university+department+of+interdisciplinary+and+communication+studies+hamilton+oh+usa,male,0.98,183,Low,Leland G Spencer,Leland,Spencer,"Miami University, Department of Interdisciplinary and Communication Studies, Hamilton, OH ,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leland+Spencer,https://www.google.com/search?q=Leland+G+Spencer+miami+university+department+of+interdisciplinary+and+communication+studies+hamilton+oh+usa,white,Low,0.01129273,0.23345128,0.02928007,0.725976,0.725976,0.23345128,0.4925247,miami university department of interdisciplinary and communication studies hamilton oh usa,"Miami University, Department of Interdisciplinary and Communication Studies, Hamilton, OH ,  USA",Miami University,Exact,https://ror.org/05nbqxr67,R,Leland G Spencer,Leland,Spencer,"Miami University, Department of Interdisciplinary and Communication Studies, Hamilton, OH ,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leland+Spencer,https://www.google.com/search?q=Leland+G+Spencer+miami+university+department+of+interdisciplinary+and+communication+studies+hamilton+oh+usa,male,white,Low,M,0
5011,10.1093/hcr/hqac001+2.0,10.1093/hcr/hqac001,https://academic.oup.com/hcr/article/48/2/320/6527011,2022,“They Never Really Leave Us”: Transcendent Narratives About Loss Resonate With the Experience of Severe Grief,Human Communication Research,2,2,Judith Peters,Judith,Peters,"Centre for Language Studies, Radboud University, Nijmegen 6500HD, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Judith+Peters,https://www.google.com/search?q=Judith+Peters+centre+for+language+studies+radboud+university+nijmegen+hd+the+netherlands,female,0.98,19741,High,Judith Peters,Judith,Peters,"Centre for Language Studies, Radboud University, Nijmegen 6500HD, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Judith+Peters,https://www.google.com/search?q=Judith+Peters+centre+for+language+studies+radboud+university+nijmegen+hd+the+netherlands,white,High,0.003687437,0.08611897,0.023215922,0.8869777,0.8869777,0.08611897,0.80085874,centre for language studies radboud university nijmegen hd the netherlands,"Centre for Language Studies, Radboud University, Nijmegen 6500HD, The Netherlands",Radboud University Nijmegen,Exact,https://ror.org/016xsfp80,R,Judith Peters,Judith,Peters,"Centre for Language Studies, Radboud University, Nijmegen 6500HD, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Judith+Peters,https://www.google.com/search?q=Judith+Peters+centre+for+language+studies+radboud+university+nijmegen+hd+the+netherlands,female,white,High,F,0
4999,10.1093/hcr/hqac012+6.0,10.1093/hcr/hqac012,https://academic.oup.com/hcr/article/48/3/516/6587151,2022,"Algorithmic Agents in the Hybrid Media System: Social Bots, Selective Amplification, and Partisan News about COVID-19",Human Communication Research,7,6,Dhavan V Shah,Dhavan,Shah,"School of Journalism and Mass Communication, University of Wisconsin-Madison, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dhavan+Shah,https://www.google.com/search?q=Dhavan+V+Shah+school+of+journalism+and+mass+communication+university+of+wisconsin+madison+madison+wi+usa,male,1,4,Low,Dhavan V Shah,Dhavan,Shah,"School of Journalism and Mass Communication, University of Wisconsin-Madison, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dhavan+Shah,https://www.google.com/search?q=Dhavan+V+Shah+school+of+journalism+and+mass+communication+university+of+wisconsin+madison+madison+wi+usa,api,High,0.9327326,0.013305452,0.011587732,0.042374276,0.9327326,0.042374276,0.8903583,school of journalism and mass communication university of wisconsin madison madison wi usa,"School of Journalism and Mass Communication, University of Wisconsin-Madison, Madison, WI, USA",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,Dhavan V Shah,Dhavan,Shah,"School of Journalism and Mass Communication, University of Wisconsin-Madison, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dhavan+Shah,https://www.google.com/search?q=Dhavan+V+Shah+school+of+journalism+and+mass+communication+university+of+wisconsin+madison+madison+wi+usa,male,api,High,M,2
8686,10.1093/jcmc/zmab021+2.0,10.1093/jcmc/zmab021,https://academic.oup.com/jcmc/article/27/1/zmab021/6472790,2022,Social Media Public Opinion as Flocks in a Murmuration: Conceptualizing and Measuring Opinion Expression on Social Media,Journal of Computer-Mediated Communication,3,2,Fan Chen,Fan,Chen,"Department of Statistics, University of Wisconsin–Madison , Madison, WI 53706,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fan+Chen,https://www.google.com/search?q=Fan+Chen+department+of+statistics+university+of+wisconsin+madison+madison+wi+usa,male,0.56,2373,Low,Fan Chen,Fan,Chen,"Department of Statistics, University of Wisconsin–Madison , Madison, WI 53706,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fan+Chen,https://www.google.com/search?q=Fan+Chen+department+of+statistics+university+of+wisconsin+madison+madison+wi+usa,api,High,0.9899115,0.00061434315,0.006623666,0.0028504543,0.9899115,0.006623666,0.9832878,department of statistics university of wisconsin madison madison wi usa,"Department of Statistics, University of Wisconsin–Madison , Madison, WI 53706,  USA",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,Fan Chen,Fan,Chen,"Department of Statistics, University of Wisconsin–Madison , Madison, WI 53706,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fan+Chen,https://www.google.com/search?q=Fan+Chen+department+of+statistics+university+of+wisconsin+madison+madison+wi+usa,male,api,High,M,2
10670,10.1093/ccc/tcac013+1.0,10.1093/ccc/tcac013,https://academic.oup.com/ccc/article/15/2/211/6571700,2022,Biometric Bordering and Automatic Gender Recognition: Challenging Binary Gender Norms in Everyday Biometric Technologies,"Communication, Culture and Critique",2,1,C L Quinan,C,Quinan,"School of Culture and Communication, University of Melbourne , Melbourne,  Australia",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=C+Quinan,https://www.google.com/search?q=C+L+Quinan+school+of+culture+and+communication+university+of+melbourne+melbourne+australia,male,0.67,7145,Low,C L Quinan,C,Quinan,"School of Culture and Communication, University of Melbourne , Melbourne,  Australia",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=C+Quinan,https://www.google.com/search?q=C+L+Quinan+school+of+culture+and+communication+university+of+melbourne+melbourne+australia,white,Low,0.027290596,0.09102408,0.13971488,0.7419704,0.7419704,0.13971488,0.6022555,school of culture and communication university of melbourne melbourne australia,"School of Culture and Communication, University of Melbourne , Melbourne,  Australia",University of Melbourne,Exact,https://ror.org/01ej9dk98,R,C L Quinan,C,Quinan,"School of Culture and Communication, University of Melbourne , Melbourne,  Australia",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=C+Quinan,https://www.google.com/search?q=C+L+Quinan+school+of+culture+and+communication+university+of+melbourne+melbourne+australia,male,white,Low,M,0
12,10.1093/joc/jqac012+2.0,10.1093/joc/jqac012,https://academic.oup.com/joc/article/72/3/429/6573231,2022,"To Misspecify Is Common, to Probe Misspecification Scientific: Common “Confounds” in Pornography Research May Actually Be Predictors",Journal of Communication,4,2,Robert S Tokunaga,Robert,Tokunaga,"Department of Communication, University of Texas at San Antonio , San Antonio, TX,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Tokunaga,https://www.google.com/search?q=Robert+S+Tokunaga+department+of+communication+university+of+texas+at+san+antonio+san+antonio+tx+usa,male,0.99,177418,High,Robert S Tokunaga,Robert,Tokunaga,"Department of Communication, University of Texas at San Antonio , San Antonio, TX,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Tokunaga,https://www.google.com/search?q=Robert+S+Tokunaga+department+of+communication+university+of+texas+at+san+antonio+san+antonio+tx+usa,api,High,0.9587191,0.0035168338,0.0018911102,0.035872918,0.9587191,0.035872918,0.92284614,department of communication university of texas at san antonio san antonio tx usa,"Department of Communication, University of Texas at San Antonio , San Antonio, TX,  USA",The University of Texas at San Antonio,API_QUERY,https://ror.org/01kd65564,R,Robert S Tokunaga,Robert,Tokunaga,"Department of Communication, University of Texas at San Antonio , San Antonio, TX,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Tokunaga,https://www.google.com/search?q=Robert+S+Tokunaga+department+of+communication+university+of+texas+at+san+antonio+san+antonio+tx+usa,male,api,High,M,2
8676,10.1093/jcmc/zmab020+1.0,10.1093/jcmc/zmab020,https://academic.oup.com/jcmc/article/27/1/zmab020/6423112,2022,"“You Can Connect with Like, the World!”: Social Platforms, Survival Support, and Digital Inequalities for People Experiencing Homelessness",Journal of Computer-Mediated Communication,1,1,Will Marler,Will,Marler,"Communication and Media Research (IKMZ), University of Zurich , Zurich,  Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Will+Marler,https://www.google.com/search?q=Will+Marler+communication+and+media+research+university+of+zurich+zurich+switzerland,male,0.97,15251,High,Will Marler,Will,Marler,"Communication and Media Research (IKMZ), University of Zurich , Zurich,  Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Will+Marler,https://www.google.com/search?q=Will+Marler+communication+and+media+research+university+of+zurich+zurich+switzerland,white,High,0.0077351187,0.029138997,0.026339607,0.93678623,0.93678623,0.029138997,0.90764725,communication and media research university of zurich zurich switzerland,"Communication and Media Research (IKMZ), University of Zurich , Zurich,  Switzerland",University of Zurich,Exact,https://ror.org/02crff812,R,Will Marler,Will,Marler,"Communication and Media Research (IKMZ), University of Zurich , Zurich,  Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Will+Marler,https://www.google.com/search?q=Will+Marler+communication+and+media+research+university+of+zurich+zurich+switzerland,male,white,High,M,0
8682,10.1093/jcmc/zmab022+1.0,10.1093/jcmc/zmab022,https://academic.oup.com/jcmc/article/27/1/zmab022/6445224,2022,Talking to Trolls—How Users Respond to a Coordinated Information Operation and Why They’re So Supportive,Journal of Computer-Mediated Communication,3,1,Darren L Linvill,Darren,Linvill,"Department of Communication, Clemson University , Clemson, SC,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Darren+Linvill,https://www.google.com/search?q=Darren+L+Linvill+department+of+communication+clemson+university+clemson+sc+usa,male,0.99,15908,High,Darren L Linvill,Darren,Linvill,"Department of Communication, Clemson University , Clemson, SC,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Darren+Linvill,https://www.google.com/search?q=Darren+L+Linvill+department+of+communication+clemson+university+clemson+sc+usa,white,High,0.004820372,0.08384133,0.02482966,0.8865087,0.8865087,0.08384133,0.8026674,department of communication clemson university clemson sc usa,"Department of Communication, Clemson University , Clemson, SC,  USA",Clemson University,Exact,https://ror.org/037s24f05,R,Darren L Linvill,Darren,Linvill,"Department of Communication, Clemson University , Clemson, SC,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Darren+Linvill,https://www.google.com/search?q=Darren+L+Linvill+department+of+communication+clemson+university+clemson+sc+usa,male,white,High,M,0
8667,10.1093/jcmc/zmac004+2.0,10.1093/jcmc/zmac004,https://academic.oup.com/jcmc/article/27/2/zmac004/6548792,2022,Inaccuracies and Izzat: Channel Affordances for the Consideration of Face in Misinformation Correction,Journal of Computer-Mediated Communication,2,2,Pranav Malhotra,Pranav,Malhotra,"Department of Communication, University of Washington , Box 353740, Seattle, WA 98195-3740,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pranav+Malhotra,https://www.google.com/search?q=Pranav+Malhotra+department+of+communication+university+of+washington+box+seattle+wa+usa,male,0.99,589,Low,Pranav Malhotra,Pranav,Malhotra,"Department of Communication, University of Washington , Box 353740, Seattle, WA 98195-3740,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pranav+Malhotra,https://www.google.com/search?q=Pranav+Malhotra+department+of+communication+university+of+washington+box+seattle+wa+usa,api,Low,0.7930679,0.03217282,0.014340478,0.16041881,0.7930679,0.16041881,0.63264906,department of communication university of washington box seattle wa usa,"Department of Communication, University of Washington , Box 353740, Seattle, WA 98195-3740,  USA",University of Washington,Exact,https://ror.org/00cvxb145,R,Pranav Malhotra,Pranav,Malhotra,"Department of Communication, University of Washington , Box 353740, Seattle, WA 98195-3740,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pranav+Malhotra,https://www.google.com/search?q=Pranav+Malhotra+department+of+communication+university+of+washington+box+seattle+wa+usa,male,api,Low,M,2
7696,10.1093/ct/qtab003+1.0,10.1093/ct/qtab003,https://academic.oup.com/ct/article/32/1/88/6255441,2022,Populism in an Identity Framework: A Feedback Model,Communication Theory,2,1,Maud Reveilhac,Maud,Reveilhac,"Faculty of Social and Political Sciences, Institute of Social Sciences, Life Course and Social Inequality Research Centre , Lausanne University,  Switzerland (VD, 1015)",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Maud+Reveilhac,https://www.google.com/search?q=Maud+Reveilhac+faculty+of+social+and+political+sciences+institute+of+social+sciences+life+course+and+social+inequality+research+centre+lausanne+university+switzerland,female,0.97,9151,High,Maud Reveilhac,Maud,Reveilhac,"Faculty of Social and Political Sciences, Institute of Social Sciences, Life Course and Social Inequality Research Centre , Lausanne University,  Switzerland (VD, 1015)",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Maud+Reveilhac,https://www.google.com/search?q=Maud+Reveilhac+faculty+of+social+and+political+sciences+institute+of+social+sciences+life+course+and+social+inequality+research+centre+lausanne+university+switzerland,white,High,0.004993571,0.010409784,0.024020622,0.96057594,0.96057594,0.024020622,0.9365553,faculty of social and political sciences institute of social sciences life course and social inequality research centre lausanne university switzerland,"Faculty of Social and Political Sciences, Institute of Social Sciences, Life Course and Social Inequality Research Centre , Lausanne University,  Switzerland (VD, 1015)",Institute of Social Sciences,Exact,https://ror.org/01dx39x96,R,Maud Reveilhac,Maud,Reveilhac,"Faculty of Social and Political Sciences, Institute of Social Sciences, Life Course and Social Inequality Research Centre , Lausanne University,  Switzerland (VD, 1015)",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Maud+Reveilhac,https://www.google.com/search?q=Maud+Reveilhac+faculty+of+social+and+political+sciences+institute+of+social+sciences+life+course+and+social+inequality+research+centre+lausanne+university+switzerland,female,white,High,F,0
7680,10.1093/ct/qtab008+2.0,10.1093/ct/qtab008,https://academic.oup.com/ct/article/32/2/201/6333289,2022,Beyond Neutrality: Conceptualizing Platform Values,Communication Theory,3,2,Rebecca Scharlach,Rebecca,Scharlach,"Department of Communication &amp; Journalism, The Hebrew University of Jerusalem, Mount Scopus, Jerusalem 91905, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rebecca+Scharlach,https://www.google.com/search?q=Rebecca+Scharlach+department+of+communication+amp+journalism+the+hebrew+university+of+jerusalem+mount+scopus+jerusalem+israel,female,0.98,36835,High,Rebecca Scharlach,Rebecca,Scharlach,"Department of Communication &amp; Journalism, The Hebrew University of Jerusalem, Mount Scopus, Jerusalem 91905, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rebecca+Scharlach,https://www.google.com/search?q=Rebecca+Scharlach+department+of+communication+amp+journalism+the+hebrew+university+of+jerusalem+mount+scopus+jerusalem+israel,white,High,0.0027251085,0.0048590275,0.023930408,0.9684854,0.9684854,0.023930408,0.944555,department of communication amp journalism the hebrew university of jerusalem mount scopus jerusalem israel,"Department of Communication &amp; Journalism, The Hebrew University of Jerusalem, Mount Scopus, Jerusalem 91905, Israel",Hebrew University of Jerusalem,Exact,https://ror.org/03qxff017,R,Rebecca Scharlach,Rebecca,Scharlach,"Department of Communication &amp; Journalism, The Hebrew University of Jerusalem, Mount Scopus, Jerusalem 91905, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rebecca+Scharlach,https://www.google.com/search?q=Rebecca+Scharlach+department+of+communication+amp+journalism+the+hebrew+university+of+jerusalem+mount+scopus+jerusalem+israel,female,white,High,F,0
59,10.1093/joc/jqab024+4.0,10.1093/joc/jqab024,https://academic.oup.com/joc/article/72/1/59/6420665,2022,"Dual Process Models and Information Engagement: Testing Effects of Seeking, Scanning, and Trust in Sources on Attitudes Toward Marijuana",Journal of Communication,4,4,Lourdes S Martinez,Lourdes,Martinez,"School of Communication, San Diego State University , San Diego, CA 92182,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lourdes+Martinez,https://www.google.com/search?q=Lourdes+S+Martinez+school+of+communication+san+diego+state+university+san+diego+ca+usa,female,0.99,12657,High,Lourdes S Martinez,Lourdes,Martinez,"School of Communication, San Diego State University , San Diego, CA 92182,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lourdes+Martinez,https://www.google.com/search?q=Lourdes+S+Martinez+school+of+communication+san+diego+state+university+san+diego+ca+usa,hispanic,High,0.0058532357,0.0038258415,0.942765,0.047555916,0.942765,0.047555916,0.8952091,school of communication san diego state university san diego ca usa,"School of Communication, San Diego State University , San Diego, CA 92182,  USA",San Diego State University,Exact,https://ror.org/0264fdx42,R,Lourdes S Martinez,Lourdes,Martinez,"School of Communication, San Diego State University , San Diego, CA 92182,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lourdes+Martinez,https://www.google.com/search?q=Lourdes+S+Martinez+school+of+communication+san+diego+state+university+san+diego+ca+usa,female,hispanic,High,F,0
23,10.1093/joc/jqab052+2.0,10.1093/joc/jqab052,https://academic.oup.com/joc/article/72/2/187/6506191,2022,The Effects of Tobacco Coverage in the Public Communication Environment on Young People’s Decisions to Smoke Combustible Cigarettes,Journal of Communication,18,2,Steven Binns,Steven,Binns,"Social Data Collaboratory, NORC-University of Chicago , Chicago, IL 60637,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Binns,https://www.google.com/search?q=Steven+Binns+social+data+collaboratory+norc+university+of+chicago+chicago+il+usa,male,0.99,61542,High,Steven Binns,Steven,Binns,"Social Data Collaboratory, NORC-University of Chicago , Chicago, IL 60637,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Binns,https://www.google.com/search?q=Steven+Binns+social+data+collaboratory+norc+university+of+chicago+chicago+il+usa,white,Low,0.00882213,0.26862365,0.030272897,0.6922813,0.6922813,0.26862365,0.42365766,social data collaboratory norc university of chicago chicago il usa,"Social Data Collaboratory, NORC-University of Chicago , Chicago, IL 60637,  USA",University of Chicago,Exact,https://ror.org/024mw5h28,R,Steven Binns,Steven,Binns,"Social Data Collaboratory, NORC-University of Chicago , Chicago, IL 60637,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Binns,https://www.google.com/search?q=Steven+Binns+social+data+collaboratory+norc+university+of+chicago+chicago+il+usa,male,white,Low,M,0
