year,journal,authorPosition,countrypred,genderpred,racepred,afftypepred
2000,Human Communication Research,2,US,F,White,Education
2000,Human Communication Research,1,US,M,White,Education
2000,Human Communication Research,2,US,F,White,Education
2000,Human Communication Research,1,US,F,White,Education
2000,Human Communication Research,2,US,F,White,Education
2000,Human Communication Research,1,US,F,White,Education
2000,Human Communication Research,1,US,M,White,Education
2000,Human Communication Research,2,US,M,White,Education
2000,Human Communication Research,3,US,M,Hispanic,Education
2000,Human Communication Research,1,US,M,White,Education
2000,Human Communication Research,1,NL,F,White,Education
2000,Human Communication Research,2,NL,M,White,Education
2000,Human Communication Research,1,US,M,White,Education
2000,Human Communication Research,1,US,M,White,Education
2000,Human Communication Research,2,US,M,White,Education
2000,Human Communication Research,3,US,F,White,Education
2000,Human Communication Research,1,US,M,White,Education
2000,Human Communication Research,2,US,M,White,Education
2000,Human Communication Research,3,US,F,White,Education
2000,Human Communication Research,4,US,F,White,Education
2000,Human Communication Research,5,US,F,White,Education
2000,Human Communication Research,1,US,M,Hispanic,Education
2000,Human Communication Research,2,US,M,White,Education
2000,Human Communication Research,3,US,F,White,Education
2000,Human Communication Research,1,US,F,White,Education
2000,Human Communication Research,2,US,F,White,Education
2000,Human Communication Research,1,US,M,White,Education
2000,Human Communication Research,2,US,M,White,Education
1999,Human Communication Research,1,US,M,White,Education
1999,Human Communication Research,2,US,F,White,Education
1999,Human Communication Research,1,US,F,White,Education
1999,Human Communication Research,2,US,M,White,Education
1999,Human Communication Research,1,US,M,White,Education
1999,Human Communication Research,1,US,F,White,Education
1999,Human Communication Research,1,US,M,White,Education
1999,Human Communication Research,1,US,F,White,Education
1999,Human Communication Research,2,US,F,White,Education
1999,Human Communication Research,1,US,M,White,Education
1999,Human Communication Research,1,US,F,White,Education
1999,Human Communication Research,2,US,M,White,Education
1999,Human Communication Research,1,US,M,White,Education
1999,Human Communication Research,1,US,M,White,Education
1999,Human Communication Research,1,US,F,White,Education
1999,Human Communication Research,2,US,M,White,Education
1999,Human Communication Research,1,US,M,White,Education
1999,Human Communication Research,2,US,M,White,Education
1999,Human Communication Research,1,US,F,White,Education
1999,Human Communication Research,2,US,M,White,Education
1999,Human Communication Research,3,US,F,White,Education
1999,Human Communication Research,4,US,F,White,Education
1999,Human Communication Research,1,US,M,White,Education
1999,Human Communication Research,2,US,M,White,Education
1999,Human Communication Research,1,US,M,White,Education
1998,Human Communication Research,1,AU,M,Asian,Education
1998,Human Communication Research,2,US,M,White,Education
1998,Human Communication Research,1,US,M,Asian,Education
1998,Human Communication Research,1,US,F,White,Education
1998,Human Communication Research,1,US,F,White,Education
1998,Human Communication Research,2,US,M,White,Education
1998,Human Communication Research,1,US,M,White,Education
1998,Human Communication Research,2,US,M,White,Education
1998,Human Communication Research,3,US,F,Indigenous,Education
1998,Human Communication Research,1,NZ,M,White,Education
1998,Human Communication Research,1,US,M,White,Education
1998,Human Communication Research,1,US,M,White,Education
1998,Human Communication Research,2,US,M,White,Education
1998,Human Communication Research,3,IN,F,White,Education
1998,Human Communication Research,4,US,M,White,Education
1998,Human Communication Research,1,PH,M,White,Education
1998,Human Communication Research,2,US,M,Hispanic,Education
1998,Human Communication Research,3,US,M,White,Education
1998,Human Communication Research,1,US,M,White,Education
1998,Human Communication Research,1,US,F,White,Education
1998,Human Communication Research,2,US,F,White,Education
1998,Human Communication Research,3,US,F,White,Education
1998,Human Communication Research,4,US,M,White,Education
1998,Human Communication Research,1,US,F,White,Education
1998,Human Communication Research,1,US,M,White,Education
1998,Human Communication Research,2,US,M,White,Education
1998,Human Communication Research,3,US,M,White,Non Education
1998,Human Communication Research,4,US,M,White,Education
1998,Human Communication Research,1,US,F,White,Education
1998,Human Communication Research,2,US,M,Hispanic,Education
1998,Human Communication Research,3,US,F,White,Education
1998,Human Communication Research,4,US,M,White,Education
1998,Human Communication Research,1,US,F,White,Education
1998,Human Communication Research,2,US,F,White,Education
1998,Human Communication Research,1,US,F,White,Non Education
1998,Human Communication Research,2,US,F,White,Education
1998,Human Communication Research,1,QA,M,Asian,Education
1998,Human Communication Research,2,US,F,White,Education
1998,Human Communication Research,1,US,M,White,Education
1998,Human Communication Research,2,US,F,Hispanic,Education
1998,Human Communication Research,3,US,F,White,Education
1998,Human Communication Research,1,US,F,White,Education
1998,Human Communication Research,2,US,M,White,Education
1998,Human Communication Research,3,US,M,White,Education
1998,Human Communication Research,4,US,F,White,Non Education
1998,Human Communication Research,1,US,F,White,Education
1998,Human Communication Research,2,US,M,White,Education
1998,Human Communication Research,3,US,F,White,Education
1998,Human Communication Research,4,US,M,White,Education
1998,Human Communication Research,1,US,M,White,Non Education
1998,Human Communication Research,2,AU,M,White,Non Education
1998,Human Communication Research,3,US,M,White,Education
1998,Human Communication Research,1,US,M,White,Education
1998,Human Communication Research,2,US,F,White,Education
1998,Human Communication Research,3,US,M,White,Education
1997,Human Communication Research,1,US,M,White,Education
1997,Human Communication Research,2,US,M,White,Education
1997,Human Communication Research,3,US,M,White,Education
1997,Human Communication Research,4,US,F,Asian,Education
1997,Human Communication Research,5,US,F,White,Education
1997,Human Communication Research,6,US,M,White,Education
1997,Human Communication Research,7,US,M,White,Education
1997,Human Communication Research,8,US,M,Asian,Education
1997,Human Communication Research,1,US,M,White,Education
1997,Human Communication Research,1,US,F,White,Education
1997,Human Communication Research,2,US,M,White,Education
1997,Human Communication Research,1,US,F,White,Education
1997,Human Communication Research,1,US,M,White,Education
1997,Human Communication Research,2,US,M,White,Education
1997,Human Communication Research,3,US,F,White,Education
1997,Human Communication Research,4,US,F,White,Education
1997,Human Communication Research,5,US,M,White,Education
1997,Human Communication Research,1,US,M,White,Education
1997,Human Communication Research,1,US,M,White,Education
1997,Human Communication Research,2,US,M,White,Education
1997,Human Communication Research,1,US,M,White,Education
1997,Human Communication Research,1,US,M,White,Education
1997,Human Communication Research,2,US,F,White,Education
1997,Human Communication Research,1,NZ,M,Asian,Education
1997,Human Communication Research,2,NZ,M,Asian,Education
1997,Human Communication Research,3,NZ,F,White,Education
1997,Human Communication Research,4,NZ,F,Asian,Education
1997,Human Communication Research,1,US,M,White,Education
1997,Human Communication Research,2,US,F,White,Education
1997,Human Communication Research,1,JP,M,White,Education
1997,Human Communication Research,1,US,F,White,Education
1997,Human Communication Research,2,US,F,White,Education
1997,Human Communication Research,1,US,M,White,Education
1997,Human Communication Research,1,AU,M,White,Education
1997,Human Communication Research,2,AU,M,White,Education
1997,Human Communication Research,1,US,F,White,Education
1997,Human Communication Research,1,US,M,White,Education
1997,Human Communication Research,2,US,F,White,Education
1997,Human Communication Research,1,US,F,White,Education
1997,Human Communication Research,2,US,M,White,Education
1997,Human Communication Research,3,US,M,White,Education
1997,Human Communication Research,1,US,F,White,Education
1997,Human Communication Research,1,PH,M,White,Education
1997,Human Communication Research,1,US,M,White,Education
1997,Human Communication Research,2,US,M,White,Education
1997,Human Communication Research,1,US,F,White,Education
1997,Human Communication Research,2,US,F,White,Education
1997,Human Communication Research,3,US,M,White,Education
1997,Human Communication Research,1,US,F,White,Education
1997,Human Communication Research,2,US,F,White,Education
1997,Human Communication Research,3,US,F,White,Education
1997,Human Communication Research,4,US,M,White,Education
1997,Human Communication Research,5,US,F,White,Education
1997,Human Communication Research,6,US,F,White,Education
1997,Human Communication Research,7,US,M,White,Education
1997,Human Communication Research,8,US,F,Hispanic,Education
1996,Human Communication Research,1,QA,M,Hispanic,Education
1996,Human Communication Research,1,US,F,White,Education
1996,Human Communication Research,1,GB,M,White,Education
1996,Human Communication Research,2,US,M,White,Education
1996,Human Communication Research,1,US,F,White,Education
1996,Human Communication Research,1,US,F,Hispanic,Education
1996,Human Communication Research,1,US,M,White,Education
1996,Human Communication Research,1,NL,M,White,Education
1996,Human Communication Research,2,NL,M,White,Education
1996,Human Communication Research,1,US,M,White,Education
1996,Human Communication Research,2,US,F,White,Education
1996,Human Communication Research,3,US,F,White,Education
1996,Human Communication Research,1,US,M,White,Education
1996,Human Communication Research,1,US,F,White,Education
1996,Human Communication Research,2,US,F,White,Education
1996,Human Communication Research,1,US,F,White,Education
1996,Human Communication Research,2,US,M,White,Education
1996,Human Communication Research,3,US,M,White,Education
1996,Human Communication Research,1,US,M,Asian,Education
1996,Human Communication Research,2,US,M,White,Education
1996,Human Communication Research,3,US,M,White,Education
1996,Human Communication Research,1,US,M,White,Education
1996,Human Communication Research,1,US,M,White,Education
1996,Human Communication Research,2,US,F,White,Education
1996,Human Communication Research,3,US,F,Asian,Education
1996,Human Communication Research,4,JP,M,Asian,Education
1996,Human Communication Research,5,KR,M,Asian,Education
1996,Human Communication Research,6,AU,M,White,Education
1996,Human Communication Research,1,GB,F,White,Education
1996,Human Communication Research,2,NL,M,White,Education
1996,Human Communication Research,3,GB,F,White,Education
1996,Human Communication Research,1,US,M,White,Education
1996,Human Communication Research,1,US,M,White,Education
1996,Human Communication Research,2,US,M,White,Education
1996,Human Communication Research,1,US,M,White,Education
1996,Human Communication Research,2,US,M,White,Education
1996,Human Communication Research,3,US,F,White,Education
1996,Human Communication Research,1,US,M,Hispanic,Education
1996,Human Communication Research,2,US,M,White,Education
1996,Human Communication Research,3,US,F,Black,Education
1996,Human Communication Research,1,US,F,White,Education
1996,Human Communication Research,2,US,F,White,Education
1996,Human Communication Research,1,DE,F,White,Education
1996,Human Communication Research,2,DE,F,White,Education
1996,Human Communication Research,1,US,M,White,Education
1996,Human Communication Research,2,US,M,White,Education
1996,Human Communication Research,3,US,M,White,Education
1996,Human Communication Research,1,US,M,White,Education
1996,Human Communication Research,2,US,F,White,Education
1996,Human Communication Research,3,US,M,White,Education
1995,Human Communication Research,1,US,F,White,Education
1995,Human Communication Research,2,US,M,White,Education
1995,Human Communication Research,3,US,F,White,Education
1995,Human Communication Research,4,PH,M,White,Education
1995,Human Communication Research,1,US,M,White,Education
1995,Human Communication Research,2,US,M,White,Education
1995,Human Communication Research,1,US,M,Asian,Education
1995,Human Communication Research,2,US,M,White,Education
1995,Human Communication Research,1,US,M,White,Education
1995,Human Communication Research,2,US,M,White,Education
1995,Human Communication Research,3,US,F,White,Education
1995,Human Communication Research,1,US,M,Asian,Education
1995,Human Communication Research,2,US,M,White,Education
1995,Human Communication Research,1,US,F,White,Education
1995,Human Communication Research,2,US,M,White,Education
1995,Human Communication Research,1,US,M,White,Education
1995,Human Communication Research,1,US,M,White,Education
1995,Human Communication Research,1,QA,M,White,Education
1995,Human Communication Research,2,US,M,White,Education
1995,Human Communication Research,1,PH,M,White,Education
1995,Human Communication Research,2,US,M,White,Education
1995,Human Communication Research,1,US,F,White,Education
1995,Human Communication Research,1,US,M,White,Education
1995,Human Communication Research,1,US,M,White,Education
1995,Human Communication Research,2,TW,F,Asian,Non Education
1995,Human Communication Research,1,US,F,White,Education
1995,Human Communication Research,1,US,M,White,Education
1995,Human Communication Research,2,US,M,White,Education
1995,Human Communication Research,1,GH,M,White,Education
1995,Human Communication Research,2,US,M,White,Education
1995,Human Communication Research,3,US,F,White,Education
1995,Human Communication Research,4,US,F,White,Education
1995,Human Communication Research,1,US,M,White,Education
1995,Human Communication Research,2,PH,M,White,Education
1995,Human Communication Research,3,US,M,White,Education
1995,Human Communication Research,1,US,M,White,Education
1995,Human Communication Research,2,US,M,White,Education
1995,Human Communication Research,1,US,M,White,Education
1995,Human Communication Research,2,US,F,White,Education
1995,Human Communication Research,1,US,M,Asian,Education
1995,Human Communication Research,2,US,M,White,Education
1994,Human Communication Research,1,US,M,White,Non Education
1994,Human Communication Research,1,US,M,White,Education
1994,Human Communication Research,1,US,M,White,Education
1994,Human Communication Research,2,GB,M,White,Non Education
1994,Human Communication Research,1,US,F,White,Education
1994,Human Communication Research,1,US,F,Asian,Education
1994,Human Communication Research,2,US,F,White,Education
1994,Human Communication Research,1,US,M,White,Education
1994,Human Communication Research,2,US,M,White,Education
1994,Human Communication Research,1,US,M,White,Education
1994,Human Communication Research,2,US,M,White,Education
1994,Human Communication Research,1,JP,F,Asian,Education
1994,Human Communication Research,2,US,F,White,Education
1994,Human Communication Research,1,US,M,White,Education
1994,Human Communication Research,2,US,M,White,Education
1994,Human Communication Research,1,US,M,White,Education
1994,Human Communication Research,1,US,F,White,Education
1994,Human Communication Research,2,US,M,White,Education
1994,Human Communication Research,3,US,F,White,Non Education
1994,Human Communication Research,1,PH,F,White,Education
1994,Human Communication Research,1,US,M,White,Education
1994,Human Communication Research,2,US,M,White,Education
1994,Human Communication Research,1,QA,M,Hispanic,Education
1994,Human Communication Research,2,US,M,White,Education
1994,Human Communication Research,3,US,F,White,Education
1994,Human Communication Research,4,US,F,White,Education
1994,Human Communication Research,5,US,M,White,Education
1994,Human Communication Research,1,QA,F,White,Education
1994,Human Communication Research,2,US,F,White,Education
1994,Human Communication Research,1,US,F,White,Education
1994,Human Communication Research,1,US,F,White,Education
1994,Human Communication Research,2,US,M,White,Education
1994,Human Communication Research,1,US,M,Asian,Education
1994,Human Communication Research,2,US,M,White,Education
1994,Human Communication Research,3,US,M,Asian,Education
1994,Human Communication Research,1,US,F,White,Education
1994,Human Communication Research,2,US,M,White,Education
1994,Human Communication Research,1,US,F,White,Education
1994,Human Communication Research,2,US,M,White,Education
1994,Human Communication Research,1,US,F,White,Education
1994,Human Communication Research,2,US,F,White,Education
1994,Human Communication Research,3,US,M,White,Education
1994,Human Communication Research,4,US,M,White,Education
1994,Human Communication Research,5,US,F,White,Education
1994,Human Communication Research,6,US,F,White,Education
1994,Human Communication Research,1,US,M,White,Education
1994,Human Communication Research,2,US,M,White,Education
1993,Human Communication Research,1,US,M,White,Education
1993,Human Communication Research,1,US,F,White,Education
1993,Human Communication Research,2,US,M,White,Education
1993,Human Communication Research,1,DE,M,White,Education
1993,Human Communication Research,2,DE,F,White,Education
1993,Human Communication Research,1,US,M,White,Education
1993,Human Communication Research,1,US,F,White,Education
1993,Human Communication Research,2,US,M,White,Education
1993,Human Communication Research,3,US,F,White,Education
1993,Human Communication Research,1,US,M,White,Education
1993,Human Communication Research,1,US,F,White,Education
1993,Human Communication Research,2,US,F,White,Education
1993,Human Communication Research,3,US,F,White,Education
1993,Human Communication Research,1,US,F,White,Education
1993,Human Communication Research,2,QA,F,White,Education
1993,Human Communication Research,1,US,F,White,Education
1993,Human Communication Research,1,US,M,White,Education
1993,Human Communication Research,1,US,M,White,Education
1993,Human Communication Research,1,US,F,White,Education
1993,Human Communication Research,2,US,F,White,Education
1993,Human Communication Research,1,US,M,White,Education
1993,Human Communication Research,2,US,F,White,Education
1993,Human Communication Research,1,US,M,Asian,Education
1993,Human Communication Research,2,US,M,White,Education
1993,Human Communication Research,1,US,M,White,Education
1993,Human Communication Research,1,US,M,White,Education
1993,Human Communication Research,1,US,M,White,Education
1993,Human Communication Research,2,US,F,White,Education
1993,Human Communication Research,1,US,F,White,Education
1993,Human Communication Research,2,US,M,White,Education
1993,Human Communication Research,1,CA,F,White,Education
1993,Human Communication Research,2,CA,F,White,Education
1993,Human Communication Research,1,DE,M,White,Education
1993,Human Communication Research,2,NL,M,White,Education
1993,Human Communication Research,3,BE,F,White,Education
1992,Human Communication Research,1,US,F,White,Education
1992,Human Communication Research,2,US,M,White,Education
1992,Human Communication Research,3,US,F,White,Education
1992,Human Communication Research,4,US,M,White,Non Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,2,US,F,White,Education
1992,Human Communication Research,3,US,F,White,Education
1992,Human Communication Research,1,US,F,White,Education
1992,Human Communication Research,2,PH,M,White,Education
1992,Human Communication Research,3,US,M,White,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,2,US,M,White,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,2,US,F,White,Education
1992,Human Communication Research,3,US,M,White,Education
1992,Human Communication Research,4,US,F,White,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,2,US,F,White,Education
1992,Human Communication Research,1,PH,M,White,Education
1992,Human Communication Research,2,US,F,White,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,2,US,M,White,Education
1992,Human Communication Research,3,US,F,White,Education
1992,Human Communication Research,4,US,M,White,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,2,US,F,White,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,2,BN,F,White,Education
1992,Human Communication Research,3,GB,M,White,Education
1992,Human Communication Research,4,GB,M,White,Education
1992,Human Communication Research,5,GB,M,White,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,2,US,M,White,Education
1992,Human Communication Research,3,US,M,White,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,2,US,F,White,Education
1992,Human Communication Research,3,US,F,Black,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,2,US,M,White,Education
1992,Human Communication Research,1,US,F,White,Education
1992,Human Communication Research,1,US,F,White,Education
1992,Human Communication Research,2,US,M,White,Education
1992,Human Communication Research,3,US,M,Asian,Education
1992,Human Communication Research,4,US,M,White,Education
1992,Human Communication Research,1,US,F,White,Education
1992,Human Communication Research,2,US,F,White,Education
1992,Human Communication Research,1,US,M,White,Education
1992,Human Communication Research,2,US,M,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,2,US,F,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,2,US,M,White,Education
1991,Human Communication Research,3,US,M,White,Education
1991,Human Communication Research,1,US,F,White,Education
1991,Human Communication Research,2,US,M,White,Education
1991,Human Communication Research,3,US,M,White,Education
1991,Human Communication Research,4,US,F,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,2,US,F,White,Education
1991,Human Communication Research,3,US,F,White,Education
1991,Human Communication Research,4,US,F,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,1,US,F,White,Education
1991,Human Communication Research,2,US,M,White,Education
1991,Human Communication Research,3,US,F,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,2,US,F,White,Education
1991,Human Communication Research,1,KR,M,Asian,Education
1991,Human Communication Research,2,US,M,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,2,US,M,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,2,US,F,White,Education
1991,Human Communication Research,1,US,F,White,Education
1991,Human Communication Research,2,US,M,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,2,US,F,White,Education
1991,Human Communication Research,3,US,M,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,2,US,F,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,1,US,F,White,Education
1991,Human Communication Research,1,US,M,Asian,Education
1991,Human Communication Research,2,US,M,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,2,US,M,White,Education
1991,Human Communication Research,1,US,M,White,Education
1991,Human Communication Research,2,US,F,White,Education
1991,Human Communication Research,3,US,F,White,Education
1991,Human Communication Research,4,US,F,White,Education
1991,Human Communication Research,5,US,M,Asian,Education
1990,Human Communication Research,1,US,F,White,Education
1990,Human Communication Research,2,US,M,White,Education
1990,Human Communication Research,1,US,M,White,Education
1990,Human Communication Research,2,US,M,White,Education
1990,Human Communication Research,3,KR,M,Asian,Education
1990,Human Communication Research,1,SE,M,White,Education
1990,Human Communication Research,2,SE,M,White,Education
1990,Human Communication Research,1,US,F,White,Education
1990,Human Communication Research,2,US,F,White,Education
1990,Human Communication Research,1,US,F,White,Education
1990,Human Communication Research,2,US,M,Black,Education
1990,Human Communication Research,1,US,M,White,Education
1990,Human Communication Research,1,US,F,White,Education
1990,Human Communication Research,2,US,F,White,Education
1990,Human Communication Research,3,US,M,White,Education
1990,Human Communication Research,1,US,F,White,Education
1990,Human Communication Research,2,US,M,White,Education
1990,Human Communication Research,3,US,M,White,Education
1990,Human Communication Research,1,US,F,White,Education
1990,Human Communication Research,2,US,F,White,Education
1990,Human Communication Research,1,US,F,White,Education
1990,Human Communication Research,2,US,M,White,Education
1990,Human Communication Research,1,US,F,White,Education
1990,Human Communication Research,2,US,F,White,Education
1990,Human Communication Research,1,PH,M,White,Education
1990,Human Communication Research,2,PH,M,White,Education
1990,Human Communication Research,1,US,F,White,Education
1990,Human Communication Research,1,US,M,White,Education
1990,Human Communication Research,1,US,M,White,Education
1990,Human Communication Research,2,US,M,White,Education
1990,Human Communication Research,1,US,F,White,Education
1990,Human Communication Research,2,US,F,White,Education
1990,Human Communication Research,1,US,M,White,Education
1990,Human Communication Research,2,US,M,White,Education
1990,Human Communication Research,1,US,F,White,Education
1990,Human Communication Research,2,US,M,White,Education
1990,Human Communication Research,3,US,F,White,Education
1990,Human Communication Research,1,US,M,White,Education
1990,Human Communication Research,2,US,F,White,Education
1990,Human Communication Research,1,US,M,White,Education
1989,Human Communication Research,1,US,F,White,Education
1989,Human Communication Research,1,US,F,Hispanic,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,1,US,F,White,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,3,US,F,White,Education
1989,Human Communication Research,4,US,F,White,Education
1989,Human Communication Research,1,US,F,White,Education
1989,Human Communication Research,2,US,F,White,Education
1989,Human Communication Research,3,US,F,White,Education
1989,Human Communication Research,1,US,M,White,Education
1989,Human Communication Research,1,US,M,White,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,3,US,M,White,Education
1989,Human Communication Research,4,US,M,White,Education
1989,Human Communication Research,1,US,F,White,Education
1989,Human Communication Research,1,PH,M,White,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,1,US,M,White,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,3,US,F,White,Education
1989,Human Communication Research,1,PH,M,White,Education
1989,Human Communication Research,2,PH,F,White,Education
1989,Human Communication Research,3,PH,M,White,Education
1989,Human Communication Research,1,US,M,White,Education
1989,Human Communication Research,2,US,F,White,Education
1989,Human Communication Research,3,US,F,White,Education
1989,Human Communication Research,4,US,M,White,Education
1989,Human Communication Research,1,US,M,White,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,3,US,M,Black,Education
1989,Human Communication Research,1,US,F,White,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,1,US,M,White,Education
1989,Human Communication Research,2,US,F,White,Education
1989,Human Communication Research,1,US,F,White,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,3,US,M,White,Non Education
1989,Human Communication Research,1,US,M,White,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,3,US,F,White,Education
1989,Human Communication Research,1,US,F,White,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,1,US,M,White,Education
1989,Human Communication Research,2,US,F,White,Education
1989,Human Communication Research,1,US,F,White,Education
1989,Human Communication Research,1,US,M,White,Education
1989,Human Communication Research,1,US,M,White,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,3,US,F,White,Education
1989,Human Communication Research,1,US,M,White,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,1,US,F,Hispanic,Education
1989,Human Communication Research,2,US,M,White,Education
1989,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,2,US,F,White,Education
1988,Human Communication Research,1,PH,M,White,Education
1988,Human Communication Research,2,PH,F,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,2,US,F,White,Education
1988,Human Communication Research,3,US,M,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,2,US,M,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,2,US,M,White,Education
1988,Human Communication Research,3,US,M,White,Education
1988,Human Communication Research,1,PH,F,White,Education
1988,Human Communication Research,2,US,M,White,Education
1988,Human Communication Research,1,CN,M,Asian,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,2,US,M,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,2,US,M,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,1,US,F,White,Education
1988,Human Communication Research,2,US,M,White,Education
1988,Human Communication Research,3,US,M,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,2,US,M,White,Education
1988,Human Communication Research,3,US,M,White,Education
1988,Human Communication Research,4,US,F,White,Education
1988,Human Communication Research,5,US,F,White,Education
1988,Human Communication Research,6,US,M,White,Education
1988,Human Communication Research,1,US,M,Asian,Education
1988,Human Communication Research,1,US,F,White,Education
1988,Human Communication Research,2,US,M,White,Education
1988,Human Communication Research,3,US,M,White,Education
1988,Human Communication Research,1,US,M,White,Non Education
1988,Human Communication Research,2,US,F,White,Education
1988,Human Communication Research,3,US,M,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,2,US,M,White,Education
1988,Human Communication Research,1,US,F,White,Education
1988,Human Communication Research,2,US,F,White,Education
1988,Human Communication Research,3,US,F,White,Education
1988,Human Communication Research,1,CA,F,White,Education
1988,Human Communication Research,2,CA,M,White,Education
1988,Human Communication Research,3,CA,F,White,Education
1988,Human Communication Research,4,CA,M,White,Education
1988,Human Communication Research,5,CA,F,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,2,US,M,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,2,US,M,White,Education
1988,Human Communication Research,3,US,M,White,Education
1988,Human Communication Research,1,PH,M,White,Education
1988,Human Communication Research,2,US,F,White,Education
1988,Human Communication Research,3,US,F,White,Education
1988,Human Communication Research,4,PH,F,White,Education
1988,Human Communication Research,5,US,F,White,Education
1988,Human Communication Research,1,US,M,White,Education
1988,Human Communication Research,2,US,M,White,Education
1988,Human Communication Research,3,US,M,White,Education
1988,Human Communication Research,4,US,M,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,2,US,F,White,Education
1987,Human Communication Research,1,US,F,White,Education
1987,Human Communication Research,2,US,M,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,2,US,F,White,Education
1987,Human Communication Research,3,US,F,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,2,US,F,White,Education
1987,Human Communication Research,3,US,M,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,2,US,F,White,Education
1987,Human Communication Research,1,US,F,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,2,US,F,White,Education
1987,Human Communication Research,3,PH,M,White,Education
1987,Human Communication Research,1,US,F,White,Education
1987,Human Communication Research,2,US,M,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,2,US,M,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,1,US,F,White,Education
1987,Human Communication Research,2,US,F,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,2,US,F,White,Education
1987,Human Communication Research,3,US,F,White,Education
1987,Human Communication Research,4,US,F,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,2,US,M,White,Education
1987,Human Communication Research,3,US,M,White,Education
1987,Human Communication Research,1,US,M,White,Education
