doi,url,title,journal,authorName,gscholarLink,firstName,gender,gender_prob,gender_basedon,genderAgree,gender_api,gender_accu,gender_samples,lastName,race,affiliation,ror_affname,ror_id,ror_afftype,us_state,ror_country
10.1111/j.1460-2466.1998.tb02735.x,https://academic.oup.com/joc/article/48/1/33/4108126,Media Education in the Uk: Moving Beyond Protectionism,Journal of Communication,David Buckingham,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Buckingham,David,male,0.99,501011,True,male,99,381770,Buckingham,white,"1 Institute of Education, University of London, London, UK",University of London,https://ror.org/04cw6st05,Education,,GB
10.1111/j.1460-2466.1982.tb02526.x,https://academic.oup.com/joc/article/32/4/148/4372107,FCC Media Ownership Rules: The Case for Regulation,Journal of Communication,Henry Geller,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Henry+Geller,Henry,male,0.98,30742,True,male,99,32139,Geller,white,"1 Henry Geller is Director of the Washington Center for Public Policy Research at Duke University's Institute of Policy Sciences and Public Affairs. He was formerly Assistant Secretary for Communications and Information, Department of Commerce, and General Counsel of the Federal Communications Commission",The Korean Institute of Communications and Information Sciences,https://ror.org/024emcc52,Facility,,KR
10.1111/j.1468-2958.2005.tb00864.x,https://academic.oup.com/hcr/article/31/1/33/4331524,"A Multimethod Multitrait Validity Assessment of Self-Construal in Japan, Korea, and the United States",Human Communication Research,Cheong-Yi Park,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cheong-Yi+Park,Cheong-Yi,,0,0,False,male,63,1628,Park,Asian,2 Inha University,Inha University,https://ror.org/01easw929,Education,,KR
10.1111/j.1460-2466.1977.tb02150.x,https://academic.oup.com/joc/article/27/3/217/4554000,Predispositions Revisited,Journal of Communication,Sharon Murrel,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sharon+Murrel,Sharon,female,0.98,33532,True,female,96,28436,Murrel,white,"1 Robert M. Liebert is Professor of Psychology and Psychiatry at State University of New York, Stony Brook. Laurie A. Cohen, Christopher Joyce, Sharon Murrel, Linda Nisonoff, and Susan Sonnenschein are graduate students in psychology at State University of New York, Stony Brook",Stony Brook University,https://ror.org/05qghxh33,Education,New York,US
10.1111/j.1460-2466.1993.tb01303.x,https://academic.oup.com/joc/article/43/4/42/4160149,Revealing the Black Box: Information Processing and Media Effects,Journal of Communication,Seth Geiger,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Seth+Geiger,Seth,male,0.98,4054,True,male,99,7627,Geiger,white,1 Seth Geiger is an assistant professor in the Department of Communication at the University of California at Santa Barbara.,"University of California, Santa Barbara",https://ror.org/02t274463,Education,,US
10.1111/jcom.12039,https://academic.oup.com/joc/article/63/4/786/4085991,Alexithymia and Impairment of Decoding Positive Affect: An fMRI Study,Journal of Communication,Nick E. Frye-Cox,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nick+Frye-Cox,Nick,male,0.98,46290,True,male,98,55264,Frye-Cox,white,"4 Department of Human Development and Family Studies, University of Missouri Columbia, Columbia, MO, 65211, USA",University of Missouri,https://ror.org/02ymw8z06,Education,Missouri,US
10.1111/j.1460-2466.1979.tb01688.x,https://academic.oup.com/joc/article/29/1/104/4371731,Television and the Children of Ethnic Minorities,Journal of Communication,Robin E. Cobbey,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robin+Cobbey,Robin,male,0.93,34003,True,male,75,32295,Cobbey,white,"2 News research manager for the Minneapolis Star and Tribune and a doctoral student in the Newhouse School. An earlier version of this paper was presented at the conference on television and minority child socialization sponsored by the Center for Afro-American Studies, University of California at Los Angeles, April 27–28, 1978","University of California, Los Angeles",https://ror.org/046rm7j60,Education,,US
10.1111/j.1460-2466.1984.tb02180.x,https://academic.oup.com/joc/article/34/3/130/4265593,The Effects of Multiple Exposures to Filmed Violence Against Women,Journal of Communication,Steven Penrod,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Penrod,Steven,male,0.99,61542,True,male,99,59951,Penrod,white,"3 Steven Penrod is Assistant Professor of Psychology, all at the University of Wisconsin-Madison",University of Wisconsin–Madison,https://ror.org/01y2jtd41,Education,,US
10.1111/jcom.12182,https://academic.oup.com/joc/article/65/6/975/4082337,Digital Games Research: A Survey Study on an Emerging Field and Its Prevalent Debates,Journal of Communication,Thorsten Quandt,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thorsten+Quandt,Thorsten,male,1,9772,True,male,99,5261,Quandt,white,"1 Department of Communication, University of Münster, 48143, Münster, Germany",Mahindra and Mahindra Limited (India),https://ror.org/01c5dd102,Company,,IN
10.1111/j.1460-2466.1988.tb02055.x,https://academic.oup.com/joc/article/38/2/185/4210528,The Methods and Merits of Pornography Research,Journal of Communication,Dolf Zillmann,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dolf+Zillmann,Dolf,male,0.97,390,True,male,97,274,Zillmann,white,1 Indiana University,Indiana University,https://ror.org/01kg8sb98,Education,Indiana,US
10.1111/j.1460-2466.1970.tb00872.x,https://academic.oup.com/joc/article/20/2/142/4560905,International Understanding through Communication One Plan—One Plea,Journal of Communication,Paul L. Brownstone,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Brownstone,Paul,male,0.99,148099,True,male,99,140849,Brownstone,white,"1 Paul L. Brownstone (Ph.D., Pennsylvania State University, 1960) is Professor and Chairman of the Speech-Theatre Department at Long Island University and President of the Speech Association of the Eastern States. He is a former faculty member of Adelphi University and Brooklyn College",The Speech and Stuttering Institute,https://ror.org/05geszq97,Nonprofit,Ontario,CA
10.1111/j.1460-2466.2006.00335.x,https://academic.oup.com/joc/article/57/1/155/4102655,Curmudgeonly Advice,Journal of Communication,Donald R. Kinder,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Donald+Kinder,Donald,male,0.98,12059,True,male,99,12793,Kinder,white,"1 Department of Political Science, University of Michigan, Ann Arbor, MI 48109",University of Michigan–Ann Arbor,https://ror.org/00jmfr291,Education,,US
10.1111/j.1468-2885.2002.tb00279.x,https://academic.oup.com/ct/article/12/4/469/4110781,Functional and Causal Explanations in Group Communication Research,Communication Theory,Lise VanderVoort,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lise+VanderVoort,Lise,female,0.97,8436,True,female,98,4319,Vandervoort,white,1 Lise VanderVoort is a doctoral student in the Department of Communication Studies at the University of Iowa.,Institute for Doctoral Studies in the Visual Arts,https://ror.org/058vwqx43,Education,Maine,US
10.1111/j.1468-2958.1984.tb00039.x,https://academic.oup.com/hcr/article/11/1/85/4587798,Power Strategies in Organizations: Communication Techniques and Messages,Human Communication Research,Virginia P. Richmond,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Virginia+Richmond,Virginia,female,0.99,36136,True,female,98,14661,Richmond,white,"1 Virginia P. Richmond (Ph.D., University of Nebraska—Lincoln, 1977) is an associate professor of speech communication at West Virginia University",West Virginia University at Parkersburg,https://ror.org/00k5m1279,Education,West Virginia,US
10.1111/jcom.12062,https://academic.oup.com/joc/article/63/6/1088/4086012,The Relation Between Television Exposure and Theory of Mind Among Preschoolers,Journal of Communication,Eric E. Rasmussen,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Eric+Rasmussen,Eric,male,0.99,135071,True,male,99,121922,Rasmussen,white,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",The Ohio State University,https://ror.org/00rs6vg23,Education,Ohio,US
10.1111/j.1460-2466.1970.tb00861.x,https://academic.oup.com/joc/article/20/1/17/4560878,Myth in Communication,Journal of Communication,A. J. M. Sykes,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=A.+Sykes,A.,,0,0,False,male,71,2092,Sykes,white,"1 A. J. M. Sykes is a professor of sociology at the University of Strathclyde, Glasgow, Scotland. He received his doctorate in industrial sociology from Glasgow University. He taught Management Studies at Scottish College of Commerce for three years and then joined the staff at the University of Strathclyde in 1963. Professor Sykes has conducted research into social relations and attitude changes in printing, civil engineering, clerical employment, motor car assembling, social change in Ireland, industrial training and shipping",University of Strathclyde,https://ror.org/00n3w3b69,Education,,GB
10.1093/jcmc/zmz023,https://academic.oup.com/jcmc/article/25/1/32/5673271,Explicating Cues: A Typology for Understanding Emerging Media Technologies,Journal of Computer-Mediated Communication,Kun Xu,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kun+Xu,Kun,male,0.78,1297,True,male,79,1288,Xu,Asian,"Department of Telecommunication , College of Journalism and Communications, University of Florida, Gainesville, FL 32611, USA",African University College of Communications,https://ror.org/04aenby30,Education,,GH
10.1111/j.1083-6101.2006.00309.x,https://academic.oup.com/jcmc/article/11/4/1085/4617721,The Pass-Along Effect: Investigating Word-of-Mouth Effects on Online Survey Procedures,Journal of Computer-Mediated Communication,Cristel A. Russell,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cristel+Russell,Cristel,female,0.96,1299,True,female,94,680,Russell,white,2 Department of Marketing San Diego State University,San Diego State University,https://ror.org/0264fdx42,Education,California,US
10.1111/j.1460-2466.1978.tb01652.x,https://academic.oup.com/joc/article/28/4/18/4371627,Casting for Tv Parts: The Anatomy of Social Typing,Journal of Communication,Joseph Turow,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Turow,Joseph,male,0.99,60259,True,male,99,63161,Turow,white,"1 Joseph Turow is Assistant Professor of Communication, Purdue University. The research for this study was funded by the Purdue Research Foundation. The author would like to acknowledge the kind help of Robert Lewis Shayon in getting the project off the ground and thank the many people from the TV industry who were generous with their time and their comments",The Wiener Library,https://ror.org/04f49yt17,Archive,,GB
10.1111/j.1083-6101.2009.01455.x,https://academic.oup.com/jcmc/article/14/3/602/4583561,The Challenges of Ensuring Participant Consent in Internet-based Sex Studies: A Case Study of the Men's INTernet Sex (MINTS-I and II) Studies,Journal of Computer-Mediated Communication,Gene P. Danilenko,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gene+Danilenko,Gene,male,0.63,2886,True,male,100,3077,Danilenko,white,1 University of Minnesota,University of Minnesota,https://ror.org/017zqws13,Education,,US
10.1093/hcr/hqx005,https://academic.oup.com/hcr/article/44/2/127/4841748,Relational Change Following Hurtful Conflict: An Extension of Identity Implications Theory,Human Communication Research,Andy J Merolla,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andy+Merolla,Andy,male,0.92,66103,True,male,95,64001,Merolla,hispanic,"Department of Communication, University of California, Santa Barbara, Santa Barbara, CA 93106, USA","University of California, Santa Barbara",https://ror.org/02t274463,Education,,US
10.1093/ct/qtz024,https://academic.oup.com/ct/article/31/3/380/5647384,"A Meta-Theoretical Systematic Review of the Culture-Centered Approach to Health Communication: Toward a Refined, “Nested” Model",Communication Theory,Patrick Dillon,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patrick+Dillon,Patrick,male,0.99,153288,True,male,99,118290,Dillon,white,"School of Communication Studies , Kent State University at Stark, North Canton, OH,  USA",Kent State University at Stark,https://ror.org/00gxmhc57,Education,Ohio,US
10.1111/j.1468-2885.2010.01370.x,https://academic.oup.com/ct/article/20/4/427/4085679,Introducing the PCMC Model: An Investigative Framework for Young People's Processing of Commercialized Media Content,Communication Theory,Laura H. Owen,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laura+Owen,Laura,female,0.98,288403,True,female,98,163073,Owen,white,"1 Department of Communication Science, University of Amsterdam, 1012 CX Amsterdam, The Netherlands",University of Amsterdam,https://ror.org/04dkp9463,Education,Noord-Holland,NL
10.1111/jcc4.12058,https://academic.oup.com/jcmc/article/19/4/1042/4067638,Facebook User Research Using a Probability-Based Sample and Behavioral Data*,Journal of Computer-Mediated Communication,Michael Link,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Link,Michael,male,0.99,245870,True,male,99,211741,Link,white,"2 Nielsen, 3784 Ardsley Court, Marietta, GA, 30062",Germantown Academy,https://ror.org/01j78w442,Education,Pennsylvania,US
10.1093/ccc/tcz051,https://academic.oup.com/ccc/article/13/1/121/5739591,Technocracy Meets Populism: The Dominant Technological Imaginary of Silicon Valley,"Communication, Culture and Critique",Elisabetta Ferrari,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elisabetta+Ferrari,Elisabetta,female,0.99,12887,True,female,99,6587,Ferrari,white,"Annenberg School for Communication , University of Pennsylvania, Philadelphia, PA 19104, USA",School District of Philadelphia,https://ror.org/035z3t173,Education,Pennsylvania,US
10.1111/j.1083-6101.2005.tb00273.x,https://academic.oup.com/jcmc/article/10/4/JCMC10411/4614451,Using Social Psychology to Motivate Contributions to Online Communities,Journal of Computer-Mediated Communication,Dan Cosley,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dan+Cosley,Dan,male,0.95,55986,True,male,97,61524,Cosley,white,"7 A Ph.D. student in the Computer Science Department, University of Minnesota. His research interests include motivation in online communities, recommender systems, and the effects of technologies on the people that use them.",Research Institute on the Foundations of Computer Science,https://ror.org/02krdtz55,Facility,,FR
10.1111/jcc4.12083,https://academic.oup.com/jcmc/article/19/4/871/4067576,"Fear Appeals, Message Processing Cues, and Credibility in the Websites of Violent, Ideological, and Nonideological Groups*",Journal of Computer-Mediated Communication,Shane Connelly,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Shane+Connelly,Shane,male,0.89,11605,True,male,93,15589,Connelly,white,"2 Center for Applied Social Research, University of Oklahoma, 2 Partners Place, 3100 Monitor, Suite 100, Norman, OK 73072, USA",Social Venture Partners,https://ror.org/04xpyh310,Nonprofit,Washington,US
10.1093/jcmc/zmy020,https://academic.oup.com/jcmc/article/23/6/370/5140170,"Understanding the Effects of Personalization as a Privacy Calculus: Analyzing Self-Disclosure Across Health, News, and Commerce Contexts†",Journal of Computer-Mediated Communication,Natali Helberger,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Natali+Helberger,Natali,female,0.98,10413,True,female,98,6316,Helberger,white,"Institute for Information Law/IViR, University of Amsterdam, Amsterdam, The Netherlands",University of Amsterdam,https://ror.org/04dkp9463,Education,Noord-Holland,NL
10.1111/j.1460-2466.1981.tb00426.x,https://academic.oup.com/joc/article/31/3/32/4371871,Communicating More than Content: Formal Features of Children's Television Programs,Journal of Communication,Bruce A. Watkins,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bruce+Watkins,Bruce,male,0.98,10698,True,male,99,14681,Watkins,white,"1 The authors are all affiliated with the Center for Research on the Influences of Television on Children, University of Kansas, Lawrence, Kansas. Ellen Wartella is also affiliated with the Institute of Communications Research, University of Illinois, Champaign, Illinois. Bruce Watkins is now at the School of Communication, University of Michigan. The research reported in this article was supported by a grant from the Spencer Foundation to the first two authors. Support for writing of this article was also provided by Grant 1T32HD07173 from the National Institute of Child Health and Human Development to the Department of Human Development, University of Kansas",The Open University of Japan,https://ror.org/03jyr9x65,Education,,JP
10.1111/j.1460-2466.2003.tb02589.x,https://academic.oup.com/joc/article/53/2/251/4102892,Looking Out for Number One: Euphemism and Face,Journal of Communication,Matthew S. McGlone,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthew+McGlone,Matthew,male,1,35521,True,male,100,51412,Mcglone,white,1 Matthew S. McGlone is associate professor of psychology at Lafayette College,Lafayette College,https://ror.org/036n0x007,Education,Pennsylvania,US
10.1111/j.1460-2466.2005.tb02661.x,https://academic.oup.com/joc/article/55/1/103/4103013,Who Cares About the Issues? Issue Voting and the Role of News Media During the 2000 U.S. Presidential Election,Journal of Communication,Sei-Hill Kim,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sei-Hill+Kim,Sei-Hill,,0,0,False,male,77,602,Kim,Asian,1 Sei-Hill Kim is an assistant professor in the Department of Communication &amp; Journalism at Auburn University,Auburn University at Montgomery,https://ror.org/05eynd241,Education,Alabama,US
10.1111/j.1468-2958.2007.00294.x,https://academic.oup.com/hcr/article/33/2/143/4210740,"A Critical Test of Self-Enhancement, Exposure, and Self-Categorization Explanations for First- and Third-Person Perceptions",Human Communication Research,Sahara Byrne,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sahara+Byrne,Sahara,female,0.74,1000,True,female,71,773,Byrne,white,"1 Department of Communication, University of California, Santa Barbara, CA 93105-4020","University of California, Santa Barbara",https://ror.org/02t274463,Education,,US
10.1093/ct/qtaa011,https://academic.oup.com/ct/article/31/4/737/5890671,The Other Side of Mediatization: Expanding the Concept to Defensive Strategies,Communication Theory,Daniel Nölleke,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Daniel+Nölleke,Daniel,male,0.99,317409,True,male,99,257742,Nölleke,white,"Department of Communication, University of Vienna , 1090 Vienna,  Austria",University of Vienna,https://ror.org/03prydq77,Education,,AT
10.1111/j.1468-2885.2008.01329.x,https://academic.oup.com/ct/article/19/1/1/4098765,When (and Why) Interpersonal Talk Matters for Campaigns,Communication Theory,Brian G. Southwell,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Southwell,Brian,male,0.99,51483,True,male,99,69588,Southwell,white,"1 School of Journalism and Mass Communication, University of Minnesota, Minneapolis, MN 55455",Indian Institute of Mass Communication,https://ror.org/046xn0c82,Education,,IN
10.1111/j.1468-2958.2001.tb00778.x,https://academic.oup.com/hcr/article/27/1/121/4554820,Empirical Support for the Gender-as-Culture Hypothesis: An Intercultural Analysis of Male/Female Language Differences,Human Communication Research,James J. Bradac,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Bradac,James,male,0.99,117309,True,male,99,131879,Bradac,white,"2 (Ph.D., Northwestern University, 1970) Department of Communication, University of California, Santa Barbara, CA 93106","University of California, Santa Barbara",https://ror.org/02t274463,Education,,US
10.1111/j.1468-2958.2009.01354.x,https://academic.oup.com/hcr/article/35/3/337/4107471,Identification and the Influence of Cultural Stereotyping on Postvideogame Play Hostility,Human Communication Research,Osei Appiah,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Osei+Appiah,Osei,male,0.87,594,True,male,91,513,Appiah,white,"2 School of Communication, Ohio State University, Columbus, OH 43210",Columbus State University,https://ror.org/002nf6z37,Education,Georgia,US
10.1111/j.1460-2466.2000.tb02867.x,https://academic.oup.com/joc/article/50/4/157/4110158,Using the Parallel Process Model to Prevent Firearm Injury and Death: Field Experiment Results of a Video-Based Intervention,Journal of Communication,Amy Janan Johnson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amy+Johnson,Amy,female,0.97,31233,True,female,98,42632,Johnson,white,"3 Department of Communication, University of Oklahoma, USA",Oklahoma Department of Transportation,https://ror.org/02kd4pa08,Government,Oklahoma,US
10.1111/j.1460-2466.2009.01454.x,https://academic.oup.com/joc/article/59/4/726/4098425,Moderating Effect of Group Cue While Processing News on Immigration: Is the Framing Effect a Heuristic Process?,Journal of Communication,Lifen Cheng,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lifen+Cheng,Lifen,female,0.78,23,True,female,83,23,Cheng,Asian,"1 Department of Sociology and Communication, University of Salamanca, Campus Unamuno (Edificio FES), Salamanca, 37007 Spain",University of Salamanca,https://ror.org/02f40zc51,Education,,ES
10.1111/j.1460-2466.1952.tb00176.x,https://academic.oup.com/joc/article/2/1/33/4609480,Human Intercommunication as a Unified Area for Research,Journal of Communication,Elwood Murray,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elwood+Murray,Elwood,male,0.96,169,True,male,97,116,Murray,white,"1 Director, School of Speeoh, University of Denver; President of NSSC",University of Denver,https://ror.org/04w7skc03,Education,Colorado,US
10.1111/j.1460-2466.1966.tb00041.x,https://academic.oup.com/joc/article/16/4/273/4569143,Nationality and Social Perception1,Journal of Communication,Bryant Wedge,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bryant+Wedge,Bryant,male,0.98,815,True,male,99,1643,Wedge,white,,,,,,
10.1111/jcc4.12090,https://academic.oup.com/jcmc/article/20/1/19/4067541,Social Presence as a Multi-Dimensional Group Construct in 3D Virtual Environments,Journal of Computer-Mediated Communication,Anu Sivunen,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anu+Sivunen,Anu,female,0.74,2645,True,female,75,5417,Sivunen,white,"1 Department of Industrial Engineering and Management, Aalto University School of Science, P.O.Box 15500, FIN-00076, Aalto, Finland",Aalto University,https://ror.org/020hwjq30,Education,,FI
10.1111/j.1468-2958.1980.tb00548.x,https://academic.oup.com/hcr/article/7/1/14/4055997,Situational Influences on the Selection of Strategies to Resist Compliance-Gaining Attempts,Human Communication Research,Carl S. Robey,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carl+Robey,Carl,male,0.98,17561,True,male,98,18194,Robey,white,3 Carl S. Robey is a student at Texas Tech University,Texas Tech University,https://ror.org/0405mnx93,Education,Texas,US
10.1111/hcre.12048,https://academic.oup.com/hcr/article/41/2/268/4064432,"In the Wake of the Great Recession: Economic Uncertainty, Communication, and Biological Stress Responses in Families",Human Communication Research,Sharde Davis,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sharde+Davis,Sharde,female,0.67,6,True,female,90,31,Davis,white,"1 Department of Communication Studies, University of Iowa, IA 52240, USA,",Iowa Department of Education,https://ror.org/03ejd2z94,Government,Iowa,US
10.1093/jcmc/zmz016,https://academic.oup.com/jcmc/article/24/6/335/5626014,Switching Schemas: Do Effects of Mindless Interactions With Agents Carry Over to Humans and Vice Versa?,Journal of Computer-Mediated Communication,Travis Loof,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Travis+Loof,Travis,male,0.99,5870,True,male,99,11196,Loof,white,"Media &amp; Journalism , College of Arts and Sciences, University of South Dakota, Vermillion, SD,  USA",University of South Dakota,https://ror.org/0043h8f16,Education,South Dakota,US
10.1093/jcmc/zmab024,https://academic.oup.com/jcmc/article/27/2/zmab024/6503843,"Memes, Memes, Everywhere, nor Any Meme to Trust: Examining the Credibility and Persuasiveness of COVID-19-Related Memes",Journal of Computer-Mediated Communication,Ben Wasike,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ben+Wasike,Ben,male,0.95,77991,True,male,97,73526,Wasike,white,"Department of Communication, University of Texas Rio Grande Valley , Brownsville, Texas 78520,  USA",The University of Texas Rio Grande Valley,https://ror.org/02p5xjf12,Education,Texas,US
10.1111/comt.12106,https://academic.oup.com/ct/article/27/1/21/4061217,Proposing the Communicate Bond Belong Theory: Evolutionary Intersections with Episodic Interpersonal Communication,Communication Theory,Daniel Cochece Davis,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Daniel+Davis,Daniel,male,0.99,317409,True,male,99,257742,Davis,white,"2 School of Communication, Illinois State University, Normal, IL, USA",University of Northern Colorado,https://ror.org/016bysn57,Education,Colorado,US
10.1111/j.1083-6101.2007.00346.x,https://academic.oup.com/jcmc/article/12/2/712/4583066,"Collaboration Structure, Communication Media, and Problems in Scientific Work Teams",Journal of Computer-Mediated Communication,Nancy G. Maloney,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nancy+Maloney,Nancy,female,0.98,42623,True,female,98,35222,Maloney,white,2 Department of Sociology University of Illinois at Chicago,University of Illinois at Chicago,https://ror.org/02mpq6x41,Education,Illinois,US
10.1111/hcre.12058,https://academic.oup.com/hcr/article/41/2/174/4064421,Distinguishing Hypotheses From Hyperbole in Studies of Media Violence: A Comment on Markey et al. (2015),Human Communication Research,Patrick E. Jamieson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patrick+Jamieson,Patrick,male,0.99,153288,True,male,99,118290,Jamieson,white,"3 Adolescent Communication Institute of the Annenberg Public Policy Center, University of Pennsylvania, Philadelphia, PA 19104, USA,",Hospital of the University of Pennsylvania,https://ror.org/02917wp91,Healthcare,Pennsylvania,US
10.1111/jcom.12248,https://academic.oup.com/joc/article/66/5/741/4082386,More Than Shoot-Em-Up and Torture Porn: Reflective Appropriation and Meaning-Making of Violent Media Content,Journal of Communication,Johanna Keppeler,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Johanna+Keppeler,Johanna,female,0.97,25767,True,female,98,15895,Keppeler,white,"1 Department of Communication Studies and Media Research, LMU Munich, Munich, 80538, Germany",Data:Lab Munich (Germany),https://ror.org/04jbk1p62,Company,,DE
10.1111/j.1468-2885.2011.01396.x,https://academic.oup.com/ct/article/22/1/66/4085703,"Dialogue, Activism, and Democratic Social Change",Communication Theory,Heather M. Zoller,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Heather+Zoller,Heather,female,0.98,6049,True,female,99,26287,Zoller,white,"2 Department of Communication, University of Cincinnati, OH, USA",University of Cincinnati,https://ror.org/01e3m7079,Education,Ohio,US
10.1093/ccc/tcab049,https://academic.oup.com/ccc/article/15/1/84/6359435,The Robert Capa Myth: Hegemonic Masculinity in Photojournalism’s Professional Indoctrination,"Communication, Culture and Critique",Christopher T Assaf,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christopher+Assaf,Christopher,male,0.99,53539,True,male,99,55041,Assaf,white,"The School of Journalism &amp; Media, The University of Texas at Austin ,  USA",The University of Texas at Austin,https://ror.org/00hj54h04,Education,,US
10.1111/jcc4.12123,https://academic.oup.com/jcmc/article/20/4/381/4067557,Gaming Social Capital: Exploring Civic Value in Multiplayer Video Games,Journal of Computer-Mediated Communication,Homero Gil de Zúñiga,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Homero+Zúñiga,Homero,male,0.99,394,True,male,99,546,Zúñiga,white,"3 University of Vienna, and Research Fellow at Universidad Diego Portales, Chile",Diego Portales University,https://ror.org/03gtdcg60,Education,,CL
10.1111/j.1468-2958.1998.tb00429.x,https://academic.oup.com/hcr/article/24/4/501/4554797,An Empirical Comparison of Three Theories of Nonverbal Immediacy Exchange,Human Communication Research,David B. Buller,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Buller,David,male,0.99,501011,True,male,99,381770,Buller,white,3 David B. Buller is senior scientist at the AMC Cancer Research Center in Denver,Łukasiewicz Research Network - Institute of Welding,https://ror.org/05xx8bb48,Facility,,PL
10.1111/j.1460-2466.2009.01421.x,https://academic.oup.com/joc/article/59/2/387/4098409,The Role of Family Interaction in New Immigrant Latinos' Civic Engagement,Journal of Communication,Katz Vikki S.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Katz+S.,Katz,female,0.59,136,True,female,59,134,S.,Asian,"2 University of Southern California, Los Angeles, CA 90007","University of California, Los Angeles",https://ror.org/046rm7j60,Education,,US
10.1111/j.1468-2958.2000.tb00752.x,https://academic.oup.com/hcr/article/26/1/104/4554759,The Presence of Norms in the Absence of Groups? The Impact of Normative Influence Under Hidden-Profile Conditions,Human Communication Research,Michael G. Cruz,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Cruz,Michael,male,0.99,245870,True,male,99,211741,Cruz,hispanic,"1 (Ph.D., Michigan State University, 1993) is an assistant professor in the Department of Communication Arts",Michigan State University,https://ror.org/05hs6h993,Education,,US
