doi,url,title,journal,datePublished,authorName,numberOfAuthors,authorPosition,affiliation,firstName,lastName,gender,gender_prob,gender_basedon,gscholarLink
10.1111/j.1460-2466.1993.tb01303.x,https://academic.oup.com/joc/article/43/4/42/4160149,Revealing the Black Box: Information Processing and Media Effects,Journal of Communication,2006-02-07,Seth Geiger,2.0,1.0,1 Seth Geiger is an assistant professor in the Department of Communication at the University of California at Santa Barbara.,Seth,Geiger,male,0.98,4054,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Seth+Geiger
10.1111/jcom.12039,https://academic.oup.com/joc/article/63/4/786/4085991,Alexithymia and Impairment of Decoding Positive Affect: An fMRI Study,Journal of Communication,2013-06-11,Nick E. Frye-Cox,6.0,4.0,"4 Department of Human Development and Family Studies, University of Missouri Columbia, Columbia, MO, 65211, USA",Nick,Frye-Cox,male,0.98,46290,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nick+Frye-Cox
10.1111/j.1460-2466.1979.tb01688.x,https://academic.oup.com/joc/article/29/1/104/4371731,Television and the Children of Ethnic Minorities,Journal of Communication,2006-02-07,Robin E. Cobbey,2.0,2.0,"2 News research manager for the Minneapolis Star and Tribune and a doctoral student in the Newhouse School. An earlier version of this paper was presented at the conference on television and minority child socialization sponsored by the Center for Afro-American Studies, University of California at Los Angeles, April 27–28, 1978",Robin,Cobbey,male,0.93,34003,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robin+Cobbey
10.1111/j.1460-2466.1984.tb02180.x,https://academic.oup.com/joc/article/34/3/130/4265593,The Effects of Multiple Exposures to Filmed Violence Against Women,Journal of Communication,2006-02-07,Steven Penrod,3.0,3.0,"3 Steven Penrod is Assistant Professor of Psychology, all at the University of Wisconsin-Madison",Steven,Penrod,male,0.99,61542,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Penrod
10.1111/jcom.12182,https://academic.oup.com/joc/article/65/6/975/4082337,Digital Games Research: A Survey Study on an Emerging Field and Its Prevalent Debates,Journal of Communication,2015-10-30,Thorsten Quandt,7.0,1.0,"1 Department of Communication, University of Münster, 48143, Münster, Germany",Thorsten,Quandt,male,1,9772,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thorsten+Quandt
10.1111/j.1460-2466.1988.tb02055.x,https://academic.oup.com/joc/article/38/2/185/4210528,The Methods and Merits of Pornography Research,Journal of Communication,2006-02-07,Dolf Zillmann,2.0,1.0,1 Indiana University,Dolf,Zillmann,male,0.97,390,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dolf+Zillmann
10.1111/j.1460-2466.1970.tb00872.x,https://academic.oup.com/joc/article/20/2/142/4560905,International Understanding through Communication One Plan—One Plea,Journal of Communication,2006-02-07,Paul L. Brownstone,1.0,1.0,"1 Paul L. Brownstone (Ph.D., Pennsylvania State University, 1960) is Professor and Chairman of the Speech-Theatre Department at Long Island University and President of the Speech Association of the Eastern States. He is a former faculty member of Adelphi University and Brooklyn College",Paul,Brownstone,male,0.99,148099,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Brownstone
10.1111/j.1460-2466.2006.00335.x,https://academic.oup.com/joc/article/57/1/155/4102655,Curmudgeonly Advice,Journal of Communication,2007-02-28,Donald R. Kinder,1.0,1.0,"1 Department of Political Science, University of Michigan, Ann Arbor, MI 48109",Donald,Kinder,male,0.98,12059,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Donald+Kinder
10.1111/j.1468-2885.2002.tb00279.x,https://academic.oup.com/ct/article/12/4/469/4110781,Functional and Causal Explanations in Group Communication Research,Communication Theory,2006-01-10,Lise VanderVoort,1.0,1.0,1 Lise VanderVoort is a doctoral student in the Department of Communication Studies at the University of Iowa.,Lise,VanderVoort,female,0.97,8436,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lise+VanderVoort
10.1111/j.1468-2958.1984.tb00039.x,https://academic.oup.com/hcr/article/11/1/85/4587798,Power Strategies in Organizations: Communication Techniques and Messages,Human Communication Research,2006-03-17,Virginia P. Richmond,4.0,1.0,"1 Virginia P. Richmond (Ph.D., University of Nebraska—Lincoln, 1977) is an associate professor of speech communication at West Virginia University",Virginia,Richmond,female,0.99,36136,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Virginia+Richmond
10.1111/jcom.12062,https://academic.oup.com/joc/article/63/6/1088/4086012,The Relation Between Television Exposure and Theory of Mind Among Preschoolers,Journal of Communication,2013-10-30,Eric E. Rasmussen,5.0,4.0,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",Eric,Rasmussen,male,0.99,135071,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Eric+Rasmussen
10.1111/j.1460-2466.1970.tb00861.x,https://academic.oup.com/joc/article/20/1/17/4560878,Myth in Communication,Journal of Communication,2006-02-07,A. J. M. Sykes,1.0,1.0,"1 A. J. M. Sykes is a professor of sociology at the University of Strathclyde, Glasgow, Scotland. He received his doctorate in industrial sociology from Glasgow University. He taught Management Studies at Scottish College of Commerce for three years and then joined the staff at the University of Strathclyde in 1963. Professor Sykes has conducted research into social relations and attitude changes in printing, civil engineering, clerical employment, motor car assembling, social change in Ireland, industrial training and shipping",A.,Sykes,,0,0,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=A.+Sykes
10.1093/jcmc/zmz023,https://academic.oup.com/jcmc/article/25/1/32/5673271,Explicating Cues: A Typology for Understanding Emerging Media Technologies,Journal of Computer-Mediated Communication,2019-12-17,Kun Xu,2.0,1.0,"Department of Telecommunication , College of Journalism and Communications, University of Florida, Gainesville, FL 32611, USA",Kun,Xu,male,0.78,1297,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kun+Xu
10.1111/j.1083-6101.2006.00309.x,https://academic.oup.com/jcmc/article/11/4/1085/4617721,The Pass-Along Effect: Investigating Word-of-Mouth Effects on Online Survey Procedures,Journal of Computer-Mediated Communication,2017-07-17,Cristel A. Russell,2.0,2.0,2 Department of Marketing San Diego State University,Cristel,Russell,female,0.96,1299,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cristel+Russell
10.1111/j.1460-2466.1978.tb01652.x,https://academic.oup.com/joc/article/28/4/18/4371627,Casting for Tv Parts: The Anatomy of Social Typing,Journal of Communication,2006-02-07,Joseph Turow,1.0,1.0,"1 Joseph Turow is Assistant Professor of Communication, Purdue University. The research for this study was funded by the Purdue Research Foundation. The author would like to acknowledge the kind help of Robert Lewis Shayon in getting the project off the ground and thank the many people from the TV industry who were generous with their time and their comments",Joseph,Turow,male,0.99,60259,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Turow
10.1111/j.1083-6101.2009.01455.x,https://academic.oup.com/jcmc/article/14/3/602/4583561,The Challenges of Ensuring Participant Consent in Internet-based Sex Studies: A Case Study of the Men's INTernet Sex (MINTS-I and II) Studies,Journal of Computer-Mediated Communication,2009-04-01,Gene P. Danilenko,6.0,6.0,1 University of Minnesota,Gene,Danilenko,male,0.63,2886,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gene+Danilenko
10.1093/hcr/hqx005,https://academic.oup.com/hcr/article/44/2/127/4841748,Relational Change Following Hurtful Conflict: An Extension of Identity Implications Theory,Human Communication Research,2018-04-02,Andy J Merolla,4.0,3.0,"Department of Communication, University of California, Santa Barbara, Santa Barbara, CA 93106, USA",Andy,Merolla,male,0.92,66103,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andy+Merolla
10.1093/ct/qtz024,https://academic.oup.com/ct/article/31/3/380/5647384,"A Meta-Theoretical Systematic Review of the Culture-Centered Approach to Health Communication: Toward a Refined, “Nested” Model",Communication Theory,2019-11-29,Patrick Dillon,4.0,3.0,"School of Communication Studies , Kent State University at Stark, North Canton, OH,  USA",Patrick,Dillon,male,0.99,153288,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patrick+Dillon
10.1111/j.1468-2885.2010.01370.x,https://academic.oup.com/ct/article/20/4/427/4085679,Introducing the PCMC Model: An Investigative Framework for Young People's Processing of Commercialized Media Content,Communication Theory,2010-10-01,Laura H. Owen,3.0,3.0,"1 Department of Communication Science, University of Amsterdam, 1012 CX Amsterdam, The Netherlands",Laura,Owen,female,0.98,288403,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laura+Owen
10.1111/jcc4.12058,https://academic.oup.com/jcmc/article/19/4/1042/4067638,Facebook User Research Using a Probability-Based Sample and Behavioral Data*,Journal of Computer-Mediated Communication,2014-07-01,Michael Link,2.0,2.0,"2 Nielsen, 3784 Ardsley Court, Marietta, GA, 30062",Michael,Link,male,0.99,245870,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Link
10.1093/ccc/tcz051,https://academic.oup.com/ccc/article/13/1/121/5739591,Technocracy Meets Populism: The Dominant Technological Imaginary of Silicon Valley,"Communication, Culture and Critique",2020-03-09,Elisabetta Ferrari,1.0,1.0,"Annenberg School for Communication , University of Pennsylvania, Philadelphia, PA 19104, USA",Elisabetta,Ferrari,female,0.99,12887,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elisabetta+Ferrari
10.1111/j.1083-6101.2005.tb00273.x,https://academic.oup.com/jcmc/article/10/4/JCMC10411/4614451,Using Social Psychology to Motivate Contributions to Online Communities,Journal of Computer-Mediated Communication,2017-07-17,Dan Cosley,12.0,7.0,"7 A Ph.D. student in the Computer Science Department, University of Minnesota. His research interests include motivation in online communities, recommender systems, and the effects of technologies on the people that use them.",Dan,Cosley,male,0.95,55986,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dan+Cosley
10.1111/jcc4.12083,https://academic.oup.com/jcmc/article/19/4/871/4067576,"Fear Appeals, Message Processing Cues, and Credibility in the Websites of Violent, Ideological, and Nonideological Groups*",Journal of Computer-Mediated Communication,2014-07-01,Shane Connelly,7.0,2.0,"2 Center for Applied Social Research, University of Oklahoma, 2 Partners Place, 3100 Monitor, Suite 100, Norman, OK 73072, USA",Shane,Connelly,male,0.89,11605,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Shane+Connelly
10.1093/jcmc/zmy020,https://academic.oup.com/jcmc/article/23/6/370/5140170,"Understanding the Effects of Personalization as a Privacy Calculus: Analyzing Self-Disclosure Across Health, News, and Commerce Contexts†",Journal of Computer-Mediated Communication,2018-10-22,Natali Helberger,8.0,7.0,"Institute for Information Law/IViR, University of Amsterdam, Amsterdam, The Netherlands",Natali,Helberger,female,0.98,10413,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Natali+Helberger
10.1111/j.1460-2466.1981.tb00426.x,https://academic.oup.com/joc/article/31/3/32/4371871,Communicating More than Content: Formal Features of Children's Television Programs,Journal of Communication,2006-02-07,Bruce A. Watkins,7.0,5.0,"1 The authors are all affiliated with the Center for Research on the Influences of Television on Children, University of Kansas, Lawrence, Kansas. Ellen Wartella is also affiliated with the Institute of Communications Research, University of Illinois, Champaign, Illinois. Bruce Watkins is now at the School of Communication, University of Michigan. The research reported in this article was supported by a grant from the Spencer Foundation to the first two authors. Support for writing of this article was also provided by Grant 1T32HD07173 from the National Institute of Child Health and Human Development to the Department of Human Development, University of Kansas",Bruce,Watkins,male,0.98,10698,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bruce+Watkins
10.1111/j.1460-2466.2003.tb02589.x,https://academic.oup.com/joc/article/53/2/251/4102892,Looking Out for Number One: Euphemism and Face,Journal of Communication,2006-01-10,Matthew S. McGlone,2.0,1.0,1 Matthew S. McGlone is associate professor of psychology at Lafayette College,Matthew,McGlone,male,1,35521,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthew+McGlone
10.1111/j.1460-2466.2005.tb02661.x,https://academic.oup.com/joc/article/55/1/103/4103013,Who Cares About the Issues? Issue Voting and the Role of News Media During the 2000 U.S. Presidential Election,Journal of Communication,2006-01-10,Sei-Hill Kim,3.0,1.0,1 Sei-Hill Kim is an assistant professor in the Department of Communication &amp; Journalism at Auburn University,Sei-Hill,Kim,,0,0,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sei-Hill+Kim
10.1111/j.1468-2958.2007.00294.x,https://academic.oup.com/hcr/article/33/2/143/4210740,"A Critical Test of Self-Enhancement, Exposure, and Self-Categorization Explanations for First- and Third-Person Perceptions",Human Communication Research,2007-04-01,Sahara Byrne,5.0,2.0,"1 Department of Communication, University of California, Santa Barbara, CA 93105-4020",Sahara,Byrne,female,0.74,1000,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sahara+Byrne
10.1093/ct/qtaa011,https://academic.oup.com/ct/article/31/4/737/5890671,The Other Side of Mediatization: Expanding the Concept to Defensive Strategies,Communication Theory,2020-08-10,Daniel Nölleke,3.0,1.0,"Department of Communication, University of Vienna , 1090 Vienna,  Austria",Daniel,Nölleke,male,0.99,317409,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Daniel+Nölleke
10.1111/j.1468-2885.2008.01329.x,https://academic.oup.com/ct/article/19/1/1/4098765,When (and Why) Interpersonal Talk Matters for Campaigns,Communication Theory,2009-01-21,Brian G. Southwell,2.0,1.0,"1 School of Journalism and Mass Communication, University of Minnesota, Minneapolis, MN 55455",Brian,Southwell,male,0.99,51483,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Southwell
10.1111/j.1468-2958.2001.tb00778.x,https://academic.oup.com/hcr/article/27/1/121/4554820,Empirical Support for the Gender-as-Culture Hypothesis: An Intercultural Analysis of Male/Female Language Differences,Human Communication Research,2006-01-10,James J. Bradac,3.0,2.0,"2 (Ph.D., Northwestern University, 1970) Department of Communication, University of California, Santa Barbara, CA 93106",James,Bradac,male,0.99,117309,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Bradac
10.1111/j.1468-2958.2009.01354.x,https://academic.oup.com/hcr/article/35/3/337/4107471,Identification and the Influence of Cultural Stereotyping on Postvideogame Play Hostility,Human Communication Research,2009-07-01,Osei Appiah,3.0,2.0,"2 School of Communication, Ohio State University, Columbus, OH 43210",Osei,Appiah,male,0.87,594,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Osei+Appiah
10.1111/j.1460-2466.2000.tb02867.x,https://academic.oup.com/joc/article/50/4/157/4110158,Using the Parallel Process Model to Prevent Firearm Injury and Death: Field Experiment Results of a Video-Based Intervention,Journal of Communication,2006-01-10,Amy Janan Johnson,4.0,3.0,"3 Department of Communication, University of Oklahoma, USA",Amy,Johnson,female,0.97,31233,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amy+Johnson
10.1111/j.1460-2466.2009.01454.x,https://academic.oup.com/joc/article/59/4/726/4098425,Moderating Effect of Group Cue While Processing News on Immigration: Is the Framing Effect a Heuristic Process?,Journal of Communication,2009-12-10,Lifen Cheng,2.0,2.0,"1 Department of Sociology and Communication, University of Salamanca, Campus Unamuno (Edificio FES), Salamanca, 37007 Spain",Lifen,Cheng,female,0.78,23,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lifen+Cheng
10.1111/j.1460-2466.1952.tb00176.x,https://academic.oup.com/joc/article/2/1/33/4609480,Human Intercommunication as a Unified Area for Research,Journal of Communication,2006-02-07,Elwood Murray,1.0,1.0,"1 Director, School of Speeoh, University of Denver; President of NSSC",Elwood,Murray,male,0.96,169,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elwood+Murray
10.1111/j.1460-2466.1966.tb00041.x,https://academic.oup.com/joc/article/16/4/273/4569143,Nationality and Social Perception1,Journal of Communication,2006-02-07,Bryant Wedge,1.0,1.0,,Bryant,Wedge,male,0.98,815,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bryant+Wedge
10.1111/jcc4.12090,https://academic.oup.com/jcmc/article/20/1/19/4067541,Social Presence as a Multi-Dimensional Group Construct in 3D Virtual Environments,Journal of Computer-Mediated Communication,2014-08-13,Anu Sivunen,2.0,1.0,"1 Department of Industrial Engineering and Management, Aalto University School of Science, P.O.Box 15500, FIN-00076, Aalto, Finland",Anu,Sivunen,female,0.74,2645,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anu+Sivunen
10.1111/j.1468-2958.1980.tb00548.x,https://academic.oup.com/hcr/article/7/1/14/4055997,Situational Influences on the Selection of Strategies to Resist Compliance-Gaining Attempts,Human Communication Research,2006-03-17,Carl S. Robey,3.0,3.0,3 Carl S. Robey is a student at Texas Tech University,Carl,Robey,male,0.98,17561,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carl+Robey
10.1111/hcre.12048,https://academic.oup.com/hcr/article/41/2/268/4064432,"In the Wake of the Great Recession: Economic Uncertainty, Communication, and Biological Stress Responses in Families",Human Communication Research,2015-04-01,Sharde Davis,6.0,2.0,"1 Department of Communication Studies, University of Iowa, IA 52240, USA,",Sharde,Davis,female,0.67,6,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sharde+Davis
10.1093/jcmc/zmz016,https://academic.oup.com/jcmc/article/24/6/335/5626014,Switching Schemas: Do Effects of Mindless Interactions With Agents Carry Over to Humans and Vice Versa?,Journal of Computer-Mediated Communication,2019-11-19,Travis Loof,6.0,2.0,"Media &amp; Journalism , College of Arts and Sciences, University of South Dakota, Vermillion, SD,  USA",Travis,Loof,male,0.99,5870,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Travis+Loof
10.1093/jcmc/zmab024,https://academic.oup.com/jcmc/article/27/2/zmab024/6503843,"Memes, Memes, Everywhere, nor Any Meme to Trust: Examining the Credibility and Persuasiveness of COVID-19-Related Memes",Journal of Computer-Mediated Communication,2022-01-11,Ben Wasike,1.0,1.0,"Department of Communication, University of Texas Rio Grande Valley , Brownsville, Texas 78520,  USA",Ben,Wasike,male,0.95,77991,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ben+Wasike
10.1111/comt.12106,https://academic.oup.com/ct/article/27/1/21/4061217,Proposing the Communicate Bond Belong Theory: Evolutionary Intersections with Episodic Interpersonal Communication,Communication Theory,2016-10-28,Daniel Cochece Davis,2.0,2.0,"2 School of Communication, Illinois State University, Normal, IL, USA",Daniel,Davis,male,0.99,317409,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Daniel+Davis
10.1111/j.1083-6101.2007.00346.x,https://academic.oup.com/jcmc/article/12/2/712/4583066,"Collaboration Structure, Communication Media, and Problems in Scientific Work Teams",Journal of Computer-Mediated Communication,2007-01-01,Nancy G. Maloney,2.0,2.0,2 Department of Sociology University of Illinois at Chicago,Nancy,Maloney,female,0.98,42623,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nancy+Maloney
10.1111/hcre.12058,https://academic.oup.com/hcr/article/41/2/174/4064421,Distinguishing Hypotheses From Hyperbole in Studies of Media Violence: A Comment on Markey et al. (2015),Human Communication Research,2015-04-01,Patrick E. Jamieson,3.0,3.0,"3 Adolescent Communication Institute of the Annenberg Public Policy Center, University of Pennsylvania, Philadelphia, PA 19104, USA,",Patrick,Jamieson,male,0.99,153288,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patrick+Jamieson
10.1111/jcom.12248,https://academic.oup.com/joc/article/66/5/741/4082386,More Than Shoot-Em-Up and Torture Porn: Reflective Appropriation and Meaning-Making of Violent Media Content,Journal of Communication,2016-10-06,Johanna Keppeler,6.0,5.0,"1 Department of Communication Studies and Media Research, LMU Munich, Munich, 80538, Germany",Johanna,Keppeler,female,0.97,25767,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Johanna+Keppeler
10.1111/j.1468-2885.2011.01396.x,https://academic.oup.com/ct/article/22/1/66/4085703,"Dialogue, Activism, and Democratic Social Change",Communication Theory,2012-01-13,Heather M. Zoller,2.0,2.0,"2 Department of Communication, University of Cincinnati, OH, USA",Heather,Zoller,female,0.98,6049,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Heather+Zoller
10.1093/ccc/tcab049,https://academic.oup.com/ccc/article/15/1/84/6359435,The Robert Capa Myth: Hegemonic Masculinity in Photojournalism’s Professional Indoctrination,"Communication, Culture and Critique",2021-08-30,Christopher T Assaf,2.0,1.0,"The School of Journalism &amp; Media, The University of Texas at Austin ,  USA",Christopher,Assaf,male,0.99,53539,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christopher+Assaf
10.1111/jcc4.12123,https://academic.oup.com/jcmc/article/20/4/381/4067557,Gaming Social Capital: Exploring Civic Value in Multiplayer Video Games,Journal of Computer-Mediated Communication,2015-05-09,Homero Gil de Zúñiga,3.0,3.0,"3 University of Vienna, and Research Fellow at Universidad Diego Portales, Chile",Homero,Zúñiga,male,0.99,394,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Homero+Zúñiga
10.1111/j.1468-2958.1998.tb00429.x,https://academic.oup.com/hcr/article/24/4/501/4554797,An Empirical Comparison of Three Theories of Nonverbal Immediacy Exchange,Human Communication Research,2006-03-17,David B. Buller,4.0,3.0,3 David B. Buller is senior scientist at the AMC Cancer Research Center in Denver,David,Buller,male,0.99,501011,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Buller
10.1111/j.1460-2466.2009.01421.x,https://academic.oup.com/joc/article/59/2/387/4098409,The Role of Family Interaction in New Immigrant Latinos' Civic Engagement,Journal of Communication,2009-07-21,Katz Vikki S.,3.0,2.0,"2 University of Southern California, Los Angeles, CA 90007",Katz,S.,female,0.59,136,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Katz+S.
10.1111/j.1468-2958.2000.tb00752.x,https://academic.oup.com/hcr/article/26/1/104/4554759,The Presence of Norms in the Absence of Groups? The Impact of Normative Influence Under Hidden-Profile Conditions,Human Communication Research,2006-01-10,Michael G. Cruz,3.0,1.0,"1 (Ph.D., Michigan State University, 1993) is an assistant professor in the Department of Communication Arts",Michael,Cruz,male,0.99,245870,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Cruz
10.1111/j.1460-2466.1962.tb01522.x,https://academic.oup.com/joc/article/12/1/44/4587377,Effects of Delayed Sidetone and Speech Content on Elapsed Reading Time,Journal of Communication,2006-02-07,Victor P. Gahwood,2.0,2.0,"2 Victor P. Garwood (Ph.D., University of Michigan, 1952) is Professor of Speech (Audiology), University of Southern California (on Special Leave) and Special Research Fellow (NIH-NINDB) in Medical Audiology and Sensory Physiology, Developmental and Sensory Physiology Laboratory, Children's Hospital, Los Angeles",Victor,Gahwood,male,0.99,94927,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Victor+Gahwood
10.1111/j.1460-2466.1975.tb00653.x,https://academic.oup.com/joc/article/25/4/173/4553967,Vietnam Specials: Policy and Content,Journal of Communication,2006-02-07,Thomas M. McNulty,1.0,1.0,"1 Thomas M. McNulty is Assistant Professor of Speech Communication at Wayne State University, Detroit, Michigan",Thomas,McNulty,male,0.99,176440,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+McNulty
10.1111/j.1468-2885.2002.tb00264.x,https://academic.oup.com/ct/article/12/2/153/4110772,Audience Involvement and Entertainment-Education,Communication Theory,2006-01-10,Suruchi Sood,1.0,1.0,1 Suruchi Sood is a program evaluation officer II at the Johns Hopkins University Center for Communication Programs.,Suruchi,Sood,female,0.97,35,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Suruchi+Sood
10.1111/jcc4.12030,https://academic.oup.com/jcmc/article/19/1/38/4067499,The Contradictory Influence of Social Media Affordances on Online Communal Knowledge Sharing,Journal of Computer-Mediated Communication,2013-10-01,Gerald C. Kane,4.0,3.0,"3 Boston College, 140 Commonwealth Ave, Chestnut Hill, MA, 02467",Gerald,Kane,male,0.99,13923,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gerald+Kane
10.1111/j.1083-6101.2006.00307.x,https://academic.oup.com/jcmc/article/11/4/1046/4617717,A Sign of the times: an Analysis of Organizational Members’ Email Signatures,Journal of Computer-Mediated Communication,2017-07-17,Stephen A. Rains,2.0,1.0,1 Department of Communication University of Arizona,Stephen,Rains,male,0.99,36980,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Stephen+Rains
10.1111/j.1460-2466.1977.tb01816.x,https://academic.oup.com/joc/article/27/1/186/4553986,Gossip as Competition in Zinacantan,Journal of Communication,2006-02-07,John Beard Haviland,1.0,1.0,"1 John Beard Haviland is Research Fellow at the Department of Anthropology, Institute of Advanced Studies, The Australian National University, Canberra. His work in Zinacantan began in 1966 under the auspices of the Harvard Chiapas Project, and his book, Gossip, Reputation, and Knowledge in Zinacantan, is soon to be published by the University of Chicago Press. The author appreciates the comments on this article by Leslie K. Haviland and Roger M. Keesing",John,Haviland,male,0.99,218952,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Haviland
10.1111/jcom.12302,https://academic.oup.com/joc/article/67/4/521/4642157,Networks and Innovation in the Production of Communication: Explaining Innovations in U.S. Electoral Campaigning From 2004 to 2012,Journal of Communication,2017-07-11,Daniel Kreiss,2.0,1.0,"1 School of Media and Journalism, University of North Carolina at Chapel Hill, NC 27514, USA",Daniel,Kreiss,male,0.99,317409,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Daniel+Kreiss
10.1111/j.1460-2466.2004.tb02636.x,https://academic.oup.com/joc/article/54/3/402/4102901,Evaluating the Effectiveness of Distance Learning: A Comparison Using Meta-Analysis,Journal of Communication,2006-01-10,Michelle Mattrey,6.0,3.0,"2 Michelle Mattrey (MA, Cornell University) is a doctoral student in the Department of Communication, Pennsylvania State University",Michelle,Mattrey,female,0.98,66334,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michelle+Mattrey
10.1111/j.1460-2466.1997.tb02691.x,https://academic.oup.com/joc/article/47/1/20/4160276,Using Humorous Programs as a Vehicle for Humorous Commercials,Journal of Communication,2006-02-07,Joe Bob Hester,6.0,5.0,"5 Southwest Texas State University, TX, USA",Joe,Hester,male,0.95,58829,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joe+Hester
10.1111/j.1460-2466.1978.tb01602.x,https://academic.oup.com/joc/article/28/2/90/4371696,Looking for Trouble,Journal of Communication,2006-02-07,Elihu Katz,1.0,1.0,"1 Elihu Katz is Director of the Communications Institute at the Hebrew University of Jerusalem. He is the first recipient of the “In Medias Res” award of DM 25,000 given for distinguished achievement in communications research by the Burda publishing group of the Federal Republic of Germany. Part of this article is taken from a lecture entitled “Looking for Trouble: Social Research on Broadcasting,” delivered in the eleventh series of BBC lunch-time lectures, February 25, 1977",Elihu,Katz,male,0.94,47,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elihu+Katz
10.1111/j.1753-9137.2012.01115.x,https://academic.oup.com/ccc/article/5/1/1/4055761,Virtual Materiality: Collectors and Collection in the Brazilian Music Blogosphere,"Communication, Culture and Critique",2012-02-09,Lindsay Fullerton,2.0,1.0,"1 Department of Media, Technology and Society, Northwestern University, Evanston, IL 60208, USA",Lindsay,Fullerton,female,0.91,5934,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lindsay+Fullerton
10.1093/ct/qtz032,https://academic.oup.com/ct/article/30/4/370/5807586,Theorizing Dependency Relations in Small Media,Communication Theory,2020-03-05,Brian Semujju,1.0,1.0,"Department of Journalism and Communication, Makerere University , Kampala,  Uganda",Brian,Semujju,male,0.99,51483,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Semujju
