authorIndex,doi,year,journal,authorPosition,countrypred,genderpred,racepred,afftypepred
5113,oqwtsuxbyihpvyemeakb,1968,Journal of Communication,1.0,US,M,White,Education
5114,gvgtxomrkkquvtsaordx,1980,Journal of Communication,1.0,US,M,White,Education
5115,kdugpeayaffedzgbobaq,2012,Human Communication Research,1.0,US,F,Asian,Education
5116,eemycvbyxrbtivyeqaqd,2019,Journal of Communication,2.0,NL,F,White,Education
5117,dppbdxaawmhccocnkjpm,2015,Journal of Computer-Mediated Communication,1.0,US,F,Asian,Education
5118,uedqkpzynokexziefttv,2013,"Communication, Culture and Critique",1.0,PH,M,White,Education
5119,jolmtxuqdjttoppvkbjq,1998,Journal of Communication,3.0,US,F,White,Education
5120,ibdoqlhxizirlwuwfkig,1972,Journal of Communication,2.0,US,M,White,Education
5121,omdzwmqmifnbbwqmmxqp,1985,Journal of Communication,1.0,US,M,White,Non Education
5122,snfhnkdsrigzxvbmqttp,2021,Journal of Communication,5.0,US,M,Hispanic,Education
5123,scmcjpkrsrpvirlkjdcv,1983,Journal of Communication,1.0,US,M,White,Education
5124,hsuewgaplhqqbnzohcjh,2021,Communication Theory,1.0,IL,M,White,Education
5125,emgxxioompwkiiiplohb,2016,Human Communication Research,4.0,US,M,White,Education
5126,torublsdlwpuhnfjppnq,1998,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
5127,resczuukrtuomakynyyl,2006,Journal of Communication,4.0,US,M,White,Education
5128,idmwzetdqfwpssqjoiew,2018,Journal of Communication,3.0,US,M,White,Education
5129,mkqlyqntlqmypzpkzrch,2018,Journal of Communication,11.0,DE,M,White,Education
5130,vjvisjzriimhpiuuqiwn,2015,Human Communication Research,3.0,US,F,Asian,Education
5131,ffrdyrsrqeiflkmdknpp,1987,Human Communication Research,1.0,US,M,White,Education
5132,zwvxeeibymxcvmtgnnak,2017,Journal of Communication,2.0,DE,M,White,Education
5133,mxgzxtnfcflklaliwbcn,2003,Journal of Computer-Mediated Communication,7.0,ES,F,White,Education
5134,lptciksmxdnlfcklmfkt,2010,Journal of Computer-Mediated Communication,5.0,US,M,White,Education
5135,ljfixykdzyyzptufywhl,1998,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
5136,kxshmhopimmxgnrlvaej,1968,Journal of Communication,1.0,US,F,White,Education
5137,jdytnirrczgvlkykjwpp,1980,Human Communication Research,1.0,US,M,White,Education
5138,afmoephbmmlznuvxooij,1981,Journal of Communication,1.0,US,M,Asian,Non Education
5139,ykgfedwqkowstgbwxtsm,2011,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
5140,xhldvnqprnaieebbhkzh,2015,Journal of Communication,4.0,US,M,White,Education
5141,zjzdbcdlceoopbzyvqdr,2014,Human Communication Research,1.0,US,F,White,Education
5142,xnyetzsbxlchzuhknrdn,2005,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
5143,xjleeacykvqkjrjswxio,1983,Journal of Communication,3.0,US,M,White,Education
5144,kiilsnqnyljigxomnfof,2021,Journal of Communication,3.0,NL,M,White,Education
5145,pblbsnqqgbkrmhkdeniv,1995,Journal of Communication,1.0,GB,M,White,Education
5146,hgkkdysegksihrprkvdj,2015,Journal of Communication,3.0,US,F,White,Education
5147,xwtbpzngbqbwiywphdrv,2019,Journal of Computer-Mediated Communication,1.0,US,F,Asian,Education
5148,vqsbsqgytvekjjncrwus,2018,Human Communication Research,2.0,US,F,Asian,Education
5149,hcadzzkittotszdaffzl,2010,Human Communication Research,2.0,US,M,White,Education
5150,eqpphmpeembixrrabodi,2008,Human Communication Research,1.0,US,N,Hispanic,Education
5151,lsabgqsetroksssobquf,2008,Journal of Computer-Mediated Communication,1.0,ES,M,Asian,Education
5152,xseibrxlmmjfrfulrlzw,1983,Journal of Communication,1.0,US,M,White,Education
5153,lodtmaoqxsbsfkiruyni,1969,Journal of Communication,2.0,US,M,White,Education
5154,mokqzxrqouplfxjfmdaf,2003,Journal of Computer-Mediated Communication,2.0,CA,F,White,Education
5155,yeglermqwwoikdsvjdbb,2019,"Communication, Culture and Critique",1.0,US,F,White,Education
5156,yzqnwxjmvtbkqvhkzoui,2013,Journal of Communication,3.0,US,F,White,Education
5157,isiexbqbnhjrbhyqowpl,2014,Journal of Communication,1.0,US,F,White,Education
5158,qnkgredeznezrabbrbyt,2012,Journal of Communication,2.0,US,M,White,Education
5159,ytwofwmbhiphzkfayyta,2020,Human Communication Research,3.0,US,M,White,Education
5160,iqzqbgqqqchkkfzhrcnr,1990,Human Communication Research,1.0,US,F,White,Education
5161,cqyavtzyqittngncwqwq,1985,Human Communication Research,1.0,US,F,White,Non Education
5162,nepsndjpeaqaxzwucdmx,2010,Journal of Communication,1.0,US,M,Asian,Education
5163,cbrmvbmvpmlnjwdwcozl,2021,Journal of Computer-Mediated Communication,5.0,US,F,Hispanic,Education
5164,wygahbiagvhzhuzejlnq,2006,Journal of Communication,2.0,US,M,White,Education
5165,kwldpznvbeeorzoospkz,2006,Communication Theory,1.0,NL,M,White,Education
5166,wygztyobwkyzpqzqrxmh,2011,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
5167,iexczojtqthlnmtebfjl,1983,Human Communication Research,1.0,US,M,White,Education
5168,mdjphvioaohjkjolxetr,1996,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
5169,iauvnaumclkzzjtswioo,1980,Journal of Communication,1.0,US,F,White,Education
5170,gzftbpkmnzsntsxsubvh,2016,Journal of Communication,1.0,US,M,Asian,Education
5171,xrbaitqkqlytefqkvfme,2012,Journal of Communication,1.0,US,M,White,Education
5172,ozffmdahmzureojkweiu,2003,Human Communication Research,1.0,US,M,White,Education
5173,ljfsirkdrrkzdhtlbehr,2005,Journal of Computer-Mediated Communication,3.0,US,M,White,Education
5174,nkheocmjwbfcqponxxtn,1982,Human Communication Research,2.0,US,M,White,Education
5175,pvaeployitooskkptaqt,2014,Journal of Communication,3.0,US,F,White,Education
5176,miixlnthgemtetltndym,1996,Journal of Communication,1.0,US,M,White,Education
5177,ggbyuiexoveqljawxgpd,2005,Journal of Computer-Mediated Communication,2.0,US,M,White,Education
5178,egphgdcehlpdbciugjbu,1974,Journal of Communication,1.0,US,M,White,Education
5179,aqkzinflycwkcwakivvb,1999,Journal of Communication,1.0,US,M,White,Education
5180,przqmsyaufaslzprxpdk,2015,"Communication, Culture and Critique",1.0,US,F,Asian,Education
5181,flfeabyyhotsnxvmqmbw,2009,"Communication, Culture and Critique",1.0,FI,F,White,Education
5182,gvsitmmgtzczlyeoqvag,2019,Journal of Communication,2.0,US,M,White,Education
5183,rritrxrylankekkvvblw,2016,Communication Theory,2.0,US,M,Black,Education
5184,sixusqqvhmktujqptmts,2011,Journal of Communication,2.0,US,M,White,Education
5185,nddgcalidqjnizbbqboa,2015,Journal of Communication,2.0,US,F,White,Education
5186,ahjntppbhmatleknanra,2004,Journal of Communication,2.0,AU,F,White,Education
5187,psrmzvxkeaptulizxbvi,2016,Human Communication Research,3.0,US,F,White,Education
5188,pmnktchzpsbuqbzcsqse,1978,Journal of Communication,1.0,IT,M,White,Education
5189,kboljhmqgzlxibnykfug,2022,Human Communication Research,1.0,US,M,White,Education
5190,gxojvppskfursptofdgy,1972,Journal of Communication,3.0,US,M,White,Education
5191,vrxkanjvktheybfhwnio,2017,Communication Theory,1.0,DE,F,White,Education
5192,afhavejspzgmdugaoplm,2014,Journal of Communication,1.0,DE,M,White,Education
5193,kiqtnyqtgomlvzhbrdpp,2007,Communication Theory,1.0,US,F,White,Education
5194,iahipenfzuajsesrattg,2021,Journal of Communication,10.0,US,M,White,Education
5195,hgkkdysegksihrprkvdj,2015,Journal of Communication,1.0,US,F,Asian,Education
5196,ihbshqhitapmmlhyldpx,2014,Human Communication Research,1.0,US,F,White,Education
5197,mmitlxzvvnbqvkdeyjqo,1997,Journal of Communication,1.0,NL,F,White,Education
5198,tyyghmtfbsvrhmeiywdc,1994,Communication Theory,1.0,US,F,White,Education
5199,wfyksenjqgoyamrucovq,2019,Journal of Communication,1.0,US,M,White,Education
5200,iasfvfgsddgtolyudbti,2009,Journal of Computer-Mediated Communication,3.0,US,M,Asian,Education
5201,zztonzmiddcdxrrhmlon,2003,Journal of Communication,2.0,US,F,White,Education
5202,wtubcdglpollzddsqmke,2004,Journal of Communication,2.0,US,M,White,Education
5203,gsijqiwaziukobnngjgq,1976,Journal of Communication,1.0,US,M,White,Education
5204,tgurjhwcpzjwcfycacrq,1977,Journal of Communication,2.0,US,M,White,Education
5205,tdtbfqeeoiftgjjjwuto,1990,Human Communication Research,2.0,US,F,White,Education
5206,ebixupffgjppueotymey,1976,Human Communication Research,1.0,US,M,White,Education
5207,xgybhnamdxpfazqebrxk,2014,"Communication, Culture and Critique",1.0,US,M,White,Education
5208,fegdncwozqwxehfzoquv,1992,Journal of Communication,1.0,IL,M,White,Education
5209,zdccelobgulqgabkrwsh,1980,Journal of Communication,1.0,US,M,White,Education
5210,spknfpmkoyfysgcomhuk,1976,Journal of Communication,1.0,US,M,White,Education
5211,bqqmqofwgkxyzsaodzax,1978,Journal of Communication,1.0,IL,F,White,Education
5212,sygphrwupicppvvdmiaf,1988,Journal of Communication,1.0,CA,M,White,Education
5213,cwxskdotrncrwjktmlkx,1980,Human Communication Research,2.0,US,M,White,Education
5214,ipefbeqsulydqfxlxjyw,2013,Journal of Communication,2.0,KR,F,Asian,Education
5215,sbkbusrmdrrfqvaxzirn,2011,"Communication, Culture and Critique",2.0,US,M,White,Education
5216,kxuorazycifblqkscwlw,2012,"Communication, Culture and Critique",1.0,NO,M,White,Education
5217,yvlnmpujxskyxmewvwvt,2018,Journal of Communication,1.0,US,M,White,Education
5218,eteeylkmflpkpwjgurbs,2016,Human Communication Research,2.0,US,M,White,Education
5219,mmqyvcqobulnhtoxpxuv,1997,Journal of Communication,1.0,US,M,White,Education
5220,psirfumgaynqzacjbzux,2014,Human Communication Research,1.0,KR,F,Asian,Education
5221,czmsdcdqtrbnfgcdzatj,1998,Journal of Communication,3.0,AU,M,White,Education
5222,daclrcxtzsbgmljhepqp,1995,Journal of Communication,1.0,US,M,White,Education
5223,vcdtlefcziezdqgzmkob,1977,Journal of Communication,1.0,US,F,White,Education
5224,htuswanclwnwoqiyzjqk,2014,"Communication, Culture and Critique",1.0,US,F,Asian,Education
5225,xrbaitqkqlytefqkvfme,2012,Journal of Communication,5.0,US,F,White,Education
5226,vvqnwtoakyciiulraxjz,2016,Journal of Computer-Mediated Communication,1.0,BR,F,Hispanic,Education
5227,zvusapurwesomnpqgxqd,1963,Journal of Communication,2.0,US,M,White,Education
5228,lbyxvzdftyrrhsjtqoou,1977,Journal of Communication,1.0,US,M,White,Education
5229,dmonycjjvkmjnhnrtihr,1997,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
5230,wmspizshejxkekxwbwfh,1995,Journal of Communication,1.0,US,M,White,Education
5231,vulfiddnhqxnamosyfck,1984,Journal of Communication,1.0,US,M,White,Education
5232,rgdpshudbehhaqmrfodj,2011,Journal of Communication,1.0,US,M,White,Education
5233,ufihgpagwxiwhlycpuak,2011,Journal of Computer-Mediated Communication,2.0,KR,F,Asian,Education
5234,rklygibuyzxldlmtdpdr,1997,Human Communication Research,1.0,NZ,M,Asian,Education
5235,mdjsfqwowtykrqwgptue,2015,Journal of Communication,1.0,US,F,White,Education
5236,mlemnpvxxlbnpxpcmeil,1997,Human Communication Research,6.0,US,F,White,Education
5237,minfpdigsvlniyajqghn,1979,Human Communication Research,2.0,US,M,White,Education
5238,ivmxtaoizsxegffvosij,1995,Journal of Communication,1.0,IL,M,White,Education
5239,pivryjaleikvhsnnsytv,1979,Human Communication Research,1.0,US,M,White,Education
5240,laxpfmuczyissmvumygc,2014,Journal of Computer-Mediated Communication,5.0,US,F,White,Education
5241,mpnhlwhdwvhsxgrxtlqi,1980,Human Communication Research,1.0,US,M,White,Education
5242,rzmhhjopbtoamxwlgxxv,2001,Journal of Communication,1.0,US,F,White,Education
5243,muhbhsvmqomoiqqgazqn,2018,"Communication, Culture and Critique",1.0,US,F,White,Education
5244,srokcwvctjzfdgesuevs,2009,Journal of Communication,1.0,US,M,White,Education
5245,qqqfwpuygbjwbhcplfcl,1990,Human Communication Research,1.0,SE,M,White,Education
5246,lkjtfltbwrzuhrphjuec,2006,Journal of Communication,1.0,US,M,Asian,Education
5247,srwrtpncfzrukgftgkua,2006,Journal of Computer-Mediated Communication,2.0,US,M,White,Education
5248,pctjnvumwnabcctvnkwu,2001,Communication Theory,2.0,US,M,White,Education
5249,dagasknzqwffvuhtxhpp,1975,Human Communication Research,1.0,US,M,White,Education
5250,crmcbvioqmboohinbxyg,1977,Journal of Communication,2.0,US,F,White,Education
5251,rlrgtgnwdnhqgmgwvwtz,2017,"Communication, Culture and Critique",1.0,US,M,Asian,Education
5252,imxvuxpedxdetqynqobg,1999,Human Communication Research,2.0,US,M,White,Education
5253,lzvqkeelkeccyckeksle,2016,Journal of Communication,1.0,US,M,White,Education
5254,rrhbiggqgytpldtdzpqw,1979,Journal of Communication,1.0,US,M,White,Non Education
5255,cczcsmqyalkhqopcmlyq,2019,Journal of Communication,5.0,US,F,Asian,Education
5256,detjkrvkujsdhanhiffh,1980,Journal of Communication,1.0,US,M,White,Education
5257,fgwivjtshbbopbwijtag,1997,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
5258,jmomlohliorchzvekknn,2020,Journal of Communication,3.0,US,M,White,Education
5259,ugrfcheaujwdahkmhlko,2017,Communication Theory,1.0,US,M,White,Education
5260,tfqltprhekmuwqwyymwy,2018,"Communication, Culture and Critique",1.0,US,M,White,Education
5261,saoqtveftxljygbiuhtk,1994,Human Communication Research,2.0,US,M,White,Education
5262,orccswzcdczgigwamcmt,2004,Journal of Communication,1.0,US,F,White,Education
5263,nelkmodwohjqurkmubkz,1995,Journal of Computer-Mediated Communication,3.0,US,F,White,Education
5264,bakgfzkhvkyjxdcmfbjl,2018,Journal of Computer-Mediated Communication,2.0,DE,M,White,Education
5265,wxbnflrisabugwkdgngc,2013,Journal of Computer-Mediated Communication,2.0,GB,F,White,Education
5266,vdhdhcjkegnovkpdltlw,2011,"Communication, Culture and Critique",1.0,US,F,White,Education
5267,hhacwmyeawhxablzfabu,2000,Journal of Communication,1.0,US,F,White,Education
5268,yyferhuibqlnybmevphs,1996,Human Communication Research,1.0,US,M,Asian,Education
5269,jcisucdgukelbbqovuid,2001,Human Communication Research,3.0,US,M,White,Education
5270,niiophbqksulkgsogloj,1985,Journal of Communication,2.0,US,F,White,Education
5271,ianltzwvlrgvxvbfybtv,2013,Human Communication Research,1.0,US,M,White,Education
5272,wnqgwtvvolzffieoakem,1989,Human Communication Research,3.0,US,F,White,Education
5273,cshgkwsbwclwpiyursbv,2011,"Communication, Culture and Critique",1.0,CN,M,Asian,Education
5274,gturtybfovixelzaggcc,1970,Journal of Communication,1.0,US,M,White,Education
5275,vaocrvnsggcdgrexvwot,2018,Journal of Computer-Mediated Communication,3.0,US,F,Asian,Education
5276,eovkeftcnbdsxuttryda,2005,Journal of Computer-Mediated Communication,1.0,US,F,Asian,Education
5277,ieornzwrylymkbszvbtw,1984,Journal of Communication,2.0,US,F,White,Education
5278,nsnzxnmnompalhbhbcsl,1985,Journal of Communication,1.0,US,M,White,Education
5279,brvzngzvgagxbttqnaci,1970,Journal of Communication,1.0,US,M,White,Non Education
5280,wuhviwhvlevekaitvkar,1970,Journal of Communication,1.0,US,M,White,Education
5281,cqxlnszptalmnblkunyg,2009,Journal of Communication,1.0,US,M,Asian,Education
5282,zaocgwhpwprjggtmseco,2005,Human Communication Research,2.0,US,F,White,Education
5283,tbesiaamqemtvyzhkqjv,2017,"Communication, Culture and Critique",4.0,US,F,White,Education
5284,kmdythycktbrtfidckfy,1985,Journal of Communication,2.0,US,F,White,Education
5285,kikejrabsmuhlbvqthap,2008,Journal of Communication,1.0,US,M,White,Education
5286,dabmmfxkkaindsgounsy,1977,Journal of Communication,1.0,US,F,White,Education
5287,mlemnpvxxlbnpxpcmeil,1997,Human Communication Research,8.0,US,F,Hispanic,Education
5288,kpfcotxjnixwfrqaoiro,1986,Human Communication Research,1.0,US,M,White,Education
5289,zjrfxlhzgbahtodnjmcv,2020,Journal of Communication,1.0,US,M,White,Education
5290,jmggkyieulvvyaeihiip,1968,Journal of Communication,2.0,US,M,White,Education
5291,cfevblfedfojgxyjvdrj,1994,Human Communication Research,1.0,PH,F,White,Education
5292,zazcbmonmdtgawalgjeg,1998,Journal of Computer-Mediated Communication,3.0,CA,M,White,Education
5293,bjuhfrnaqrrtvszhqwaw,2020,Journal of Computer-Mediated Communication,3.0,NL,M,White,Education
5294,hadluqkbpchrfbsczrvl,2018,Journal of Communication,2.0,US,F,White,Education
5295,cwyaanzboatvvuxbhnqb,2021,Human Communication Research,2.0,DE,F,White,Education
5296,szcruuqubophsmllkblp,1993,Journal of Communication,1.0,US,M,White,Education
5297,bbjfpiomcxbuqjcbpgdr,2011,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
5298,biinqzqqsmzinuwvdubl,2018,"Communication, Culture and Critique",1.0,GB,F,Asian,Education
5299,osehjurjdyfplublvqru,2002,Human Communication Research,2.0,US,F,White,Education
5300,mvosjsgomllcvosjnvpz,1953,Journal of Communication,1.0,US,M,Hispanic,Non Education
5301,rcqdpqocftskojfgppen,1977,Journal of Communication,2.0,US,M,White,Education
5302,saguwquurholbhsmscwv,2013,Human Communication Research,4.0,US,F,White,Education
5303,zcsxukjqduysqbvvdcan,1998,Journal of Computer-Mediated Communication,1.0,SE,M,White,Education
5304,kvmfklthotcwqxlqvtlm,2019,Journal of Communication,1.0,US,M,White,Education
5305,fdldhqxweovyzripeftw,1987,Human Communication Research,1.0,US,M,White,Education
5306,pvscdlwjwoehctwwafev,2006,Journal of Communication,2.0,US,F,White,Education
5307,lyhytcqaadslmljqzewr,2015,Journal of Communication,3.0,PH,F,Black,Education
5308,mzvgjzfmstzzzhbhqgkb,2001,Journal of Communication,1.0,US,M,White,Education
5309,mmfvvkrwcfejvgdguyyt,2008,Journal of Communication,4.0,US,F,White,Education
5310,knkzzswyglvggmoxmffb,2004,Journal of Computer-Mediated Communication,1.0,KR,M,Asian,Non Education
5311,pjljwzcbzsvqfbgpswvz,1980,Journal of Communication,2.0,US,M,White,Education
5312,muvpobzjncohinzounpa,2021,Human Communication Research,4.0,US,F,White,Education
5313,hhxkwjnfwpjkypcntulc,1984,Human Communication Research,2.0,US,F,White,Education
5314,dizlerlunnsnobskbpqv,1996,Human Communication Research,3.0,US,M,White,Education
5315,fidjcfrcszupvfzcembh,1977,Journal of Communication,2.0,US,M,White,Education
5316,oiwqpvximqxmlhtuhbgt,2005,Communication Theory,2.0,US,M,White,Education
5317,rrgtgqrltcnssuxauizb,1980,Human Communication Research,1.0,US,F,White,Education
5318,htjoxoodacsymddrqtcp,1982,Journal of Communication,1.0,US,F,White,Education
5319,lckjywhdnkcgdlbqpgfp,2012,"Communication, Culture and Critique",1.0,US,F,White,Education
5320,ikfwojdahifuqnjdsuiz,2000,Journal of Communication,3.0,US,F,Asian,Education
5321,clwwjpljcoomnmmusuei,1976,Human Communication Research,2.0,US,M,White,Education
5322,qrayrwytmjykehtqywmj,2022,Human Communication Research,6.0,US,M,Asian,Education
5323,gxmszszxgjfxvsilpzyq,2008,Human Communication Research,1.0,US,M,White,Education
5324,gahwjegoghbuzxlgwtbz,2017,Journal of Communication,2.0,US,F,White,Education
5325,awldkmpkqydaglkikwrz,2015,Journal of Communication,1.0,US,F,White,Education
5326,mrpktmryyfokzbqdhusb,2021,Communication Theory,2.0,US,F,Black,Education
5327,rotxuwxlxytkrnxgszcd,2005,Journal of Computer-Mediated Communication,4.0,US,M,White,Education
5328,vlohaygfrobfgcphfogu,1971,Journal of Communication,1.0,US,M,White,Education
5329,tztxzzfgkjjfyueoacsl,1976,Journal of Communication,1.0,SE,M,White,Education
5330,jtpnmftglyvmvktyuhfl,1957,Journal of Communication,1.0,US,M,White,Education
5331,lpssjmtqfgjxrcmyrcir,2002,Journal of Communication,3.0,US,F,White,Non Education
5332,rnogwwkieppmyagyohki,2018,"Communication, Culture and Critique",1.0,US,M,Asian,Education
5333,muvpobzjncohinzounpa,2021,Human Communication Research,1.0,US,M,White,Education
5334,jgpuznqktmkugdrdpafg,1985,Human Communication Research,1.0,US,M,White,Education
5335,tzncnnrwarhblxexdwdy,2005,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
5336,nsdbsyraimeeqgxmdiqn,2008,Human Communication Research,3.0,US,F,Asian,Education
5337,dsxohtjqosqnwarfiscq,1975,Journal of Communication,1.0,US,M,White,Education
5338,aoeelmhgewfooqbqkkrc,2017,Communication Theory,2.0,US,M,White,Education
5339,qjmxivhzaxylgwjeaoyk,2018,"Communication, Culture and Critique",1.0,FR,M,White,Education
5340,qrvqpjqpufujgswpxwti,2002,Human Communication Research,1.0,US,F,White,Education
5341,eargkxyfuebvepytibml,2007,Journal of Computer-Mediated Communication,3.0,US,M,White,Education
5342,udmlsfbtoapzapdzasqf,2015,Human Communication Research,2.0,US,F,Black,Education
5343,wcygbpheaqoojbbulryt,2015,Journal of Computer-Mediated Communication,3.0,IL,M,White,Education
5344,pnadfcvbtjfegtnaxohv,1994,Human Communication Research,6.0,US,F,White,Education
5345,boglccoknfvrqzegcmhl,2006,Journal of Communication,6.0,US,M,White,Education
5346,deqvxmwwvprwjdpfeefh,2013,Journal of Communication,2.0,US,M,Black,Education
5347,xcwffbnefiwqihdsgrmt,2008,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
5348,fvrduaeivqzssmbpizow,2013,"Communication, Culture and Critique",1.0,GB,M,White,Education
5349,iahipenfzuajsesrattg,2021,Journal of Communication,7.0,US,F,Asian,Education
5350,aonwcvgskpugkymdgozh,2001,Communication Theory,1.0,US,F,Hispanic,Education
5351,ibdbitqhpdmdachootve,1988,Human Communication Research,1.0,CA,F,White,Education
5352,cldkfbnlobrfwfprvlqa,2012,Journal of Communication,5.0,FR,F,Hispanic,Non Education
5353,dqgfqwlgtxviwjmhimjw,2012,Communication Theory,1.0,US,M,White,Education
5354,bxquwkjedmonymlgknqz,2014,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
5355,mxpkzygcjyazwnsmnmqk,2008,Journal of Computer-Mediated Communication,4.0,UK,M,White,Education
5356,shrlpbzsjukxnzxwzfsh,1989,Journal of Communication,2.0,CA,M,White,Education
5357,falvizzmjmysuhwtwqdk,2004,Journal of Computer-Mediated Communication,1.0,CN,F,Asian,Education
5358,wcygbpheaqoojbbulryt,2015,Journal of Computer-Mediated Communication,4.0,IL,F,White,Education
5359,luwuksryblvntetsppaf,1978,Journal of Communication,1.0,US,M,White,Education
5360,jisxmkqxwfhfstjluuwk,2013,Human Communication Research,2.0,DE,M,White,Education
5361,shfttskeespoieygngqv,2017,Human Communication Research,2.0,PH,F,Black,Education
5362,nrcmtjqdoogcfpnoihbd,2017,"Communication, Culture and Critique",1.0,US,F,White,Education
5363,hfphenrglbreyqknabaq,2014,Journal of Communication,3.0,IT,M,White,Education
5364,vrmlgepdndmldmbsypxl,1977,Journal of Communication,1.0,US,M,White,Education
5365,ubmdguzmwegnomkbrowb,1983,Journal of Communication,1.0,US,M,White,Education
5366,glhyxgkmmlykaneigeam,1992,Communication Theory,1.0,US,M,White,Education
5367,wfabxqjtvbhyqzouyktw,2018,Journal of Computer-Mediated Communication,1.0,KR,F,Asian,Education
5368,ngyxojhxomuptwkcrvlp,1975,Human Communication Research,2.0,US,F,White,Education
5369,nnrgknamkhojftwvbvmr,1974,Human Communication Research,3.0,US,M,White,Education
5370,safiectfsqftnfpeadav,1976,Journal of Communication,2.0,US,M,White,Education
5371,xozwqzjmbpuniuinkxct,2017,Journal of Communication,5.0,CN,M,White,Education
5372,uptwzwghlcbbrbhwbrjx,2018,Communication Theory,2.0,AR,M,Hispanic,Education
5373,zrmngfroiubtvnchtgxm,1977,Journal of Communication,1.0,HU,F,White,Non Education
5374,mxgzxtnfcflklaliwbcn,2003,Journal of Computer-Mediated Communication,4.0,ES,F,Hispanic,Education
5375,mvhzxzntobqkcmbbbaim,2010,"Communication, Culture and Critique",1.0,US,F,Middle Eastern,Education
5376,uwvboutctwmvlatxazkr,2014,"Communication, Culture and Critique",1.0,US,F,Asian,Education
5377,gzwwwmmaoykndhhffuys,2021,Journal of Computer-Mediated Communication,1.0,TW,F,Asian,Education
5378,ojivhrqrpednofnfrsiw,1998,Human Communication Research,1.0,US,M,Asian,Education
5379,sqkoaksezayfkvyutrvq,2006,Journal of Communication,1.0,US,M,Asian,Education
5380,zecssbtoizjwguowzhwh,2013,Communication Theory,1.0,SE,M,White,Education
5381,qrvqpjqpufujgswpxwti,2002,Human Communication Research,2.0,US,M,White,Education
5382,zozifzebybzceivvdkml,2006,Journal of Communication,4.0,IT,F,White,Education
5383,oxtqoszxuzafzwwsbvpm,1979,Journal of Communication,1.0,GB,M,White,Non Education
5384,yryvsdxunxbondtkdffg,1994,Human Communication Research,1.0,QA,M,Hispanic,Education
5385,xwdytkcrtllmsewnhtsj,2017,"Communication, Culture and Critique",1.0,AU,F,Asian,Education
5386,yftzixkqfgutcumtqtyl,2018,"Communication, Culture and Critique",1.0,US,F,White,Education
5387,lfjtbnpaslllmhykykgi,1989,Journal of Communication,1.0,US,M,White,Education
5388,jvzirmeayxnodeitkhbf,2018,Communication Theory,4.0,SE,M,White,Education
5389,eepsdikreqtuoqnoewhd,2007,Human Communication Research,2.0,US,F,White,Education
5390,bedcgnfkfugwxljefopn,1978,Journal of Communication,2.0,US,M,White,Education
5391,lbzwjpguknclzkqdvqen,1998,Human Communication Research,4.0,US,F,White,Non Education
5392,ddraemqmmuylunifinsf,2010,Journal of Communication,2.0,US,F,White,Education
5393,ibtnkjvugkiazjnfrwto,2006,Journal of Computer-Mediated Communication,3.0,LB,M,Asian,Education
5394,mepfuknklkfyhlnugylb,2019,Journal of Communication,2.0,US,F,White,Education
5395,fgwivjtshbbopbwijtag,1997,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
5396,zdmhqcmknkwjccrknwdx,2000,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
5397,jfvnvsllylhevsyaznzl,2021,Journal of Communication,1.0,US,F,White,Education
5398,dfiejncvfeoneyfbqzgt,2021,Journal of Computer-Mediated Communication,2.0,US,F,Asian,Education
5399,xmlkaaqnxfpaughoghph,2010,Journal of Computer-Mediated Communication,2.0,NL,M,White,Education
5400,tjhimutroiimexcoypgt,1987,Journal of Communication,1.0,US,M,White,Education
5401,noykbbdpuopewvchkspk,1988,Human Communication Research,1.0,US,M,White,Education
5402,rdqobcqpaxadxeaxsuck,2011,Human Communication Research,3.0,BE,M,White,Education
5403,yeknrcjycxfrtcxoteqt,2016,Journal of Communication,2.0,US,M,White,Education
5404,yipbawwygijioboazxkd,1987,Human Communication Research,2.0,US,F,White,Education
5405,cmcimvsqlfzcuwjaxban,1993,Communication Theory,1.0,US,M,White,Education
5406,sbvsblbjuxbseiuhkqso,2005,Journal of Computer-Mediated Communication,3.0,US,F,White,Education
5407,caozqktioqqjigbdkzgx,2000,Journal of Communication,1.0,NL,F,White,Education
5408,jwrdnwhozltecuzjushq,1978,Journal of Communication,2.0,US,M,White,Education
5409,bristwwuyznaozviaslq,2008,Journal of Communication,6.0,US,F,Asian,Education
5410,gpfrmawktzfrmorxeszw,2007,Human Communication Research,1.0,US,F,Asian,Education
5411,elxjzdmnbnvnodtnzghx,1961,Journal of Communication,1.0,US,M,White,Education
5412,hrxlxbmsiojwuvvqldig,1959,Journal of Communication,1.0,US,M,White,Education
5413,cghqdxcatmiehpqniumq,2018,Journal of Computer-Mediated Communication,3.0,US,F,White,Education
